season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Misericordia,Rylie Nasso,Rylie,Nasso,,16142,Rylie Nasso,0,0MISERICO,37,30,,,94,21,30,14,6,0,0,17,0,3,12,4,3,1,0,0,0,0,0,0,0,2,0,0.439,36,114,4,.750,.319,.383,30,0,0,0,0,0,0,0,0,30,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,13,34,"12,35",0.34,12,35,"20,55",0.36,20,55,"15,39",0.38,15,39,"0,2",0,0,2,0,0,0,0,"10,23","3,8","30,61",81,0,0,0,1,0,0,0,0,27,0,,,,,,,,,Misericordia,MISERICO,1308-7591,True,,,,,,2.637587902123398,85,85
2026-27,softball,Middle Atlantic Conferences (MAC),mac,York,Alexis McDonaugh,Alexis,McDonaugh,,815,Alexis McDonaugh,0,0YORK (PA,40,40,,,121,13,38,27,3,0,0,19,0,3,9,1,1,0,0,1,0,0,0,3,0,5,0,0.417,41,144,1,1.000,.314,.339,76,97,11,0,0,0,0,10,0,184,.940,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,27,44,"14,42",0.33,14,42,"27,80",0.34,27,80,"20,62",0.32,20,62,"4,14",0.29,4,14,0,0,0,0,"10,23","10,19","49,88",12,0,0,0,0,0,0,0,15,30,0,,,,,,,,,York,YORK (PA,140-3850,True,,,,,,2.562914432229122,86,84
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Albright,Madison Lasko,Madison,Lasko,,16,Madison Lasko,0,0ALBRIGHT,39,38,,,118,9,43,21,4,0,0,13,0,1,13,7,0,0,0,2,0,0,0,1,0,1,0,0.425,47,134,0,.000,.364,.398,100,13,6,3,0,59,7,1,0,119,.950,66,.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,20,41,"12,41",0.29,12,41,"24,72",0.33,24,72,"17,54",0.31,17,54,"1,4",0.25,1,4,0,0,0,0,"11,22","11,18","39,83",49,0,0,0,0,0,0,0,4,40,0,,,,,,,,,Albright,ALBRIGHT,992-3262,True,,,,,,2.54322079257659,87,84
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevenson,Ava Stafursky,Ava,Stafursky,,21852,Ava Stafursky,0,0STEVENSO,34,34,,,98,9,32,23,8,1,0,13,0,0,16,10,1,0,0,4,0,0,0,0,0,0,0,0.391,42,115,1,1.000,.327,.429,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,13,34,"15,45",0.33,15,45,"26,68",0.38,26,68,"15,38",0.39,15,38,"4,7",0.57,4,7,0,0,0,0,"6,15","6,11","43,78",44,0,0,0,0,0,0,0,6,30,0,,,,,,,,,Stevenson,STEVENSO,0,True,,,,,,2.46491325089059,88,84
2026-27,softball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Giulia Olear,Giulia,Olear,,221,Giulia Olear,0,0FDU-FLOR,37,37,,,109,26,29,11,3,0,1,10,0,2,7,3,7,1,10,1,0,0,0,1,0,5,0,0.336,35,132,8,.875,.266,.321,61,43,4,0,0,0,0,3,0,108,.963,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,33,42,"5,23",0.22,5,23,"11,46",0.24,11,46,"7,27",0.26,7,27,"2,5",0.40,2,5,0,0,0,0,"9,21","3,12","36,61",14,0,0,0,0,0,0,0,12,20,0,,,,,,,,,FDU - Florham,FDU-FLOR,1000-3844,True,,,,,,2.435880200191522,89,84
2026-27,softball,Middle Atlantic Conferences (MAC),mac,King's,Kara Krouse,Kara,Krouse,,336,Kara Krouse,0,0KING'S,35,31,,,101,18,32,17,3,0,0,3,0,1,10,2,7,1,1,0,0,0,0,0,0,0,0,0.343,35,106,8,.875,.317,.347,70,2,4,0,0,0,0,0,0,76,.947,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,27,26,"13,32",0.41,13,32,"21,41",0.51,21,41,"19,31",0.61,19,31,"2,6",0.33,2,6,"1,1",1.00,1,1,"14,36","5,7","24,42",35,0,0,0,11,0,0,0,3,21,0,,,,,,,,,King's,KING'S,0,True,,,,,,2.354947738478539,90,84
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevenson,Emily Hamp,Emily,Hamp,,21852,Emily Hamp,0,0STEVENSO,22,21,,,68,12,25,12,4,1,0,6,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.419,31,74,0,.000,.368,.456,69,13,1,3,0,18,8,1,0,83,.988,26,.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,14,17,"10,28",0.36,10,28,"12,38",0.32,12,38,"10,28",0.36,10,28,"1,4",0.25,1,4,0,0,0,0,"13,21","2,7","16,40",1,0,0,0,"0,1",0,0,1,0,26,0,,,,,,,,,Stevenson,STEVENSO,0,True,,,,,,2.332175787220513,91,84
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Arcadia,Sadie Drozdowski,Sadie,Drozdowski,,966,Sadie Drozdowski,0,0ARCADIA,32,31,,,84,17,25,12,4,1,1,1,0,2,13,10,4,4,10,1,0,0,0,0,0,0,0,0.318,34,98,8,.500,.298,.405,50,2,2,0,0,0,0,0,0,54,.963,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,33,21,"7,31",0.23,7,31,"15,42",0.36,15,42,"9,24",0.38,9,24,"1,3",0.33,1,3,0,0,0,0,"8,14","5,8","29,53",11,0,0,0,0,0,0,0,15,17,0,,,,,,,,,Arcadia,ARCADIA,0,True,,,,,,2.289165960190844,92,84
2026-27,softball,Middle Atlantic Conferences (MAC),mac,King's,Breanna Goldspiel,Breanna,Goldspiel,,336,Breanna Goldspiel,0,0KING'S,38,35,,,111,21,37,6,3,0,0,18,0,0,15,10,6,0,3,0,0,1,0,0,1,0,0,0.426,40,133,6,1.000,.333,.360,64,2,4,0,0,0,0,0,0,70,.943,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,36,16,"6,26",0.23,6,26,"18,44",0.41,18,44,"10,23",0.43,10,23,"1,6",0.17,1,6,"1,1",1.00,1,1,"10,21","2,5","34,51",1,0,0,0,1,0,0,0,11,18,0,,,,,,,,,King's,KING'S,0,True,,,,,,2.2661789524589038,93,83
2026-27,softball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Summer Burrell,Summer,Burrell,,221,Summer Burrell,0,0FDU-FLOR,14,3,,,13,5,6,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0.462,6,14,0,.000,.462,.462,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,"2,2",1.00,2,2,"3,4",0.75,3,4,"2,3",0.67,2,3,0,0,0,0,0,0,0,0,"1,6","1,1","4,5","1,1",1.00,1,1,22,0,0,0,1,0,0,,,,,,,,,FDU - Florham,FDU-FLOR,1000-4016,True,,,,,,2.2304997697488838,94,83
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Messiah,Ashley Bryant,Ashley,Bryant,,411,Ashley Bryant,0,0MESS,41,28,,,91,16,30,16,5,0,0,6,0,0,10,7,3,1,3,0,0,0,0,0,0,0,0,0.371,35,100,4,.750,.330,.385,32,1,1,0,0,0,0,0,0,34,.971,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,31,16,"4,24",0.17,4,24,"18,54",0.33,18,54,"14,40",0.35,14,40,0,0,0,0,0,0,0,0,"8,19","7,9","37,60",23,0,0,0,29,0,0,0,13,25,0,,,,,,,,,Messiah,MESS,995-4664,True,,,,,,2.213138028023195,95,83
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Alvernia,Angelina Sponheimer,Angelina,Sponheimer,,938,Angelina Sponheimer,0,0ALVERNIA,38,37,,,112,11,30,27,6,0,1,6,0,4,20,7,0,0,0,2,0,0,0,2,0,2,0,0.323,39,124,0,.000,.268,.348,264,7,2,0,0,0,0,5,0,273,.993,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,21,43,"14,36",0.39,14,36,"21,67",0.31,21,67,"13,40",0.33,13,40,"2,7",0.29,2,7,0,0,0,0,"2,21","10,15","37,74",27,0,0,0,"0,1",0,0,1,11,28,0,,,,,,,,,Alvernia,ALVERNIA,1300-9925,True,,,,,,2.1516129876876295,96,83
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Alvernia,Savannah Richards,Savannah,Richards,,938,Savannah Richards,0,0ALVERNIA,36,36,,,104,15,29,9,4,0,0,13,0,0,14,6,16,1,3,1,0,0,0,0,0,0,0,0.356,33,121,17,.941,.279,.317,40,82,11,0,0,0,0,6,0,133,.917,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,33,28,"8,39",0.21,8,39,"15,58",0.26,15,58,"4,32",0.13,4,32,"2,7",0.29,2,7,0,0,0,0,"7,19","7,10","30,63",3,0,0,0,0,0,0,0,15,29,0,,,,,,,,,Alvernia,ALVERNIA,1300-10158,True,,,,,,2.143874647828682,97,83
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Widener,Elizabeth Carney,Elizabeth,Carney,,783,Elizabeth Carney,0,0WIDENER,36,34,,,102,19,26,13,6,2,0,17,0,2,12,4,10,4,1,1,0,0,0,1,0,1,0,0.369,36,123,14,.714,.255,.353,52,50,17,0,0,0,0,3,0,119,.857,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,30,34,"11,34",0.32,11,34,"14,49",0.29,14,49,"11,33",0.33,11,33,"2,12",0.17,2,12,0,0,0,0,"20,47","2,4","23,54",26,0,0,0,"0,1",0,0,1,6,25,0,,,,,,,,,Widener,WIDENER,997-4757,True,,,,,,2.1050573493944853,98,83
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Misericordia,Gianna Foreman,Gianna,Foreman,,16142,Gianna Foreman,0,0MISERICO,35,34,,,100,13,20,22,6,0,2,19,0,3,26,11,0,0,0,1,0,0,0,0,0,0,0,0.341,32,123,0,.000,.200,.320,6,0,1,0,0,0,0,0,0,7,.857,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,15,36,"4,41",0.10,4,41,"15,67",0.22,15,67,"13,46",0.28,13,46,"0,1",0,0,1,0,0,0,0,"8,19","8,22","28,71",8,0,0,0,0,0,0,0,8,36,0,,,,,,,,,Misericordia,MISERICO,1308-7040,True,,,,,,1.9705494723355594,99,83
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Misericordia,Alicia Moran,Alicia,Moran,,16142,Alicia Moran,0,0MISERICO,36,28,,,87,15,26,13,3,0,1,12,0,0,12,4,0,0,0,3,0,0,0,0,0,0,0,0.373,32,102,0,.000,.299,.368,98,23,6,7,0,49,1,2,0,127,.953,50,.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,22,28,"10,30",0.33,10,30,"17,50",0.34,17,50,"11,39",0.28,11,39,"0,1",0,0,1,0,0,0,0,"6,17","6,11","30,57",14,0,0,0,"1,1",1.00,1,1,9,27,0,,,,,,,,,Misericordia,MISERICO,1308-7877,True,,,,,,1.9636155877182002,100,82
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Alvernia,Taylor McClain,Taylor,McClain,,938,Taylor McClain,0,0ALVERNIA,38,38,,,106,17,30,16,5,0,0,25,0,1,5,3,3,0,1,1,0,0,0,0,0,1,0,0.421,35,134,3,1.000,.283,.330,53,86,12,0,0,0,0,3,0,151,.921,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,24,38,"10,40",0.25,10,40,"20,63",0.32,20,63,"14,43",0.33,14,43,"2,3",0.67,2,3,0,0,0,0,"14,27","4,7","35,70",23,0,0,0,0,0,0,0,3,25,0,,,,,,,,,Alvernia,ALVERNIA,1300-9658,True,,,,,,1.8888975112816924,101,82
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Widener,Hayden Sissons,Hayden,Sissons,,783,Hayden Sissons,0,0WIDENER,30,28,,,68,12,13,15,4,0,1,10,0,0,6,2,2,1,2,0,0,0,0,0,0,0,0,0.295,20,80,3,.667,.191,.294,32,17,2,0,0,27,1,0,0,51,.961,28,.964,96,1,16,5,8,1,5,0,0,0,81.0,65,54,50,76,14,4,4,4.67,332,396,10,1,0,5,8,0,0,15,.289,3,3,16,32,"7,19",0.37,7,19,"8,32",0.25,8,32,"6,25",0.24,6,25,"3,11",0.27,3,11,0,0,0,0,"4,21","4,6","21,37",36,0,0,0,"1,1",1.00,1,1,10,11,0,87,75,0,"2,5","4,12","9,32",0,"4,9",Widener,WIDENER,997-5007,True,,,,,,1.8635027700968343,102,82
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevens,Lilian Cournoyer,Lilian,Cournoyer,,679,Lilian Cournoyer,0,0STEVENS,29,19,,,42,9,15,2,3,0,0,10,0,0,10,4,3,2,1,0,0,0,0,0,0,0,0,0.481,18,53,5,.600,.357,.429,11,2,1,0,0,0,0,1,0,14,.929,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,13,5,"3,10",0.30,3,10,"6,18",0.33,6,18,"4,13",0.31,4,13,"1,4",0.25,1,4,0,0,0,0,"10,17","1,3","11,20","0,1",0,0,1,46,0,0,0,5,9,0,,,,,,,,,Stevens,STEVENS,1230-7595,True,,,,,,1.855198335270456,103,82
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Widener,Mia Ferraro,Mia,Ferraro,,783,Mia Ferraro,0,0WIDENER,38,36,,,105,14,34,15,10,0,0,4,0,1,16,4,1,0,0,0,0,0,0,0,0,1,0,0.355,44,110,1,1.000,.324,.419,226,8,5,0,0,0,0,2,0,239,.979,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,24,27,"9,35",0.26,9,35,"20,54",0.37,20,54,"15,41",0.37,15,41,"5,18",0.28,5,18,0,0,0,0,"9,28","3,4","26,55",1,0,0,0,1,0,0,0,1,25,0,,,,,,,,,Widener,WIDENER,997-5010,True,,,,,,1.8509618189089136,104,82
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Messiah,Kelli Durbin,Kelli,Durbin,,411,Kelli Durbin,0,0MESS,36,34,,,43,10,10,3,1,0,0,6,0,0,9,3,1,0,3,0,0,0,0,0,0,0,0,0.327,11,52,1,1.000,.233,.256,15,31,7,0,0,30,8,0,0,53,.868,38,.789,136,1,25,17,7,1,14,2,0,0,140.0,89,71,70,79,22,2,3,3.55,533,644,12,13,0,6,22,0,0,30,.255,6,2,19,2,"1,10",0.10,1,10,"5,25",0.20,5,25,"1,14",0.07,1,14,"0,1",0,0,1,0,0,0,0,"3,8","3,4","18,30",14,0,0,0,0,0,0,0,10,11,0,156,169,0,"12,21","12,48","2,13",0,"4,22",Messiah,MESS,995-4073,True,,,,,,1.8460460992414562,105,82
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Eastern,Madisyn Saposnek,Madisyn,Saposnek,,8968,Madisyn Saposnek,0,0EASTERN,24,17,,,46,4,15,7,3,0,1,7,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0.415,21,54,0,.000,.326,.457,91,3,2,0,0,0,0,1,0,96,.979,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,17,10,"3,12",0.25,3,12,"9,31",0.29,9,31,"5,17",0.29,5,17,"0,4",0,0,4,0,0,0,0,"6,10","3,4","18,34",2,0,0,0,1,0,0,0,9,8,0,,,,,,,,,Eastern,EASTERN,0,True,,,,,,1.8286842668183008,106,82
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Arcadia,Alexa Kozarski,Alexa,Kozarski,,966,Alexa Kozarski,0,0ARCADIA,25,19,,,50,10,18,11,1,0,0,4,0,4,16,6,0,1,0,1,0,0,0,0,0,1,0,0.441,19,59,1,.000,.360,.380,24,41,16,0,0,0,0,2,0,81,.802,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6,9,"7,18",0.39,7,18,"8,29",0.28,8,29,"6,17",0.35,6,17,"1,3",0.33,1,3,0,0,0,0,"4,7","4,7","16,31",47,0,0,0,3,0,0,0,3,9,0,,,,,,,,,Arcadia,ARCADIA,0,True,,,,,,1.8076454119948906,107,81
2026-27,softball,Middle Atlantic Conferences (MAC),mac,King's,Meghan Marianelli,Meghan,Marianelli,,336,Meghan Marianelli,0,0KING'S,34,32,,,91,15,24,18,2,1,1,9,0,0,13,3,1,0,2,1,0,0,0,0,0,0,0,0.327,31,103,1,1.000,.264,.341,26,45,9,0,0,0,0,1,0,80,.888,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,15,35,"10,38",0.26,10,38,"17,60",0.28,17,60,"13,40",0.33,13,40,"1,6",0.17,1,6,"1,1",1.00,1,1,"3,9","4,9","31,67",3,0,0,0,"0,0",0,0,0,7,30,0,,,,,,,,,King's,KING'S,0,True,,,,,,1.753109468371584,108,81
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Kenzie Boyd,Kenzie,Boyd,,179,Kenzie Boyd,0,0DELAWARE,37,36,,,113,24,38,18,1,3,0,8,0,2,3,1,5,2,3,1,0,0,0,0,0,1,0,0.387,45,127,7,.714,.336,.398,40,2,1,0,0,0,0,0,0,43,.977,0,.000,1,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,3,3,0,0,0,0,0,0,0,0,.333,6,5,31,38,"8,30",0.27,8,30,"24,67",0.36,24,67,"13,42",0.31,13,42,"4,7",0.57,4,7,0,0,0,0,"10,25","11,17","42,73",38,0,0,0,0,0,0,0,17,35,0,1,1,0,"1,1",0,0,0,"0,1",Delaware Valley,DELAWARE,0,True,,,,,,1.7068212908407956,109,81
2026-27,softball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Hailey Wodecki,Hailey,Wodecki,,221,Hailey Wodecki,0,0FDU-FLOR,38,38,,,101,12,28,27,5,0,0,13,0,1,19,7,0,2,6,2,0,0,0,2,0,4,0,0.359,33,123,2,.000,.277,.327,39,53,7,0,0,0,0,0,0,99,.929,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,20,38,"13,43",0.30,13,43,"23,65",0.35,23,65,"21,56",0.38,21,56,"1,7",0.14,1,7,0,0,0,0,"10,20","7,11","40,76",56,0,0,0,0,0,0,0,10,33,0,,,,,,,,,FDU - Florham,FDU-FLOR,1000-3840,True,,,,,,1.6988155890678682,110,81
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Arcadia,Kiersten Murray,Kiersten,Murray,,966,Kiersten Murray,0,0ARCADIA,28,21,,,63,15,18,15,1,1,0,11,0,1,2,1,4,0,4,1,0,0,0,1,0,1,0,0.395,21,80,4,1.000,.286,.333,61,9,6,4,0,34,1,0,0,76,.921,35,.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,31,15,"5,20",0.25,5,20,"10,34",0.29,10,34,"9,25",0.36,9,25,"0,3",0,0,3,0,0,0,0,"9,21","7,11","28,43",24,0,0,0,15,0,0,0,11,16,0,,,,,,,,,Arcadia,ARCADIA,0,True,,,,,,1.6959338845422862,111,81
2026-27,softball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Grace Capparelli,Grace,Capparelli,,221,Grace Capparelli,0,0FDU-FLOR,36,36,,,96,19,26,10,5,1,1,10,0,0,16,7,1,0,3,0,0,0,0,0,0,0,0,0.340,36,109,1,1.000,.271,.375,47,2,1,0,0,0,0,0,0,50,.980,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,21,31,"7,30",0.23,7,30,"12,54",0.22,12,54,"8,34",0.24,8,34,"2,7",0.29,2,7,0,0,0,0,"7,20","2,11","25,60",2,0,0,0,0,0,0,0,6,22,0,,,,,,,,,FDU - Florham,FDU-FLOR,1000-3617,True,,,,,,1.6823884027396345,112,81
2026-27,softball,Middle Atlantic Conferences (MAC),mac,York,Ashlyn Weigle,Ashlyn,Weigle,,815,Ashlyn Weigle,0,0YORK (PA,36,36,,,82,20,21,9,2,0,0,9,0,0,9,0,14,1,11,0,0,0,0,0,0,0,0,0.330,23,102,15,.933,.256,.280,32,2,4,0,0,0,0,0,0,38,.895,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,41,20,"4,21",0.19,4,21,"11,35",0.31,11,35,"7,26",0.27,7,26,"2,9",0.22,2,9,0,0,0,0,"10,26","3,7","29,50",16,0,0,0,0,0,0,0,15,14,0,,,,,,,,,York,YORK (PA,140-4294,True,,,,,,1.6775032515043078,113,81
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevens,Kyra Fischer,Kyra,Fischer,,679,Kyra Fischer,0,0STEVENS,26,16,,,27,5,7,8,3,0,0,5,0,0,5,3,1,0,1,0,0,0,0,0,0,0,0,0.375,10,33,1,1.000,.259,.370,7,28,1,0,0,17,2,1,0,36,.972,19,.895,120,1,16,11,5,0,12,3,0,0,120.0,61,41,31,68,20,3,2,2.39,475,526,4,6,0,2,12,0,0,23,.253,2,0,9,5,"2,10",0.20,2,10,"5,17",0.29,5,17,"4,13",0.31,4,13,"2,5",0.40,2,5,0,0,0,0,"1,3","3,7","8,19",23,0,0,0,0,0,0,0,3,10,0,96,184,1,"1,2","2,5","3,9",0,"2,4",Stevens,STEVENS,1230-7255,True,,,,,,1.6731995691958015,114,80
2026-27,softball,Middle Atlantic Conferences (MAC),mac,DeSales,Shana Gugliandolo,Shana,Gugliandolo,,20,Shana Gugliandolo,0,0DESALES,31,30,,,89,6,29,17,7,0,0,11,0,0,8,2,0,0,0,0,0,0,0,1,0,2,0,0.400,36,100,0,.000,.326,.404,129,9,1,0,0,0,0,1,0,139,.993,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,23,28,"15,37",0.41,15,37,"19,55",0.35,19,55,"12,34",0.35,12,34,"1,4",0.25,1,4,0,0,0,0,"4,17","6,7","26,58","1,2",0.50,1,2,1,0,0,0,2,19,0,,,,,,,,,DeSales,DESALES,999-4377,True,,,,,,1.649738775783245,115,80
2026-27,softball,Middle Atlantic Conferences (MAC),mac,King's,Megan Matsko,Megan,Matsko,,336,Megan Matsko,0,0KING'S,33,31,,,96,15,28,17,8,1,0,8,0,3,11,2,0,0,0,0,0,0,0,0,0,1,0,0.364,38,107,0,.000,.292,.396,42,3,2,0,0,0,0,1,0,47,.957,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,21,28,"8,33",0.24,8,33,"18,52",0.35,18,52,"18,36",0.50,18,36,"3,7",0.43,3,7,"0,1",0,0,1,"13,26","3,6","24,54",14,0,0,0,"0,0",0,0,0,4,33,0,,,,,,,,,King's,KING'S,0,True,,,,,,1.6235785438753954,116,80
