season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevens,Allison Mitloff,Allison,Mitloff,,679,Allison Mitloff,0,0STEVENS,35,35,,,109,31,41,20,5,3,0,14,0,2,16,6,24,3,1,1,0,0,0,0,0,1,0,0.452,52,127,27,.889,.376,.477,33,1,2,0,0,0,0,0,0,36,.944,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,35,16,"13,34",0.38,13,34,"20,55",0.36,20,55,"18,46",0.39,18,46,"5,8",0.63,5,8,0,0,0,0,"12,24","5,13","36,62",1,0,0,0,0,0,0,0,10,20,0,,,,,,,,,Stevens,STEVENS,1230-7590,True,,,,,,6.909141256000722,21,94
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Megan Heard,Megan,Heard,,351,Megan Heard,0,0LVC,43,43,,,129,28,48,22,1,2,0,22,0,6,6,2,25,5,7,1,0,0,0,0,1,1,0,0.481,53,165,30,.833,.372,.411,79,99,11,0,0,0,0,15,0,189,.942,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,34,45,"12,34",0.35,12,34,"31,74",0.42,31,74,"25,52",0.48,25,52,"1,6",0.17,1,6,"0,4",0,0,4,"9,25","11,14","56,89",23,0,0,0,0,0,0,0,17,20,0,,,,,,,,,Lebanon Valley,LVC,0,True,,,,,,6.787986395806899,22,94
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Hood,Kara Heidlauf,Kara,Heidlauf,,8404,Kara Heidlauf,0,0HOOD,40,40,,,129,19,36,34,10,0,5,12,0,0,22,4,0,0,0,1,0,0,0,0,0,1,0,0.338,61,142,0,.000,.279,.473,94,2,2,0,0,0,0,0,0,98,.980,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,27,40,"19,49",0.39,19,49,"28,90",0.31,28,90,"24,61",0.39,24,61,"1,4",0.25,1,4,0,0,0,0,"9,18","5,13","47,95",37,0,0,0,0,0,0,0,9,39,0,,,,,,,,,Hood,HOOD,656-3242,True,,,,,,6.688560364572238,23,94
2026-27,softball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Riley Signor,Riley,Signor,,221,Riley Signor,0,0FDU-FLOR,38,38,,,109,22,36,22,6,3,4,13,0,1,18,6,2,2,2,4,0,0,0,0,0,1,0,0.394,60,129,4,.500,.330,.550,201,11,2,3,0,33,7,0,0,214,.991,40,.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,18,36,"14,40",0.35,14,40,"20,66",0.30,20,66,"10,35",0.29,10,35,"0,6",0,0,6,0,0,0,0,"14,27","7,16","38,77","0,1",0,0,1,0,0,0,0,16,20,0,,,,,,,,,FDU - Florham,FDU-FLOR,1000-3530,True,,,,,,6.624858687178208,24,93
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevens,Emma Quattrochi,Emma,Quattrochi,,679,Emma Quattrochi,0,0STEVENS,40,40,,,124,32,37,19,8,1,0,15,0,3,14,3,36,6,3,1,0,0,0,1,0,1,0,0.385,47,146,42,.857,.298,.379,33,3,1,0,0,0,0,0,0,37,.973,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,37,37,"12,39",0.31,12,39,"19,62",0.31,19,62,"12,37",0.32,12,37,"3,9",0.33,3,9,0,0,0,0,"22,51","4,13","31,70",14,0,0,0,"1,1",1.00,1,1,9,28,0,,,,,,,,,Stevens,STEVENS,1230-7412,True,,,,,,6.6190870096953205,25,93
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Madison Donnelly,Madison,Donnelly,,179,Madison Donnelly,0,0DELAWARE,37,36,,,118,29,54,21,10,2,1,6,0,0,14,8,1,0,0,1,0,0,0,2,0,4,0,0.480,71,125,1,1.000,.458,.602,226,10,4,0,0,0,0,10,0,240,.983,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,27,19,"18,36",0.50,18,36,"32,70",0.46,32,70,"15,46",0.33,15,46,"5,10",0.50,5,10,0,0,0,0,"9,25","8,14","47,73",15,0,0,0,"1,1",1.00,1,1,12,20,0,,,,,,,,,Delaware Valley,DELAWARE,0,True,,,,,,6.606546694507511,26,93
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Nicole Kratz,Nicole,Kratz,,351,Nicole Kratz,0,0LVC,39,37,,,103,15,32,23,8,1,5,7,0,3,10,1,1,0,3,2,0,0,0,0,0,1,0,0.365,57,118,1,1.000,.311,.553,38,39,4,0,0,0,0,3,0,81,.951,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,25,40,"7,28",0.25,7,28,"11,53",0.21,11,53,"7,38",0.18,7,38,"3,10",0.30,3,10,"1,3",0.33,1,3,"16,30","9,15","26,61",25,0,0,0,1,0,0,0,21,27,0,,,,,,,,,Lebanon Valley,LVC,0,True,,,,,,6.5772751151297735,27,93
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Eastern,Ainsley O'Donnell,Ainsley,O'Donnell,,8968,Ainsley O'Donnell,0,0EASTERN,35,35,,,105,30,38,27,10,5,1,17,0,4,8,4,5,1,1,4,0,0,0,0,0,1,0,0.454,61,131,6,.833,.362,.581,63,0,1,0,0,0,0,0,0,64,.984,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,25,37,"13,27",0.48,13,27,"19,47",0.40,19,47,"13,30",0.43,13,30,"4,16",0.25,4,16,0,0,0,0,"24,49","10,10","35,56",34,0,0,0,0,0,0,0,16,10,0,,,,,,,,,Eastern,EASTERN,0,True,,,,,,6.49796148087914,28,93
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevens,Jessica Hsu,Jessica,Hsu,,679,Jessica Hsu,0,0STEVENS,39,36,,,106,23,35,26,8,0,3,11,0,0,5,4,0,0,0,4,0,0,0,1,0,1,0,0.380,52,121,0,.000,.330,.491,7,33,2,0,0,14,3,0,0,42,.952,17,.824,119,1,19,9,9,1,10,2,0,0,99.0,70,59,44,23,19,4,4,4.17,403,469,3,8,0,1,13,0,0,7,.295,6,8,33,33,"10,34",0.29,10,34,"24,68",0.35,24,68,"16,43",0.37,16,43,"3,5",0.60,3,5,0,0,0,0,"11,24","9,13","41,76",0,0,0,0,25,0,0,0,9,22,0,87,174,1,"3,4","4,11","20,65",0,"2,5",Stevens,STEVENS,1230-7596,True,,,,,,6.1963424431419964,29,93
2026-27,softball,Middle Atlantic Conferences (MAC),mac,York,Danella Silagy,Danella,Silagy,,815,Danella Silagy,0,0YORK (PA,40,40,,,126,36,48,25,10,2,0,12,0,4,10,5,8,2,6,0,0,0,0,0,0,0,0,0.451,62,148,10,.800,.381,.492,58,91,18,3,0,2,0,5,0,167,.892,2,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,35,36,"10,30",0.33,10,30,"23,59",0.39,23,59,"15,44",0.34,15,44,"10,18",0.56,10,18,0,0,0,0,"16,35","10,16","39,66",42,0,0,0,0,0,0,0,14,17,0,,,,,,,,,York,YORK (PA,140-4044,True,,,,,,5.98592345888653,30,93
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevens,Carmelita Murphy-brown,Carmelita,Murphy-brown,,679,Carmelita Murphy-brown,0,0STEVENS,40,38,,,113,26,47,26,6,1,0,19,0,1,8,4,7,1,1,0,0,0,0,0,0,2,0,0.504,55,134,8,.875,.416,.487,325,13,4,0,0,0,0,6,0,342,.988,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,35,19,"16,39",0.41,16,39,"29,70",0.41,29,70,"20,51",0.39,20,51,"3,9",0.33,3,9,0,0,0,0,"11,19","7,15","50,76",45,0,0,0,"0,1",0,0,1,13,22,0,,,,,,,,,Stevens,STEVENS,1230-7594,True,,,,,,5.964887487602376,31,92
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Eastern,Maura Yoos,Maura,Yoos,,8968,Maura Yoos,0,0EASTERN,35,35,,,117,36,51,17,0,3,0,7,0,3,23,4,8,2,2,1,0,0,0,0,0,0,0,0.477,57,130,10,.800,.436,.487,52,65,5,0,0,0,0,2,0,122,.959,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,26,16,"17,32",0.53,17,32,"30,60",0.50,30,60,"20,42",0.48,20,42,"5,17",0.29,5,17,0,0,0,0,"9,16","6,14","42,66","1,1",1.00,1,1,0,0,0,0,8,9,0,,,,,,,,,Eastern,EASTERN,0,True,,,,,,5.952346495347738,32,92
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevenson,Remi Yates,Remi,Yates,,21852,Remi Yates,0,0STEVENSO,12,0,,,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.667,2,3,1,1.000,.667,.667,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,"2,2",1.00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,2",0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,Stevenson,STEVENSO,0,True,,,,,,5.904137773083239,33,92
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Messiah,Josi Tolentino,Josi,Tolentino,,411,Josi Tolentino,0,0MESS,47,47,,,137,27,38,42,12,1,2,10,0,6,15,5,4,0,2,3,0,0,0,0,0,2,0,0.346,58,158,4,1.000,.277,.423,27,62,20,0,0,0,1,2,0,109,.817,1,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,35,46,"10,53",0.19,10,53,"26,88",0.30,26,88,"22,72",0.31,22,72,"1,0",0,1,0,0,0,0,0,"11,29","13,21","51,100",17,0,0,0,0,0,0,0,17,55,0,,,,,,,,,Messiah,MESS,995-4667,True,,,,,,5.888226485741843,34,92
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Misericordia,Mackenzie Fizer,Mackenzie,Fizer,,16142,Mackenzie Fizer,0,0MISERICO,37,36,,,106,34,36,31,9,2,0,19,0,4,10,4,6,0,2,2,0,0,0,0,0,1,0,0.450,49,133,6,1.000,.340,.462,83,70,8,0,0,0,0,5,0,161,.950,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,20,41,"9,30",0.30,9,30,"27,76",0.36,27,76,"22,56",0.39,22,56,"1,2",0.50,1,2,0,0,0,0,"11,20","11,17","48,90",67,0,0,0,0,0,0,0,13,29,0,,,,,,,,,Misericordia,MISERICO,1308-7036,True,,,,,,5.619732936995825,35,92
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Laila Murray,Laila,Murray,,179,Laila Murray,0,0DELAWARE,36,34,,,103,22,41,30,8,0,1,5,0,2,8,5,1,0,0,1,0,0,0,0,0,0,0,0.432,52,111,1,1.000,.398,.505,5,15,0,0,0,0,0,0,0,20,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,22,27,"15,34",0.44,15,34,"27,56",0.48,27,56,"18,36",0.50,18,36,"4,7",0.57,4,7,0,0,0,0,"10,22","7,9","40,58",46,0,0,0,1,0,0,0,6,14,0,,,,,,,,,Delaware Valley,DELAWARE,0,True,,,,,,5.618610064881678,36,92
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Eastern,Mackenzie Laub,Mackenzie,Laub,,8968,Mackenzie Laub,0,0EASTERN,33,31,,,91,20,36,29,7,1,1,4,0,1,7,2,2,1,2,2,0,0,0,0,1,0,0,0.418,48,100,3,.667,.396,.527,39,0,0,0,0,0,0,0,0,39,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,27,22,"11,23",0.48,11,23,"18,49",0.37,18,49,"16,35",0.46,16,35,"3,9",0.33,3,9,0,0,0,0,"13,20","11,15","35,53",26,0,0,0,"1,1",1.00,1,1,13,9,0,,,,,,,,,Eastern,EASTERN,0,True,,,,,,5.555157319468107,37,92
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevens,Larissa Cooper,Larissa,Cooper,,679,Larissa Cooper,0,0STEVENS,6,5,,,3,3,1,1,0,1,0,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0.750,3,8,1,.000,.333,1.000,24,0,1,0,0,0,0,0,0,25,.960,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,"0,2",0,0,2,"1,3",0.33,1,3,"1,3",0.33,1,3,0,0,0,0,0,0,0,0,"1,1",0,"3,5",0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,Stevens,STEVENS,1230-7414,True,,,,,,5.510370000983134,38,91
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Eastern,Maryanna Nagle,Maryanna,Nagle,,8968,Maryanna Nagle,0,0EASTERN,35,35,,,108,22,35,29,10,1,2,11,0,3,12,3,2,2,0,0,0,0,0,1,0,2,0,0.402,53,122,4,.500,.324,.491,33,1,5,0,0,0,0,0,0,39,.872,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,22,31,"15,43",0.35,15,43,"28,76",0.37,28,76,"17,49",0.35,17,49,"2,14",0.14,2,14,0,0,0,0,"7,15","8,11","52,81",1,0,0,0,0,0,0,0,10,25,0,,,,,,,,,Eastern,EASTERN,0,True,,,,,,5.479736345935531,39,91
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Albright,Slaydon Fisher,Slaydon,Fisher,,16,Slaydon Fisher,0,0ALBRIGHT,39,38,,,127,19,43,26,14,1,2,10,0,1,10,2,3,0,2,1,0,0,0,2,0,3,0,0.388,65,141,3,1.000,.339,.512,49,103,20,0,0,0,0,1,0,172,.884,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,29,43,"15,39",0.38,15,39,"27,83",0.33,27,83,"17,54",0.31,17,54,"0,2",0,0,2,0,0,0,0,"8,25","10,16","46,91",18,0,0,0,"1,1",1.00,1,1,11,32,0,,,,,,,,,Albright,ALBRIGHT,992-3495,True,,,,,,5.341874070493489,40,91
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Maddy Gronback,Maddy,Gronback,,351,Maddy Gronback,0,0LVC,38,36,,,120,14,51,31,16,3,0,3,0,0,11,2,1,0,2,3,0,0,0,0,0,1,0,0.429,73,128,1,1.000,.425,.608,78,13,1,2,0,19,7,1,0,92,.989,26,.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,17,43,"22,41",0.54,22,41,"30,76",0.39,30,76,"22,57",0.39,22,57,"7,12",0.58,7,12,"1,4",0.25,1,4,"9,22","15,24","45,82",0,0,0,0,23,0,0,0,13,24,0,,,,,,,,,Lebanon Valley,LVC,0,True,,,,,,5.311368404400179,41,91
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Hood,Lizzie McConnell,Lizzie,McConnell,,8404,Lizzie McConnell,0,0HOOD,40,38,,,131,29,45,17,6,1,1,10,0,1,15,4,13,0,0,1,0,0,0,0,0,0,0,0.392,56,143,13,1.000,.344,.427,55,1,6,0,0,0,0,0,0,62,.903,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,35,34,"16,47",0.34,16,47,"24,74",0.32,24,74,"17,51",0.33,17,51,"0,4",0,0,4,0,0,0,0,"21,44","6,12","31,76",40,0,0,0,0,0,0,0,1,47,0,,,,,,,,,Hood,HOOD,656-3373,True,,,,,,5.212583129493288,42,91
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Miley Beachel,Miley,Beachel,,351,Miley Beachel,0,0LVC,43,43,,,135,26,41,18,10,3,0,12,0,3,22,8,10,1,2,1,0,0,0,1,0,2,0,0.371,57,153,11,.909,.304,.422,41,20,4,0,0,12,2,1,0,65,.938,14,.857,106,1,17,11,5,1,9,4,0,0,102.2,57,48,27,54,19,2,5,3.27,396,444,3,5,0,3,13,0,0,14,.268,3,6,29,41,"14,48",0.29,14,48,"27,89",0.30,27,89,"16,61",0.26,16,61,"3,10",0.30,3,10,"0,3",0,0,3,"14,31","7,16","42,94",13,0,0,0,0,0,0,0,14,40,0,160,79,1,"2,8","5,13","1,8","0,0","4,12",Lebanon Valley,LVC,0,True,,,,,,5.189754292020882,43,91
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevenson,Sahara Ward,Sahara,Ward,,21852,Sahara Ward,0,0STEVENSO,33,33,,,100,30,30,19,5,4,1,20,0,3,25,8,10,2,0,0,0,0,0,0,1,0,0,0.431,46,123,12,.833,.300,.460,53,0,9,0,0,0,0,0,0,62,.855,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,21,18,"10,27",0.37,10,27,"14,58",0.24,14,58,"12,49",0.24,12,49,"3,11",0.27,3,11,0,0,0,0,"25,48","5,14","26,63",51,0,0,0,0,0,0,0,3,30,0,,,,,,,,,Stevenson,STEVENSO,0,True,,,,,,5.145977768722938,44,91
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Hood,Sam Larkin,Sam,Larkin,,8404,Sam Larkin,0,0HOOD,38,37,,,118,21,43,31,8,0,1,13,0,3,6,3,0,0,0,3,0,0,0,0,0,0,0,0.431,54,137,0,.000,.364,.458,24,59,13,0,0,0,0,1,0,96,.865,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,34,32,"18,48",0.38,18,48,"28,77",0.36,28,77,"20,50",0.40,20,50,"2,4",0.50,2,4,0,0,0,0,"9,18","11,16","52,86",69,0,0,0,"0,1",0,0,1,17,25,0,,,,,,,,,Hood,HOOD,656-3190,True,,,,,,5.002773166694482,45,90
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Eastern,Emily Trzonkowski,Emily,Trzonkowski,,8968,Emily Trzonkowski,0,0EASTERN,23,19,,,11,1,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333,6,12,0,.000,.364,.545,3,16,0,0,0,15,1,0,0,19,1.000,16,.938,86,1,18,16,1,1,12,6,0,0,112.1,34,32,24,126,16,1,4,1.99,415,456,6,6,0,2,9,0,0,35,.207,0,1,3,6,"1,2",0.50,1,2,"2,6",0.33,2,6,"0,2",0,0,2,"1,3",0.33,1,3,0,0,0,0,"2,5","1,1","4,7",0,0,0,0,1,0,0,0,4,2,0,136,69,0,"1,1","2,4","1,1",0,"0,1",Eastern,EASTERN,0,True,,,,,,4.901683775115548,46,90
2026-27,softball,Middle Atlantic Conferences (MAC),mac,York,Gretchen Barstad,Gretchen,Barstad,,815,Gretchen Barstad,0,0YORK (PA,34,34,,,99,38,31,15,7,0,1,27,0,0,19,7,16,1,0,0,0,0,0,0,0,1,0,0.460,41,126,17,.941,.313,.414,173,12,0,0,0,6,1,13,0,185,1.000,7,.857,49,1,1,1,3,0,0,0,0,0,21.0,35,26,9,13,7,0,3,8.67,111,123,2,1,0,0,2,0,0,7,.441,4,3,21,23,"8,28",0.29,8,28,"18,57",0.32,18,57,"13,30",0.43,13,30,"4,15",0.27,4,15,0,0,0,0,"13,24","6,10","33,63",2,0,0,0,"0,1",0,0,1,6,19,0,9,36,0,"3,4","11,24","6,10",0,"2,8",York,YORK (PA,140-3624,True,,,,,,4.886936391375531,47,90
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevenson,Olivia Munoz,Olivia,Munoz,,21852,Olivia Munoz,0,0STEVENSO,34,34,,,95,25,34,16,4,3,0,12,0,0,16,6,13,1,0,1,0,0,0,0,0,0,0,0.426,44,108,14,.929,.358,.463,40,2,4,0,0,0,0,0,0,46,.913,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,16,23,"9,31",0.29,9,31,"23,64",0.36,23,64,"14,42",0.33,14,42,"2,11",0.18,2,11,0,0,0,0,"10,17","4,10","38,70",14,0,0,0,0,0,0,0,6,27,0,,,,,,,,,Stevenson,STEVENSO,0,True,,,,,,4.734299831169393,48,90
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevenson,Maria Morsa,Maria,Morsa,,21852,Maria Morsa,0,0STEVENSO,34,34,,,100,24,38,19,3,1,1,14,0,1,13,6,1,0,4,1,0,0,0,0,1,0,0,0.457,46,120,1,1.000,.380,.460,61,59,9,0,0,0,0,1,0,129,.930,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,22,28,"7,26",0.27,7,26,"27,71",0.38,27,71,"18,47",0.38,18,47,"4,12",0.33,4,12,0,0,0,0,"8,17","9,14","49,82",48,0,0,0,0,0,0,0,13,29,0,,,,,,,,,Stevenson,STEVENSO,0,True,,,,,,4.659567014318927,49,90
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Misericordia,Gianna Russo,Gianna,Russo,,16142,Gianna Russo,0,0MISERICO,33,29,,,101,21,35,29,6,1,1,8,0,2,8,2,1,0,0,3,0,1,0,0,0,1,0,0.395,46,115,1,1.000,.347,.455,193,5,2,0,0,0,0,8,0,200,.990,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,24,30,"9,27",0.33,9,27,"25,65",0.38,25,65,"17,43",0.40,17,43,"0,1",0,0,1,0,0,0,0,"9,18","12,19","43,73",11,0,0,0,"1,1",1.00,1,1,12,25,0,,,,,,,,,Misericordia,MISERICO,1308-7035,True,,,,,,4.593203436980618,50,90
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Tori Bockrath,Tori,Bockrath,,179,Tori Bockrath,0,0DELAWARE,37,36,,,114,26,32,29,10,1,2,6,0,0,8,3,2,0,0,3,0,0,0,1,0,2,0,0.309,50,123,2,1.000,.281,.439,44,66,9,0,0,0,0,4,0,119,.924,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,24,46,"14,44",0.32,14,44,"23,70",0.33,23,70,"16,48",0.33,16,48,"3,8",0.38,3,8,0,0,0,0,"7,20","11,14","37,73",27,0,0,0,"0,1",0,0,1,14,34,0,,,,,,,,,Delaware Valley,DELAWARE,0,True,,,,,,4.536883425901541,51,90
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Albright,Ryleigh Prinz,Ryleigh,Prinz,,16,Ryleigh Prinz,0,0ALBRIGHT,6,3,,,10,0,6,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.583,6,12,0,.000,.600,.600,2,1,0,0,0,0,0,0,0,3,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,"2,4",0.50,2,4,"4,7",0.57,4,7,"4,6",0.67,4,6,0,0,0,0,0,0,0,0,"1,1","1,1","7,9",0,0,0,0,11,0,0,0,1,2,0,,,,,,,,,Albright,ALBRIGHT,992-3693,True,,,,,,4.506164556231697,52,89
