season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Stevens,Matthew Pergola,Matthew,Pergola,,679,Matthew Pergola,"PERGOLA,MATTHEW",PERGOLAMATTHEWSTEVENS,21,21,,,Stevens,STEVENS,1230-7237,0,0,0,0,0,3,14,1,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,27,0,19,9,1198:00,257,0,1.000,,118,167,0,107,44,63,.707,5.10,,,,,,,,,,,,,,,,,,,20.065001800188167,1,99
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Stevens,Jack Tenaglia,Jack,Tenaglia,,679,Jack Tenaglia,"TENAGLIA,JACK",TENAGLIAJACKSTEVENS,21,19,,,Stevens,STEVENS,1230-7567,0,0,0,0,0,1,17,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,30,0,15,8,1078:00,257,0,1.000,,62,82,0,100,60,40,.756,4.76,,,,,,,,,,,,,,,,,,,19.41394093324603,2,99
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,York,Davis Fisher,Davis,Fisher,,815,Davis Fisher,"FISHER,DAVIS",FISHERDAVISYCP,22,22,,,York,YCP,140-3673,0,0,0,0,0,1,24,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,31,0,32,6,1313:00,42,0,1.000,,91,144,0,97,51,46,.632,4.41,,,,,,,,,,,,,,,,,,,18.368421611242418,3,99
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,York,Cory Bergmann,Cory,Bergmann,,815,Cory Bergmann,"BERGMANN,CORY",BERGMANNCORYYCP,22,22,,,York,YCP,140-3864,0,0,0,0,1,4,29,0,6,5,0,0,0,0,0,0,0,2,3,0,0,0,0,36,0,38,4,1313:00,42,0,1.000,,115,170,0,97,38,59,.676,4.41,,,,,,,,,,,,,,,,,,,17.847759399064703,4,98
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Misericordia,Jack Simone,Jack,Simone,,16142,Jack Simone,"SIMONE,JACK",SIMONEJACKMISERICO,16,15,,,Misericordia,MISERICO,1308-7932,0,0,0,0,0,2,14,0,2,2,0,0,0,0,0,0,0,1,2,0,0,1,0,37,0,33,5,886:00,3,1,1.000,,62,106,0,81,36,45,.585,5.06,,,,,,,,,,,,,,,,,,,15.054384698392054,5,98
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Stevenson,Darrell Curtis,Darrell,Curtis,,21852,Darrell Curtis,"CURTIS,DARRELL",CURTISDARRELLSTEVENSO,18,17,,,Stevenson,STEVENSO,660-5427,0,0,0,0,0,4,9,1,7,3,0,0,0,0,0,0,0,8,1,0,0,0,0,36,0,21,10,1014:00,36,0,1.000,,96,153,0,80,21,59,.627,4.44,,,,,,,,,,,,,,,,,,,14.799216850605386,6,98
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,York,Nate Schilling,Nate,Schilling,,815,Nate Schilling,"SCHILLING,NATE",SCHILLINGNATEYCP,22,22,,,York,YCP,140-4083,0,0,0,0,0,2,17,0,10,3,0,0,0,0,0,0,0,2,1,0,0,0,0,24,0,31,4,1313:00,42,0,1.000,,89,116,0,80,26,54,.767,3.64,,,,,,,,,,,,,,,,,,,13.946593942391997,7,97
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Ryan Grace,Ryan,Grace,,351,Ryan Grace,"GRACE,RYAN",GRACERYANLVC,18,18,,,Lebanon Valley,LVC,994-9207,0,0,0,0,0,3,23,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,36,0,34,11,1073:00,36,0,1.000,,91,137,0,73,26,47,.664,4.06,,,,,,,,,,,,,,,,,,,13.840193485977716,8,97
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Stevenson,Gavin Gossen,Gavin,Gossen,,21852,Gavin Gossen,"GOSSEN,GAVIN",GOSSENGAVINSTEVENSO,18,18,,,Stevenson,STEVENSO,660-5432,0,0,0,0,0,2,21,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,28,7,1074:00,36,0,1.000,,75,152,0,74,35,39,.493,4.11,,,,,,,,,,,,,,,,,,,13.835908720206252,9,97
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Alvernia,Jimmy Sparacio,Jimmy,Sparacio,,938,Jimmy Sparacio,"SPARACIO,JIMMY",SPARACIOJIMMYALVERNIA,16,16,,,Alvernia,ALVERNIA,1300-9852,0,0,0,0,0,6,27,0,4,1,0,0,0,0,0,0,0,4,1,0,0,0,0,63,0,37,7,964:00,101,0,1.000,,94,163,0,70,23,47,.577,4.38,,,,,,,,,,,,,,,,,,,13.713759393446713,10,96
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Stevens,Adam DeCristofaro,Adam,DeCristofaro,,679,Adam DeCristofaro,"DECRISTOFARO,ADAM",DECRISTOFAROADAMSTEVENS,21,1,,,Stevens,STEVENS,1230-7570,0,0,0,0,0,3,25,0,7,4,0,0,0,0,0,0,0,2,1,0,0,0,0,22,0,24,5,60:00,52,0,1.000,,93,159,0,74,26,48,.585,3.52,,,,,,,,,,,,,,,,,,,12.909640141545912,11,96
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Stevenson,Max Racich,Max,Racich,,21852,Max Racich,"RACICH,MAX",RACICHMAXSTEVENSO,18,18,,,Stevenson,STEVENSO,660-5145,0,0,0,0,0,2,8,1,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,28,0,24,5,1074:00,36,0,1.000,,84,125,0,72,24,48,.672,4.00,,,,,,,,,,,,,,,,,,,12.685893583612382,12,96
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,York,Gavin Gismondi,Gavin,Gismondi,,815,Gavin Gismondi,"GISMONDI,GAVIN",GISMONDIGAVINYCP,22,22,,,York,YCP,140-4073,0,0,0,0,0,4,11,0,7,6,0,0,0,0,0,0,0,0,3,0,0,0,0,29,0,20,4,1313:00,42,0,1.000,,90,152,0,72,21,51,.592,3.27,,,,,,,,,,,,,,,,,,,12.504468463867052,13,95
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Justin Perillo,Justin,Perillo,,221,Justin Perillo,"PERILLO,JUSTIN",PERILLOJUSTINFDU-FLOR,17,17,,,FDU - Florham,FDU-FLOR,0,0,0,0,0,0,1,9,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,39,2,1020:00,0,0,1.000,,37,70,0,66,44,22,.529,3.88,,,,,,,,,,,,,,,,,,,11.981799017520958,14,95
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Albright,Nick Antonio,Nick,Antonio,,16,Nick Antonio,"ANTONIO,NICK",ANTONIONICKALBRIGHT,16,16,,,Albright,ALBRIGHT,992-3250,0,0,0,0,0,2,26,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,33,0,38,20,953:00,36,0,1.000,,81,138,0,54,14,40,.587,3.38,,,,,,,,,,,,,,,,,,,10.829113978204447,15,95
