season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,Little East Conference (LEC),lec,Keene State,Jonathan Chatfield,Jonathan,Chatfield,,330,Jonathan Chatfield,0,0KSC,13,13,,,56,13,24,23,7,1,4,7,0,1,9,4,0,0,0,0,0,0,0,0,1,1,0,0.5,45,64,0,0.0,0.429,0.804,97,3,2,0,0,0,0,8,0,102,0.98,0,0.0,,0,3,14,9,"8,22",0.36,8,22,"16,33",0.48,16,33,"14,23",0.61,14,23,"3,6",0.5,3,6,0,0,0,0,"5,11","4,6","21,36",113,0.0,0,0,0,0.0,0,0,3,11,0,,Keene State,KSC,1068-3878,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99,95.0,batting,,
2026-27,baseball,Little East Conference (LEC),lec,UMass Boston,Brandon Gaer,Brandon,Gaer,,401,Brandon Gaer,0,0MASS.-BO,15,15,,,56,13,25,19,8,0,2,8,0,3,8,1,1,1,0,2,0,0,0,0,0,2,0,0.522,39,69,2,0.5,0.446,0.696,26,1,1,3,0,11,0,0,0,28,0.964,11,1.0,,1,2,9,14,"9,20",0.45,9,20,"15,33",0.45,15,33,"10,23",0.43,10,23,"1,1",1.0,1,1,0,0,0,0,"6,13","10,16","24,38",68,0.0,0,0,0,0.0,0,0,4,19,0,,UMass Boston,MASS.-BO,1071-4827,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,99,94.0,batting,,
2026-27,baseball,Little East Conference (LEC),lec,UMass Boston,Nick Farnacci,Nick,Farnacci,,401,Nick Farnacci,0,0MASS.-BO,15,15,,,60,23,25,15,2,1,1,8,0,5,10,4,10,1,0,1,0,0,0,0,2,0,0,0.514,32,74,11,0.909,0.417,0.533,28,40,2,0,0,0,0,11,0,70,0.971,0,0.0,,2,2,13,14,"4,10",0.4,4,10,"14,29",0.48,14,29,"10,19",0.53,10,19,"1,2",0.5,1,2,0,0,0,0,"8,18","7,9","25,36",36,0.0,0,0,0,0.0,0,0,5,3,0,,UMass Boston,MASS.-BO,1071-4670,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,99,93.0,batting,,
2026-27,baseball,Little East Conference (LEC),lec,UMass Dartmouth,Cooper Wixon,Cooper,Wixon,,656,Cooper Wixon,0,0MASS.-DA,18,17,,,63,15,26,10,7,1,1,8,0,2,18,6,3,2,1,1,0,0,0,0,2,0,0,0.486,38,75,5,0.6,0.413,0.603,17,30,6,0,0,0,0,7,0,53,0.887,0,0.0,,2,0,11,9,"4,16",0.25,4,16,"11,25",0.44,11,25,"8,15",0.53,8,15,"2,7",0.29,2,7,0,0,0,0,"10,14","2,3","18,29","0,1",0.0,0,1,0,0.0,0,0,4,7,0,,UMass Dartmouth,MASS.-DA,1072-3995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,98,92.0,batting,,
2026-27,baseball,Little East Conference (LEC),lec,Eastern Connecticut,Hank Penders,Hank,Penders,,200,Hank Penders,0,0EASTERN,14,14,,,53,20,23,9,3,2,2,11,0,2,3,1,0,2,0,0,0,0,0,4,0,4,0,0.545,36,66,2,0.0,0.434,0.679,113,10,2,2,0,16,3,0,0,125,0.984,19,0.842,,1,2,14,13,"4,11",0.36,4,11,"10,27",0.37,10,27,"4,14",0.29,4,14,"4,9",0.44,4,9,0,0,0,0,"9,10","1,3","20,31",2,0.0,0,0,0,0.0,0,0,5,11,0,,Eastern Connecticut,EASTERN,1067-1611,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,98,91.0,batting,,
2026-27,baseball,Little East Conference (LEC),lec,UMass Boston,Max Garner,Max,Garner,,401,Max Garner,0,0MASS.-BO,12,7,,,28,9,12,5,2,0,0,4,0,2,6,3,6,0,1,2,0,0,0,0,0,0,0,0.5,14,37,6,1.0,0.429,0.5,72,1,1,0,0,0,0,9,0,74,0.986,0,0.0,,1,2,9,4,"1,6",0.17,1,6,"6,14",0.43,6,14,"4,11",0.36,4,11,"1,1",1.0,1,1,0,0,0,0,"4,9","3,4","13,18","0,1",0.0,0,1,44,0.0,0,0,5,6,0,,UMass Boston,MASS.-BO,1071-4665,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,98,90.0,batting,,
2026-27,baseball,Little East Conference (LEC),lec,Eastern Connecticut,Ian Moser,Ian,Moser,,200,Ian Moser,0,0EASTERN,14,14,,,46,11,18,21,7,0,3,6,1,3,16,5,1,3,0,0,0,0,0,0,0,0,0,0.491,34,55,4,0.25,0.391,0.739,46,1,1,0,0,0,0,1,0,48,0.979,0,0.0,,0,0,6,6,"8,17",0.47,8,17,"11,27",0.41,11,27,"8,19",0.42,8,19,"3,8",0.38,3,8,0,0,0,0,"3,4","5,7","17,32",11,0.0,0,0,0,0.0,0,0,1,8,0,,Eastern Connecticut,EASTERN,1067-1904,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,97,89.0,batting,,
2026-27,baseball,Little East Conference (LEC),lec,Eastern Connecticut,Tiege Kimbler,Tiege,Kimbler,,200,Tiege Kimbler,0,0EASTERN,14,14,,,36,16,13,19,0,1,1,19,0,4,3,0,14,1,2,0,0,0,0,0,1,1,0,0.61,18,61,15,0.933,0.361,0.5,20,24,8,0,0,0,0,3,0,52,0.846,0,0.0,,4,1,8,10,"3,12",0.25,3,12,"11,22",0.5,11,22,"10,18",0.56,10,18,"3,7",0.43,3,7,0,0,0,0,"7,13","8,9","25,33",145,0.0,0,0,0,0.0,0,0,5,10,0,,Eastern Connecticut,EASTERN,1067-1911,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,97,88.0,batting,,
2026-27,baseball,Little East Conference (LEC),lec,UMass Boston,Elliot Miles,Elliot,Miles,,401,Elliot Miles,0,0MASS.-BO,15,15,,,59,20,22,17,5,0,3,2,0,10,9,3,9,2,0,2,0,0,0,0,0,0,0,0.466,36,73,11,0.818,0.373,0.61,24,46,6,0,0,0,0,9,0,76,0.921,0,0.0,,2,2,5,22,"9,26",0.35,9,26,"14,35",0.4,14,35,"7,23",0.3,7,23,"1,3",0.33,1,3,0,0,0,0,"1,6","8,13","24,41",69,0.0,0,0,0,0.0,0,0,5,20,0,,UMass Boston,MASS.-BO,1071-4836,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,97,87.0,batting,,
2026-27,baseball,Little East Conference (LEC),lec,UMass Dartmouth,Sam Bradford,Sam,Bradford,,656,Sam Bradford,0,0MASS.-DA,18,18,,,63,17,24,15,6,1,5,7,0,2,21,3,3,2,0,0,0,0,0,0,2,0,0,0.458,47,72,5,0.6,0.381,0.746,30,2,0,0,0,0,0,0,0,32,1.0,0,0.0,,0,0,5,13,"10,24",0.42,10,24,"14,27",0.52,14,27,"9,19",0.47,9,19,"2,8",0.25,2,8,0,0,0,0,"7,21","1,1","16,29",12,0.0,0,0,0,0.0,0,0,1,11,0,,UMass Dartmouth,MASS.-DA,1072-4181,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,86.0,batting,,
