conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,z_shot_stats_points,z_shot_stats_goals,z_shot_stats_assists,z_misc_stats_plusminus,z_penalty_stats_minutes,composite_score,rank,rating
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,King's,"Wallin, Brighton",,0,11,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.7322391314925208,-0.6313911002869429,-0.7305843904323821,0.007241410308124739,0.0,-0.0,1,99
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Gularte, Addy",,0,2,21,5,0,,0,0,0,0,0,0,1,0,0,5,10:00,0,0,0,0,0,0,5,86,92,178,0.483,1.07,16,17,-1,10,0,41,9,6,3,0.07,0,0,,,,,,,,,,,,,,,,,,0.30491584315915965,0.08839475404017194,0.4469899355344651,-0.064827863710831,,,2,95
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Tosi, Laila",,0,4,23,18,0,,0,0,0,2,0,0,0,2,0,6,12:00,0,0,0,0,0,0,6,0,3,3,0.0,0.0,20,15,5,17,0,23,5,2,3,0.13,0,0,,,,,,,,,,,,,,,,,,-0.15604192335269837,0.08839475404017194,-0.3380596151100997,0.36758778040290346,,,3,93
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Moriarty, Kayla",,0,5,24,1,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,17,18,-1,15,0,21,1,1,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.6169996898645564,-0.6313911002869429,-0.5343220027712409,-0.064827863710831,,,4,92
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Caswell, Marissa",,0,6,23,8,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,1,1,0.0,0.0,19,11,8,13,0,42,7,4,3,0.07,0,0,,,,,,,,,,,,,,,,,,0.07443695990323063,0.08839475404017194,0.05446516021218271,0.5837956024597706,,,5,91
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Tobin, Carla",,0,7,19,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,34,31,65,0.523,0.91,4,12,-8,5,0,13,1,1,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.6169996898645564,-0.6313911002869429,-0.5343220027712409,-0.5693127818435212,,,6,90
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"De Magistris, Noelle",,0,8,24,2,0,,0,1,0,2,0,0,3,4,0,4,08:00,0,0,0,0,0,0,4,43,62,105,0.41,1.44,11,18,-7,14,0,42,11,3,8,0.19,0,0,,,,,,,,,,,,,,,,,,0.5353947264150887,1.2880378445853633,-0.1417972274489585,-0.4972435078245654,,,7,89
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Hart, Emma",,0,9,24,10,0,,0,0,1,1,3,1,1,1,1,4,08:00,0,0,0,0,0,0,4,166,114,280,0.593,0.69,18,13,5,14,0,68,19,10,9,0.13,0,0,,,,,,,,,,,,,,,,,,1.4573102594388048,1.5279664626944016,1.2320394861790298,0.36758778040290346,,,8,88
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Oliveira, Alexis",,0,10,23,10,0,,0,0,0,4,1,0,2,2,1,4,08:00,0,0,0,0,0,0,4,82,116,198,0.414,1.41,15,14,1,6,0,70,14,2,12,0.17,0,0,,,,,,,,,,,,,,,,,,0.8811130512989821,2.2477523170215163,-0.3380596151100997,0.07931068432708048,,,9,87
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Artrip, Josalyn",,0,11,23,1,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,20,31,51,0.392,1.55,3,14,-11,10,0,11,2,2,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.5017602482365919,-0.6313911002869429,-0.3380596151100997,-0.7855206039003885,,,10,87
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Schutt, Erin",,0,12,22,10,0,,0,0,0,2,2,0,3,0,0,4,08:00,0,0,0,0,0,0,4,3,2,5,0.6,0.67,24,17,7,14,0,56,15,7,8,0.14,0,0,,,,,,,,,,,,,,,,,,0.9963524929269467,1.2880378445853633,0.6432523231956063,0.5117263284408149,,,11,86
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Hill, Riley",,0,13,23,13,0,,0,0,0,1,0,0,0,1,0,4,08:00,0,0,0,0,0,0,4,1,1,2,0.5,1.0,20,13,7,12,0,46,8,5,3,0.07,0,0,,,,,,,,,,,,,,,,,,0.18967640153119514,0.08839475404017194,0.2507275478733239,0.5117263284408149,,,12,85
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"King, Sofia",,0,15,24,1,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,14,17,-3,7,0,26,7,5,2,0.08,0,0,,,,,,,,,,,,,,,,,,0.07443695990323063,-0.15153386406886632,0.2507275478733239,-0.20896641174874245,,,13,85
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Ask, Sikke",,0,16,9,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,5,1,6,0.833,0.2,1,1,0,3,0,13,0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.7322391314925208,-0.6313911002869429,-0.7305843904323821,0.007241410308124739,,,14,84
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Jascewsky, Lauren",,0,17,23,1,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,11,10,21,0.524,0.91,8,10,-2,16,0,16,1,1,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.6169996898645564,-0.6313911002869429,-0.5343220027712409,-0.13689713772978673,,,15,84
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Burton, Carolyn",,0,18,20,1,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,4,9,-5,12,0,13,2,2,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.5017602482365919,-0.6313911002869429,-0.3380596151100997,-0.35310495978665396,,,16,83
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Evans, Gillian",,0,20,23,13,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,18,17,35,0.514,0.94,10,8,2,8,0,37,6,6,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.04080248172473388,-0.6313911002869429,0.4469899355344651,0.15137995834603624,,,17,83
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Palmer, Kathryn",,0,21,22,12,0,,0,0,0,0,1,0,1,0,0,1,02:00,0,0,0,0,0,0,1,139,95,234,0.594,0.68,17,8,9,8,0,52,13,10,3,0.06,0,0,,,,,,,,,,,,,,,,,,0.7658736096710177,0.08839475404017194,1.2320394861790298,0.6558648764787264,,,18,82
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Campbell, Emily",,0,22,20,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,3,7,-4,1,0,5,0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.7322391314925208,-0.6313911002869429,-0.7305843904323821,-0.2810356857676982,,,19,82
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Morris, Maddie",,0,24,23,2,0,,0,0,0,0,1,0,0,1,0,9,18:00,0,0,0,0,0,0,9,1,2,3,0.333,2.0,12,25,-13,6,0,42,7,3,4,0.1,0,0,,,,,,,,,,,,,,,,,,0.07443695990323063,0.3283233721492102,-0.1417972274489585,-0.9296591519382998,,,20,81
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Connick, Khenzie",,0,27,22,7,0,,0,0,0,2,0,0,0,1,0,3,06:00,0,0,0,0,0,0,3,10,20,30,0.333,2.0,15,15,0,10,0,73,11,7,4,0.05,0,0,,,,,,,,,,,,,,,,,,0.5353947264150887,0.3283233721492102,0.6432523231956063,0.007241410308124739,,,21,81
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Lagh, Moa",,0,28,10,5,0,,0,0,0,0,1,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,7,4,3,7,0,18,1,0,1,0.06,0,0,,,,,,,,,,,,,,,,,,-0.6169996898645564,-0.3914624821779046,-0.7305843904323821,0.22344923236499195,,,22,80
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Skorupa, Stephanie",,0,1,16,16,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0.0,0,0,16.0,935:22,34.0,422.0,151291512915129.0,3.0,1.0,1.0,0.0,5.0,2.0,0.0,0.925,16.0,0.0,0.0,2.18,-0.6169996898645564,-0.6313911002869429,-0.5343220027712409,0.007241410308124739,,,23,80
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Rodgers, Juju",,0,30,6,5,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,6.0,329:01,16.0,112.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.875,5.0,0.0,0.0,2.92,-0.7322391314925208,-0.6313911002869429,-0.7305843904323821,0.007241410308124739,,,24,79
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Derosiers, Belle",,0,31,4,3,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,4.0,166:02,11.0,77.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.875,3.0,0.0,0.0,3.98,-0.7322391314925208,-0.6313911002869429,-0.7305843904323821,0.007241410308124739,,,25,79
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Matthews, Grace",,0,3,26,12,0,,0,0,0,0,2,0,0,1,0,4,08:00,0,0,0,0,0,0,4,174,206,380,0.458,1.18,20,5,15,15,0,40,13,10,3,0.08,0,0,,,,,,,,,,,,,,,,,,0.7658736096710177,0.08839475404017194,1.2320394861790298,1.0882805205924608,,,26,79
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Kos, Haylee",,0,4,26,6,0,,0,1,1,1,2,0,3,3,0,1,02:00,0,0,0,0,0,0,1,1,1,2,0.5,1.0,23,9,14,12,0,82,23,13,10,0.12,0,0,,,,,,,,,,,,,,,,,,1.9182680259506628,1.7678950808034397,1.8208266491624536,1.016211246573505,,,27,78
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Hatcher, Leah",,0,5,26,11,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,1,1,0.0,0.0,28,15,13,36,0,45,14,13,1,0.02,0,0,,,,,,,,,,,,,,,,,,0.8811130512989821,-0.3914624821779046,1.8208266491624536,0.9441419725545492,,,28,78
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Plotnikoff, Reese",,0,6,26,11,0,,0,0,0,0,0,0,0,0,0,13,26:00,0,0,0,0,0,0,13,0,1,1,0.0,0.0,19,11,8,14,0,40,6,5,1,0.03,0,0,,,,,,,,,,,,,,,,,,-0.04080248172473388,-0.3914624821779046,0.2507275478733239,0.5837956024597706,,,29,77
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Beers, Kylie",,0,9,26,1,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,1,0,1,1.0,100.0,19,6,13,17,0,22,3,2,1,0.05,0,0,,,,,,,,,,,,,,,,,,-0.38652080660862737,-0.3914624821779046,-0.3380596151100997,0.9441419725545492,,,30,77
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Saillant, Kianna",,0,10,26,7,0,,0,0,0,3,0,1,2,2,1,2,04:00,0,0,0,0,0,0,2,315,187,502,0.627,0.59,24,6,18,7,0,84,16,9,7,0.08,0,0,,,,,,,,,,,,,,,,,,1.1115919345549112,1.048109226476325,1.0357770985178887,1.304488342649328,,,31,77
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Jelley, Carys",,0,12,26,11,0,,0,0,0,2,0,1,1,0,0,4,08:00,0,0,0,0,0,0,4,1,4,5,0.2,4.0,28,8,20,8,0,91,26,13,13,0.14,0,0,,,,,,,,,,,,,,,,,,2.263986350834556,2.4876809351305544,1.8208266491624536,1.4486268906872395,,,32,76
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Hurwitz, Hannah",,0,14,25,1,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,22,22,44,0.5,1.0,6,8,-2,4,0,17,1,1,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.6169996898645564,-0.6313911002869429,-0.5343220027712409,-0.13689713772978673,,,33,76
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Duffy, Rylie",,0,15,26,4,0,,0,0,0,0,0,0,2,2,0,5,10:00,0,0,0,0,0,0,5,0,2,2,0.0,0.0,14,7,7,14,0,39,8,5,3,0.08,0,0,,,,,,,,,,,,,,,,,,0.18967640153119514,0.08839475404017194,0.2507275478733239,0.5117263284408149,,,34,75
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Komrofske, Abbi",,0,16,26,14,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,3,3,0.0,0.0,30,14,16,35,0,44,12,12,0,0.0,0,0,,,,,,,,,,,,,,,,,,0.6506341680430532,-0.6313911002869429,1.6245642615013125,1.1603497946114165,,,35,75
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Siksik, Charlotte",,0,17,21,1,0,,0,0,0,0,1,0,0,1,0,4,08:00,0,0,0,0,0,0,4,67,77,144,0.465,1.15,9,6,3,9,0,18,6,2,4,0.22,0,0,,,,,,,,,,,,,,,,,,-0.04080248172473388,0.3283233721492102,-0.3380596151100997,0.22344923236499195,,,36,75
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Glab, Ava",,0,18,26,7,0,,1,1,0,2,1,0,3,2,2,6,12:00,0,0,0,0,0,0,6,0,0,0,,0.0,26,8,18,5,0,84,27,13,14,0.17,0,0,,,,,,,,,,,,,,,,,,2.379225792462521,2.727609553239593,1.8208266491624536,1.304488342649328,,,37,74
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Makinson, Chloe",,0,19,23,5,0,,1,0,0,3,1,0,6,1,0,9,18:00,0,0,0,0,0,0,9,239,142,381,0.627,0.59,24,11,13,15,0,104,28,13,15,0.14,0,0,,,,,,,,,,,,,,,,,,2.494465234090485,2.967538171348631,1.8208266491624536,0.9441419725545492,,,38,74
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Roberts, Phoebe",,0,20,22,6,0,,0,0,0,1,4,0,2,4,0,4,08:00,0,0,0,0,0,0,4,1,2,3,0.333,2.0,24,6,18,14,0,140,26,12,14,0.1,0,0,,,,,,,,,,,,,,,,,,2.263986350834556,2.727609553239593,1.6245642615013125,1.304488342649328,,,39,74
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Roepke, Erika",,0,22,26,4,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,1,1,0.0,0.0,9,10,-1,6,0,32,6,5,1,0.03,0,0,,,,,,,,,,,,,,,,,,-0.04080248172473388,-0.3914624821779046,0.2507275478733239,-0.064827863710831,,,40,73
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Atzert, Kylie",,0,24,25,2,0,,0,0,0,0,1,0,0,0,0,4,08:00,0,0,0,0,0,0,4,1,0,1,1.0,100.0,9,6,3,10,0,24,3,2,1,0.04,0,0,,,,,,,,,,,,,,,,,,-0.38652080660862737,-0.3914624821779046,-0.3380596151100997,0.22344923236499195,,,41,73
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Zemlak, Rheya",,0,25,23,13,0,,0,0,1,1,0,0,0,1,0,10,20:00,0,0,0,0,0,0,10,0,0,0,,0.0,32,12,20,20,0,61,10,7,3,0.05,0,0,,,,,,,,,,,,,,,,,,0.42015528478712416,0.08839475404017194,0.6432523231956063,1.4486268906872395,,,42,73
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Hourihan, Maeve",,0,26,26,12,0,,0,2,0,1,0,0,3,1,0,4,08:00,0,0,0,0,0,0,4,0,1,1,0.0,0.0,23,7,16,5,0,82,23,15,8,0.1,0,0,,,,,,,,,,,,,,,,,,1.9182680259506628,1.2880378445853633,2.213351424484736,1.1603497946114165,,,43,72
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Sladish, Megan",,0,29,20,2,0,,0,0,0,1,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,17,6,11,12,0,24,4,2,2,0.08,0,0,,,,,,,,,,,,,,,,,,-0.2712813649806629,-0.15153386406886632,-0.3380596151100997,0.8000034245166378,,,44,72
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Zoppo, Ava",,0,1,6,6,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,6.0,359:17,6.0,87.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.935,6.0,0.0,0.0,1.0,-0.7322391314925208,-0.6313911002869429,-0.7305843904323821,0.007241410308124739,,,45,72
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Meger, Gabby",,0,33,15,14,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,15.0,891:06,32.0,359.0,785785.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,0.918,14.0,0.0,0.0,2.15,-0.7322391314925208,-0.6313911002869429,-0.7305843904323821,0.007241410308124739,,,46,72
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Miller, Kaylee",,0,35,6,6,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,6.0,324:57,8.0,102.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.927,6.0,0.0,0.0,1.48,-0.7322391314925208,-0.6313911002869429,-0.7305843904323821,0.007241410308124739,,,47,71
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Arcadia,"Slaidish, Megan",,0,29,3,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,3,1,2,0,0,2,2,2,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.5017602482365919,-0.6313911002869429,-0.3380596151100997,0.15137995834603624,,,48,71
