season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Northwest Conference (NWC),nwc,Whitworth,Gray Caleb,Gray,Caleb,,1454,Gray Caleb,0,0WHTW,45,45,,,178,48,70,54,14,0,14,21,3,6,42,12,7,2,1,1,0,0,0,1,0,8,0,0.471,126,207,9,.778,.393,.708,100,49,3,0,0,0,0,11,0,152,.980,0,.000,,4,5,33,30,"26,61",0.43,26,61,"35,105",0.33,35,105,"22,64",0.34,22,64,"6,16",0.38,6,16,0,0,0,0,"23,35","13,26","54,112",279,0,0,0,0,0,0,0,15,38,0,,Whitworth,WHTW,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.144915291395925,1,99,batting
2025-26,baseball,Northwest Conference (NWC),nwc,Whitman,"Otte,Halen",Halen,Otte,,780,"Otte,Halen",0,0WTMN,39,39,,,142,38,45,56,8,0,17,23,3,7,19,4,1,0,0,3,0,0,0,3,0,5,0,0.429,104,175,1,1.000,.317,.732,187,17,6,7,0,16,5,13,0,210,.971,21,.762,,3,4,38,38,"17,44",0.39,17,44,"28,79",0.35,28,79,"20,55",0.36,20,55,"7,20",0.35,7,20,0,0,0,0,"15,39","16,17","53,91",110,0,0,0,0,0,0,0,20,25,0,,Whitman,WTMN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12049878393939,2,99,batting
2025-26,baseball,Northwest Conference (NWC),nwc,Lewis & Clark,W. Heron,W.,Heron,,22235,W. Heron,0,0LEWIS &,38,38,,,141,39,52,41,6,0,14,20,0,3,30,9,2,1,2,3,0,0,0,0,0,1,0,0.449,100,169,3,.667,.369,.709,294,11,1,0,0,0,0,25,0,306,.997,0,.000,,1,6,23,40,"16,44",0.36,16,44,"28,71",0.39,28,71,"16,49",0.33,16,49,"3,6",0.50,3,6,0,0,0,0,"17,40","10,13","48,83",58,0,0,0,0,0,0,0,16,23,0,,Lewis & Clark,LEWIS &,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.124584294151534,3,99,batting
2025-26,baseball,Northwest Conference (NWC),nwc,Whitworth,Memarian Kyle,Memarian,Kyle,,1454,Memarian Kyle,0,0WHTW,41,41,,,170,39,71,31,13,4,5,15,0,2,10,3,12,9,1,1,0,0,0,1,3,2,0,0.468,107,189,21,.571,.418,.629,90,16,3,0,0,0,0,8,0,109,.972,0,.000,,11,7,43,36,"26,59",0.44,26,59,"41,89",0.46,41,89,"25,56",0.45,25,56,"7,15",0.47,7,15,0,0,0,0,"16,40","5,9","60,97",107,0,0,0,0,0,0,0,6,35,0,,Whitworth,WHTW,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.207780952150458,4,98,batting
2025-26,baseball,Northwest Conference (NWC),nwc,Linfield,Porter Luke,Porter,Luke,,1179,Porter Luke,0,0LIN,36,30,,,116,26,33,41,6,2,12,15,0,10,34,7,0,1,0,0,0,0,0,2,1,4,0,0.411,79,141,1,.000,.284,.681,19,1,2,0,0,0,0,3,0,22,.909,0,.000,,2,1,23,24,"12,38",0.32,12,38,"19,62",0.31,19,62,"15,41",0.37,15,41,"2,8",0.25,2,8,0,0,0,0,"12,29","6,12","33,71",106,0,0,0,44,0,0,0,4,24,0,,Linfield,LIN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.876709615853208,5,98,batting
2025-26,baseball,Northwest Conference (NWC),nwc,Willamette,Luke Piazza,Luke,Piazza,,785,Luke Piazza,0,0WILLAMET,34,32,,,127,26,48,35,9,3,5,14,0,8,20,6,0,0,0,2,0,0,0,2,0,2,0,0.464,78,151,0,.000,.378,.614,181,7,1,0,0,0,0,14,0,189,.995,0,.000,,4,6,25,29,"13,38",0.34,13,38,"29,63",0.46,29,63,"19,40",0.48,19,40,"3,10",0.30,3,10,0,0,0,0,"11,26","9,10","44,71",58,0,0,0,11,0,0,0,8,20,0,,Willamette,WILLAMET,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.542800956368454,6,98,batting
2025-26,baseball,Northwest Conference (NWC),nwc,Lewis & Clark,M. Aikawa,M.,Aikawa,,22235,M. Aikawa,0,0LEWIS &,38,38,,,145,35,54,37,14,1,4,25,0,6,20,9,9,1,1,0,0,0,0,0,0,2,0,0.483,82,177,10,.900,.372,.566,35,55,7,0,0,0,0,6,0,97,.928,0,.000,,5,5,30,36,"20,55",0.36,20,55,"31,70",0.44,31,70,"22,48",0.46,22,48,"4,8",0.50,4,8,0,0,0,0,"16,38","9,13","54,85",100,0,0,0,0,0,0,0,6,22,0,,Lewis & Clark,LEWIS &,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.192608465680472,7,97,batting
2025-26,baseball,Northwest Conference (NWC),nwc,Willamette,Nate Hamburger,Nate,Hamburger,,785,Nate Hamburger,0,0WILLAMET,36,36,,,128,39,50,20,9,2,4,28,0,2,18,9,24,4,0,2,0,0,0,2,1,2,0,0.500,75,160,28,.857,.391,.586,89,5,0,0,0,0,0,0,0,94,1.000,0,.000,,3,3,21,37,"15,40",0.38,15,40,"24,51",0.47,24,51,"12,26",0.46,12,26,"5,13",0.38,5,13,0,0,0,0,"22,43","4,9","40,63",47,0,0,0,0,0,0,0,10,18,0,,Willamette,WILLAMET,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.599687312022311,8,97,batting
2025-26,baseball,Northwest Conference (NWC),nwc,Whitworth,Coffield Carson,Coffield,Carson,,1454,Coffield Carson,0,0WHTW,44,44,,,167,34,46,54,9,1,10,13,0,15,22,2,3,1,0,7,0,0,0,1,0,4,0,0.366,87,202,4,.750,.275,.521,313,10,5,0,0,0,0,31,0,328,.985,0,.000,,3,9,34,68,"17,53",0.32,17,53,"35,104",0.34,35,104,"24,59",0.41,24,59,"5,12",0.42,5,12,0,0,0,0,"14,39","14,19","61,123",96,0,0,0,0,0,0,0,20,33,0,,Whitworth,WHTW,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.809247783989724,9,97,batting
2025-26,baseball,Northwest Conference (NWC),nwc,Lewis & Clark,B. Davis,B.,Davis,,22235,B. Davis,0,0LEWIS &,38,38,,,133,40,38,34,8,1,9,23,0,4,24,4,3,1,1,2,0,0,0,1,0,2,0,0.401,75,163,4,.750,.286,.564,92,1,2,0,0,0,0,0,0,95,.979,0,.000,,5,2,29,41,"11,39",0.28,11,39,"25,65",0.38,25,65,"14,46",0.30,14,46,"4,8",0.50,4,8,0,0,0,0,"17,36","9,13","42,73",76,0,0,0,0,0,0,0,8,30,0,,Lewis & Clark,LEWIS &,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.082796369402091,10,96,batting
