season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Liberty League (LL),ll,RPI,Oehlschlaeger Ian,Oehlschlaeger,Ian,,570,Oehlschlaeger Ian,0,0RENSSELA,45,44,,,169,58,74,58,11,3,11,28,4,16,24,9,20,1,0,3,0,0,0,2,1,4,0,0.546,124,216,21,.952,.438,.734,63,7,1,0,0,0,0,2,0,71,.986,0,.000,,8,7,34,32,"20,56",0.36,20,56,"50,109",0.46,50,109,"30,68",0.44,30,68,"24,49",0.49,24,49,0,0,0,0,"18,27","16,24","76,122",205,0,0,0,22,0,0,0,11,36,0,,RPI,RENSSELA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.273805744479606,1,99,batting
2025-26,baseball,Liberty League (LL),ll,RPI,Krishnappa Ayush,Krishnappa,Ayush,,570,Krishnappa Ayush,0,0RENSSELA,41,39,,,153,38,65,58,13,2,7,16,0,2,24,5,8,1,3,5,0,0,0,1,0,3,0,0.472,103,179,9,.889,.425,.673,0,1,0,0,0,0,0,0,0,1,1.000,0,.000,,3,10,34,32,"22,51",0.43,22,51,"47,103",0.46,47,103,"32,69",0.46,32,69,"16,42",0.38,16,42,0,0,0,0,"15,36","14,21","72,114",395,0,0,0,2,0,0,0,18,35,0,,RPI,RENSSELA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.329972017570775,2,99,batting
2025-26,baseball,Liberty League (LL),ll,Skidmore,Sam Kornet,Sam,Kornet,,642,Sam Kornet,0,0SKIDMORE,40,40,,,156,40,53,45,11,0,12,29,3,6,32,7,1,0,0,2,0,0,0,2,0,2,0,0.456,100,193,1,1.000,.340,.641,288,15,6,0,0,0,0,19,0,309,.981,0,.000,,3,3,14,56,"13,56",0.23,13,56,"31,104",0.30,31,104,"22,70",0.31,22,70,"10,37",0.27,10,37,0,0,0,0,"15,28","11,21","53,117",226,0,0,0,0,0,0,0,9,46,0,,Skidmore,SKIDMORE,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.664416292309067,3,99,batting
2025-26,baseball,Liberty League (LL),ll,Ithaca,Andrew McDermott,Andrew,McDermott,,313,Andrew McDermott,0,0ITHACA,40,39,,,139,46,49,30,11,0,6,37,2,13,27,9,10,3,2,1,0,0,0,0,1,0,0,0.521,78,192,13,.769,.353,.561,56,1,0,0,0,0,0,0,0,57,1.000,0,.000,,2,1,23,41,"12,32",0.38,12,32,"22,62",0.35,22,62,"10,31",0.32,10,31,"7,22",0.32,7,22,0,0,0,0,"31,61","7,11","45,82",186,0,0,0,2,0,0,0,8,19,0,,Ithaca,ITHACA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.594152566391493,4,98,batting
2025-26,baseball,Liberty League (LL),ll,Skidmore,Zachary Leiderman,Zachary,Leiderman,,642,Zachary Leiderman,0,0SKIDMORE,38,38,,,145,39,52,36,14,0,6,16,0,10,31,11,0,1,0,5,0,0,0,1,0,2,0,0.443,84,176,1,.000,.359,.579,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,4,7,22,41,"19,51",0.37,19,51,"32,92",0.35,32,92,"17,56",0.30,17,56,"6,31",0.19,6,31,0,0,0,0,"11,25","11,15","58,109",90,0,0,0,0,0,0,0,12,33,0,,Skidmore,SKIDMORE,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9467263242936585,5,98,batting
2025-26,baseball,Liberty League (LL),ll,Ithaca,Ethan Fantel,Ethan,Fantel,,313,Ethan Fantel,0,0ITHACA,33,24,,,89,22,33,22,9,0,3,29,1,5,14,6,2,0,0,1,0,0,0,1,0,3,0,0.540,51,124,2,1.000,.371,.573,206,14,6,0,0,1,0,21,0,226,.973,1,1.000,,1,3,20,21,"12,31",0.39,12,31,"21,58",0.36,21,58,"12,39",0.31,12,39,"6,17",0.35,6,17,0,0,0,0,"16,23","5,11","35,65",14,0,0,0,242,0,0,0,7,16,0,,Ithaca,ITHACA,0,False,5,1,0,0,0,0,0,0,0,0,1.2,5,5,3,1,0,0,0,27.00,10,14,2,1,0,0,0,0,0,0,.500,1,3,0,"1,1","3,4","0,2",0,"0,1",,,,7.575050610510368,6,98,batting
2025-26,baseball,Liberty League (LL),ll,Clarkson,Beau Vardion,Beau,Vardion,,146,Beau Vardion,0,0CLARKSON,30,30,,,104,20,39,32,12,2,4,9,0,2,28,1,0,0,1,3,0,0,0,2,1,3,0,0.424,67,119,0,.000,.375,.644,36,72,17,0,0,0,0,14,0,125,.864,0,.000,,3,0,20,18,"14,36",0.39,14,36,"26,61",0.43,26,61,"16,39",0.41,16,39,"5,16",0.31,5,16,0,0,0,0,"6,16","7,11","33,66",37,0,0,0,0,0,0,0,6,24,0,,Clarkson,CLARKSON,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.503927565594571,7,97,batting
2025-26,baseball,Liberty League (LL),ll,Skidmore,Ewen Donald,Ewen,Donald,,642,Ewen Donald,0,0SKIDMORE,28,28,,,122,31,52,35,7,0,2,3,0,4,18,3,3,4,0,0,0,0,0,3,0,5,0,0.457,65,129,7,.429,.426,.533,53,4,3,0,0,0,0,1,0,60,.950,0,.000,,0,5,26,25,"17,38",0.45,17,38,"31,75",0.41,31,75,"21,53",0.40,21,53,"9,26",0.35,9,26,0,0,0,0,"13,28","13,17","44,79",621,0,0,0,0,0,0,0,6,36,0,,Skidmore,SKIDMORE,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.408561482556112,8,97,batting
2025-26,baseball,Liberty League (LL),ll,Ithaca,Ethan McDonough,Ethan,McDonough,,313,Ethan McDonough,0,0ITHACA,31,31,,,111,31,36,27,3,2,7,25,0,5,33,18,14,3,0,1,0,0,0,4,4,5,0,0.465,64,142,17,.824,.324,.577,48,2,1,0,0,0,0,0,0,51,.980,0,.000,,2,3,20,20,"10,32",0.31,10,32,"20,66",0.30,20,66,"15,43",0.35,15,43,"5,18",0.28,5,18,0,0,0,0,"7,16","5,9","32,73",94,0,0,0,0,0,0,0,5,35,0,,Ithaca,ITHACA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.206286891287101,9,97,batting
2025-26,baseball,Liberty League (LL),ll,Skidmore,Eddie Galvao,Eddie,Galvao,,642,Eddie Galvao,0,0SKIDMORE,37,33,,,128,30,42,39,5,3,7,17,0,1,29,11,7,2,1,3,0,0,0,0,0,2,0,0.403,74,150,9,.778,.328,.578,34,58,8,0,0,0,0,5,0,100,.920,0,.000,,4,2,16,40,"14,46",0.30,14,46,"26,78",0.33,26,78,"21,58",0.36,21,58,"10,27",0.37,10,27,0,0,0,0,"14,27","11,17","40,86",236,0,0,0,48,0,0,0,13,34,0,,Skidmore,SKIDMORE,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.191436658993068,10,96,batting
