season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code,composite_score,global_rank,rating
2025-26,wbball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Franz,Gwyenth",Gwyenth,Franz,G,42,"Franz,Gwyenth","FRANZ,GWYENTH",Aurora,AUR,1248-7122,10,0,00,0,0,15,0,9,0,0,0,1,3,6,48,6,8,14,5,0,5,0,0,10,0.00,0.00,0.00,0.00,1.40,0.60,0.30,0.10,00,227.0,1,99
2025-26,wbball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Antione,Dani",Dani,Antione,G,42,"Antione,Dani","ANTIONE,DANI",Aurora,AUR,1248-6337,26,26,01,0,59,175,18,71,46,32,168,1,43,41,573,22,53,75,69,0,46,3,0,26,0.34,0.25,0.70,6.46,2.88,1.58,1.65,0.04,01,226.0,2,99
2025-26,wbball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Heinberg,Jennifer",Jennifer,Heinberg,G,42,"Heinberg,Jennifer","HEINBERG,JENNIFER",Aurora,AUR,1248-6890,27,5,02,0,63,176,50,138,13,9,185,6,24,23,476,16,40,56,30,0,19,0,0,27,0.36,0.36,0.69,6.85,2.07,0.85,0.89,0.22,02,225.0,3,99
2025-26,wbball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Schuk,Courtney",Courtney,Schuk,G,42,"Schuk,Courtney","SCHUK,COURTNEY",Aurora,AUR,1248-6592,26,0,03,0,27,66,24,60,6,5,83,1,9,13,226,10,14,24,26,0,16,0,0,26,0.41,0.40,0.83,3.19,0.92,0.50,0.35,0.04,03,224.0,4,98
2025-26,wbball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Petersen,Ava",Ava,Petersen,G,42,"Petersen,Ava","PETERSEN,AVA",Aurora,AUR,1248-7123,10,0,04,0,3,10,2,5,2,2,10,0,6,1,39,0,4,4,3,0,1,0,0,10,0.30,0.40,1.00,1.00,0.40,0.10,0.60,0.00,04,223.0,5,98
2025-26,wbball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Eklund,Aurora",Aurora,Eklund,F,42,"Eklund,Aurora","EKLUND,AURORA",Aurora,AUR,1248-6580,26,1,05,0,48,110,12,28,40,27,135,0,15,25,435,29,52,81,22,0,32,0,0,26,0.44,0.43,0.68,5.19,3.12,0.96,0.58,0.00,05,222.0,6,98
2025-26,wbball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Slaby,Sierra",Sierra,Slaby,G,42,"Slaby,Sierra","SLABY,SIERRA",Aurora,AUR,1248-7124,10,0,10,0,3,6,2,3,4,4,12,1,4,3,42,4,5,9,2,0,6,0,0,10,0.50,0.67,1.00,1.20,0.90,0.30,0.40,0.10,10,221.0,7,97
2025-26,wbball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Manzanarez,Krystyna",Krystyna,Manzanarez,G,42,"Manzanarez,Krystyna","MANZANAREZ,KRYSTYNA",Aurora,AUR,1248-6883,27,27,11,0,171,407,53,166,102,76,471,11,108,79,834,37,72,109,62,1,68,0,0,27,0.42,0.32,0.75,17.44,4.04,2.93,4.00,0.41,11,220.0,8,97
2025-26,wbball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Geyrhalter,Paulina",Paulina,Geyrhalter,G,42,"Geyrhalter,Paulina","GEYRHALTER,PAULINA",Aurora,AUR,1248-6581,17,0,12,0,9,31,5,23,6,5,28,0,8,13,80,11,14,25,8,0,9,0,0,17,0.29,0.22,0.83,1.65,1.47,0.76,0.47,0.00,12,219.0,9,97
2025-26,wbball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Eve,Chandler",Chandler,Eve,F,42,"Eve,Chandler","EVE,CHANDLER",Aurora,AUR,1248-7125,7,0,13,0,0,2,0,0,0,0,0,0,5,1,22,3,9,12,0,0,5,0,0,7,0.00,0.00,0.00,0.00,1.71,0.14,0.71,0.00,13,218.0,10,96
