conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,z_shot_stats_points,z_shot_stats_goals,z_shot_stats_assists,z_misc_stats_ground_balls,z_misc_stats_caused_turnovers,z_misc_stats_turnovers,z_penalty_stats_minutes,composite_score,rank,rating
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Tufts,Jack Regnery,,,,20,20,0.0,0.0,0.0,0.0,0.0,2.0,40.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,28.0,2.0,1205:00,81.0,0.0,1.0,,,,,,,,,,,,,,,133.0,249.0,0.0,103.0,25.0,78.0,0.534,6.385046901208677,7.33626433588177,3.6385075635967468,1.3058644659219647,-0.16521246117024063,3.0067589795854612,0.0,13.940505674023148,1,99
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Bowdoin,Patrick Fitzgerald,,,,20,19,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,36.0,0.0,24.0,3.0,1145:00,61.0,0.0,1.0,,,,,,,,,,,,,,,149.0,218.0,0.0,99.0,15.0,84.0,0.683,6.119641651448221,7.933375410421168,2.0223499633561404,1.4230187475432006,0.018610889894671415,2.4750990218258457,0.0,13.324436236635478,2,97
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Bowdoin,Casey Ryan,,,,20,20,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,45.0,8.0,1205:00,61.0,0.0,1.0,,,,,,,,,,,,,,,62.0,115.0,0.0,91.0,65.0,26.0,0.539,5.5888311519273115,2.1613016898736572,10.103137964559172,1.130133043490111,0.9377276452192317,5.266313800063826,0.0,12.903901765604928,3,96
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Wesleyan,Jack Raba,,,,19,19,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,38.0,5.0,1141:00,26.0,0.0,1.0,,,,,,,,,,,,,,,35.0,53.0,0.0,86.0,62.0,24.0,0.66,5.257074589726742,1.9622646650271913,9.618290684486992,0.7200930578157851,0.38625759202449556,4.3359088739845,0.0,12.157231446247673,4,95
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Tufts,Brooks Hauser,,,,23,23,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,37.0,0.0,34.0,4.0,1387:00,137.0,0.0,1.0,,,,,,,,,,,,,,,93.0,168.0,0.0,81.0,27.0,54.0,0.554,4.925318027526173,4.947820037724179,3.961739083644868,1.4815958883538187,0.20243424095958348,3.804248916224884,0.0,10.640300888560992,5,94
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Tufts,Max Ettinghausen,,,,23,23,0.0,0.0,0.0,0.0,1.0,3.0,16.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,27.0,3.0,1387:00,137.0,0.0,1.0,,,,,,,,,,,,,,,98.0,164.0,0.0,77.0,15.0,62.0,0.598,4.659912777765718,5.743968137110042,2.0223499633561404,1.7159044515962905,0.018610889894671415,2.873843990145557,0.0,10.041549268192114,6,94
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Middlebury,Billy Curtis,,,,18,18,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,31.0,7.0,1082:00,4.0,0.0,1.0,,,,,,,,,,,,,,,75.0,113.0,0.0,69.0,33.0,36.0,0.664,4.129102278244808,3.1564868141059863,4.931433643789232,1.0715559026794927,0.7539042941543197,3.4055039479051725,0.0,9.291731760070135,7,93
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Bowdoin,Jason Lach,,,,20,19,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,39.0,0.0,23.0,15.0,1145:00,61.0,0.0,1.0,,,,,,,,,,,,,,,102.0,158.0,0.0,64.0,17.0,47.0,0.646,3.797345716044239,4.251190450761548,2.3455814834042616,1.5987501699750546,2.2244911026736163,2.342184032385942,0.0,9.050303883876685,8,93
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Wesleyan,CK Giancola,,,,18,16,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,24.0,5.0,961:00,26.0,0.0,1.0,,,,,,,,,,,,,,,86.0,179.0,0.0,68.0,13.0,55.0,0.48,4.062750965804694,5.047338550147412,1.6991184433080193,0.3100530721414593,0.38625759202449556,2.4750990218258457,0.0,8.508858306757686,9,92
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Tufts,Charlie Tagliaferri,,,,23,1,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,19.0,1.0,60:00,38.0,0.0,1.0,,,,,,,,,,,,,,,76.0,123.0,0.0,62.0,30.0,32.0,0.618,3.6646430911640113,2.7584127644130545,4.44658636371705,0.837247339437021,-0.3490358122351527,1.810524074626327,0.0,8.406237585606418,10,92
