conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,z_hitting_stats_hits,z_hitting_stats_runs,z_hitting_stats_runs_batted_in,z_hitting_stats_home_runs,z_hitting_stats_stolen_bases,z_hitting_stats_strikeouts,composite_score,rank,rating
ccc,Conference of New England (CCC),2025-26,softball,University of Hartford,O. Wolk,,,,40,40,115,28,47,36,8,9,6,12,0,2,10,3,14,0,1,4,0,0,0,0,0,2,0,0.459,91,134,14,1.0,0.409,0.791,56,5,4,0,0,0,0,0,0,65,0.938,0,0.0,7,2,20,37,"17,40",0.43,17,40,"28,63",0.44,28,63,"19,45",0.42,19,45,"6,16",0.38,6,16,0,0,0,0,"15,27","12,15","45,73",36,0.0,0,0,0,0.0,0,0,11,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.077887679269165,2.075929194465482,3.4044202997740203,4.532251956038318,3.6433535251229294,0.23839430635513442,8.337660030704779,1,99
ccc,Conference of New England (CCC),2025-26,softball,Roger Williams University,Shannon Starratt,,,,42,42,132,30,51,27,11,3,6,16,0,2,7,2,3,0,0,1,0,0,0,0,0,1,0,0.457,86,151,3,1.0,0.386,0.652,48,56,9,0,0,0,0,4,0,113,0.92,0,0.0,2,6,22,50,"19,39",0.49,19,39,"30,79",0.38,30,79,"19,49",0.39,19,49,"4,15",0.27,4,15,0,0,0,0,"13,24","1,8","47,85",41,0.0,0,0,0,0.0,0,0,10,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3384009242996036,2.2922737400002453,2.3206455473930623,4.532251956038318,0.30221365646180987,-0.19028461200033306,7.01363476758113,2,95
ccc,Conference of New England (CCC),2025-26,softball,Wentworth Institute of Technology,Jess Rowe,,,,42,42,136,25,41,35,7,6,6,9,0,3,13,2,4,0,1,0,0,0,0,0,0,0,0,0.358,78,149,4,1.0,0.301,0.574,63,32,6,0,0,10,3,1,0,101,0.941,13,0.769,5,6,29,50,"14,48",0.29,14,48,"24,89",0.27,24,89,"19,62",0.31,19,62,"6,14",0.43,6,14,0,0,0,0,"13,30","7,15","38,91",71,0.0,0,0,0,0.0,0,0,13,34,0,88.0,1.0,15.0,5.0,5.0,0.0,7.0,0.0,0.0,0.0,83.2,49.0,39.0,31.0,59.0,14.0,5.0,1.0,3.26,332.0,381.0,9.0,4.0,0.0,5.0,9.0,0.0,0.0,15.0,0.265,76.0,110.0,0.0,"4,5","2,17","1,1",0.0,"0,5",1.6871178117235068,1.7514123761633364,3.2840008828428027,4.532251956038318,0.6059536445219116,0.6670732247106019,6.904183984846396,3,93
ccc,Conference of New England (CCC),2025-26,softball,Endicott College,Abby McClaflin,,,,34,29,99,31,35,24,7,2,6,14,0,1,16,2,3,0,0,1,0,0,0,0,0,0,0,0.435,64,115,3,1.0,0.354,0.646,62,44,3,0,0,0,0,2,0,109,0.972,0,0.0,3,5,13,33,"11,33",0.33,11,33,"18,55",0.33,18,55,"12,32",0.38,12,32,"6,17",0.35,6,17,0,0,0,0,"9,16","4,7","28,60",131,0.0,0,0,36,0.0,0,0,10,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.296347944177849,2.400446012767627,1.9593872965994095,4.532251956038318,0.30221365646180987,1.0957521430660693,5.957709587125557,4,92
ccc,Conference of New England (CCC),2025-26,softball,University of Hartford,A. Sealey,,,,42,42,136,36,57,21,21,2,3,20,0,4,6,2,9,0,1,0,0,0,0,1,0,3,0,0.506,91,161,9,1.0,0.419,0.669,127,29,2,0,0,7,1,4,0,158,0.987,8,0.875,2,2,33,39,"13,38",0.34,13,38,"25,59",0.42,25,59,"12,35",0.34,12,35,"11,22",0.5,11,22,0,0,0,0,"34,58","3,6","37,66",88,0.0,0,0,73,0.0,0,0,4,20,0,64.0,1.0,12.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,65.2,36.0,21.0,17.0,32.0,14.0,2.0,2.0,2.24,255.0,295.0,7.0,13.0,0.0,3.0,7.0,0.0,0.0,14.0,0.251,89.0,70.0,0.0,"0,3","2,3","0,2",0.0,"1,4",2.7291707918452617,2.9413073766045357,1.5981290458057567,2.0544548701822047,2.1246535848224206,-0.33317758478548887,5.915052854763792,5,91
ccc,Conference of New England (CCC),2025-26,softball,Gordon College,A. Rivera,,,,38,38,120,34,50,21,13,1,4,12,0,7,6,2,2,0,0,0,0,0,0,0,0,1,0,0.496,77,139,2,1.0,0.417,0.642,72,108,12,0,0,2,1,3,0,192,0.938,3,0.667,4,8,26,35,"12,34",0.35,12,34,"22,56",0.39,22,56,"16,34",0.47,16,34,"3,8",0.38,3,8,0,0,0,0,"16,27","6,6","35,61",35,0.0,0,0,0,0.0,0,0,4,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.273272613041994,2.724962831069772,1.5981290458057567,2.8803872321342427,-0.0015263315982919417,-0.33317758478548887,5.495274807708139,6,90
ccc,Conference of New England (CCC),2025-26,softball,Western New England University,Alex Ferriouolo,,,,44,44,137,23,37,29,10,1,5,11,0,3,31,7,5,0,0,2,0,0,0,0,0,1,0,0.333,64,153,5,1.0,0.27,0.467,67,108,8,0,0,0,0,5,0,183,0.956,0,0.0,4,10,22,43,"11,34",0.32,11,34,"22,75",0.29,22,75,"13,49",0.27,13,49,"2,16",0.13,2,16,0,0,0,0,"8,31","11,17","39,83",49,0.0,0,0,0,0.0,0,0,5,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4266045666930682,1.535067830628573,2.561484381255497,3.7063195940862803,0.9096936325820134,3.2391467348434064,5.226382959686887,7,89
ccc,Conference of New England (CCC),2025-26,softball,Roger Williams University,Vianna Chamberlin,,,,36,35,107,15,29,21,0,0,5,5,0,1,18,3,8,1,0,0,0,0,0,1,0,2,0,0.31,44,113,9,0.889,0.271,0.411,60,2,4,0,0,0,0,0,0,66,0.939,0,0.0,4,5,32,24,"9,39",0.23,9,39,"20,71",0.28,20,71,"10,49",0.2,10,49,"6,15",0.4,6,15,0,0,0,0,"7,18","5,13","31,73",2,0.0,0,0,"0,1",0.0,0,1,10,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9055780766321909,0.6696896484895192,1.5981290458057567,3.7063195940862803,1.8209135967623187,1.381538088636381,4.634490310020392,8,88
ccc,Conference of New England (CCC),2025-26,softball,Nichols College,Erin Gour,,,,45,44,132,22,35,30,15,2,4,19,0,3,19,4,1,0,3,2,0,0,0,0,0,2,0,0.365,66,159,1,1.0,0.265,0.5,102,38,5,0,0,0,0,2,0,145,0.966,0,0.0,6,7,33,44,"12,43",0.28,12,43,"25,80",0.31,25,80,"18,55",0.33,18,55,"5,19",0.26,5,19,0,0,0,0,"8,27","12,18","47,95",88,0.0,0,0,33,0.0,0,0,17,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.296347944177849,1.4268955578611913,2.6819037981867146,2.8803872321342427,-0.30526631965839374,1.5244310614215368,4.577514222875359,9,87
ccc,Conference of New England (CCC),2025-26,softball,Wentworth Institute of Technology,Lexi Lefkowski,,,,42,42,142,31,50,28,8,3,1,10,0,1,17,4,10,2,4,0,0,0,0,0,0,1,0,0.399,67,157,12,0.833,0.352,0.472,74,0,3,0,0,0,0,0,0,77,0.961,0,0.0,13,8,36,31,"18,47",0.38,18,47,"29,83",0.35,29,83,"19,54",0.35,19,54,"5,15",0.33,5,15,0,0,0,0,"16,29","8,13","47,90",53,0.0,0,0,0,0.0,0,0,16,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.273272613041994,2.400446012767627,2.4410649643242794,0.402590146278129,2.428393572882522,1.2386451158512253,4.551383102616017,10,86
