conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Ritter, Ben",,0,2,25,6,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,10,15,-5,18,0,26,4,3,1,0.04,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Vander Vort, Matt",,0,3,23,7,0,,0,0,0,0,0,0,1,0,0,5,10:00,0,0,0,0,0,0,5,0,0,0,NaN,0,12,9,3,5,0,28,9,6,3,0.11,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Jesse, Zack",,0,4,5,3,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,0,0,NaN,0,2,3,-1,2,0,10,2,2,0,0.00,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Eschricht, Collin",,0,5,5,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,2,-2,1,0,1,0,0,0,0.00,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Smink, Oscar",,0,6,22,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,35,52,87,.402,1.49,5,4,1,6,0,16,4,3,1,0.06,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Pohl, Jacob",,0,7,25,11,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,7,19,-12,5,0,51,6,4,2,0.04,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Gove, Quinton",,0,8,22,5,0,,0,0,0,0,0,0,0,1,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,10,9,1,7,0,16,6,4,2,0.13,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Burke, Josh",,0,9,25,5,0,,0,1,0,1,1,1,5,3,0,4,08:00,0,0,0,0,0,0,4,19,22,41,.463,1.16,19,13,6,12,0,95,26,14,12,0.13,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Olenczak, Caden",,0,10,25,11,0,,0,0,1,0,0,0,1,3,0,7,14:00,0,0,0,0,0,0,7,0,1,1,.000,0,16,19,-3,28,0,42,6,1,5,0.12,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Cook, Ben",,0,11,3,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,2,0,2,0,0,2,0,0,0,0.00,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Flynn, Oliver",,0,12,20,6,0,,0,1,1,0,0,0,4,2,0,5,10:00,0,0,0,0,0,0,5,246,179,425,.579,0.73,14,9,5,11,0,59,12,6,6,0.10,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Corcoran, Ryan",,0,13,25,15,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,38,42,80,.475,1.11,11,14,-3,18,0,39,6,5,1,0.03,0,0,,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mhockey,Amherst,"Murray, Zachary",,0,15,19,0,0,,0,0,0,1,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,98,108,206,.476,1.10,9,8,1,15,0,41,9,8,1,0.02,0,0,,,,,,,,,,,,,,,,,
