conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,z_hitting_stats_hits,z_hitting_stats_runs,z_hitting_stats_runs_batted_in,z_hitting_stats_home_runs,z_hitting_stats_stolen_bases,z_hitting_stats_strikeouts,composite_score,rank,rating
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Catherine,Grace Swigart,,,,41,39,131,21,33,28,12,1,2,6,0,0,11,2,2,3,0,3,0,0,0,0,0,1,0,0.279,53,140,5,0.4,0.252,0.405,147,13,0,1,0,51,8,0,0,160,1.0,59,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,38,44,"11,46",0.24,11,46,"25,81",0.31,25,81,"21,60",0.35,21,60,"3,8",0.38,3,8,0,0,0,0,"5,16","9,16","40,88",27,0.0,0,0,3,0.0,0,0,8,36,0,,,,,,,,,1.1492836498602157,1.23351053148376,2.137747584356044,1.0642235337865389,-0.18278800677655474,0.5622455838975435,3.0432939079613623,25,81
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Saint Benedict,Lily Treml,,,,40,40,112,27,40,25,9,3,1,27,0,0,8,4,3,0,1,1,0,0,0,0,0,1,0,0.479,58,141,3,1.0,0.357,0.518,18,2,1,0,0,0,0,0,0,21,0.952,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,26,38,"9,24",0.38,9,24,"21,49",0.43,21,49,"17,37",0.46,17,37,"2,6",0.33,2,6,0,0,0,0,"14,40","2,6","37,55",90,0.0,0,0,79,0.0,0,0,10,14,0,,,,,,,,,1.5947541746577154,1.848638474624738,1.8189828558011785,0.3171919724656258,0.007553223420518763,0.12177132335190317,2.987643691206945,26,80
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Catherine,Helen Mckinnon,,,,41,41,134,29,48,24,13,2,0,17,0,1,15,5,10,3,0,1,0,0,0,0,0,1,0,0.431,65,153,13,0.769,0.358,0.485,71,86,16,0,0,0,0,3,0,173,0.908,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,27,38,"13,43",0.3,13,43,"22,69",0.32,22,69,"17,48",0.35,17,48,"4,11",0.36,4,11,0,0,0,0,"28,51","5,9","39,76",43,0.0,0,0,0,0.0,0,0,9,26,0,,,,,,,,,2.1038633458548577,2.0536811223383973,1.71272794628289,-0.4298395888552872,1.3399418348000334,1.1495445979583974,2.9826131428676366,27,80
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Macalester,Renee Nicholson,,,,40,40,118,34,47,7,1,1,0,16,0,0,7,1,19,4,6,0,0,0,0,0,0,0,0,0.47,50,140,23,0.826,0.398,0.424,69,2,1,0,0,0,0,2,0,72,0.986,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,53,12,"13,31",0.42,13,31,"19,40",0.48,19,40,"14,27",0.52,14,27,"1,6",0.17,1,6,0,0,0,0,"29,61","4,6","32,48",23,0.0,0,0,0,0.0,0,0,10,15,0,,,,,,,,,2.040224699455215,2.5662877416225456,-0.09360551552801617,-0.4298395888552872,3.0530129065736946,-0.025053430163310273,2.814513452811407,28,80
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Olaf,Eva Hokanson,,,,40,40,131,16,39,26,3,0,1,9,0,1,5,1,2,0,3,1,1,0,0,0,0,2,0,0.345,45,146,2,1.0,0.298,0.344,9,26,6,0,0,0,0,1,0,41,0.854,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,31,55,"14,47",0.3,14,47,"29,89",0.33,29,89,"23,61",0.38,23,61,"2,3",0.67,2,3,0,0,0,0,"6,17","9,17","49,97",82,0.0,0,0,1,0.0,0,0,10,29,0,,,,,,,,,1.5311155282580724,0.7209039121996117,1.925237765319467,0.3171919724656258,-0.18278800677655474,-0.31870293719373716,2.593112107158088,29,79
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Hamline,A. Herbert,,,,35,26,89,8,26,25,5,0,3,5,0,1,8,3,0,0,0,2,0,0,0,1,0,3,0,0.33,40,97,0,0.0,0.292,0.449,20,0,1,0,0,0,0,0,0,21,0.952,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,25,28,"10,34",0.29,10,34,"19,56",0.34,19,56,"11,36",0.31,11,36,"1,6",0.17,1,6,0,0,0,0,"6,17","10,13","30,61",26,0.0,0,0,87,0.0,0,0,7,28,0,,,,,,,,,0.7038131250627162,-0.09926667865502556,1.8189828558011785,1.811255095107452,-0.5634704671707017,0.12177132335190317,2.548454078809952,30,79
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Augsburg,Zoie Johnson,,,,35,35,90,13,30,15,8,0,4,10,0,5,20,4,1,0,0,0,0,0,0,0,0,0,0,0.429,50,105,1,1.0,0.333,0.556,37,10,4,0,0,0,0,0,0,51,0.922,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,19,17,"10,31",0.32,10,31,"18,53",0.34,18,53,"10,33",0.3,10,33,"2,11",0.18,2,11,0,0,0,0,"10,19","4,8","25,58",2,0.0,0,0,0,0.0,0,0,0,21,0,,,,,,,,,0.9583677106612873,0.4133399406291227,0.7564337606182925,2.558286656428365,-0.37312923697362826,1.8836683655344646,2.496345074320271,31,79
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Gustavus,Caitlin Olafsson,,,,39,39,129,24,38,20,7,4,1,10,0,1,9,3,2,0,2,1,0,0,0,0,1,0,0,0.348,56,143,2,1.0,0.295,0.434,74,60,11,0,0,0,0,6,0,145,0.924,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,28,52,"13,45",0.29,13,45,"20,79",0.25,20,79,"15,50",0.3,15,50,"1,5",0.2,1,5,0,0,0,0,"11,26","7,8","40,89",68,0.0,0,0,0,0.0,0,0,10,25,0,,,,,,,,,1.4674768818584296,1.541074503054249,1.2877083082097354,0.3171919724656258,-0.18278800677655474,0.2685960768671166,2.3830196785821474,32,78
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Hamline,S. Johnson,,,,39,34,106,25,35,15,3,2,1,10,0,1,12,2,9,1,1,0,0,0,0,2,0,2,0,0.393,45,118,10,0.9,0.33,0.425,234,9,7,0,0,0,0,10,0,250,0.972,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,27,27,"10,38",0.26,10,38,"18,60",0.3,18,60,"13,43",0.3,13,43,"0,2",0.0,0,2,0,0,0,0,"6,14","5,12","29,62",26,0.0,0,0,2,0.0,0,0,8,19,0,,,,,,,,,1.2765609426595013,1.6435958269110786,0.7564337606182925,0.3171919724656258,1.1496006046029599,0.7090703374127569,2.3023356473553824,33,78
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Gustavus,Greta Dahlen,,,,40,40,127,23,46,23,6,1,0,7,0,11,9,1,1,2,1,2,0,0,0,1,0,2,0,0.435,54,148,3,0.333,0.362,0.425,47,1,2,0,0,0,0,1,0,50,0.96,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,34,37,"14,38",0.37,14,38,"25,77",0.32,25,77,"20,56",0.36,20,56,"2,6",0.33,2,6,0,0,0,0,"13,18","11,11","47,84",57,0.0,0,0,0,0.0,0,0,26,20,0,,,,,,,,,1.9765860530555721,1.4385531791974193,1.6064730367646012,-0.4298395888552872,-0.37312923697362826,0.2685960768671166,2.258711026906859,34,78
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Catherine,Faith Bonse,,,,38,34,111,10,36,15,9,0,3,6,0,2,16,3,1,0,0,2,0,0,0,1,0,1,0,0.364,54,121,1,1.0,0.324,0.486,13,21,3,0,0,0,0,0,0,37,0.919,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,29,28,"14,46",0.3,14,46,"21,66",0.32,21,66,"11,40",0.28,11,40,"2,8",0.25,2,8,0,0,0,0,"15,25","6,10","34,71",65,0.0,0,0,24,0.0,0,0,6,31,0,,,,,,,,,1.340199589059144,0.10577596905863376,0.7564337606182925,1.811255095107452,-0.37312923697362826,1.2963693514736108,2.1969563226183215,35,77
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Carleton,Megan Smith,,,,40,40,129,23,37,18,6,0,0,14,0,0,9,7,11,2,0,3,0,0,0,1,0,3,0,0.349,43,146,13,0.846,0.287,0.333,79,0,2,0,0,0,0,0,0,81,0.975,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,38,42,"8,27",0.3,8,27,"14,50",0.28,14,50,"10,27",0.37,10,27,"4,8",0.5,4,8,0,0,0,0,"25,55","10,12","28,56",11,0.0,0,0,0,0.0,0,0,12,16,0,,,,,,,,,1.4038382354587868,1.4385531791974193,1.0751984891731583,-0.4298395888552872,1.5302830649971069,0.2685960768671166,2.1673212983851426,36,77
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Olaf,Medora Rylee,,,,40,40,98,25,44,19,17,2,0,21,0,2,7,4,1,1,3,1,0,0,0,0,0,0,0,0.549,65,125,2,0.5,0.449,0.663,160,28,5,6,0,41,10,1,0,193,0.974,51,0.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,18,32,"17,33",0.52,17,33,"24,47",0.51,24,47,"18,33",0.55,18,33,"0,1",0.0,0,1,0,0,0,0,"11,25","5,8","38,57",58,0.0,0,0,0,0.0,0,0,11,11,0,,,,,,,,,1.8493087602562865,1.6435958269110786,1.1814533986914468,-0.4298395888552872,-0.37312923697362826,-0.025053430163310273,2.0680798288749447,37,77
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Olaf,Regan Zak,,,,38,36,117,24,39,6,3,2,0,12,0,0,8,3,20,1,11,0,0,0,0,0,0,2,0,0.395,46,140,21,0.952,0.333,0.393,46,3,1,0,0,0,0,2,0,50,0.98,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,44,32,"10,37",0.27,10,37,"16,50",0.32,16,50,"10,35",0.29,10,35,"2,3",0.67,2,3,0,0,0,0,"17,38","1,5","35,61",12,0.0,0,0,1,0.0,0,0,15,33,0,,,,,,,,,1.5311155282580724,1.541074503054249,-0.19986042504630475,-0.4298395888552872,3.243354136770768,0.12177132335190317,2.062947127310909,38,76
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Saint Benedict,Olivia Van Hout,,,,40,36,80,26,28,11,1,4,0,7,0,1,22,6,24,3,1,0,0,0,0,0,0,0,0,0.409,37,89,27,0.889,0.35,0.463,47,0,1,0,0,0,0,1,0,48,0.979,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,21,9,"8,28",0.29,8,28,"18,45",0.4,18,45,"10,28",0.36,10,28,"0,6",0.0,0,6,0,0,0,0,"11,21","2,6","25,49",12,0.0,0,0,0,0.0,0,0,8,15,0,,,,,,,,,0.8310904178620018,1.7461171507679083,0.33141412254513813,-0.4298395888552872,4.004719057559062,2.1773178725648914,1.8610140151074865,39,76
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Macalester,Safiya Butler,,,,42,42,113,22,39,13,5,0,0,7,0,2,15,3,13,2,7,0,0,0,0,0,0,3,0,0.393,44,129,15,0.867,0.345,0.389,45,0,3,0,0,0,0,0,0,48,0.938,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,41,15,"7,34",0.21,7,34,"21,59",0.36,21,59,"16,38",0.42,16,38,"0,3",0.0,0,3,0,0,0,0,"14,20","6,15","37,69",27,0.0,0,0,0,0.0,0,0,13,21,0,,,,,,,,,1.5311155282580724,1.3360318553405897,0.5439239415817153,-0.4298395888552872,1.9109655253912539,1.1495445979583974,1.8219294498671041,40,76
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Saint Mary's,Heather Nordlund,,,,42,40,94,4,31,24,3,0,2,8,0,3,15,2,0,0,1,0,0,0,0,0,0,1,0,0.4,40,106,0,0.0,0.33,0.426,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,32,17,"5,31",0.16,5,31,"21,62",0.34,21,62,"17,49",0.35,17,49,"1,4",0.25,1,4,0,0,0,0,"9,19","6,10","33,66","1,1",1.0,1,1,16,0.0,0,0,11,25,0,,,,,,,,,1.0220063570609301,-0.5093519740823442,1.71272794628289,1.0642235337865389,-0.5634704671707017,1.1495445979583974,1.7831062062810414,41,75
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Olaf,Shreya Ashok,,,,39,39,135,22,44,10,0,0,0,9,0,0,14,5,10,2,5,1,0,0,0,0,1,1,0,0.366,44,150,12,0.833,0.326,0.326,44,2,1,0,0,0,0,0,0,47,0.979,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,43,37,"8,36",0.22,8,36,"24,60",0.4,24,60,"19,44",0.43,19,44,"0,2",0.0,0,2,0,0,0,0,"15,43","5,6","34,68",123,0.0,0,0,0,0.0,0,0,11,24,0,,,,,,,,,1.8493087602562865,1.3360318553405897,0.22515921302684958,-0.4298395888552872,1.3399418348000334,1.002719844443184,1.6796443954587896,42,75
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Olaf,Amelia Christenson,,,,38,38,110,11,36,21,8,0,1,15,0,1,12,2,0,0,6,0,0,0,0,0,0,1,0,0.413,47,132,0,0.0,0.327,0.427,293,6,2,0,0,0,0,12,0,301,0.993,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,23,42,"11,42",0.26,11,42,"26,68",0.38,26,68,"14,43",0.33,14,43,"2,3",0.67,2,3,0,0,0,0,"9,27","6,10","38,77",47,0.0,0,0,0,0.0,0,0,11,38,0,,,,,,,,,1.340199589059144,0.20829729291546342,1.393963217728024,0.3171919724656258,-0.5634704671707017,0.7090703374127569,1.634995774330662,43,75
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Concordia,Kailee Falconer,,,,37,37,105,22,25,7,4,1,0,13,0,2,10,2,22,3,2,1,0,0,0,0,1,0,0,0.331,31,123,25,0.88,0.238,0.295,42,4,1,0,0,0,0,2,0,47,0.979,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,43,24,"10,27",0.37,10,27,"11,35",0.31,11,35,"5,19",0.26,5,19,"1,5",0.2,1,5,0,0,0,0,"17,53","3,6","20,39",12,0.0,0,0,0,0.0,0,0,6,13,0,,,,,,,,,0.6401744786630734,1.3360318553405897,-0.09360551552801617,-0.4298395888552872,3.624036597164915,0.4154208303823301,1.5655932208915775,44,75
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Concordia,Lily Heskin,,,,36,34,102,18,33,11,0,0,0,8,0,0,12,2,16,1,2,0,0,0,0,0,0,0,0,0.373,33,112,17,0.941,0.324,0.324,27,2,4,0,0,0,0,0,0,33,0.879,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,33,21,"10,31",0.32,10,31,"20,46",0.43,20,46,"15,35",0.43,15,35,"1,5",0.2,1,5,0,0,0,0,"3,15","5,8","33,49","1,1",1.0,1,1,11,0.0,0,0,11,17,0,,,,,,,,,1.1492836498602157,0.925946559913271,0.33141412254513813,-0.4298395888552872,2.481989215982474,0.7090703374127569,1.5606922725220103,45,74
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Bethel,Mikaela Girard,,,,36,36,103,20,38,14,4,0,0,17,0,2,5,1,4,1,0,2,0,0,0,1,0,1,0,0.46,42,124,5,0.8,0.369,0.408,195,10,4,0,0,4,0,6,0,209,0.981,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,35,21,"16,36",0.44,16,36,"20,56",0.36,20,56,"10,32",0.31,10,32,"1,2",0.5,1,2,0,0,0,0,"7,16","5,10","39,65",63,0.0,0,0,0,0.0,0,0,9,11,0,,,,,,,,,1.4674768818584296,1.1309892076269303,0.6501788511000038,-0.4298395888552872,0.19789445361759225,-0.31870293719373716,1.5452103341511563,46,74
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Bethel,Mandalyn Franks,,,,40,40,109,13,30,14,4,3,1,6,0,0,0,0,2,0,5,1,0,0,0,1,0,2,0,0.31,43,121,2,1.0,0.275,0.394,48,3,4,0,0,0,0,1,0,55,0.927,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,50,32,"16,41",0.39,16,41,"12,54",0.22,12,54,"6,36",0.17,6,36,"1,3",0.33,1,3,0,0,0,0,"10,31","6,11","24,60",26,0.0,0,0,0,0.0,0,0,11,33,0,,,,,,,,,0.9583677106612873,0.4133399406291227,0.6501788511000038,0.3171919724656258,-0.18278800677655474,-1.0528267047698043,1.5082272329553563,47,74
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Catherine,Annie Cook,,,,41,41,120,18,33,11,5,0,0,9,0,4,7,3,11,1,1,0,0,0,0,0,0,2,0,0.346,38,134,12,0.917,0.275,0.317,67,32,5,0,0,0,0,4,0,104,0.952,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,40,38,"8,38",0.21,8,38,"16,66",0.24,16,66,"13,46",0.28,13,46,"2,8",0.25,2,8,0,0,0,0,"13,27","3,6","28,69",40,0.0,0,0,0,0.0,0,0,7,31,0,,,,,,,,,1.1492836498602157,0.925946559913271,0.33141412254513813,-0.4298395888552872,1.5302830649971069,-0.025053430163310273,1.4220051807416134,48,73
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Gustavus,Paige Gritzmaker,,,,34,33,104,9,35,20,9,1,0,4,0,5,12,3,8,4,0,3,0,0,0,0,0,0,0,0.379,46,116,12,0.667,0.337,0.442,43,-1,5,0,0,8,0,0,0,47,0.894,8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,22,36,"7,40",0.18,7,40,"22,66",0.33,22,66,"16,43",0.37,16,43,"2,7",0.29,2,7,0,0,0,0,"9,18","8,14","32,72",75,0.0,0,0,0,0.0,0,0,7,38,0,,,,,,,,,1.2765609426595013,0.0032546452018041047,1.2877083082097354,-0.4298395888552872,0.9592593744058863,0.7090703374127569,1.384939441242777,49,73
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Catherine,Mayci Larson,,,,23,22,69,18,24,11,6,1,1,9,0,0,5,3,6,1,1,1,0,0,0,0,0,0,0,0.418,35,80,7,0.857,0.348,0.507,28,2,1,0,0,0,0,0,0,31,0.968,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,15,21,"6,14",0.43,6,14,"17,49",0.35,17,49,"9,29",0.31,9,29,"2,2",1.0,2,2,0,0,0,0,"5,12","6,8","32,54",2,0.0,0,0,0,0.0,0,0,9,13,0,,,,,,,,,0.5765358322634306,0.925946559913271,0.33141412254513813,0.3171919724656258,0.5785769140117393,-0.31870293719373716,1.3744966392186568,50,73
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Hamline,Ma. Johnson,,,,37,32,81,14,23,10,3,0,1,4,0,1,2,1,8,3,3,0,0,0,0,0,0,0,0,0.326,29,89,11,0.727,0.284,0.358,38,3,3,0,0,0,0,0,0,44,0.932,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,26,30,"5,23",0.22,5,23,"10,37",0.27,10,37,"9,27",0.33,9,27,"1,7",0.14,1,7,0,0,0,0,"10,25","5,6","19,42",3,0.0,0,0,"0,1",0.0,0,1,6,18,0,,,,,,,,,0.5128971858637879,0.5158612644859524,0.22515921302684958,0.3171919724656258,0.9592593744058863,-0.7591771977393775,1.310825977724343,51,73
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Bethel,Olivia Weinberg,,,,40,40,108,8,31,17,6,1,1,12,0,1,10,4,3,0,2,0,0,0,0,1,0,2,0,0.364,42,123,3,1.0,0.287,0.389,25,64,10,0,0,0,0,1,0,99,0.899,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,22,40,"9,28",0.32,9,28,"18,50",0.36,18,50,"13,36",0.36,13,36,"0,2",0.0,0,2,0,0,0,0,"10,35","7,11","36,57",93,0.0,0,0,0,0.0,0,0,7,15,0,,,,,,,,,1.0220063570609301,-0.09926667865502556,0.9689435796548697,0.3171919724656258,0.007553223420518763,0.4154208303823301,1.2960794722430968,52,72
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Carleton,Esme Song,,,,40,40,123,18,33,13,1,0,0,11,0,0,12,5,9,0,12,0,0,0,0,1,0,2,0,0.328,34,146,9,1.0,0.268,0.276,68,46,6,0,0,0,0,2,0,120,0.95,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,55,29,"13,38",0.34,13,38,"17,65",0.26,17,65,"12,38",0.32,12,38,"0,8",0.0,0,8,0,0,0,0,"5,20","4,5","40,77",5,0.0,0,0,0,0.0,0,0,18,19,0,,,,,,,,,1.1492836498602157,0.925946559913271,0.5439239415817153,-0.4298395888552872,1.1496006046029599,0.7090703374127569,1.2884815805301024,53,72
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Macalester,Alli Johnson,,,,36,31,79,14,21,19,4,0,1,8,0,0,20,3,7,3,3,0,0,0,0,1,1,1,0,0.333,28,90,10,0.7,0.266,0.354,34,55,10,0,0,0,0,0,0,99,0.899,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,16,21,"10,33",0.3,10,33,"15,48",0.31,15,48,"11,35",0.31,11,35,"2,3",0.67,2,3,0,0,0,0,"3,17","5,9","23,52",36,0.0,0,0,2,0.0,0,0,6,29,0,,,,,,,,,0.38561989306450223,0.5158612644859524,1.1814533986914468,0.3171919724656258,0.7689181442088128,1.8836683655344646,1.2225646317296393,54,72
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Scholastica,Katelyn Hackman,,,,36,35,105,14,39,8,4,0,1,2,0,3,15,2,4,1,0,1,0,0,0,0,0,1,0,0.396,46,111,5,0.8,0.371,0.438,44,69,12,0,0,0,0,2,0,125,0.904,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,25,25,"18,44",0.41,18,44,"15,54",0.28,15,54,"6,30",0.2,6,30,"0,1",0.0,0,1,0,0,0,0,"9,25","2,5","21,55","0,1",0.0,0,1,0,0.0,0,0,5,29,0,,,,,,,,,1.5311155282580724,0.5158612644859524,0.012649393990272406,0.3171919724656258,0.19789445361759225,1.1495445979583974,1.184097256362924,55,72
