season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,wsoc,Skyline Conference,skyline_conference,Sarah Lawrence,"Beaver, Katey",Katey,Beaver,,30163,"Beaver, Katey","BEAVER,KATEY",Sarah Lawrence,SLC,1993-2292,2,2,29,0,29,0,0,8,10,14,2,6,0,0,5.00,4.00,7.00,3.000,1.000,2,0,1,0,1,2,0,.000,0,0,0,0,.00,.00,.00,.00,0,,144:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,34.06257142332763,1,99
2026-27,wsoc,Skyline Conference,skyline_conference,Maritime,"Abdool, Emani",Emani,Abdool,,478,"Abdool, Emani","ABDOOL,EMANI",Maritime,MTIME,1329-5516,2,2,7,0,7,0,0,4,6,7,1,3,1,1,3.00,2.00,3.50,1.500,.500,1,1,0,0,0,2,0,.000,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,16.487777362959253,2,99
2026-27,wsoc,Skyline Conference,skyline_conference,Sarah Lawrence,"Callicott, Charlotte",Charlotte,Callicott,,30163,"Callicott, Charlotte","CALLICOTT,CHARLOTTE",Sarah Lawrence,SLC,1993-2529,2,2,6,0,6,0,0,5,8,2,2,0,0,0,4.00,2.50,1.00,.000,1.000,5,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,141:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.011310435745568,3,99
2026-27,wsoc,Skyline Conference,skyline_conference,St. Joseph's-Long Island,"Jones, Maddy",Maddy,Jones,,1340,"Jones, Maddy","JONES,MADDY",St. Joseph's-Long Island,SJLI,1327-2383,3,2,24,0,24,0,0,4,5,4,0,2,0,0,1.67,1.33,1.33,.667,.000,2,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,111:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.571892096629698,4,98
2026-27,wsoc,Skyline Conference,skyline_conference,Farmingdale State,"Biondo, Jenna",Jenna,Biondo,,27892,"Biondo, Jenna","BIONDO,JENNA",Farmingdale State,FSCW,1330-3841,2,2,24,0,24,0,0,3,8,3,1,1,1,1,4.00,1.50,1.50,.500,.500,2,0,0,0,0,1,1,.500,1,0,0,0,.50,.00,.00,.00,0,,148:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.137357033765232,5,98
2026-27,wsoc,Skyline Conference,skyline_conference,Sarah Lawrence,"Barker, Chloe",Chloe,Barker,,30163,"Barker, Chloe","BARKER,CHLOE",Sarah Lawrence,SLC,1993-2356,2,1,11,0,11,0,0,3,4,4,0,2,0,0,2.00,1.50,2.00,1.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,104:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.135729275014764,6,98
2026-27,wsoc,Skyline Conference,skyline_conference,St. Joseph's-Long Island,"Fuentes, Yamileth",Yamileth,Fuentes,,1340,"Fuentes, Yamileth","FUENTES,YAMILETH",St. Joseph's-Long Island,SJLI,1327-2224,2,1,11,0,11,0,0,2,4,3,1,1,0,0,2.00,1.00,1.50,.500,.500,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,62:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.701194212150297,7,97
2026-27,wsoc,Skyline Conference,skyline_conference,Sarah Lawrence,"Mangan, Emma",Emma,Mangan,,30163,"Mangan, Emma","MANGAN,EMMA",Sarah Lawrence,SLC,1993-2286,2,1,21,0,21,0,0,2,3,3,1,1,0,0,1.50,1.00,1.50,.500,.500,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,95:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.701194212150297,8,97
2026-27,wsoc,Skyline Conference,skyline_conference,Sarah Lawrence,"Workman, Phoebe",Phoebe,Workman,,30163,"Workman, Phoebe","WORKMAN,PHOEBE",Sarah Lawrence,SLC,1993-2447,2,0,19,0,19,0,0,2,2,4,0,2,0,0,1.00,1.00,2.00,1.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,56:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.69956645339983,9,97
2026-27,wsoc,Skyline Conference,skyline_conference,Sarah Lawrence,"Erickson, Whitney",Whitney,Erickson,,30163,"Erickson, Whitney","ERICKSON,WHITNEY",Sarah Lawrence,SLC,1993-2475,2,0,23,0,23,0,0,1,3,3,1,1,0,0,1.50,.50,1.50,.500,.500,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,93:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.265031390535363,10,96
