rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,Illinois Wesleyan,"Cleveland,Noah",0,F,23,32.34782608695652,18.96,11.35,2.04,1.65,1.87,2.260869565217391,8.312458662450902,1.9789463157280271,3.771849226319046,0.4292912742355284,1.8771630504678722,3.4555359360718523,1.5657272658290227
2,cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,Illinois Wesleyan,"Funk,Mason",0,G,27,30.37037037037037,15.3,6.22,2.37,1.81,2.59,2.0,6.672677387070658,1.2729117822925446,1.238020046587925,0.7317543017193274,2.2296302214520116,5.105393942684407,1.1493753792471466
3,cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,Wheaton,"Richardson,Soren",0,G,26,35.11538461538461,22.42,4.23,2.85,1.54,0.42,2.0384615384615383,6.206833051355381,2.6463997271178554,0.25511165133160346,1.1717005235139442,1.6348418704162768,0.13290522831045584,1.2107605932944743
4,cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,Carthage,"Johnson,Ryan",0,F,25,32.56,15.0,9.68,2.76,0.96,0.92,1.8,5.409181492385592,1.2150400992240622,2.946996452410475,1.0892106069274532,0.357148375598772,1.2786399551247305,0.8301722662010415
5,cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,Millikin,"Thomann,Lane",0,G,24,33.416666666666664,18.96,8.04,1.63,1.04,0.25,1.4583333333333333,5.401693452752903,1.9789463157280271,2.1369613930032543,0.05350387645262643,0.5333819610908418,-0.25664457880639746,0.2848669480806116
6,cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,North Park,"Vanlandingham,Kolden",0,G,27,31.96296296296296,16.93,6.22,4.89,1.93,0.22,2.8518518518518516,5.247480876218464,1.587347926964631,1.238020046587925,3.041471966141065,2.493980599690116,-0.32538866241525394,2.50894419407315
7,cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,North Park,"Vuckovic,Mike",0,G,26,34.46153846153846,19.85,4.38,4.5,1.23,0.12,2.576923076923077,4.953093424464839,2.150632308831191,0.3292002238383611,2.684015660932939,0.951936726634507,-0.5545356077781088,2.0701535899570658
8,cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,Wheaton,"Grier,Carson",0,G,26,30.192307692307693,14.19,6.81,2.31,1.54,0.58,1.2692307692307692,4.742656451363626,1.0587865549391602,1.5294350984478395,0.6767610239950003,1.6348418704162768,0.49954034089102367,-0.016943687652084045
9,cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,Carroll,"Smith,Lamar",0,F,25,29.24,17.0,7.32,2.96,1.28,0.68,2.52,4.651345307090288,1.60085131968061,1.7813362449708168,1.2725215326752104,1.0620827175670506,0.7286872862538788,1.97930347316702
10,cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,Elmhurst,"Trelenberg,Dominic",0,G,28,35.285714285714285,18.14,5.82,1.93,0.54,0.11,1.0357142857142858,4.338719558957271,1.8207637153408425,1.0404505199032374,0.3284702650742619,-0.5680779482345933,-0.5774503023143944,-0.389639630082289
