season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats
2026-27,wvball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,"Hughes, Natalie",Natalie,Hughes,,1203,"Hughes, Natalie","HUGHES, NATALIE",Mary Hardin-Baylor,UMHB,641-4462,21,12,1,0,1,0,.340,103,10,45,1,0,20,0,1,7,69,0,0,3,0,18,28,0,25,3,61.5,0,2.14,0.05,0.86,1.33,0.05,2.93,,,,,,
2026-27,wvball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,"Olang, Sifa",Sifa,Olang,,1203,"Olang, Sifa","OLANG, SIFA",Mary Hardin-Baylor,UMHB,641-6303,6,0,9,0,9,0,.200,10,3,5,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,5.5,0,0.83,0.00,0.17,0.17,0.00,0.92,,,,,,
2026-27,wvball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,"Yates, Addison",Addison,Yates,,1203,"Yates, Addison","YATES, ADDISON",Mary Hardin-Baylor,UMHB,641-6307,23,0,10,0,10,0,.145,131,19,38,1,0,11,0,0,0,0,0,0,2,0,13,8,1,8,0,42,1,1.65,0.04,0.57,0.35,0.00,1.83,,,,,,
2026-27,wvball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,"Mobley, Baylee",Baylee,Mobley,,1203,"Mobley, Baylee","MOBLEY, BAYLEE",Mary Hardin-Baylor,UMHB,641-6302,7,4,8,0,8,0,.222,18,3,7,2,0,6,0,6,2,22,0,0,33,3,9,0,0,0,0,13,0,1.00,0.29,1.29,0.00,0.86,1.86,,,,,,
2026-27,wvball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,"Rivich, Sarah",Sarah,Rivich,,1203,"Rivich, Sarah","RIVICH, SARAH",Mary Hardin-Baylor,UMHB,641-6441,7,0,2,0,2,0,.415,41,2,19,1,0,4,0,2,0,27,0,0,29,1,15,2,0,2,0,22,0,2.71,0.14,2.14,0.29,0.29,3.14,,,,,,
2026-27,wvball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,"Miller, Kaysen",Kaysen,Miller,,1203,"Miller, Kaysen","MILLER, KAYSEN",Mary Hardin-Baylor,UMHB,641-6439,19,12,15,0,15,0,.106,123,12,25,2,1,20,0,12,5,91,0,0,120,10,51,5,0,5,0,39.5,0,1.32,0.11,2.68,0.26,0.63,2.08,,,,,,
2026-27,wvball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,"Garcia, Angie",Angie,Garcia,,1203,"Garcia, Angie","GARCIA, ANGIE",Mary Hardin-Baylor,UMHB,641-6438,23,0,22,0,22,0,-.250,4,2,1,30,2,139,0,5,4,72,0,0,95,8,107,0,0,0,0,6,0,0.04,1.30,4.65,0.00,0.22,0.26,,,,,,
2026-27,wvball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,"Thompson, Allie",Allie,Thompson,,1203,"Thompson, Allie","THOMPSON, ALLIE",Mary Hardin-Baylor,UMHB,641-6442,23,12,21,0,21,0,.189,111,19,40,0,2,14,0,0,0,0,0,0,4,0,10,15,4,13,2,48.5,0,1.74,0.00,0.43,0.65,0.00,2.11,,,,,,
2026-27,wvball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,"Brandt, Chloe",Chloe,Brandt,,1203,"Brandt, Chloe","BRANDT, CHLOE",Mary Hardin-Baylor,UMHB,641-6774,23,12,4,0,4,0,.000,21,2,2,131,12,354,0,8,11,87,0,0,0,0,62,0,0,0,0,10,1,0.09,5.70,2.70,0.00,0.35,0.43,,,,,,
2026-27,wvball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,"Carroll, Jenna",Jenna,Carroll,,1203,"Carroll, Jenna","CARROLL, JENNA",Mary Hardin-Baylor,UMHB,641-6779,2,0,19,0,19,0,1.000,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1.50,0.00,0.00,0.00,0.00,1.50,,,,,,
