season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fumblereturn_stats,fumble_stats,scoring_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,puntreturn_stats,interception_return_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Gomez,Nico",Nico,Gomez,,755,"Gomez,Nico","GOMEZ,NICO",WashU,WAS,1203-2270,1,0,29,29,0,0,S,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Eugene,David",David,Eugene,,755,"Eugene,David","EUGENE,DAVID",WashU,WAS,1203-2623,1,0,30,30,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,13,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Maloof,Stephen",Stephen,Maloof,,755,"Maloof,Stephen","MALOOF,STEPHEN",WashU,WAS,1203-2635,1,0,31,31,0,0,0,0,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Conjar,Gavin",Gavin,Conjar,,755,"Conjar,Gavin","CONJAR,GAVIN",WashU,WAS,1203-2620,1,0,33,33,0,0,DB,0,,,,,,,,0,5,0,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Cornell,Karsten",Karsten,Cornell,,755,"Cornell,Karsten","CORNELL,KARSTEN",WashU,WAS,1203-2441,1,0,35,35,0,RB,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,17,108,109,1,1,30,6.4,108.0,1,5,0,5,5.0,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Murr,Henry",Henry,Murr,,755,"Murr,Henry","MURR,HENRY",WashU,WAS,1203-2156,1,1,37,37,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Donaldson Jr.,Ron",Ron,Donaldson Jr.,,755,"Donaldson Jr.,Ron","DONALDSON JR.,RON",WashU,WAS,1203-2446,1,0,38,38,0,0,LB,0,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Lococo,Nick",Nick,Lococo,,755,"Lococo,Nick","LOCOCO,NICK",WashU,WAS,1203-2458,1,0,43,43,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Lee,Matthew",Matthew,Lee,,755,"Lee,Matthew","LEE,MATTHEW",WashU,WAS,1203-2456,1,0,47,47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Doyle,Jason",Jason,Doyle,,755,"Doyle,Jason","DOYLE,JASON",WashU,WAS,1203-2447,1,1,52,52,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Draheim,Max",Max,Draheim,,755,"Draheim,Max","DRAHEIM,MAX",WashU,WAS,1203-2148,1,1,53,53,0,0,DL,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Durkin,Conner",Conner,Durkin,,755,"Durkin,Conner","DURKIN,CONNER",WashU,WAS,1203-2273,1,0,54,54,0,0,LB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"An,Caden",Caden,An,,755,"An,Caden","AN,CADEN",WashU,WAS,1203-2616,1,0,58,58,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,2,126,0,1,63.0,0,0,0,0,.0,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Cavan,Brady",Brady,Cavan,,755,"Cavan,Brady","CAVAN,BRADY",WashU,WAS,1203-2141,1,1,60,60,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Cresciullo,Andrew",Andrew,Cresciullo,,755,"Cresciullo,Andrew","CRESCIULLO,ANDREW",WashU,WAS,1203-2138,1,1,67,67,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Begora,Dominic",Dominic,Begora,,755,"Begora,Dominic","BEGORA,DOMINIC",WashU,WAS,1203-2146,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Gadomski,Luke",Luke,Gadomski,,755,"Gadomski,Luke","GADOMSKI,LUKE",WashU,WAS,1203-2140,1,1,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Lazard,Avery",Avery,Lazard,,755,"Lazard,Avery","LAZARD,AVERY",WashU,WAS,1203-2455,1,0,85,85,0,WR,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,51,1,33,25.5,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Benke,John",John,Benke,,755,"Benke,John","BENKE,JOHN",WashU,WAS,1203-2151,1,1,87,87,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Weaver,Jackson",Jackson,Weaver,,755,"Weaver,Jackson","WEAVER,JACKSON",WashU,WAS,1203-2471,1,0,89,89,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"West,Pete",Pete,West,,755,"West,Pete","WEST,PETE",WashU,WAS,1203-2296,1,1,92,92,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Stanley,Jackson",Jackson,Stanley,,755,"Stanley,Jackson","STANLEY,JACKSON",WashU,WAS,1203-2468,1,0,94,94,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Clay,William",William,Clay,,755,"Clay,William","CLAY,WILLIAM",WashU,WAS,1203-2439,1,1,95,95,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Venable,Ethan",Ethan,Venable,,755,"Venable,Ethan","VENABLE,ETHAN",WashU,WAS,1203-2265,1,0,96,96,0,0,DL,0,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,WashU,"Adrogue,Matias",Matias,Adrogue,,755,"Adrogue,Matias","ADROGUE,MATIAS",WashU,WAS,1203-2276,1,0,99,99,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,0,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,10,614,0,3,61.4,1,1,31,0,100.0,7,7,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,32.0,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Heminger,Trace",Trace,Heminger,,520,"Heminger,Trace","HEMINGER,TRACE",Ohio Wesleyan,OWU,1222-3127,1,0,2,2,0,RB,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,7,35,35,0,0,14,5.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Stephens,Connor",Connor,Stephens,,520,"Stephens,Connor","STEPHENS,CONNOR",Ohio Wesleyan,OWU,1222-3356,1,1,2,2X,0,0,DB,0,,,,,,,,24,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,1,24,0,24,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Ghant,Jordan",Jordan,Ghant,,520,"Ghant,Jordan","GHANT,JORDAN",Ohio Wesleyan,OWU,1222-3535,1,1,3,3,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,31,0,31,31.0,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,3,143,1,79,47.7,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Williams,Cade",Cade,Williams,,520,"Williams,Cade","WILLIAMS,CADE",Ohio Wesleyan,OWU,1222-3159,1,0,3,3X,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Sample,Vicean",Vicean,Sample,,520,"Sample,Vicean","SAMPLE,VICEAN",Ohio Wesleyan,OWU,1222-3150,1,1,4,4X,0,0,DB,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Schroeder,Quin",Quin,Schroeder,,520,"Schroeder,Quin","SCHROEDER,QUIN",Ohio Wesleyan,OWU,1222-3152,1,1,4,4,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,5,0,5,2.5,,,,,,,,,,,,,,,,,4,55,1,25,13.8,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Jackson,C.J.",C.J.,Jackson,,520,"Jackson,C.J.","JACKSON,C.J.",Ohio Wesleyan,OWU,1222-2914,1,1,5,5,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,0,0,2,1.5,3.0,,,,,,,,,,,,,,,,,,,,,0,0,42,4,205,0,24,16,193.4,8.54,12.81,205.0,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Langston,Nadir",Nadir,Langston,,520,"Langston,Nadir","LANGSTON,NADIR",Ohio Wesleyan,OWU,1222-3547,1,0,6,6X,0,RB,0,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Saunders,Josiah",Josiah,Saunders,,520,"Saunders,Josiah","SAUNDERS,JOSIAH",Ohio Wesleyan,OWU,1222-3563,1,0,7,7X,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Thompson Jr.,Kenny",Kenny,Thompson Jr.,,520,"Thompson Jr.,Kenny","THOMPSON JR.,KENNY",Ohio Wesleyan,OWU,1222-3357,1,0,7,7,0,TE,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,7,62,1,15,8.9,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Rufus,Giovanni",Giovanni,Rufus,,520,"Rufus,Giovanni","RUFUS,GIOVANNI",Ohio Wesleyan,OWU,1222-3353,1,1,8,8,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,111,118,7,0,20,7.9,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Hamilton,Dorian",Dorian,Hamilton,,520,"Hamilton,Dorian","HAMILTON,DORIAN",Ohio Wesleyan,OWU,1222-3539,1,0,9,9,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,8,33,33,0,0,8,4.1,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Thomas,Amarian",Amarian,Thomas,,520,"Thomas,Amarian","THOMAS,AMARIAN",Ohio Wesleyan,OWU,1222-3570,1,0,9,9X,0,0,DB,0,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Theetge,Miles",Miles,Theetge,,520,"Theetge,Miles","THEETGE,MILES",Ohio Wesleyan,OWU,1222-3156,1,1,10,1O,0,0,LB,0,,,,,,,,99,2,4,6,6,1.0,.0,.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,1,99,1,99,99.0,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Morrell,Brady",Brady,Morrell,,520,"Morrell,Brady","MORRELL,BRADY",Ohio Wesleyan,OWU,1222-3343,1,0,12,12,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,.0,.0,,,,,,,,,,,,,,,,,,,,,0,0,39,1,39,0,2,1,378.8,19.50,39.00,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Young,Shakil",Shakil,Young,,520,"Young,Shakil","YOUNG,SHAKIL",Ohio Wesleyan,OWU,1222-3576,1,0,12,1B,0,0,DB,0,,,,,,,,0,1,2,3,3,.5,.0,.0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Bryant,Jordan",Jordan,Bryant,,520,"Bryant,Jordan","BRYANT,JORDAN",Ohio Wesleyan,OWU,1222-3531,1,0,13,13,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Bailey,Jordyn",Jordyn,Bailey,,520,"Bailey,Jordyn","BAILEY,JORDYN",Ohio Wesleyan,OWU,1222-3529,1,1,14,14,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,54,1,42,27.0,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Mills,Jordan",Jordan,Mills,,520,"Mills,Jordan","MILLS,JORDAN",Ohio Wesleyan,OWU,1222-3553,1,1,14,1D,0,0,DB,0,,,,,,,,0,3,1,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Wehner,Collin",Collin,Wehner,,520,"Wehner,Collin","WEHNER,COLLIN",Ohio Wesleyan,OWU,1222-3158,1,1,15,1E,0,0,DB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
