conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Schulte,Molly",0,G,00,28,28,106,254,6,22,89,75,293,4,37,85,801,38,66,104,43,0,41,0,0,0.42,0.27,0.84,10.46,3.71,3.04,1.32,0.14
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Baechle,Cailyn",0,G,01,7,0,1,1,1,1,0,0,3,0,1,0,17,1,4,5,2,0,2,0,0,1.00,1.00,0.00,0.43,0.71,0.00,0.14,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Ridderikhoff,Cameryn",0,F,02,25,0,40,87,5,28,23,17,102,0,14,10,225,14,25,39,33,0,16,1,0,0.46,0.18,0.74,4.08,1.56,0.40,0.56,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Munchel,Briley",0,G,04,28,28,70,162,32,59,58,48,220,2,63,103,905,10,92,102,51,0,58,0,0,0.43,0.54,0.83,7.86,3.64,3.68,2.25,0.07
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Kelley,Avery",0,G,08,28,1,36,94,0,7,35,21,93,0,24,34,397,11,49,60,44,0,54,0,0,0.38,0.00,0.60,3.32,2.14,1.21,0.86,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Barker,Lauren",0,G,11,5,0,2,7,2,7,2,0,6,0,1,4,30,2,2,4,2,0,2,0,0,0.29,0.29,0.00,1.20,0.80,0.80,0.20,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Buening,Erica",0,F,12,9,0,25,61,5,10,32,26,81,3,9,7,154,14,24,38,21,0,11,1,0,0.41,0.50,0.81,9.00,4.22,0.78,1.00,0.33
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Seay,Payton",0,G,13,28,28,110,253,6,16,107,71,297,8,27,48,673,76,89,165,69,0,33,2,0,0.43,0.38,0.66,10.61,5.89,1.71,0.96,0.29
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Saucerman,Sophia",0,C,14,25,0,22,65,1,2,11,7,52,3,5,4,184,11,19,30,16,0,16,1,0,0.34,0.50,0.64,2.08,1.20,0.16,0.20,0.12
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Campbell,Brittany",0,G,15,2,0,0,1,0,1,0,0,0,0,2,3,17,1,9,10,1,0,3,0,0,0.00,0.00,0.00,0.00,5.00,1.50,1.00,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Rhoton,Kaylee",0,G,21,12,0,2,20,1,11,2,1,6,0,3,6,47,5,3,8,8,0,4,0,0,0.10,0.09,0.50,0.50,0.67,0.50,0.25,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Clayton,Abigayle",0,F,22,12,0,6,19,2,6,6,2,16,0,0,0,38,4,4,8,6,0,4,0,0,0.32,0.33,0.33,1.33,0.67,0.00,0.00,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Turk,Taylor",0,G,23,27,1,38,118,15,51,33,22,113,0,17,21,374,31,38,69,40,0,24,0,0,0.32,0.29,0.67,4.19,2.56,0.78,0.63,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Reitmeyer,Ava",0,F,24,12,0,5,11,1,3,0,0,11,0,0,1,39,4,3,7,7,0,2,0,0,0.45,0.33,0.00,0.92,0.58,0.08,0.00,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Thompson,Mya",0,G,25,3,0,1,1,1,1,0,0,3,0,0,1,9,0,1,1,1,0,1,0,0,1.00,1.00,0.00,1.00,0.33,0.33,0.00,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Breeden,Kate",0,F,31,28,28,106,275,20,53,34,21,253,15,34,34,719,47,124,171,55,1,29,2,0,0.39,0.38,0.62,9.04,6.11,1.21,1.21,0.54
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Wright,Lydia",0,G,32,23,0,28,61,4,15,10,8,68,1,10,15,205,7,34,41,24,0,18,0,0,0.46,0.27,0.80,2.96,1.78,0.65,0.43,0.04
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Coon,Jordan",0,G,03,26,26,179,385,39,126,70,53,450,3,60,66,816,34,101,135,48,0,77,0,0,0.46,0.31,0.76,17.31,5.19,2.54,2.31,0.12
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Franklin,"Peters,Aly",0,F,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Smith,Lauren",0,G,02,25,18,63,180,39,112,53,37,202,12,23,36,596,13,35,48,30,0,37,1,0,0.35,0.35,0.70,8.08,1.92,1.44,0.92,0.48
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Wozniak,Miranda",0,G,03,9,0,2,8,0,5,8,4,8,0,3,3,25,0,2,2,2,0,0,0,0,0.25,0.00,0.50,0.89,0.22,0.33,0.33,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Custer,Taylor",0,G,05,16,0,5,21,3,14,2,2,15,0,4,1,78,2,6,8,14,0,5,0,0,0.24,0.21,1.00,0.94,0.50,0.06,0.25,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Hoffman,Julia",0,G,10,15,0,9,13,5,7,3,1,24,0,1,5,54,1,7,8,8,0,9,0,0,0.69,0.71,0.33,1.60,0.53,0.33,0.07,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Sewak,Sarah",0,G,11,7,0,4,33,3,19,0,0,11,0,5,4,89,0,13,13,8,0,9,0,0,0.12,0.16,0.00,1.57,1.86,0.57,0.71,0.00
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Bruce,Maddy",0,G,12,6,0,0,1,0,1,2,2,2,2,1,3,30,0,4,4,0,0,9,0,0,0.00,0.00,1.00,0.33,0.67,0.50,0.17,0.33
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Sierota,Sydney",0,G,13,27,27,100,293,27,81,127,76,303,10,84,118,926,24,137,161,69,0,102,1,0,0.34,0.33,0.60,11.22,5.96,4.37,3.11,0.37
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Shiets,Katie",0,G,14,13,0,2,7,2,4,6,4,10,1,0,0,27,2,4,6,2,0,3,0,0,0.29,0.50,0.67,0.77,0.46,0.00,0.00,0.08
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Williamson,Paige",0,G,15,27,15,87,258,67,197,35,33,274,1,8,13,546,15,33,48,9,0,7,0,0,0.34,0.34,0.94,10.15,1.78,0.48,0.30,0.04
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Copper,Preslei",0,G,20,24,0,12,37,0,2,20,8,32,7,7,2,158,9,28,37,25,0,12,0,0,0.32,0.00,0.40,1.33,1.54,0.08,0.29,0.29
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Davis,Izzy",0,G,21,25,14,126,309,30,91,98,67,349,6,34,96,741,28,83,111,56,0,85,1,0,0.41,0.33,0.68,13.96,4.44,3.84,1.36,0.24
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Hendrickson,Kylie",0,C,24,25,2,14,31,0,0,17,7,35,3,5,1,215,16,25,41,40,0,16,1,0,0.45,0.00,0.41,1.40,1.64,0.04,0.20,0.12
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Pate,Ashley",0,G,30,25,9,40,111,24,76,11,7,111,4,15,21,411,20,49,69,19,0,15,0,0,0.36,0.32,0.64,4.44,2.76,0.84,0.60,0.16
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbball,Anderson,"Larrison,Bella",0,G,32,27,25,128,323,21,73,88,63,340,17,45,53,868,50,177,227,56,0,60,2,0,0.40,0.29,0.72,12.59,8.41,1.96,1.67,0.63
