season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,North Eastern Athletic Conference,north_eastern_athletic_c,Keystone College,Andy Rivas,Andy,Rivas,,30047,Andy Rivas,0,0KEYSTONE,38,37,,,136,47,60,62,15,0,13,19,3,7,19,5,4,0,0,5,0,0,0,3,0,4,0,0.515,114,167,4,1.000,.441,.838,242,13,3,6,1,28,8,1,0,258,.988,36,.778,,6,3,23,32,"15,37",0.41,15,37,"38,80",0.48,38,80,"28,58",0.48,28,58,"15,20",0.75,15,20,0,0,0,0,"16,30","17,21","66,98",102,0,0,0,"0,1",0,0,1,15,20,0,,Keystone College,KEYSTONE,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.229269787565757,1,99,batting
2025-26,baseball,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),C. Tarleton,C.,Tarleton,,611,C. Tarleton,0,0ST. MARY,29,29,,,99,30,44,43,11,5,6,28,4,6,24,13,5,1,0,3,0,0,0,0,0,0,0,0.574,83,136,6,.833,.444,.838,59,2,0,0,0,0,0,1,0,61,1.000,0,.000,,4,0,5,26,"17,40",0.43,17,40,"27,62",0.44,27,62,"21,42",0.50,21,42,"4,12",0.33,4,12,0,0,0,0,"13,19","8,10","48,77",2,0,0,0,0,0,0,0,6,16,0,,St. Mary's (Md.),ST. MARY,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.295981184073169,2,99,batting
2025-26,baseball,North Eastern Athletic Conference,north_eastern_athletic_c,Lancaster Bible College,Dylan Witkow,Dylan,Witkow,,30085,Dylan Witkow,0,0LBC,39,39,,,140,60,62,34,13,3,8,43,4,6,10,3,12,4,0,1,0,0,0,1,1,1,0,0.584,105,190,16,.750,.443,.750,79,16,3,0,0,15,2,2,0,98,.969,17,.882,,6,6,23,40,"18,36",0.50,18,36,"27,66",0.41,27,66,"16,40",0.40,16,40,"11,19",0.58,11,19,0,0,0,0,"40,61","7,11","54,81",41,0,0,0,0,0,0,0,5,19,0,,Lancaster Bible College,LBC,0,False,62,1,7,1,4,0,0,0,0,0,29.2,53,46,14,19,9,0,13,13.96,150,174,4,6,0,0,4,0,0,3,.413,22,44,1,"4,5","8,13","3,3",0,"5,8",11.695058831278718,3,99,batting
2025-26,baseball,North Eastern Athletic Conference,north_eastern_athletic_c,Cairn University,"Warr, Tyler",Tyler,Warr,,1305,"Warr, Tyler",0,0CAIRN,44,44,,,183,59,73,72,14,1,10,22,1,6,30,11,5,1,0,6,0,0,0,3,0,4,0,0.465,119,217,6,.833,.399,.650,271,14,4,0,0,0,0,18,0,289,.986,0,.000,,6,7,34,47,"22,64",0.34,22,64,"49,115",0.43,49,115,"37,78",0.47,37,78,"12,27",0.44,12,27,0,0,0,0,"17,28","20,27","80,132",193,0,0,0,0,0,0,0,18,36,0,,Cairn University,CAIRN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.683896880090273,4,98,batting
2025-26,baseball,North Eastern Athletic Conference,north_eastern_athletic_c,Lancaster Bible College,Evan Sareyka,Evan,Sareyka,,30085,Evan Sareyka,0,0LBC,39,39,,,163,49,61,62,9,0,12,13,2,3,18,3,21,1,1,3,0,0,0,2,1,4,0,0.423,106,183,22,.955,.374,.650,104,7,4,0,0,5,0,2,0,115,.965,5,1.000,,6,4,42,42,"21,61",0.34,21,61,"35,98",0.36,35,98,"27,66",0.41,27,66,"11,26",0.42,11,26,0,0,0,0,"14,25","21,26","57,106",123,0,0,0,0,0,0,0,22,44,0,,Lancaster Bible College,LBC,0,False,44,1,3,3,4,1,0,0,0,0,33.0,35,28,23,27,5,0,2,7.64,139,169,7,3,1,3,1,0,0,7,.317,47,21,1,"0,2","0,1","0,1",0,"1,3",10.553884682141081,5,98,batting
2025-26,baseball,North Eastern Athletic Conference,north_eastern_athletic_c,Penn State Harrisburg,Blaine Walti,Blaine,Walti,,30081,Blaine Walti,0,0PSH,48,48,,,187,70,75,56,25,2,7,29,0,5,25,4,20,3,0,5,0,0,0,1,2,1,0,0.482,125,226,23,.870,.401,.668,73,2,2,0,0,0,0,2,0,77,.974,0,.000,,6,6,41,48,"16,51",0.31,16,51,"40,90",0.44,40,90,"31,58",0.53,31,58,"7,24",0.29,7,24,0,0,0,0,"31,64","22,26","62,105",289,0,0,0,0,0,0,0,13,36,0,,Penn State Harrisburg,PSH,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.876235758141066,6,98,batting
2025-26,baseball,North Eastern Athletic Conference,north_eastern_athletic_c,Penn State Abington,Fallers Jake,Fallers,Jake,,30114,Fallers Jake,0,0PSA,34,33,,,113,39,39,34,8,0,12,28,2,6,19,5,1,0,0,5,0,0,0,0,0,1,0,0.480,83,152,1,1.000,.345,.735,127,14,5,5,0,26,10,0,0,146,.966,36,.722,,7,3,16,37,"8,38",0.21,8,38,"19,62",0.31,19,62,"9,37",0.24,9,37,"5,18",0.28,5,18,0,0,0,0,"14,27","13,19","42,79",49,0,0,0,"0,1",0,0,1,9,26,0,,Penn State Abington,PSA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.677893291141629,7,97,batting
2025-26,baseball,North Eastern Athletic Conference,north_eastern_athletic_c,Penn State Harrisburg,Brendan Henn,Brendan,Henn,,30081,Brendan Henn,0,0PSH,45,44,,,160,50,61,47,12,3,7,35,1,3,22,6,7,2,0,2,0,0,0,2,1,2,0,0.495,100,200,9,.778,.381,.625,26,4,0,0,0,0,0,0,0,30,1.000,0,.000,,5,4,39,35,"15,40",0.38,15,40,"36,90",0.40,36,90,"26,57",0.46,26,57,"10,19",0.53,10,19,0,0,0,0,"17,35","13,23","62,100",111,0,0,0,"0,1",0,0,1,14,23,0,,Penn State Harrisburg,PSH,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.695506737802894,8,97,batting
2025-26,baseball,North Eastern Athletic Conference,north_eastern_athletic_c,Cairn University,"Jackson, Dylan",Dylan,Jackson,,1305,"Jackson, Dylan",0,0CAIRN,44,43,,,174,61,71,46,16,3,4,34,0,5,21,4,6,2,1,4,0,0,0,1,0,2,0,0.507,105,218,8,.750,.408,.603,83,0,6,0,0,1,0,0,0,89,.933,1,1.000,,3,4,30,54,"16,50",0.32,16,50,"38,88",0.43,38,88,"24,52",0.46,24,52,"12,24",0.50,12,24,0,0,0,0,"40,70","11,15","67,108",187,0,0,0,0,0,0,0,13,34,0,,Cairn University,CAIRN,0,False,4,1,0,0,0,0,0,0,0,0,1.0,4,4,1,1,1,0,0,36.00,7,8,0,0,0,0,0,0,0,0,.571,1,1,0,0,"4,7","1,1",0,"3,4",7.982270399336926,9,97,batting
2025-26,baseball,North Eastern Athletic Conference,north_eastern_athletic_c,Keystone College,Griffin Yast,Griffin,Yast,,30047,Griffin Yast,0,0KEYSTONE,38,33,,,101,45,30,38,3,1,10,28,0,13,27,6,1,0,2,4,0,0,0,1,1,2,0,0.486,65,148,1,1.000,.297,.644,132,8,1,0,0,0,0,12,0,141,.993,0,.000,,1,3,18,31,"3,25",0.12,3,25,"19,56",0.34,19,56,"13,37",0.35,13,37,"2,6",0.33,2,6,0,0,0,0,"15,29","15,22","41,74",95,0,0,0,12,0,0,0,11,18,0,,Keystone College,KEYSTONE,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7390366140399065,10,96,batting
