season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,hitting_summary_stats,fielding_stats,composite_score,global_rank,rating,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip,pitching_stats_strike_percentage
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Heidelberg,Jameson Olesen,Jameson,Olesen,,278,Jameson Olesen,0,0BERG,11,8,,,12,0,2,2,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0.286,3,14,0,.000,.167,.250,23,7,2,0,0,4,5,0,0,32,.938,9,.444,,0,0,3,4,"1,5",0.20,1,5,"2,9",0.22,2,9,"1,7",0.14,1,7,"0,2",0,0,2,0,0,0,0,"2,3","0,1","2,9",0,0,0,0,2,0,0,0,0,8,0,,Heidelberg,BERG,1276-3798,False,24,1,4,1,1,0,0,0,0,0,21.1,16,13,7,16,6,3,1,5.48,82,96,0,3,1,1,3,0,0,6,.293,16,25,0,"13,23","12,46","2,11",0,"5,23",,,,-1.606939828309827,19,78,pitching,6.824644549763033,1.4691943127962084,0.16666666666666666
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Matt Moscarino,Matt,Moscarino,,46,Matt Moscarino,0,0BW,4,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,2,0,0,0,0,0,0,0,3,1.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Baldwin Wallace,BW,1273-3975,False,30,1,4,2,1,0,0,0,0,0,22.0,13,13,2,16,10,0,2,5.32,95,104,1,7,0,0,0,0,0,7,.316,18,29,0,"8,10","14,38","10,36",0,"0,10",,,,-1.724120067298288,20,75,pitching,6.545454545454546,1.4545454545454546,0.15384615384615385
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Otterbein,Maverick Rabe,Maverick,Rabe,,531,Maverick Rabe,0,0OTTERBEI,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,1,0,0,7,1,0,0,1,.000,8,.875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Otterbein,OTTERBEI,1285-4715,False,25,1,5,0,4,0,0,0,0,0,18.2,20,17,12,24,5,1,2,8.20,81,95,5,1,0,1,0,0,0,7,.309,16,15,0,"2,5","0,7","1,2",0,"1,5",,,,-2.175817298250517,21,72,pitching,11.868131868131869,2.032967032967033,0.25263157894736843
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Otterbein,Darren Ramsey,Darren,Ramsey,,531,Darren Ramsey,0,0OTTERBEI,5,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,4,1,0,0,4,0,1,0,6,.833,4,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Otterbein,OTTERBEI,1285-4971,False,25,1,4,0,1,0,0,0,0,0,21.0,15,13,2,11,4,0,3,5.57,83,94,1,6,0,0,3,0,0,4,.301,23,24,0,"8,13","7,33","4,17",0,"3,17",,,,-2.6028508539058643,22,70,pitching,4.714285714285714,1.2857142857142858,0.11702127659574468
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Capital,Noah Bromberg,Noah,Bromberg,,117,Noah Bromberg,0,0CAPITAL,7,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,4,1,0,0,3,2,0,0,6,.833,5,.600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Capital,CAPITAL,1275-2726,False,23,1,1,2,1,1,0,0,0,0,20.0,16,15,12,18,4,0,0,6.75,79,97,4,3,0,2,1,0,0,4,.291,18,20,0,"1,1","5,8","2,8",0,"2,4",,,,-2.620198218567484,23,67,pitching,8.1,1.75,0.18556701030927836
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Capital,Tr. Woodyard,Tr.,Woodyard,,117,Tr. Woodyard,0,0CAPITAL,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,2,1,0,0,2,3,0,0,4,.750,5,.400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Capital,CAPITAL,1275-2742,False,22,1,5,1,3,0,0,0,0,0,23.0,17,13,21,15,6,0,0,5.09,85,111,0,2,0,0,2,0,0,8,.259,25,22,2,"3,4","4,15","1,3",0,"3,8",,,,-3.281592703579397,24,64,pitching,5.869565217391305,1.8695652173913044,0.13513513513513514
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Wilmington,Nathan Powers,Nathan,Powers,,1461,Nathan Powers,0,0WILMINGT,4,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,4,0,0,0,6,1,0,0,5,1.000,7,.857,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Wilmington,WILMINGT,1286-3247,False,25,1,4,0,3,0,0,0,0,0,17.2,21,13,10,12,2,1,0,6.62,74,87,3,1,0,1,1,0,0,4,.338,21,15,1,0,0,0,0,0,,,,-4.692090539523674,25,61,pitching,6.279069767441861,2.0348837209302326,0.13793103448275862
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Mount Union,"Warner, Anthony",Anthony,Warner,,452,"Warner, Anthony",0,0UMU,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,6,1,0,0,0,0,0,0,7,.857,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mount Union,UMU,1279-4671,False,42,1,6,1,2,0,0,0,0,0,28.1,23,18,16,12,8,0,2,5.72,122,145,1,5,0,2,0,0,0,1,.344,36,30,3,"2,5","6,10","0,0","9,20","5,9",,,,-5.78593239757841,26,58,pitching,3.843416370106761,2.0640569395017794,0.08275862068965517
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Capital,William Furry,William,Furry,,117,William Furry,0,0CAPITAL,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,4,0,0,0,2,1,0,0,4,1.000,3,.667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Capital,CAPITAL,1275-3115,False,33,1,6,1,0,0,0,0,0,0,19.0,21,18,13,18,7,1,4,8.53,86,107,4,6,0,2,0,0,0,2,.384,22,13,1,"8,13","11,32","0,6",0,"6,16",,,,-5.958757470060503,27,56,pitching,8.526315789473685,2.4210526315789473,0.16822429906542055
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Heidelberg,Henry Mates,Henry,Mates,,278,Henry Mates,0,0BERG,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,4,0,0,0,3,2,0,0,4,1.000,5,.600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Heidelberg,BERG,1276-3004,False,27,1,5,,0,0,0,0,0,0,18.0,18,15,18,11,8,1,1,7.50,73,96,0,3,0,2,0,0,0,3,.370,19,17,0,"1,1","1,3","3,13",0,"1,7",,,,-7.309920859543902,28,53,pitching,5.5,2.5,0.11458333333333333
