season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code,composite_score,global_rank,rating
2025-26,wbball,Skyline Conference,skyline_conference,Merchant Marine,Natalie Doan,Natalie,Doan,0,724,Natalie Doan,"DOAN,NATALIE",Merchant Marine,USMMAW,0,27,0,01,0,19,84,6,29,14,12,56,2,12,22,284,20,23,43,38,0,35,0,0,27,0.23,0.21,0.86,2.07,1.59,0.81,0.44,0.07,01,173.0,1,99
2025-26,wbball,Skyline Conference,skyline_conference,Merchant Marine,Jaden Lodice,Jaden,Lodice,*,724,Jaden Lodice,"LODICE,JADEN",Merchant Marine,USMMAW,0,28,27,03,0,46,126,18,64,30,13,123,4,41,75,833,44,74,118,55,0,60,0,0,28,0.37,0.28,0.43,4.39,4.21,2.68,1.46,0.14,03,172.0,2,99
2025-26,wbball,Skyline Conference,skyline_conference,Merchant Marine,Sydney Brown,Sydney,Brown,0,724,Sydney Brown,"BROWN,SYDNEY",Merchant Marine,USMMAW,0,27,0,04,0,19,67,7,30,2,2,47,2,8,17,283,6,36,42,3,0,14,0,0,27,0.28,0.23,1.00,1.74,1.56,0.63,0.30,0.07,04,171.0,3,99
2025-26,wbball,Skyline Conference,skyline_conference,Merchant Marine,Tatum Carney,Tatum,Carney,0,724,Tatum Carney,"CARNEY,TATUM",Merchant Marine,USMMAW,0,28,0,15,0,30,96,6,20,9,3,69,0,25,44,382,22,38,60,26,0,47,0,0,28,0.31,0.30,0.33,2.46,2.14,1.57,0.89,0.00,15,170.0,4,98
2025-26,wbball,Skyline Conference,skyline_conference,Merchant Marine,Cevyn Crutcher,Cevyn,Crutcher,0,724,Cevyn Crutcher,"CRUTCHER,CEVYN",Merchant Marine,USMMAW,0,20,5,20,0,20,74,0,2,20,8,48,2,12,25,401,22,54,76,25,0,24,0,0,20,0.27,0.00,0.40,2.40,3.80,1.25,0.60,0.10,20,169.0,5,98
2025-26,wbball,Skyline Conference,skyline_conference,Merchant Marine,Lilly Smeltzer,Lilly,Smeltzer,0,724,Lilly Smeltzer,"SMELTZER,LILLY",Merchant Marine,USMMAW,0,16,0,21,0,12,26,0,0,14,6,30,1,6,5,121,13,27,40,11,0,14,0,0,16,0.46,0.00,0.43,1.88,2.50,0.31,0.38,0.06,21,168.0,6,98
2025-26,wbball,Skyline Conference,skyline_conference,Merchant Marine,Hannah Ramsden,Hannah,Ramsden,*,724,Hannah Ramsden,"RAMSDEN,HANNAH",Merchant Marine,USMMAW,0,28,27,23,0,157,360,61,169,39,34,409,9,57,90,909,37,72,109,46,0,69,0,0,28,0.44,0.36,0.87,14.61,3.89,3.21,2.04,0.32,23,167.0,7,97
2025-26,wbball,Skyline Conference,skyline_conference,Merchant Marine,Emily Grasseler,Emily,Grasseler,*,724,Emily Grasseler,"GRASSELER,EMILY",Merchant Marine,USMMAW,0,28,27,33,0,198,449,1,4,107,80,477,20,50,70,874,99,186,285,53,0,83,0,0,28,0.44,0.25,0.75,17.04,10.18,2.50,1.79,0.71,33,166.0,8,97
2025-26,wbball,Skyline Conference,skyline_conference,Merchant Marine,Breanna Sommers,Breanna,Sommers,*,724,Breanna Sommers,"SOMMERS,BREANNA",Merchant Marine,USMMAW,0,28,28,34,0,104,260,36,101,24,17,261,13,44,83,812,71,73,144,35,0,80,0,0,28,0.40,0.36,0.71,9.32,5.14,2.96,1.57,0.46,34,165.0,9,97
2025-26,wbball,Skyline Conference,skyline_conference,Merchant Marine,Carolae Barton,Carolae,Barton,*,724,Carolae Barton,"BARTON,CAROLAE",Merchant Marine,USMMAW,0,27,26,44,0,206,340,0,1,131,95,507,78,38,73,726,113,223,336,61,0,60,2,0,27,0.61,0.00,0.73,18.78,12.44,2.70,1.41,2.89,44,164.0,10,96
