season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2025-26,wlax,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,Hope Shue,Hope,Shue,,420,Hope Shue,"SHUE,HOPE",SHUEHOPEMIDWL,22,22,,,Middlebury,MIDWL,1126-5506,0,39,0,0,0,4,61,1,9,7,0,0,0,6,3,0,0,0,0,0,0,0,0,34,72,32,26,1228:00,89,0,1.000,,119,151,57,119,33,86,.788,5.41,,,,,,,,,,,,,,,,,,,22.725963116618026,1,99
2025-26,wlax,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,Maggie Coughlin,Maggie,Coughlin,,420,Maggie Coughlin,"COUGHLIN,MAGGIE",COUGHLINMAGGIEMIDWL,22,21,,,Middlebury,MIDWL,1126-5512,0,2,0,0,0,0,18,1,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,24,2,26,10,1208:00,207,0,1.000,,61,82,6,79,36,43,.744,3.59,,,,,,,,,,,,,,,,,,,14.448757000973467,2,99
2025-26,wlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Margie Carden,Margie,Carden,,717,Margie Carden,"CARDEN,MARGIE",CARDENMARGIETUFTS,23,23,,,Tufts,TUFTS,0,0,22,0,0,0,3,37,0,12,4,0,0,0,4,2,0,0,0,0,0,0,0,0,25,2,18,8,1366:00,55,0,1.000,,108,138,45,87,16,71,.783,3.78,,,,,,,,,,,,,,,,,,,14.253873369971865,3,99
2025-26,wlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Allie Zorn,Allie,Zorn,,717,Allie Zorn,"ZORN,ALLIE",ZORNALLIETUFTS,23,23,,,Tufts,TUFTS,0,0,23,0,0,0,4,36,1,7,4,0,0,0,0,2,0,0,0,0,0,0,0,0,14,1,38,7,1366:00,55,0,1.000,,83,118,36,88,26,62,.703,3.83,,,,,,,,,,,,,,,,,,,14.241107453880204,4,98
2025-26,wlax,New England Small College Athletic Conference (NESCAC),nescac,Colby,Julia Jardina,Julia,Jardina,,151,Julia Jardina,"JARDINA,JULIA",JARDINAJULIACOLBY,21,21,,,Colby,COLBY,0,0,22,0,0,0,4,57,1,8,6,0,0,0,7,1,0,0,0,0,0,0,0,0,21,73,28,13,1260:00,71,0,1.000,,101,128,37,82,11,71,.789,3.90,,,,,,,,,,,,,,,,,,,13.353731379091954,5,98
2025-26,wlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Ella Lesperance,Ella,Lesperance,,717,Ella Lesperance,"LESPERANCE,ELLA",LESPERANCEELLATUFTS,23,23,,,Tufts,TUFTS,0,0,3,0,0,0,1,10,2,4,2,0,0,0,3,2,0,0,0,0,0,0,0,0,23,0,32,6,1343:00,100,0,1.000,,54,74,6,73,39,34,.730,3.17,,,,,,,,,,,,,,,,,,,13.255243268969105,6,98
2025-26,wlax,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Sam DeLeo,Sam,DeLeo,,764,Sam DeLeo,"DELEO,SAM",DELEOSAMWESLEYAN,21,21,,,Wesleyan,WESLEYAN,0,0,2,0,0,0,2,12,0,2,1,0,0,0,2,3,0,0,0,0,0,0,0,0,34,0,37,6,1204:00,188,0,1.000,,47,64,4,59,29,30,.734,2.81,,,,,,,,,,,,,,,,,,,11.134676979747452,7,97
2025-26,wlax,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,Caroline Adams,Caroline,Adams,,420,Caroline Adams,"ADAMS,CAROLINE",ADAMSCAROLINEMIDWL,22,21,,,Middlebury,MIDWL,1126-5723,0,19,0,0,0,3,40,0,6,5,0,0,0,1,1,0,0,0,0,0,0,0,0,16,128,38,7,1042:00,150,0,1.000,,99,112,36,67,19,48,.884,3.05,,,,,,,,,,,,,,,,,,,10.621007917760199,8,97
2025-26,wlax,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Dylan Green,Dylan,Green,,764,Dylan Green,"GREEN,DYLAN",GREENDYLANWESLEYAN,20,13,,,Wesleyan,WESLEYAN,0,0,10,0,0,1,2,28,0,3,2,0,0,0,4,7,0,0,0,0,0,0,0,0,21,36,36,17,713:00,190,0,1.000,,54,93,26,54,19,35,.581,2.70,,,,,,,,,,,,,,,,,,,9.880209404850566,9,97
2025-26,wlax,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Kelsey Restivo,Kelsey,Restivo,,713,Kelsey Restivo,"RESTIVO,KELSEY",RESTIVOKELSEYTRINITY,18,16,,,Trinity,TRINITY,0,0,11,0,0,0,4,23,0,4,1,0,0,0,3,2,0,0,0,0,0,0,0,0,10,3,26,4,947:00,71,0,1.000,,61,92,15,60,22,38,.663,3.33,,,,,,,,,,,,,,,,,,,9.033113121181966,10,96
