season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating
2026-27,softball,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Maddy Smith,Maddy,Smith,,30031,Maddy Smith,0,0UNW26,2,0,,,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,5,2,0,.000,1.000,2.500,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,"1,1",1.00,1,1,"2,2",1.00,2,2,"2,2",1.00,2,2,0,0,0,0,0,0,0,0,0,0,"2,2",0,0,0,0,33,0,0,0,0,0,0,,Northwestern,UNW26,1400-5874,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.485660301106334,1,99
2026-27,softball,Upper Midwest Athletic Conference (UMAC),umac,UW-Superior,Larissa Snyder,Larissa,Snyder,,804,Larissa Snyder,0,0WIS.-SUP,41,41,,,119,45,45,43,11,6,8,17,0,3,24,3,19,0,4,0,0,0,0,0,1,1,0,0.468,92,143,19,1.000,.378,.773,139,36,9,3,1,19,10,4,0,184,.951,29,.655,,4,4,18,33,"11,38",0.29,11,38,"26,68",0.38,26,68,"19,50",0.38,19,50,"0,1",0,0,1,0,0,0,0,"13,25","10,19","44,78",66,0,0,0,0,0,0,0,10,16,0,,UW-Superior,WIS.-SUP,1145-2476,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.743670982157916,2,99
2026-27,softball,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Emma Edwards,Emma,Edwards,,30031,Emma Edwards,0,0UNW26,49,49,,,157,33,59,57,8,0,10,15,0,2,20,6,4,0,3,1,0,0,0,1,0,2,0,0.434,97,178,4,1.000,.376,.618,305,9,4,0,0,0,0,5,0,318,.987,0,.000,,2,5,30,47,"22,58",0.38,22,58,"39,96",0.41,39,96,"32,74",0.43,32,74,"3,7",0.43,3,7,0,0,0,0,"16,35","16,21","61,107",168,0,0,0,0,0,0,0,19,35,0,,Northwestern,UNW26,1400-4231,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.907180359641918,3,99
2026-27,softball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Emily Doyle,Emily,Doyle,,30038,Emily Doyle,0,0BETHANY,44,44,,,106,43,46,39,19,2,5,46,0,2,9,4,8,0,1,4,0,0,0,0,0,2,0,0.595,84,159,8,1.000,.434,.792,35,77,10,0,0,0,0,1,0,122,.918,0,.000,,5,1,17,34,"18,39",0.46,18,39,"25,54",0.46,25,54,"23,43",0.53,23,43,"3,7",0.43,3,7,0,0,0,0,"13,27","10,21","45,68",123,0,0,0,0,0,0,0,14,16,0,,Bethany Lutheran,BETHANY,1396-2654,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3730011684908,4,98
2026-27,softball,Upper Midwest Athletic Conference (UMAC),umac,Crown,Maria Lilienthal,Maria,Lilienthal,,30035,Maria Lilienthal,0,0CROWN (M,38,38,,,109,42,54,58,17,0,3,19,1,8,3,1,0,0,0,2,0,0,0,0,0,1,0,0.587,80,138,0,.000,.495,.734,185,29,10,0,0,0,0,2,0,224,.955,0,.000,,11,1,21,24,"14,34",0.41,14,34,"37,67",0.55,37,67,"28,46",0.61,28,46,0,0,0,0,0,0,0,0,"10,17","20,23","65,83",88,0,0,0,0,0,0,0,12,15,0,,Crown,CROWN (M,1397-1458,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.237644163964204,5,98
2026-27,softball,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Lani Schoper,Lani,Schoper,,30031,Lani Schoper,0,0UNW26,49,49,,,167,56,71,35,21,2,4,23,0,2,5,0,21,1,0,2,0,0,0,0,0,0,0,0.495,108,194,22,.955,.425,.647,62,95,9,0,0,0,0,4,0,166,.946,0,.000,,10,10,43,36,"19,41",0.46,19,41,"30,70",0.43,30,70,"22,52",0.42,22,52,"4,8",0.50,4,8,0,0,0,0,"47,81","10,13","51,75",175,0,0,0,0,0,0,0,9,25,0,,Northwestern,UNW26,1400-3409,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.23535624178687,6,98
2026-27,softball,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Alayna Spiess,Alayna,Spiess,,30031,Alayna Spiess,0,0UNW26,1,0,,,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,1,0,.000,1.000,1.000,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",22,0,0,0,0,0,0,0,0,0,0,,Northwestern,UNW26,1400-5727,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21667488805481,7,97
2026-27,softball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Olivia Sanborn,Olivia,Sanborn,,30038,Olivia Sanborn,0,0BETHANY,40,40,,,122,49,57,18,2,4,1,20,1,2,11,2,44,7,2,3,0,0,0,0,1,0,0,0.537,70,149,51,.863,.467,.574,35,1,0,0,0,0,0,0,0,36,1.000,0,.000,,6,4,27,24,"11,30",0.37,11,30,"21,45",0.47,21,45,"11,27",0.41,11,27,"1,5",0.20,1,5,0,0,0,0,"40,60","8,10","42,56",69,0,0,0,0,0,0,0,11,16,0,,Bethany Lutheran,BETHANY,1396-3139,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.665866376515169,8,97
2026-27,softball,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Bryn Anderson,Bryn,Anderson,,30031,Bryn Anderson,0,0UNW26,47,47,,,153,37,59,41,6,1,8,13,1,1,12,2,6,1,1,1,0,0,0,0,1,0,0,0.435,91,169,7,.857,.386,.595,55,6,1,0,0,0,0,0,0,62,.984,0,.000,,8,10,33,41,"19,58",0.33,19,58,"40,99",0.40,40,99,"30,75",0.40,30,75,"3,5",0.60,3,5,0,0,0,0,"9,17","15,17","61,105",54,0,0,0,0,0,0,0,11,35,0,,Northwestern,UNW26,1400-5720,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.379594334979625,9,97
2026-27,softball,Upper Midwest Athletic Conference (UMAC),umac,UW-Superior,Georgia Youngblood,Georgia,Youngblood,,804,Georgia Youngblood,0,0WIS.-SUP,12,0,,,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2,2,0,.000,1.000,1.000,0,2,0,0,0,1,1,0,0,2,1.000,2,.500,,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,33,0,0,0,0,0,0,,UW-Superior,WIS.-SUP,1145-2480,True,23,1,0,1,2,0,0,0,0,0,17.1,13,12,3,5,6,1,2,4.85,71,78,1,3,0,0,1,0,0,1,.324,21,21,0,"1,1","3,6","1,2",0,"1,2",,,,8.162675383636001,10,96
