season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code,composite_score,global_rank,rating
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Libby Oxciano,Libby,Oxciano,0,567,Libby Oxciano,"OXCIANO,LIBBY",Redlands,REDLANDS,1166-3702,12,0,0,0,8,18,3,6,0,0,19,0,2,8,47,1,7,8,2,0,3,0,0,12,0.44,0.50,0.00,1.58,0.67,0.67,0.17,0.00,0,141.0,1,99
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Alex Facelo,Alex,Facelo,0,567,Alex Facelo,"FACELO,ALEX",Redlands,REDLANDS,1166-3700,21,0,2,0,20,78,17,68,3,2,59,0,4,12,176,4,9,13,14,0,9,0,0,21,0.26,0.25,0.67,2.81,0.62,0.57,0.19,0.00,2,140.0,2,99
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Teagan McIlroy,Teagan,McIlroy,0,567,Teagan McIlroy,"MCILROY,TEAGAN",Redlands,REDLANDS,1166-3949,27,22,3,0,98,226,27,85,78,65,288,20,50,100,770,40,123,163,37,0,40,0,0,27,0.43,0.32,0.83,10.67,6.04,3.70,1.85,0.74,3,139.0,3,99
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Taylor Whaley,Taylor,Whaley,0,567,Taylor Whaley,"WHALEY,TAYLOR",Redlands,REDLANDS,1166-3482,9,0,4,0,3,6,0,0,0,0,6,0,0,3,26,0,5,5,2,0,1,0,0,9,0.50,0.00,0.00,0.67,0.56,0.33,0.00,0.00,4,138.0,4,98
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Sophie Christopher,Sophie,Christopher,0,567,Sophie Christopher,"CHRISTOPHER,SOPHIE",Redlands,REDLANDS,1166-3481,6,0,5,0,3,6,2,4,0,0,8,0,3,3,17,1,0,1,4,0,0,0,0,6,0.50,0.50,0.00,1.33,0.17,0.50,0.50,0.00,5,137.0,5,98
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Audrey Meek,Audrey,Meek,0,567,Audrey Meek,"MEEK,AUDREY",Redlands,REDLANDS,1166-3701,2,0,8,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,8,136.0,6,98
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Andrea Perkins,Andrea,Perkins,*,567,Andrea Perkins,"PERKINS,ANDREA",Redlands,REDLANDS,1166-3703,27,26,11,0,52,169,37,121,11,10,151,5,18,25,591,7,28,35,39,0,15,0,0,27,0.31,0.31,0.91,5.59,1.30,0.93,0.67,0.19,11,135.0,7,97
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Monica Villanueva,Monica,Villanueva,0,567,Monica Villanueva,"VILLANUEVA,MONICA",Redlands,REDLANDS,1166-3951,9,0,12,0,7,16,1,4,12,12,27,0,1,5,54,0,6,6,5,0,2,0,0,9,0.44,0.25,1.00,3.00,0.67,0.56,0.11,0.00,12,134.0,8,97
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Kayden Sanders,Kayden,Sanders,0,567,Kayden Sanders,"SANDERS,KAYDEN",Redlands,REDLANDS,1166-3485,15,0,13,0,13,25,7,11,0,0,33,1,1,3,94,8,10,18,3,0,1,0,0,15,0.52,0.64,0.00,2.20,1.20,0.20,0.07,0.07,13,133.0,9,97
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Leila Hosn,Leila,Hosn,*,567,Leila Hosn,"HOSN,LEILA",Redlands,REDLANDS,1166-3329,27,27,20,0,89,235,16,45,119,93,287,10,43,106,775,33,136,169,74,0,67,3,0,27,0.38,0.36,0.78,10.63,6.26,3.93,1.59,0.37,20,132.0,10,96
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Lily Bingaman,Lily,Bingaman,0,567,Lily Bingaman,"BINGAMAN,LILY",Redlands,REDLANDS,1166-3948,10,0,21,0,4,22,3,20,2,1,12,0,1,1,49,4,4,8,3,0,1,0,0,10,0.18,0.15,0.50,1.20,0.80,0.10,0.10,0.00,21,131.0,11,96
2025-26,wbball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Redlands,Aliyah Anderson,Aliyah,Anderson,0,567,Aliyah Anderson,"ANDERSON,ALIYAH",Redlands,REDLANDS,1166-3324,23,1,22,0,41,100,14,38,42,32,128,2,10,14,332,18,43,61,16,0,13,0,0,23,0.41,0.37,0.76,5.57,2.65,0.61,0.43,0.09,22,130.0,12,96
