season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Hunter Strong,Hunter,Strong,,23260,Hunter Strong,0,0SPALDING,43,42,,,160,51,73,61,19,0,14,25,4,19,25,11,0,0,0,5,0,0,0,4,0,5,0,0.560,134,209,0,.000,.456,.838,270,19,1,0,0,16,11,3,0,290,.997,27,.593,,6,3,18,44,"22,47",0.47,22,47,"50,98",0.51,50,98,"26,58",0.45,26,58,"7,22",0.32,7,22,0,0,0,0,"16,32","13,22","82,120",45,0,0,0,0,0,0,0,15,15,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0802499400584,1,99,batting
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Ethan Tuttle,Ethan,Tuttle,,23260,Ethan Tuttle,0,0SPALDING,41,40,,,179,75,89,49,19,5,3,28,2,3,17,2,29,3,1,2,0,0,0,0,2,0,0,0.566,127,213,32,.906,.497,.709,73,105,14,0,0,1,0,13,0,192,.927,1,1.000,,7,4,32,37,"22,46",0.48,22,46,"41,72",0.57,41,72,"30,51",0.59,30,51,"14,30",0.47,14,30,0,0,0,0,"47,84","14,17","58,81",46,0,0,0,0,0,0,0,11,26,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.651639684297791,2,99,batting
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Webster,E. Evola,E.,Evola,,759,E. Evola,0,0WEBSTER,46,46,,,170,48,67,61,16,1,9,26,3,10,24,6,8,5,0,4,0,0,0,0,0,0,0,0.490,112,210,13,.615,.394,.659,282,14,3,0,0,0,0,26,0,299,.990,0,.000,,6,3,32,44,"20,59",0.34,20,59,"43,95",0.45,43,95,"32,71",0.45,32,71,"9,32",0.28,9,32,0,0,0,0,"13,32","24,31","70,108",66,0,0,0,0,0,0,0,15,24,0,,Webster,WEBSTER,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.02591121383486,3,99,batting
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,Keli'i Price,Keli'i,Price,,1450,Keli'i Price,0,0WESTMINS,43,43,,,179,51,67,46,15,3,12,19,2,3,33,4,19,4,0,4,0,0,0,0,2,1,0,0.434,124,205,23,.826,.374,.693,84,7,1,0,0,0,0,0,0,92,.989,0,.000,,7,6,25,49,"20,49",0.41,20,49,"33,83",0.40,33,83,"22,57",0.39,22,57,"5,16",0.31,5,16,0,0,0,0,"22,57","16,19","45,92",181,0,0,0,0,0,0,0,7,39,0,,Westminster,WESTMINS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.853658899031997,4,98,batting
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Evan Fisher,Evan,Fisher,,23260,Evan Fisher,0,0SPALDING,41,40,,,148,44,46,47,6,0,14,24,0,4,39,12,1,0,1,2,0,0,0,5,0,6,0,0.416,94,179,1,1.000,.311,.635,160,15,1,0,0,0,0,13,0,176,.994,0,.000,,3,1,27,36,"11,43",0.26,11,43,"31,92",0.34,31,92,"20,64",0.31,20,64,"9,24",0.38,9,24,0,0,0,0,"19,39","10,23","51,108",86,0,0,0,0,0,0,0,10,49,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.729986602930927,5,98,batting
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Matthew Mcdowell,Matthew,Mcdowell,,23260,Matthew Mcdowell,0,0SPALDING,44,42,,,172,58,67,48,16,1,6,24,0,13,16,9,3,0,2,3,0,0,0,3,1,5,0,0.491,103,214,3,1.000,.390,.599,74,3,2,0,0,0,0,1,0,79,.975,0,.000,,4,6,44,45,"16,48",0.33,16,48,"39,93",0.42,39,93,"30,67",0.45,30,67,"10,25",0.40,10,25,0,0,0,0,"16,29","15,17","71,111",15,0,0,0,1,0,0,0,15,26,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.627545436309331,6,98,batting
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,MUW,Zach Johnson,Zach,Johnson,,431,Zach Johnson,0,0MUW,38,37,,,168,36,63,49,15,5,8,7,1,3,23,3,9,2,0,1,0,0,0,0,0,1,0,0.408,112,179,11,.818,.375,.667,204,4,6,0,0,0,0,18,0,214,.972,0,.000,,4,9,38,40,"20,57",0.35,20,57,"29,89",0.33,29,89,"23,69",0.33,23,69,"12,26",0.46,12,26,0,0,0,0,"15,31","17,27","56,96",81,0,0,0,7,0,0,0,14,33,0,,MUW,MUW,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.301160808083582,7,97,batting
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Jacob Spanyer,Jacob,Spanyer,,23260,Jacob Spanyer,0,0SPALDING,42,42,,,166,48,60,50,11,0,8,29,0,3,30,10,3,1,0,1,0,0,0,0,0,0,0,0.462,95,199,4,.750,.361,.572,29,2,3,0,0,0,0,0,0,34,.912,0,.000,,7,4,32,39,"19,65",0.29,19,65,"41,113",0.36,41,113,"31,77",0.40,31,77,"8,25",0.32,8,25,0,0,0,0,"11,20","13,22","64,129",102,0,0,0,0,0,0,0,7,48,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.210564864260185,8,97,batting
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Lyon,E. Marcotte,E.,Marcotte,,22989,E. Marcotte,0,0Lyon,39,38,,,121,42,40,34,8,1,8,39,1,7,28,12,7,2,0,3,0,0,0,0,0,0,0,0.506,74,170,9,.778,.331,.612,108,7,4,14,0,29,6,0,0,119,.966,35,.829,,6,2,17,33,"14,41",0.34,14,41,"20,55",0.36,20,55,"15,45",0.33,15,45,"1,8",0.13,1,8,0,0,0,0,"22,47","9,17","43,73",40,0,0,0,"0,1",0,0,1,5,23,0,,Lyon,Lyon,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.557935020647896,9,97,batting
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Lyon,K. McCoy,K.,McCoy,,22989,K. McCoy,0,0Lyon,40,40,,,143,37,52,40,13,3,5,27,1,10,27,15,7,1,0,0,0,0,0,3,0,3,0,0.494,86,180,8,.875,.364,.601,138,11,7,4,0,23,8,4,0,156,.955,31,.742,,1,7,32,31,"14,43",0.33,14,43,"31,80",0.39,31,80,"24,54",0.44,24,54,"5,11",0.45,5,11,0,0,0,0,"17,25","10,16","53,93",153,0,0,0,0,0,0,0,8,38,0,,Lyon,Lyon,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.382555951159477,10,96,batting
