conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Benter, Mickenzi",0,,9,93,23,.218,588,93,221,87,2,253,0,8,13,75,0,0,16,1,74,35,1,35,0,246.5,0,2.38,0.94,0.80,0.38,0.09,2.65
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Sowinski, Kara",0,,12,103,0,.020,49,1,2,93,3,356,0,0,0,0,0,0,340,17,394,0,0,0,0,2,0,0.02,0.90,3.83,0.00,0.00,0.02
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Szews, Mari",0,,5,95,48,.362,450,59,222,7,1,45,0,9,16,148,0,0,10,0,42,69,3,51,18,274.5,0,2.34,0.07,0.44,0.73,0.09,2.89
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Volz, Andrianna",0,,10,96,13,.000,16,4,4,28,0,68,0,42,60,332,0,0,332,14,216,0,0,0,0,46,0,0.04,0.29,2.25,0.00,0.44,0.48
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Colburn, Heidi",0,,11,97,44,.273,227,22,84,839,19,2326,0,50,32,434,0,0,6,2,290,23,3,21,2,146.5,2,0.87,8.65,2.99,0.24,0.52,1.51
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Kudick, Anna",0,,1,93,23,.179,591,92,198,11,2,56,0,0,3,20,0,0,85,10,71,25,1,24,1,211,0,2.13,0.12,0.76,0.27,0.00,2.27
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Leynse, Claire",0,,13,94,16,.000,11,1,1,20,0,88,0,28,29,334,0,0,273,33,199,0,0,0,0,29,0,0.01,0.21,2.12,0.00,0.30,0.31
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Kitowski, Maddie",0,,2,81,2,-1.000,2,2,0,19,1,55,0,21,30,258,0,0,52,2,58,0,0,0,0,21,0,0.00,0.23,0.72,0.00,0.26,0.26
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Prins, Sophia",0,,7,20,5,.137,117,24,40,5,1,9,0,4,5,33,0,0,71,10,25,4,0,4,0,46,0,2.00,0.25,1.25,0.20,0.20,2.30
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Ashenfelter, Keira",0,,8,63,5,.050,20,2,3,165,4,463,0,14,10,179,0,0,4,1,63,0,0,0,0,17,0,0.05,2.62,1.00,0.00,0.22,0.27
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Vaughan, Casey",0,,3,93,46,.195,840,106,270,31,1,126,0,14,31,336,0,0,505,24,248,23,2,20,3,297,1,2.90,0.33,2.67,0.25,0.15,3.19
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Williams, Clare",0,,22,18,6,.170,47,11,19,1,1,8,0,3,0,24,0,0,1,0,8,10,2,8,2,28,0,1.06,0.06,0.44,0.56,0.17,1.56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Dailey, Claire",0,,25,23,0,.000,1,0,0,5,0,21,0,0,8,44,0,0,36,3,25,0,0,0,0,0,0,0.00,0.22,1.09,0.00,0.00,0.00
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Stevenson, Annabel",0,,4,68,15,.163,492,70,150,5,2,37,0,7,3,77,0,0,199,17,77,18,1,15,3,167.5,0,2.21,0.07,1.13,0.26,0.10,2.46
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Dries, Emma",0,,16,12,3,.333,18,1,7,2,0,4,0,0,0,0,0,0,0,0,0,8,0,8,0,11,0,0.58,0.17,0.00,0.67,0.00,0.92
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Lamon, Kayden",0,,17,28,5,.276,105,16,45,1,1,7,0,0,0,0,0,0,2,1,5,8,1,8,0,49,0,1.61,0.04,0.18,0.29,0.00,1.75
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Klatt, Kirsten",0,,20,70,25,.229,175,19,59,5,1,27,0,0,0,0,0,0,6,0,28,66,10,47,19,101.5,1,0.84,0.07,0.40,0.94,0.00,1.45
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Schmidt, Katie",0,,21,27,1,.333,3,0,1,1,1,10,0,2,5,73,0,0,27,5,20,0,0,0,0,3,0,0.04,0.04,0.74,0.00,0.07,0.11
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Puttin, Flynn",0,,23,22,0,.333,3,1,2,17,0,49,0,9,7,59,0,0,0,0,21,0,0,0,0,11,0,0.09,0.77,0.95,0.00,0.41,0.50
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Sellers, Reese",0,,6,4,0,.111,18,2,4,0,0,3,0,0,2,4,0,0,12,1,8,0,0,0,0,4,0,1.00,0.00,2.00,0.00,0.00,1.00
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Clark, Alli",0,,15,46,18,.302,129,16,55,7,2,33,0,11,10,117,0,0,1,0,29,18,2,16,2,76,0,1.20,0.15,0.63,0.39,0.24,1.65
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Kapalko, Mya",0,,18,20,1,.148,88,18,31,3,1,11,0,2,1,16,0,0,22,2,14,5,0,5,0,35.5,0,1.55,0.15,0.70,0.25,0.10,1.78
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,St. Norbert,"Buss, Gracie",0,,24,13,1,.135,89,18,30,0,1,6,0,0,0,5,0,0,32,2,7,2,1,2,0,31,0,2.31,0.00,0.54,0.15,0.00,2.38
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Williams, Jessica",0,,4,15,2,.100,10,1,2,1,0,2,0,5,3,39,0,0,0,0,4,2,0,1,1,8.5,0,0.13,0.07,0.27,0.13,0.33,0.57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Ruse, Katelyn",0,,10,98,50,.199,923,145,329,20,6,113,0,33,29,369,0,0,531,36,297,27,2,26,1,376,1,3.36,0.20,3.03,0.28,0.34,3.84
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Moreno, Riley",0,,18,92,49,.335,278,36,129,5,1,33,0,0,1,12,0,0,7,1,34,75,8,67,8,170.5,0,1.40,0.05,0.37,0.82,0.00,1.85
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Henkel, Erin",0,,17,9,1,.545,33,3,21,1,1,7,0,0,0,0,0,0,1,0,1,8,1,7,1,25.5,0,2.33,0.11,0.11,0.89,0.00,2.83
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Milz, Meredith",0,,2,36,4,.043,23,3,4,223,7,588,0,15,9,116,0,0,1,0,52,8,0,8,0,23,1,0.11,6.19,1.44,0.22,0.42,0.64
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Lippe, Carolyn",0,,7,91,33,-.027,74,14,12,13,2,53,0,20,24,332,0,0,376,31,261,2,0,2,0,33,0,0.13,0.14,2.87,0.02,0.22,0.36
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Karl, Rosie",0,,6,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Nelson, Trinity",0,,3,88,47,.269,156,13,55,854,25,2510,0,27,23,289,0,0,10,1,202,34,5,33,1,99.5,3,0.63,9.70,2.30,0.39,0.31,1.13
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Timpane, Addyson",0,,11,25,7,.240,146,21,56,0,0,5,0,0,0,2,0,0,1,0,16,17,0,17,0,64.5,0,2.24,0.00,0.64,0.68,0.00,2.58
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Reichman, Marie",0,,15,26,0,.000,2,0,0,14,1,38,0,5,12,69,0,0,101,13,56,0,0,0,0,5,0,0.00,0.54,2.15,0.00,0.19,0.19
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Darguzis, Peyton",0,,9,75,29,.262,263,42,111,7,0,24,0,20,10,217,0,0,3,0,36,61,3,48,13,168,0,1.48,0.09,0.48,0.81,0.27,2.24
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Kowalczyk, Izabella",0,,5,84,44,.150,829,118,242,14,4,76,0,29,28,344,0,0,13,0,198,31,1,29,2,287.5,0,2.88,0.17,2.36,0.37,0.35,3.42
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Schaffer, Amanda",0,,8,2,0,.000,1,0,0,2,1,21,0,0,0,1,0,0,1,0,2,1,0,1,0,0.5,0,0.00,1.00,1.00,0.50,0.00,0.25
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Knazur, Sophie",0,,13,55,21,.298,208,28,90,3,0,12,0,1,3,22,0,0,9,0,20,26,1,22,4,106,0,1.64,0.05,0.36,0.47,0.02,1.93
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Torres, Samantha",0,,14,51,3,.170,383,59,124,7,2,29,0,6,14,67,0,0,137,8,52,12,0,12,0,136,0,2.43,0.14,1.02,0.24,0.12,2.67
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Hulst, Alissa",0,,16,79,16,.164,525,84,170,8,5,38,0,5,7,81,0,0,243,21,90,19,2,19,0,184.5,0,2.15,0.10,1.14,0.24,0.06,2.34
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Knight, Ava",0,,19,1,0,-.250,8,2,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0,0.00,1.00,3.00,0.00,0.00,0.00
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Skaggs, Jalynn",0,,21,20,0,-.250,4,1,0,1,1,8,0,5,3,73,0,0,34,2,21,0,0,0,0,5,0,0.00,0.05,1.05,0.00,0.25,0.25
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"DiSolvio, Coley",0,,22,3,0,.000,0,0,0,1,0,2,0,0,0,4,0,0,5,1,3,0,0,0,0,0,0,0.00,0.33,1.00,0.00,0.00,0.00
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Mehaffy, Joslynn",0,,23,5,0,.308,26,4,12,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,12,0,2.40,0.00,0.20,0.00,0.00,2.40
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Turner, Izzy",0,,24,3,0,.000,1,0,0,1,1,9,0,0,2,8,0,0,0,0,3,0,0,0,0,0,0,0.00,0.33,1.00,0.00,0.00,0.00
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Brockway, Courtlyn",0,,25,5,0,.000,0,0,0,0,0,0,0,2,3,16,0,0,0,0,1,0,0,0,0,2,0,0.00,0.00,0.20,0.00,0.40,0.40
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Aurora,"Brisk, Katie",0,,1,100,0,-.049,41,4,2,91,0,363,0,40,29,425,0,0,448,41,410,0,0,0,0,42,0,0.02,0.91,4.10,0.00,0.40,0.42
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Edgewood,"Hinkamper, Mia",0,,3,110,0,-.050,40,3,1,117,3,498,0,27,29,349,0,0,422,21,535,0,0,0,0,28,0,0.01,1.06,4.86,0.00,0.25,0.25
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wvball,Edgewood,"Borchert, Katie",0,,17,109,35,.239,1167,105,384,14,1,102,0,26,40,371,0,0,801,52,310,68,1,58,10,449,0,3.52,0.13,2.84,0.62,0.24,4.12
