conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Olson,Andrew",Andrew,Olson,0,G,11,44.0,4.0,10.0,0.91,8.0,0.73,5.0,0.45,0.0,0.0,0.0,0.0,2.0,0.1818181818181818,4.0,9.0,0.44,2.0,4.0,0.5,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Wolff,Eli",Eli,Wolff,0,G,27,622.0,23.03703703703704,254.0,9.41,80.0,2.96,30.0,1.11,18.0,0.67,3.0,0.11,18.0,0.6666666666666666,84.0,197.0,0.43,65.0,154.0,0.42,21.0,26.0,0.81
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Strandemo,William",William,Strandemo,0,G,14,88.0,6.285714285714286,28.0,2.0,4.0,0.29,5.0,0.36,4.0,0.29,0.0,0.0,7.0,0.5,12.0,32.0,0.38,4.0,11.0,0.36,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Ehrke,Eli",Eli,Ehrke,0,G,18,151.0,8.38888888888889,26.0,1.44,21.0,1.17,8.0,0.44,7.0,0.39,0.0,0.0,6.0,0.3333333333333333,9.0,30.0,0.3,4.0,14.0,0.29,4.0,4.0,1.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Izuora,Obinna",Obinna,Izuora,0,G,26,426.0,16.384615384615383,188.0,7.23,71.0,2.73,24.0,0.92,22.0,0.85,3.0,0.12,19.0,0.7307692307692307,74.0,129.0,0.57,16.0,25.0,0.64,24.0,32.0,0.75
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Schmitt,Jake",Jake,Schmitt,0,G,26,732.0,28.153846153846153,401.0,15.42,92.0,3.54,50.0,1.92,37.0,1.42,1.0,0.04,37.0,1.4230769230769231,130.0,324.0,0.4,80.0,220.0,0.36,61.0,71.0,0.86
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Koch,Carson",Carson,Koch,0,G,21,545.0,25.952380952380953,126.0,6.0,137.0,6.52,21.0,1.0,28.0,1.33,7.0,0.33,17.0,0.8095238095238095,43.0,97.0,0.44,17.0,50.0,0.34,23.0,35.0,0.66
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Dearborn,Isaac",Isaac,Dearborn,0,G,16,131.0,8.1875,27.0,1.69,25.0,1.56,7.0,0.44,4.0,0.25,0.0,0.0,7.0,0.4375,10.0,28.0,0.36,3.0,8.0,0.38,4.0,5.0,0.8
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Barnette,Myles",Myles,Barnette,0,G,26,779.0,29.96153846153846,488.0,18.77,101.0,3.88,104.0,4.0,65.0,2.5,19.0,0.73,39.0,1.5,196.0,324.0,0.6,0.0,5.0,0.0,96.0,123.0,0.78
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Buslee,Max",Max,Buslee,0,G,26,332.0,12.76923076923077,116.0,4.46,29.0,1.12,15.0,0.58,10.0,0.38,1.0,0.04,8.0,0.3076923076923077,38.0,94.0,0.4,31.0,75.0,0.41,9.0,11.0,0.82
