season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,composite_score,global_rank,rating
2026-27,wsoc,American Rivers Conference (ARC),arc,Central,"Gwyn, Lila",Lila,Gwyn,,126,"Gwyn, Lila","GWYN,LILA",Central,CEN,1041-3367,3,1,34,0,34,0,0,7,17,8,2,3,1,0,5.67,2.33,2.67,1.000,.667,4,0,0,0,0,1,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,170:00,0,.00,.00,,,,,,,,,,,,,,,,,,24.265429375969365,1,99
2026-27,wsoc,American Rivers Conference (ARC),arc,Central,"DeVos, Olivia",Olivia,DeVos,,126,"DeVos, Olivia","DEVOS,OLIVIA",Central,CEN,1041-2752,3,3,17,0,17,0,0,2,3,6,2,2,0,0,1.00,.67,2.00,.667,.667,0,0,0,0,1,0,1,.333,4,0,0,0,1.33,.00,.00,.00,0,,119:00,0,.00,.00,,,,,,,,,,,,,,,,,,17.44397494207059,2,99
2026-27,wsoc,American Rivers Conference (ARC),arc,Central,"Anderson, Sami",Sami,Anderson,,126,"Anderson, Sami","ANDERSON,SAMI",Central,CEN,1041-3046,3,0,16,0,16,0,0,4,6,6,0,3,0,0,2.00,1.33,2.00,1.000,.000,1,0,0,0,1,2,1,.333,0,0,0,0,.00,.00,.00,.00,0,,87:00,0,.00,.00,,,,,,,,,,,,,,,,,,14.689210716319131,3,99
2026-27,wsoc,American Rivers Conference (ARC),arc,Nebraska Wesleyan,"Churchill, Hannah",Hannah,Churchill,,462,"Churchill, Hannah","CHURCHILL,HANNAH",Nebraska Wesleyan,NWU,885-3394,3,2,4,0,4,0,0,3,4,5,1,2,1,1,1.33,1.00,1.67,.667,.333,1,1,0,0,1,1,0,.000,2,0,0,0,.67,.00,.00,.00,0,,100:00,0,.00,.00,,,,,,,,,,,,,,,,,,13.697051553556792,4,98
2026-27,wsoc,American Rivers Conference (ARC),arc,Central,"Tiedemann, Lucy",Lucy,Tiedemann,,126,"Tiedemann, Lucy","TIEDEMANN,LUCY",Central,CEN,1041-3045,3,0,28,0,28,0,0,7,10,4,0,2,0,0,3.33,2.33,1.33,.667,.000,5,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,103:00,0,.00,.00,,,,,,,,,,,,,,,,,,11.199551294616578,5,98
2026-27,wsoc,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Mensik, Rylie",Rylie,Mensik,,192,"Mensik, Rylie","MENSIK,RYLIE",Univ. of Dubuque,DUB,1044-2516,3,1,10,0,10,0,0,4,5,4,0,2,0,0,1.67,1.33,1.33,.667,.000,2,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,157:00,0,.00,.00,,,,,,,,,,,,,,,,,,9.950128165042994,6,98
2026-27,wsoc,American Rivers Conference (ARC),arc,Central,"Newton, Josie",Josie,Newton,,126,"Newton, Josie","NEWTON,JOSIE",Central,CEN,1041-2496,3,3,2,0,2,0,0,4,5,3,1,1,0,0,1.67,1.33,1.00,.333,.333,3,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,119:00,0,.00,.00,,,,,,,,,,,,,,,,,,9.374443378805184,7,97
2026-27,wsoc,American Rivers Conference (ARC),arc,Coe,"Preuss, Maggie",Maggie,Preuss,,150,"Preuss, Maggie","PREUSS,MAGGIE",Coe,COE,1042-6747,3,3,7,0,7,0,0,5,7,2,2,0,0,0,2.33,1.67,.67,.000,.667,5,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,240:00,0,.00,.00,,,,,,,,,,,,,,,,,,9.215232969091902,8,97
2026-27,wsoc,American Rivers Conference (ARC),arc,Coe,"Lindsay, Katie",Katie,Lindsay,,150,"Lindsay, Katie","LINDSAY,KATIE",Coe,COE,1042-6794,3,1,27,0,27,0,0,2,3,3,1,1,0,0,1.00,.67,1.00,.333,.333,1,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,61:00,0,.00,.00,,,,,,,,,,,,,,,,,,8.541494625756128,9,97
2026-27,wsoc,American Rivers Conference (ARC),arc,Wartburg,"Lienhard, Claire",Claire,Lienhard,,750,"Lienhard, Claire","LIENHARD,CLAIRE",Wartburg,WAR,1048-5472,2,2,12,0,12,0,0,1,1,3,1,1,0,0,.50,.50,1.50,.500,.500,0,0,0,0,0,1,0,.000,0,0,1,0,.00,.50,.00,.00,0,,147:00,0,.00,.00,,,,,,,,,,,,,,,,,,8.1250202492316,10,96
2026-27,wsoc,American Rivers Conference (ARC),arc,Central,"Bloomstrom, Kylie",Kylie,Bloomstrom,,126,"Bloomstrom, Kylie","BLOOMSTROM,KYLIE",Central,CEN,1041-2748,3,3,3,0,3,0,0,3,4,2,0,1,0,0,1.33,1.00,.67,.333,.000,2,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,172:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.794571237242331,11,96
2026-27,wsoc,American Rivers Conference (ARC),arc,Loras,"Bowe, Emily",Emily,Bowe,,364,"Bowe, Emily","BOWE,EMILY",Loras,LOR,1045-4231,1,1,38,0,38,0,0,3,3,2,0,1,0,0,3.00,3.00,2.00,1.000,.000,2,0,0,0,0,0,1,1.000,0,0,0,0,.00,.00,.00,.00,0,,73:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.794571237242331,12,96
