season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code
2025-26,wbball,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),Tramarie Mobray,Tramarie,Mobray,*,611,Tramarie Mobray,"MOBRAY,TRAMARIE",St. Mary's (Md.),ST. MARY,659-3006,29,28,00,0,108,232,13,47,82,61,290,8,69,99,681,43,78,121,76,0,97,0,0,29,0.47,0.28,0.74,10.00,4.17,3.41,2.38,0.28,00
2025-26,wbball,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),London Best,London,Best,0,611,London Best,"BEST,LONDON",St. Mary's (Md.),ST. MARY,659-4092,29,22,1,0,27,80,0,2,22,10,64,1,42,38,517,40,32,72,46,0,30,0,0,29,0.34,0.00,0.45,2.21,2.48,1.31,1.45,0.03,1
2025-26,wbball,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),Halimah Hajhassan,Halimah,Hajhassan,0,611,Halimah Hajhassan,"HAJHASSAN,HALIMAH",St. Mary's (Md.),ST. MARY,659-3924,28,10,2,0,36,108,10,34,13,7,89,3,20,15,361,34,43,77,35,0,12,0,0,28,0.33,0.29,0.54,3.18,2.75,0.54,0.71,0.11,2
2025-26,wbball,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),Skylar Woodyard,Skylar,Woodyard,0,611,Skylar Woodyard,"WOODYARD,SKYLAR",St. Mary's (Md.),ST. MARY,659-4093,24,1,3,0,45,100,6,24,33,19,115,3,29,15,304,15,33,48,37,0,20,0,0,24,0.45,0.25,0.58,4.79,2.00,0.63,1.21,0.13,3
2025-26,wbball,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),Saffiyah Gibson,Saffiyah,Gibson,0,611,Saffiyah Gibson,"GIBSON,SAFFIYAH",St. Mary's (Md.),ST. MARY,659-3973,29,0,4,0,77,204,8,36,72,42,204,2,52,42,374,17,28,45,55,6,52,1,0,29,0.38,0.22,0.58,7.03,1.55,1.45,1.79,0.07,4
2025-26,wbball,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),Sidney Shaw,Sidney,Shaw,0,611,Sidney Shaw,"SHAW,SIDNEY",St. Mary's (Md.),ST. MARY,659-3881,27,13,5,0,28,78,6,18,21,6,68,7,30,51,404,27,33,60,39,0,38,0,0,27,0.36,0.33,0.29,2.52,2.22,1.89,1.11,0.26,5
2025-26,wbball,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),Rayna Miller,Rayna,Miller,0,611,Rayna Miller,"MILLER,RAYNA",St. Mary's (Md.),ST. MARY,659-3778,28,26,10,0,59,135,2,6,38,24,144,21,39,43,684,34,87,121,47,0,27,1,0,28,0.44,0.33,0.63,5.14,4.32,1.54,1.39,0.75,10
2025-26,wbball,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),Ji-Young Hartman,Ji-Young,Hartman,0,611,Ji-Young Hartman,"HARTMAN,JI-YOUNG",St. Mary's (Md.),ST. MARY,659-3779,16,0,11,0,7,35,3,23,0,0,17,0,8,5,80,4,4,8,6,0,7,0,0,16,0.20,0.13,0.00,1.06,0.50,0.31,0.50,0.00,11
2025-26,wbball,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),Sam Blaylock,Sam,Blaylock,*,611,Sam Blaylock,"BLAYLOCK,SAM",St. Mary's (Md.),ST. MARY,659-2801,29,4,12,0,87,221,64,172,34,31,269,1,20,44,458,13,30,43,36,0,36,0,0,29,0.39,0.37,0.91,9.28,1.48,1.52,0.69,0.03,12
2025-26,wbball,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),Chloe Stanford,Chloe,Stanford,0,611,Chloe Stanford,"STANFORD,CHLOE",St. Mary's (Md.),ST. MARY,659-4094,14,0,14,0,5,9,1,1,6,5,16,0,3,6,58,5,4,9,4,0,3,0,0,14,0.56,1.00,0.83,1.14,0.64,0.43,0.21,0.00,14
