conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Zuber-Stephens, Hunnie",0,,1,95,32,.210,214,16,61,778,32,1712,0,83,25,448,0,0,17,5,167,8,0,8,0,148,3,0.64,8.19,1.76,0.08,0.87,1.56
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Smith, Ila",0,,13,96,32,.428,425,38,220,3,0,25,0,6,2,30,0,0,3,0,30,36,2,29,7,247.5,1,2.29,0.03,0.31,0.38,0.06,2.58
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Hadley, Ally",0,,7,96,32,.155,614,120,215,82,6,179,0,60,33,311,0,0,393,53,218,11,4,8,3,282,0,2.24,0.85,2.27,0.11,0.63,2.94
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Williams, Sydney",0,,9,86,29,.301,784,95,331,14,3,70,0,46,21,315,0,0,295,29,194,31,1,24,7,396,0,3.85,0.16,2.26,0.36,0.53,4.60
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Biggie, Sophia",0,,22,95,19,.115,444,100,151,6,2,30,0,11,4,39,0,0,11,2,46,31,2,25,6,180.5,0,1.59,0.06,0.48,0.33,0.12,1.90
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Kerr, Breanna",0,,4,94,30,.237,118,17,45,17,4,63,0,42,25,284,0,0,13,2,67,34,3,32,2,105,1,0.48,0.18,0.71,0.36,0.45,1.12
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Tate, Hannah",0,,6,96,1,.182,55,6,16,88,4,220,0,48,27,252,0,0,414,39,312,0,0,0,0,64,0,0.17,0.92,3.25,0.00,0.50,0.67
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Altman, Ayla",0,,2,96,13,-.111,9,2,1,14,0,39,0,33,32,259,0,0,230,28,149,0,0,0,0,34,0,0.01,0.15,1.55,0.00,0.34,0.35
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Davis, Lauren",0,,5,34,4,.190,105,18,38,1,0,13,0,10,8,54,0,0,44,11,22,2,0,2,0,49,0,1.12,0.03,0.65,0.06,0.29,1.44
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Leavitt, Julia",0,,16,51,12,.136,339,62,108,2,2,38,0,0,0,0,0,0,213,18,66,7,1,5,2,112.5,0,2.12,0.04,1.29,0.14,0.00,2.21
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Ellis, Julia",0,,1,26,0,-1.000,2,2,0,3,0,12,0,0,1,2,0,0,31,4,22,0,0,0,0,0,0,0.00,0.12,0.85,0.00,0.00,0.00
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Peloquin, Leah",0,,2,61,3,-.125,16,5,3,8,4,55,0,19,10,130,0,0,235,42,102,0,0,0,0,22,0,0.05,0.13,1.67,0.00,0.31,0.36
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Peruti, Alana",0,,4,75,20,.066,151,28,38,7,5,45,0,14,26,133,0,0,3,0,35,21,12,14,7,66,0,0.51,0.09,0.47,0.28,0.19,0.88
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Preskorn, Janna",0,,12,74,22,.100,481,88,136,171,25,723,0,43,25,260,0,0,105,12,181,17,3,16,1,188,1,1.84,2.31,2.45,0.23,0.58,2.54
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Daniels, Kimberly",0,,7,54,9,.072,209,40,55,5,5,28,0,18,25,124,0,0,86,9,34,3,0,1,2,75.5,0,1.02,0.09,0.63,0.06,0.33,1.40
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Gray, Mikayla",0,,17,80,23,.117,546,91,155,13,12,134,0,50,37,291,0,0,370,43,193,6,1,5,1,208.5,1,1.94,0.16,2.41,0.08,0.63,2.61
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Morse, Amanda Mei",0,,5,66,0,-.051,39,5,3,48,9,207,0,26,39,166,0,0,413,55,201,0,0,0,0,29,0,0.05,0.73,3.05,0.00,0.39,0.44
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Travis, Jonna",0,,3,59,7,.036,84,21,24,4,4,17,0,20,21,140,0,0,79,4,29,2,0,1,1,45.5,0,0.41,0.07,0.49,0.03,0.34,0.77
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Balyint, Autumn",0,,8,47,0,-.031,32,7,6,16,4,91,0,6,8,66,0,0,141,22,63,0,0,0,0,12,1,0.13,0.34,1.34,0.00,0.13,0.26
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Foss, Daley",0,,10,68,20,.088,147,36,49,6,3,33,0,8,17,54,0,0,4,1,20,16,6,13,3,66.5,3,0.72,0.09,0.29,0.24,0.12,0.98
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Hooker, Peyton",0,,11,86,19,.017,174,26,29,361,65,1196,0,41,33,310,0,0,6,0,157,3,0,3,0,71.5,1,0.34,4.20,1.83,0.03,0.48,0.83
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"McPhee, Kate",0,,13,75,16,.060,302,73,91,1,8,41,0,3,6,17,0,0,14,2,21,22,3,13,9,109.5,1,1.21,0.01,0.28,0.29,0.04,1.46
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Griffiths, Shanteena",0,,15,13,2,.014,72,17,18,1,0,7,0,4,5,32,0,0,38,5,30,0,1,0,0,22,0,1.38,0.08,2.31,0.00,0.31,1.69
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Sheppard, Maddie",0,,14,5,0,-.143,7,2,1,0,1,1,0,1,1,2,0,0,0,0,0,1,0,1,0,2.5,0,0.20,0.00,0.00,0.20,0.20,0.50
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Shelton, Ellie",0,,19,9,3,-.050,40,14,12,0,0,7,0,0,0,0,0,0,0,0,5,2,1,2,0,13,0,1.33,0.00,0.56,0.22,0.00,1.44
nac,North Atlantic Conference (NAC),2025-26,wvball,VTSU Johnson,"Lewis, Alana",0,,11,87,0,-.068,73,13,8,22,26,198,0,48,49,298,0,0,564,76,329,0,0,0,0,56,0,0.09,0.25,3.78,0.00,0.55,0.64
nac,North Atlantic Conference (NAC),2025-26,wvball,VTSU Johnson,"Ludlow, Max",0,,8,81,34,.123,737,154,245,21,20,241,0,71,62,322,0,0,233,16,235,5,0,3,2,319.5,0,3.02,0.26,2.90,0.06,0.88,3.94
