season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,wsoc,University Athletic Association (UAA),uaa,Case Western Reserve,"Probst, Izzy",Izzy,Probst,,122,"Probst, Izzy","PROBST,IZZY",Case Western Reserve,CWRU,1195-3556,3,3,35,0,35,0,0,8,13,9,3,3,0,0,4.33,2.67,3.00,1.000,1.000,5,0,0,0,1,2,2,.667,4,0,0,0,1.33,.00,.00,.00,0,,162:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,15.418192427516528,1,99
2026-27,wsoc,University Athletic Association (UAA),uaa,Washington St. Louis,"Colpitts, Cami",Cami,Colpitts,,755,"Colpitts, Cami","COLPITTS,CAMI",Washington St. Louis,WAS,1203-2314,3,3,12,0,12,0,0,5,9,10,2,4,0,0,3.00,1.67,3.33,1.333,.667,1,0,1,0,1,4,1,.333,1,0,0,0,.33,.00,.00,.00,0,,115:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,14.99300403891727,2,99
2026-27,wsoc,University Athletic Association (UAA),uaa,Washington St. Louis,"Moore, Julia",Julia,Moore,,755,"Moore, Julia","MOORE,JULIA",Washington St. Louis,WAS,1203-2168,3,1,26,0,26,0,0,8,9,10,0,5,1,1,3.00,2.67,3.33,1.667,.000,3,0,0,0,0,2,0,.000,0,0,0,0,.00,.00,.00,.00,0,,151:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,14.083332048260782,3,99
2026-27,wsoc,University Athletic Association (UAA),uaa,Washington St. Louis,"Stevenson, Maya",Maya,Stevenson,,755,"Stevenson, Maya","STEVENSON,MAYA",Washington St. Louis,WAS,1203-2428,3,0,19,0,19,0,0,3,6,9,3,3,0,0,2.00,1.00,3.00,1.000,1.000,0,0,1,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,109:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.97027620035358,4,98
2026-27,wsoc,University Athletic Association (UAA),uaa,Rochester,Delia McMullen,Delia,McMullen,,581,Delia McMullen,"MCMULLEN,DELIA",Rochester,URW,1061-3777,3,2,18,0,18,0,0,6,10,9,1,4,0,0,3.33,2.00,3.00,1.333,.333,2,0,1,0,2,3,2,.667,1,0,0,0,.33,.00,.00,.00,0,,114:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.06060420969709,5,98
2026-27,wsoc,University Athletic Association (UAA),uaa,Rochester,Sydney Holmes,Sydney,Holmes,,581,Sydney Holmes,"HOLMES,SYDNEY",Rochester,URW,1061-3411,3,3,3,0,3,0,0,4,5,5,5,0,0,0,1.67,1.33,1.67,.000,1.667,4,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,121:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,10.707192328037861,6,98
2026-27,wsoc,University Athletic Association (UAA),uaa,Case Western Reserve,"Hale, Sonora",Sonora,Hale,,122,"Hale, Sonora","HALE,SONORA",Case Western Reserve,CWRU,1195-3765,3,3,13,0,13,0,0,5,7,7,1,3,0,0,2.33,1.67,2.33,1.000,.333,2,0,0,0,2,1,0,.000,1,0,0,0,.33,.00,.00,.00,0,,177:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,10.105476541913216,7,97
2026-27,wsoc,University Athletic Association (UAA),uaa,Carnegie Mellon,"Ulizzi, Saveria",Saveria,Ulizzi,,119,"Ulizzi, Saveria","ULIZZI,SAVERIA",Carnegie Mellon,CMU,0,3,3,10,0,10,0,0,4,6,7,1,3,0,0,2.00,1.33,2.33,1.000,.333,1,0,0,0,0,2,1,.333,1,0,1,0,.33,.33,.00,.00,0,,153:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.815893296480626,8,97
2026-27,wsoc,University Athletic Association (UAA),uaa,Chicago,"Naylor, Indira",Indira,Naylor,,137,"Naylor, Indira","NAYLOR,INDIRA",Chicago,UCHI,1202-2455,2,2,25,0,25,0,0,3,4,6,2,2,0,0,2.00,1.50,3.00,1.000,1.000,1,1,0,0,0,0,1,.500,2,0,0,0,1.00,.00,.00,.00,0,,79:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.082748703349525,9,97
2026-27,wsoc,University Athletic Association (UAA),uaa,Washington St. Louis,"DiMaria, Ana",Ana,DiMaria,,755,"DiMaria, Ana","DIMARIA,ANA",Washington St. Louis,WAS,1203-2675,3,0,13,0,13,0,0,3,4,5,3,1,0,0,1.33,1.00,1.67,.333,1.000,2,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,112:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.639187355651012,10,96
