conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Collins,Sam",0,G,02,27,0,60,150,28,92,15,14,162,2,17,20,454,9,44,53,21,0,21,0,0,0.40,0.30,0.93,6.00,1.96,0.74,0.63,0.07
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Lawson,Katie",0,F,03,13,0,1,6,0,2,4,3,5,1,1,2,52,1,2,3,1,0,4,0,0,0.17,0.00,0.75,0.38,0.23,0.15,0.08,0.08
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Zimmerman,Sarah",0,F,05,21,14,71,151,3,9,81,57,202,31,28,43,488,40,67,107,31,0,31,1,0,0.47,0.33,0.70,9.62,5.10,2.05,1.33,1.48
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Prechel,Elka",0,G,10,28,28,30,125,26,109,2,2,88,2,12,12,553,2,28,30,32,0,10,0,0,0.24,0.24,1.00,3.14,1.07,0.43,0.43,0.07
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Keneah,Icy",0,G,11,24,0,38,102,0,6,57,41,117,3,5,34,349,11,38,49,16,0,27,0,0,0.37,0.00,0.72,4.88,2.04,1.42,0.21,0.13
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Raine,Zou",0,G,12,28,28,51,130,7,28,45,30,139,9,17,26,495,24,29,53,40,0,35,0,0,0.39,0.25,0.67,4.96,1.89,0.93,0.61,0.32
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Shuttlewood,Bri",0,G,13,24,0,15,63,8,38,10,8,46,1,4,17,303,2,32,34,14,0,19,0,0,0.24,0.21,0.80,1.92,1.42,0.71,0.17,0.04
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"McGuinness,Quinn",0,G,14,28,28,92,241,29,74,86,67,280,2,42,86,784,23,57,80,40,0,56,0,0,0.38,0.39,0.78,10.00,2.86,3.07,1.50,0.07
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Kennedy,Kate",0,F,15,15,0,8,39,2,17,2,2,20,8,2,5,105,8,23,31,13,0,9,0,0,0.21,0.12,1.00,1.33,2.07,0.33,0.13,0.53
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Straughn,Emily",0,G,20,13,0,4,21,1,8,5,4,13,0,2,2,63,1,4,5,4,0,5,0,0,0.19,0.13,0.80,1.00,0.38,0.15,0.15,0.00
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Alvarez,Arden",0,G,21,12,0,6,13,2,5,0,0,14,0,0,2,40,4,5,9,2,0,3,0,0,0.46,0.40,0.00,1.17,0.75,0.17,0.00,0.00
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Zimmerman,Megan",0,G,22,21,0,38,95,17,52,18,11,104,0,10,21,294,23,30,53,13,0,15,0,0,0.40,0.33,0.61,4.95,2.52,1.00,0.48,0.00
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Bryant,Riley",0,G,30,28,14,66,144,10,50,48,37,179,19,15,33,477,57,95,152,38,0,28,0,0,0.46,0.20,0.77,6.39,5.43,1.18,0.54,0.68
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Shimp,Caroline",0,F,34,28,1,45,101,1,1,38,34,125,3,12,22,369,34,55,89,45,0,28,0,0,0.45,1.00,0.89,4.46,3.18,0.79,0.43,0.11
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbball,Washington and Lee,"Schleusner,Mary",0,F,50,27,27,231,462,7,35,147,112,581,59,53,61,774,151,307,458,50,0,78,0,0,0.50,0.20,0.76,21.52,16.96,2.26,1.96,2.19
