season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,wsoc,Landmark Conference,landmark_conference,Wilkes,"Straup, Sarah",Sarah,Straup,,784,"Straup, Sarah","STRAUP,SARAH",Wilkes,WILKES,1002-4486,3,3,9,0,9,0,0,8,10,7,1,3,0,0,3.33,2.67,2.33,1.000,.333,5,0,1,0,1,2,1,.333,1,0,0,0,.33,.00,.00,.00,0,,204:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,29.72008977301697,1,99
2026-27,wsoc,Landmark Conference,landmark_conference,Scranton,"Dobush, Natalia",Natalia,Dobush,,633,"Dobush, Natalia","DOBUSH,NATALIA",Scranton,SCR,1056-2519,2,2,28,0,28,0,0,2,3,4,0,2,0,0,1.50,1.00,2.00,1.000,.000,0,0,0,0,1,1,1,.500,0,0,0,0,.00,.00,.00,.00,0,,139:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.644058143102095,2,99
2026-27,wsoc,Landmark Conference,landmark_conference,Scranton,"Schechter, Faith",Faith,Schechter,,633,"Schechter, Faith","SCHECHTER,FAITH",Scranton,SCR,1056-2323,2,0,34,0,34,0,0,3,3,3,1,1,0,0,1.50,1.50,1.50,.500,.500,2,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,61:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.29447911969108,3,99
2026-27,wsoc,Landmark Conference,landmark_conference,Susquehanna,"Billmeyer, Ava",Ava,Billmeyer,,685,"Billmeyer, Ava","BILLMEYER,AVA",Susquehanna,SUSQU,1054-4550,2,2,13,0,13,0,0,2,6,3,1,1,0,0,3.00,1.00,1.50,.500,.500,1,0,0,0,0,0,0,.000,4,0,0,0,2.00,.00,.00,.00,0,,115:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,12.726674144295709,4,98
2026-27,wsoc,Landmark Conference,landmark_conference,Susquehanna,"Kopp, Amelia",Amelia,Kopp,,685,"Kopp, Amelia","KOPP,AMELIA",Susquehanna,SUSQU,1054-4556,2,2,21,0,21,0,0,1,1,3,1,1,0,0,.50,.50,1.50,.500,.500,0,0,0,0,0,0,1,.500,0,0,0,0,.00,.00,.00,.00,0,,102:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,12.158869168900338,5,98
2026-27,wsoc,Landmark Conference,landmark_conference,Elizabethtown,Sky Shinnen,Sky,Shinnen,,211,Sky Shinnen,"SHINNEN,SKY",Elizabethtown,ETOWN,993-6004,2,1,12,0,12,0,0,1,2,3,1,1,0,0,1.00,.50,1.50,.500,.500,0,0,0,0,0,1,1,.500,3,0,1,0,1.50,.50,.00,.00,0,,133:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,12.158869168900338,6,98
2026-27,wsoc,Landmark Conference,landmark_conference,Susquehanna,"Briggs, Ella",Ella,Briggs,,685,"Briggs, Ella","BRIGGS,ELLA",Susquehanna,SUSQU,1054-5182,2,2,8,0,8,0,0,5,10,2,0,1,0,0,5.00,2.50,1.00,.500,.000,4,0,0,0,1,1,1,.500,1,0,0,0,.50,.00,.00,.00,0,,159:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.554180181113688,7,97
2026-27,wsoc,Landmark Conference,landmark_conference,Goucher,Ari Torres,Ari,Torres,,1467,Ari Torres,"TORRES,ARI",Goucher,GOUCHER,0,1,1,15,0,15,0,0,3,4,2,0,1,0,0,4.00,3.00,2.00,1.000,.000,2,0,0,0,0,0,0,.000,1,0,1,0,1.00,1.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.418570230322947,8,97
2026-27,wsoc,Landmark Conference,landmark_conference,Susquehanna,"Baczor, Liv",Liv,Baczor,,685,"Baczor, Liv","BACZOR,LIV",Susquehanna,SUSQU,1054-4548,2,0,18,0,18,0,0,3,5,2,0,1,0,0,2.50,1.50,1.00,.500,.000,2,1,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,71:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.418570230322947,9,97
2026-27,wsoc,Landmark Conference,landmark_conference,Susquehanna,"Freiler, Nicole",Nicole,Freiler,,685,"Freiler, Nicole","FREILER,NICOLE",Susquehanna,SUSQU,1054-4554,2,2,10,0,10,0,0,3,4,2,0,1,0,0,2.00,1.50,1.00,.500,.000,2,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,110:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.418570230322947,10,96
