season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,fumble_stats_number,fumble_stats_number_lost,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Uduji-John,Uchenna",Uchenna,Uduji-John,,150,"Uduji-John,Uchenna","UDUJI-JOHN,UCHENNA",Coe,COE,1042-7189,1,0,30,30,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,5,14,20,6,1,11,2.8,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Foeldi,Zachary",Zachary,Foeldi,,150,"Foeldi,Zachary","FOELDI,ZACHARY",Coe,COE,1042-7409,1,0,31,31,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Groeneweg,Josiah",Josiah,Groeneweg,,150,"Groeneweg,Josiah","GROENEWEG,JOSIAH",Coe,COE,1042-7156,1,0,32,3C,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Stevenson,Jack",Jack,Stevenson,,150,"Stevenson,Jack","STEVENSON,JACK",Coe,COE,1042-7186,1,0,35,35,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Cox,Carson",Carson,Cox,,150,"Cox,Carson","COX,CARSON",Coe,COE,1042-7147,1,0,42,42,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Whitfield,Eleazar",Eleazar,Whitfield,,150,"Whitfield,Eleazar","WHITFIELD,ELEAZAR",Coe,COE,1042-7458,1,0,43,43,0,0,LB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Beecher,Samuel",Samuel,Beecher,,150,"Beecher,Samuel","BEECHER,SAMUEL",Coe,COE,1042-7138,1,1,44,44,0,0,LB,0,,,,,,,,0,0,4,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Lindsay,Katie",Katie,Lindsay,,150,"Lindsay,Katie","LINDSAY,KATIE",Coe,COE,1042-6794,1,0,47,47,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Gibson,Blake",Blake,Gibson,,150,"Gibson,Blake","GIBSON,BLAKE",Coe,COE,1042-7410,1,0,48,48,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"McAleer,Thomas",Thomas,McAleer,,150,"McAleer,Thomas","MCALEER,THOMAS",Coe,COE,1042-6791,1,1,50,50,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Stinson,Jayden",Jayden,Stinson,,150,"Stinson,Jayden","STINSON,JAYDEN",Coe,COE,1042-7187,1,0,50,5C,0,0,DL,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Beasley,Christian",Christian,Beasley,,150,"Beasley,Christian","BEASLEY,CHRISTIAN",Coe,COE,1042-6504,1,0,52,52,0,0,DL,0,,,,,,,,0,2,1,3,3,2.0,.0,.0,2,0,12,1,1,0,11,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Hinkle,Jaxson",Jaxson,Hinkle,,150,"Hinkle,Jaxson","HINKLE,JAXSON",Coe,COE,1042-7413,1,0,53,53,0,OL,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Boland,Jacob",Jacob,Boland,,150,"Boland,Jacob","BOLAND,JACOB",Coe,COE,1042-7141,1,1,54,54,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Campbell,Mason",Mason,Campbell,,150,"Campbell,Mason","CAMPBELL,MASON",Coe,COE,1042-6789,1,1,55,55,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Lavette,Cameron",Cameron,Lavette,,150,"Lavette,Cameron","LAVETTE,CAMERON",Coe,COE,1042-6790,1,1,56,56,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Paul,Christopher",Christopher,Paul,,150,"Paul,Christopher","PAUL,CHRISTOPHER",Coe,COE,1042-7441,1,0,57,57,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Bishop,Cooper",Cooper,Bishop,,150,"Bishop,Cooper","BISHOP,COOPER",Coe,COE,1042-7140,1,0,58,58,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Alexander,James",James,Alexander,,150,"Alexander,James","ALEXANDER,JAMES",Coe,COE,1042-7450,1,0,59,59,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Damhoff,Braiden",Braiden,Damhoff,,150,"Damhoff,Braiden","DAMHOFF,BRAIDEN",Coe,COE,1042-6513,1,1,60,60,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Ibarra-Olalde,Jose",Jose,Ibarra-Olalde,,150,"Ibarra-Olalde,Jose","IBARRA-OLALDE,JOSE",Coe,COE,1042-7163,1,1,65,65,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Johnson,Lyndon",Lyndon,Johnson,,150,"Johnson,Lyndon","JOHNSON,LYNDON",Coe,COE,1042-7167,1,0,67,67,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Kasner,Alexander",Alexander,Kasner,,150,"Kasner,Alexander","KASNER,ALEXANDER",Coe,COE,1042-7169,1,0,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Mulder,Jackson",Jackson,Mulder,,150,"Mulder,Jackson","MULDER,JACKSON",Coe,COE,1042-7176,1,0,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Bennett,JB",JB,Bennett,,150,"Bennett,JB","BENNETT,JB",Coe,COE,1042-7399,1,0,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Olivia,Yordan",Yordan,Olivia,,150,"Olivia,Yordan","OLIVIA,YORDAN",Coe,COE,1042-7435,1,0,78,78,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Johnson,Colin",Colin,Johnson,,150,"Johnson,Colin","JOHNSON,COLIN",Coe,COE,1042-7166,1,0,80,80,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Schuler,Ethan",Ethan,Schuler,,150,"Schuler,Ethan","SCHULER,ETHAN",Coe,COE,1042-7185,1,0,80,8B,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Collett,Jake",Jake,Collett,,150,"Collett,Jake","COLLETT,JAKE",Coe,COE,1042-7199,1,0,82,82,0,0,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,281,0,1,56.2,0,0,0,0,.0,4,4,0,0,0,0,0,0,0,0,0,0,2,47,34,0,0,0,0,0,23.5
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Staker,Nolan",Nolan,Staker,,150,"Staker,Nolan","STAKER,NOLAN",Coe,COE,1042-7446,1,0,83,83,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,32,0,0,1,0,0,32.0
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Hartl,Keller",Keller,Hartl,,150,"Hartl,Keller","HARTL,KELLER",Coe,COE,1042-6834,1,0,87,87,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Martinez,Julian",Julian,Martinez,,150,"Martinez,Julian","MARTINEZ,JULIAN",Coe,COE,1042-7430,1,1,88,88,0,FB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Stevens,Isaac",Isaac,Stevens,,150,"Stevens,Isaac","STEVENS,ISAAC",Coe,COE,1042-6542,1,1,90,90,0,0,DL,0,,,,,,,,0,3,0,3,3,1.0,.0,.0,1,0,10,1,1,0,10,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Herff,John",John,Herff,,150,"Herff,John","HERFF,JOHN",Coe,COE,1042-7200,1,0,91,91,0,0,DL,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Crane,Ben",Ben,Crane,,150,"Crane,Ben","CRANE,BEN",Coe,COE,1042-7454,1,0,96,9C,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Collum,James",James,Collum,,150,"Collum,James","COLLUM,JAMES",Coe,COE,1042-7402,1,0,97,97,0,0,DL,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Coe,"Richard,Marcus",Marcus,Richard,,150,"Richard,Marcus","RICHARD,MARCUS",Coe,COE,1042-6824,1,1,98,98,0,0,DL,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"O'Boye,Jason",Jason,O'Boye,,750,"O'Boye,Jason","O'BOYE,JASON",Wartburg,War,1048-5024,1,1,1,1,0,0,DB,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Wilson,Jack",Jack,Wilson,,750,"Wilson,Jack","WILSON,JACK",Wartburg,War,1048-5058,1,1,2,2,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Roose,Sam",Sam,Roose,,750,"Roose,Sam","ROOSE,SAM",Wartburg,War,1048-5592,1,1,15,15,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Rochford,Pryce",Pryce,Rochford,,750,"Rochford,Pryce","ROCHFORD,PRYCE",Wartburg,War,1048-5846,1,1,22,4F,0,0,LB,0,,,,,,,,0,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Link,Adam",Adam,Link,,750,"Link,Adam","LINK,ADAM",Wartburg,War,1048-5011,1,1,24,24,0,0,LB,0,,,,,,,,16,2,6,8,8,1.0,.0,.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,2,16,0,10,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Bigalk,Topher",Topher,Bigalk,,750,"Bigalk,Topher","BIGALK,TOPHER",Wartburg,War,1048-4988,1,1,29,29,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Gayer,Tyler",Tyler,Gayer,,750,"Gayer,Tyler","GAYER,TYLER",Wartburg,War,1048-5004,1,1,34,34,0,0,LB,0,,,,,,,,0,3,3,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"McDonald,Conner",Conner,McDonald,,750,"McDonald,Conner","MCDONALD,CONNER",Wartburg,War,1048-5017,1,1,55,55,0,0,DL,0,,,,,,,,0,2,7,9,9,2.0,.0,.0,1,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Watts,Sam",Sam,Watts,,750,"Watts,Sam","WATTS,SAM",Wartburg,War,1048-6358,1,1,92,9S,0,0,DE,0,,,,,,,,0,1,4,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Walker,Jake",Jake,Walker,,750,"Walker,Jake","WALKER,JAKE",Wartburg,War,1048-5052,1,1,98,98,0,0,DL,0,,,,,,,,0,1,4,5,5,2.0,.0,.0,1,2,8,0,0,0,0,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Borchers,David",David,Borchers,,750,"Borchers,David","BORCHERS,DAVID",Wartburg,War,1048-6360,1,1,99,99,0,0,DL,0,,,,,,,,0,1,4,5,5,1.0,.0,.0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Skoda,Aidan",Aidan,Skoda,,750,"Skoda,Aidan","SKODA,AIDAN",Wartburg,War,1048-5854,1,0,0,0,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,0,30,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Swanstrom,Dylan",Dylan,Swanstrom,,750,"Swanstrom,Dylan","SWANSTROM,DYLAN",Wartburg,War,1048-5050,1,1,5,5,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,0,9,8.3,,,,,,,,,,,,,,,,,,,2,6,6,0,0,6,3.0,6.0,,,1,-1,0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
