season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,fumble_stats_number,fumble_stats_number_lost,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Heitman,Rayce",Rayce,Heitman,,750,"Heitman,Rayce","HEITMAN,RAYCE",Wartburg,War,1048-6354,1,0,6,6H,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,0,18,11.5,,,,,,,,,,,,,,,,,,,1,11,11,0,0,11,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Wymer,Ben",Ben,Wymer,,750,"Wymer,Ben","WYMER,BEN",Wartburg,War,1048-5063,1,0,7,2A,0,0,DB,0,,,,,,,,0,1,4,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Bachman,Justis",Justis,Bachman,,750,"Bachman,Justis","BACHMAN,JUSTIS",Wartburg,War,1048-5218,1,1,9,8,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,0,20,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11,0,11,0,1,1,192.4,11.00,11.00,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Egesdal,Caleb",Caleb,Egesdal,,750,"Egesdal,Caleb","EGESDAL,CALEB",Wartburg,War,1048-4999,1,1,10,10,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,49,0,24,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Papesh,Josh",Josh,Papesh,,750,"Papesh,Josh","PAPESH,JOSH",Wartburg,War,1048-5436,1,1,12,12,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-41,0,41,0,0,-6.8,-41.0,3,1,,,,,,22,3,33,2,265,0,24,19,199.4,11.04,13.95,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Doyle,Ryan",Ryan,Doyle,,750,"Doyle,Ryan","DOYLE,RYAN",Wartburg,War,1048-4995,1,0,13,13,0,0,DB,0,,,,,,,,0,0,4,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Lavender,Carter",Carter,Lavender,,750,"Lavender,Carter","LAVENDER,CARTER",Wartburg,War,1048-5426,1,0,15,1L,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Gardner,Ty",Ty,Gardner,,750,"Gardner,Ty","GARDNER,TY",Wartburg,War,1048-5407,1,0,17,1T,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Curry,Taylen",Taylen,Curry,,750,"Curry,Taylen","CURRY,TAYLEN",Wartburg,War,1048-5808,1,0,18,18,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,75,0,33,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Sheetz,Jackson",Jackson,Sheetz,,750,"Sheetz,Jackson","SHEETZ,JACKSON",Wartburg,War,1048-5853,1,0,20,2J,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Schmitt,Titan",Titan,Schmitt,,750,"Schmitt,Titan","SCHMITT,TITAN",Wartburg,War,1048-5849,1,0,25,6T,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,15,1,15,15.0,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Bruns,Carson",Carson,Bruns,,750,"Bruns,Carson","BRUNS,CARSON",Wartburg,War,1048-5397,1,0,26,2S,0,RB,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,8,8,8,9,35,35,0,1,13,3.9,35.0,,,,,,,,,,,,,,,,,,,,2,49,0,27,24.5,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"McCaulley,Dylan",Dylan,McCaulley,,750,"McCaulley,Dylan","MCCAULLEY,DYLAN",Wartburg,War,1048-5093,1,0,27,2B,0,0,DB,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Rud,Dawson",Dawson,Rud,,750,"Rud,Dawson","RUD,DAWSON",Wartburg,War,1048-5037,1,1,36,36,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,2,0,2,2.0,,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,16,100,103,3,2,33,6.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Othmer,Jackson",Jackson,Othmer,,750,"Othmer,Jackson","OTHMER,JACKSON",Wartburg,War,1048-5434,1,0,39,3J,0,0,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,364,0,0,60.7,0,2,0,0,.0,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Davison,Blake",Blake,Davison,,750,"Davison,Blake","DAVISON,BLAKE",Wartburg,War,1048-5810,1,0,40,46,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Hotz,Cole",Cole,Hotz,,750,"Hotz,Cole","HOTZ,COLE",Wartburg,War,1048-5413,1,1,50,50,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Mahnke,Cole",Cole,Mahnke,,750,"Mahnke,Cole","MAHNKE,COLE",Wartburg,War,1048-5014,1,1,52,52,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Souhrada,Austin",Austin,Souhrada,,750,"Souhrada,Austin","SOUHRADA,AUSTIN",Wartburg,War,1048-5590,1,0,58,58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Streb,Drew",Drew,Streb,,750,"Streb,Drew","STREB,DREW",Wartburg,War,1048-5443,1,1,62,62,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Plotz,Braden",Braden,Plotz,,750,"Plotz,Braden","PLOTZ,BRADEN",Wartburg,War,1048-5585,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Reiling,Jonah",Jonah,Reiling,,750,"Reiling,Jonah","REILING,JONAH",Wartburg,War,1048-6347,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Heither,Sam",Sam,Heither,,750,"Heither,Sam","HEITHER,SAM",Wartburg,War,1048-5821,1,1,81,8W,0,TE,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,27,1,27,27.0,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Hilleman,Matthew",Matthew,Hilleman,,750,"Hilleman,Matthew","HILLEMAN,MATTHEW",Wartburg,War,1048-5006,1,0,86,86,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,34,0,17,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Maurer,Aiden",Aiden,Maurer,,750,"Maurer,Aiden","MAURER,AIDEN",Wartburg,War,1048-5016,1,0,94,94,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Wartburg,"Gray,Grant",Grant,Gray,,750,"Gray,Grant","GRAY,GRANT",Wartburg,War,1048-5818,1,0,97,5G,0,0,LB,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"McNeal,Ivis",Ivis,McNeal,,364,"McNeal,Ivis","MCNEAL,IVIS",Loras,LOR,1045-4432,1,1,1,1V,0,0,DB,0,,,,,,,,0,3,0,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Couch,Brock",Brock,Couch,,364,"Couch,Brock","COUCH,BROCK",Loras,LOR,1045-3705,1,1,4,4,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,43,0,21,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Williams,Charles",Charles,Williams,,364,"Williams,Charles","WILLIAMS,CHARLES",Loras,LOR,1045-4435,1,1,4,4A,0,0,DB,0,,,,,,,,0,6,1,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Washington,Isaiah",Isaiah,Washington,,364,"Washington,Isaiah","WASHINGTON,ISAIAH",Loras,LOR,1045-4141,1,1,6,6,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,5,168,2,71,33.6,,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Johnson,Braxten",Braxten,Johnson,,364,"Johnson,Braxten","JOHNSON,BRAXTEN",Loras,LOR,1045-4143,1,1,8,8A,0,0,DB,0,,,,,,,,9,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,,,,,,,,,,,,,1,9,0,9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Stebbing,Robbie",Robbie,Stebbing,,364,"Stebbing,Robbie","STEBBING,ROBBIE",Loras,LOR,1045-4440,1,0,9,9C,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Glover Jr.,Brandon",Brandon,Glover Jr.,,364,"Glover Jr.,Brandon","GLOVER JR.,BRANDON",Loras,LOR,1045-3929,1,1,10,1A,0,0,DB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Haverland,Zy",Zy,Haverland,,364,"Haverland,Zy","HAVERLAND,ZY",Loras,LOR,1045-4445,1,0,12,12,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Ellis,Preston",Preston,Ellis,,364,"Ellis,Preston","ELLIS,PRESTON",Loras,LOR,1045-3925,1,0,13,13,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4,70,1,31,17.5,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Helminiak,Joey",Joey,Helminiak,,364,"Helminiak,Joey","HELMINIAK,JOEY",Loras,LOR,1045-3669,1,1,14,1E,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,4,-5,5,10,1,3,-1.3,-5.0,1,0,,,,,,0,0,71,3,383,0,36,21,175.2,10.64,18.24,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Diers,Drew",Drew,Diers,,364,"Diers,Drew","DIERS,DREW",Loras,LOR,1045-3672,1,1,15,1G,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Lundgren,Quinn",Quinn,Lundgren,,364,"Lundgren,Quinn","LUNDGREN,QUINN",Loras,LOR,1045-4515,1,0,16,1T,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Giusto,Daniel",Daniel,Giusto,,364,"Giusto,Daniel","GIUSTO,DANIEL",Loras,LOR,1045-3954,1,0,19,1K,0,0,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,186,51,0,0,0,2,1,46.5
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Gile,Tanner",Tanner,Gile,,364,"Gile,Tanner","GILE,TANNER",Loras,LOR,1045-3928,1,1,21,21,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,32,0,32,32.0,,,,,,,,,,,,,,,,,,,10,29,33,4,0,14,2.9,29.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Breitbach,Quinn",Quinn,Breitbach,,364,"Breitbach,Quinn","BREITBACH,QUINN",Loras,LOR,1045-4461,1,0,24,24,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,19,22,3,0,12,1.9,19.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Harbaugh,Oakley",Oakley,Harbaugh,,364,"Harbaugh,Oakley","HARBAUGH,OAKLEY",Loras,LOR,1045-3682,1,1,25,2I,0,0,LB,0,,,,,,,,0,3,1,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Hutcheson,Jackson",Jackson,Hutcheson,,364,"Hutcheson,Jackson","HUTCHESON,JACKSON",Loras,LOR,1045-3933,1,0,27,27,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,63,0,25,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Konig,Aiden",Aiden,Konig,,364,"Konig,Aiden","KONIG,AIDEN",Loras,LOR,1045-4163,1,0,31,31,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,4,0,1,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,22,0,50.0,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Nutter,Hudson",Hudson,Nutter,,364,"Nutter,Hudson","NUTTER,HUDSON",Loras,LOR,1045-4165,1,0,34,34,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Schultz,Mick",Mick,Schultz,,364,"Schultz,Mick","SCHULTZ,MICK",Loras,LOR,1045-3688,1,0,35,35,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Callaghan,Hugh",Hugh,Callaghan,,364,"Callaghan,Hugh","CALLAGHAN,HUGH",Loras,LOR,1045-4473,1,0,36,3O,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Ivers,Henry",Henry,Ivers,,364,"Ivers,Henry","IVERS,HENRY",Loras,LOR,1045-3689,1,1,40,40,0,0,LB,0,,,,,,,,0,7,1,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
