season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,msoc,Conference of New England (CCC),ccc,Roger Williams University,"Jastrab, Tyler",Tyler,Jastrab,,583,"Jastrab, Tyler","JASTRAB,TYLER",Roger Williams University,RWU,697-9365,3,3,10,0,10,0,0,5,5,5,1,2,0,0,1.67,1.67,1.67,.667,.333,3,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,157:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,17.330522041868043,1,99
2026-27,msoc,Conference of New England (CCC),ccc,Nichols College,Alexandro Montreuil,Alexandro,Montreuil,,484,Alexandro Montreuil,"MONTREUIL,ALEXANDRO",Nichols College,NICHOLS,695-4325,3,2,17,0,17,0,0,1,4,4,2,1,0,0,1.33,.33,1.33,.333,.667,0,0,0,0,1,0,1,.333,0,0,0,0,.00,.00,.00,.00,0,,121:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.662439779758884,2,99
2026-27,msoc,Conference of New England (CCC),ccc,Roger Williams University,"Thomas, Dylan",Dylan,Thomas,,583,"Thomas, Dylan","THOMAS,DYLAN",Roger Williams University,RWU,697-9042,3,3,23,0,23,0,0,1,2,4,2,1,0,0,.67,.33,1.33,.333,.667,0,0,0,0,0,0,0,.000,3,1,1,0,1.00,.33,.33,.00,0,,126:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.662439779758884,3,99
2026-27,msoc,Conference of New England (CCC),ccc,Suffolk University,Mohamed Mehaya,Mohamed,Mehaya,,684,Mohamed Mehaya,"MEHAYA,MOHAMED",Suffolk University,SUFFOLK,0,3,3,7,0,7,0,0,5,15,4,0,2,0,0,5.00,1.67,1.33,.667,.000,3,0,0,0,1,0,0,.000,6,0,0,0,2.00,.00,.00,.00,0,,215:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.099298031119234,4,98
2026-27,msoc,Conference of New England (CCC),ccc,University of New England,"Schreindorfer, Corbin",Corbin,Schreindorfer,,1255,"Schreindorfer, Corbin","SCHREINDORFER,CORBIN",University of New England,UNE,990-2812,3,3,23,0,23,0,0,5,6,4,0,2,0,0,2.00,1.67,1.33,.667,.000,3,0,0,0,1,0,1,.333,1,0,0,0,.33,.00,.00,.00,0,,270:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.099298031119234,5,98
2026-27,msoc,Conference of New England (CCC),ccc,Roger Williams University,"Hamilton, Ollie",Ollie,Hamilton,,583,"Hamilton, Ollie","HAMILTON,OLLIE",Roger Williams University,RWU,697-9036,3,3,16,0,16,0,0,4,5,4,0,2,0,0,1.67,1.33,1.33,.667,.000,2,0,0,0,1,0,1,.333,2,0,0,0,.67,.00,.00,.00,0,,140:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,12.609198353936154,6,98
2026-27,msoc,Conference of New England (CCC),ccc,Gordon College,"Lazich, Andrew",Andrew,Lazich,,1099,"Lazich, Andrew","LAZICH,ANDREW",Gordon College,GOR,693-3169,2,2,8,0,8,0,0,3,3,4,0,2,0,0,1.50,1.50,2.00,1.000,.000,1,0,0,0,2,0,1,.500,0,0,0,0,.00,.00,.00,.00,0,,134:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,12.119098676753074,7,97
2026-27,msoc,Conference of New England (CCC),ccc,Curry College,Ryan Koster,Ryan,Koster,,170,Ryan Koster,"KOSTER,RYAN",Curry College,CURRY,0,2,2,14,0,14,0,0,2,3,4,0,2,0,0,1.50,1.00,2.00,1.000,.000,0,1,0,0,0,1,1,.500,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,11.628998999569996,8,97
2026-27,msoc,Conference of New England (CCC),ccc,Wentworth Institute of Technology,"Lemus, David",David,Lemus,,762,"Lemus, David","LEMUS,DAVID",Wentworth Institute of Technology,WIT,0,3,3,27,0,27,0,0,10,13,2,0,1,0,0,4.33,3.33,.67,.333,.000,9,0,0,0,1,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,200:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.610888852908982,9,97
2026-27,msoc,Conference of New England (CCC),ccc,Nichols College,Zach O'Meara,Zach,O'Meara,,484,Zach O'Meara,"O'MEARA,ZACH",Nichols College,NICHOLS,695-4690,3,3,22,0,22,0,0,3,4,2,2,0,0,0,1.33,1.00,.67,.000,.667,3,0,0,0,0,0,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,179:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.703731569999393,10,96
