season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,hitting_summary_stats
2026-27,baseball,Liberty League (LL),ll,Bard,Charlie Beauregard,Charlie,Beauregard,,962,Charlie Beauregard,0,0BARD,8,6,,,19,2,3,0,1,0,0,2,0,2,4,3,2,1,0,0,0,0,0,0,0,1,0,0.304,4,23,3,.667,.158,.211,10,1,0,0,0,0,0,0,0,11,1.000,0,.000,,1,1,4,7,"1,5",0.20,1,5,"1,9",0.11,1,9,"1,7",0.14,1,7,"0,1",0,0,1,0,0,0,0,"3,7","0,1","3,9",5,0,0,0,5,0,0,0,1,2,0,,Bard,BARD,1232-2703,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Jack Rivlin,Jack,Rivlin,,962,Jack Rivlin,0,0BARD,12,12,,,40,12,10,10,4,0,0,8,0,2,7,3,1,2,0,1,0,0,0,0,0,0,0,0.392,14,51,3,.333,.250,.350,59,9,1,0,0,0,0,3,0,69,.986,0,.000,,0,2,11,13,"0,10",0,0,10,"7,28",0.25,7,28,"6,20",0.30,6,20,"1,4",0.25,1,4,0,0,0,0,"0,3","4,7","13,30",66,0,0,0,0,0,0,0,8,14,0,,Bard,BARD,1232-2705,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Jack Leandri,Jack,Leandri,,962,Jack Leandri,0,0BARD,12,11,,,37,16,16,10,5,0,0,7,0,1,2,2,3,2,2,1,0,0,0,0,0,0,0,0.522,21,48,5,.600,.432,.568,15,3,1,0,0,0,0,1,0,19,.947,0,.000,,3,0,13,6,"1,8",0.13,1,8,"12,23",0.52,12,23,"7,15",0.47,7,15,"2,5",0.40,2,5,0,0,0,0,"7,9","4,4","21,29",13,0,0,0,0,0,0,0,6,8,0,,Bard,BARD,1232-2702,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Jamie Fryer,Jamie,Fryer,,962,Jamie Fryer,0,0BARD,9,8,,,23,11,8,11,2,0,3,3,0,5,7,3,1,0,0,1,0,0,0,0,0,1,0,0.500,19,32,1,1.000,.348,.826,28,4,1,0,0,0,0,3,0,33,.970,0,.000,,0,0,2,7,"2,6",0.33,2,6,"6,16",0.38,6,16,"5,10",0.50,5,10,"1,2",0.50,1,2,0,0,0,0,"2,5","4,7","11,21",11,0,0,0,0,0,0,0,1,5,0,,Bard,BARD,1232-2430,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Jeremy Hall,Jeremy,Hall,,962,Jeremy Hall,0,0BARD,10,6,,,20,5,6,7,0,1,0,3,0,0,7,1,1,1,1,1,0,0,0,0,0,0,0,0.375,8,25,2,.500,.300,.400,14,0,0,0,0,0,0,0,0,14,1.000,0,.000,,0,0,1,8,"0,3",0,0,3,"4,12",0.33,4,12,"4,12",0.33,4,12,"0,4",0,0,4,0,0,0,0,"3,6","3,7","7,15",53,0,0,0,0,0,0,0,2,2,0,,Bard,BARD,1232-2592,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Angus Lunt-Woodward,Angus,Lunt-Woodward,,962,Angus Lunt-Woodward,0,0BARD,12,11,,,42,14,20,13,4,1,0,3,0,0,7,5,2,1,0,0,0,0,0,0,0,1,0,0.511,26,45,3,.667,.476,.619,5,15,4,0,0,0,0,0,0,24,.833,0,.000,,1,0,8,6,"9,15",0.60,9,15,"15,29",0.52,15,29,"11,21",0.52,11,21,"2,2",1.00,2,2,0,0,0,0,"4,9","2,3","17,30",165,0,0,0,0,0,0,0,0,5,0,,Bard,BARD,1232-2704,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Rob DeBello,Rob,DeBello,,962,Rob DeBello,0,0BARD,3,3,,,10,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.100,1,10,0,.000,.100,.100,2,4,0,0,0,0,0,0,0,6,1.000,0,.000,,0,1,3,5,"0,3",0,0,3,"1,7",0.14,1,7,"0,2",0,0,2,"1,1",1.00,1,1,0,0,0,0,"0,1","1,1","2,7",13,0,0,0,0,0,0,0,3,3,0,,Bard,BARD,1232-2600,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Xavier Webb,Xavier,Webb,,962,Xavier Webb,0,0BARD,11,11,,,42,11,16,9,1,0,0,3,0,2,5,0,8,0,0,0,0,0,0,0,0,1,0,0.447,17,47,8,1.000,.381,.405,15,1,1,0,0,0,0,0,0,17,.941,0,.000,,1,1,10,11,"5,12",0.42,5,12,"10,20",0.50,10,20,"8,17",0.47,8,17,"1,5",0.20,1,5,0,0,0,0,"9,20","3,6","12,20",34,0,0,0,0,0,0,0,1,6,0,,Bard,BARD,1232-2440,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Andrew Plenn,Andrew,Plenn,,962,Andrew Plenn,0,0BARD,7,5,,,19,7,7,5,1,1,0,3,0,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0.520,10,25,2,1.000,.368,.526,34,7,0,1,0,15,5,0,0,41,1.000,20,.750,,0,2,5,2,"2,5",0.40,2,5,"3,6",0.50,3,6,"3,6",0.50,3,6,"2,4",0.50,2,4,0,0,0,0,"2,7","2,2","7,8",12,0,0,0,0,0,0,0,0,2,0,,Bard,BARD,1232-2595,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Lachlan Rudd,Lachlan,Rudd,,962,Lachlan Rudd,0,0BARD,13,12,,,33,16,10,8,2,1,1,9,0,3,4,1,5,0,0,1,0,0,0,0,0,0,0,0.478,17,46,5,1.000,.303,.515,28,29,4,0,0,0,0,5,0,61,.934,0,.000,,1,2,12,7,"3,9",0.33,3,9,"8,19",0.42,8,19,"4,11",0.36,4,11,"2,4",0.50,2,4,0,0,0,0,"3,7","3,6","16,24",64,0,0,0,0,0,0,0,2,3,0,,Bard,BARD,1232-2711,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
