season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,hitting_summary_stats
2026-27,baseball,Liberty League (LL),ll,Bard,Charlie Lehr,Charlie,Lehr,,962,Charlie Lehr,0,0BARD,4,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,1,1,0,0,6,0,0,0,3,.667,6,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bard,BARD,1232-2435,False,10,1,4,1,2,0,0,0,1,0,13.0,11,8,13,19,3,0,0,5.54,51,67,5,3,0,0,0,0,0,6,.196,5,15,0,"0,3","2,5","0,1",0,"3,7",,
2026-27,baseball,Liberty League (LL),ll,Bard,Graham Williams,Graham,Williams,,962,Graham Williams,0,0BARD,7,5,,,10,1,3,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0.364,3,12,1,1.000,.300,.300,3,6,2,0,0,5,0,0,0,11,.818,5,1.000,,1,0,3,2,"1,5",0.20,1,5,"2,5",0.40,2,5,"0,3",0,0,3,0,0,0,0,0,0,0,0,"1,2","1,1","5,7",0,0,0,0,0,0,0,0,1,4,0,,Bard,BARD,1232-2709,False,12,1,1,1,0,0,0,0,0,0,5.2,16,14,6,6,1,4,2,22.24,30,39,2,2,0,1,0,0,0,0,.400,5,6,0,"0,3","9,11","1,2",0,"7,9",,
2026-27,baseball,Liberty League (LL),ll,Bard,Henry Hubner,Henry,Hubner,,962,Henry Hubner,0,0BARD,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,1,0,0,0,3,1,0,0,3,1.000,4,.750,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bard,BARD,1232-2605,False,7,1,0,0,0,0,0,0,0,0,9.2,7,7,17,8,2,1,2,6.52,33,52,5,1,0,1,0,0,0,4,.212,11,8,0,"1,3","2,9","1,2",0,"0,3",,
2026-27,baseball,Liberty League (LL),ll,Bard,Aidan Kiefer,Aidan,Kiefer,,962,Aidan Kiefer,0,0BARD,4,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,1,0,0,3,0,0,0,1,.000,3,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bard,BARD,1232-2602,False,10,1,1,1,0,0,0,0,0,0,7.2,6,5,7,7,3,0,0,5.87,31,40,0,1,0,0,1,0,0,2,.323,7,7,0,"1,1","2,3","1,3",0,"0,1",,
2026-27,baseball,Liberty League (LL),ll,Bard,Avery Melton,Avery,Melton,,962,Avery Melton,0,0BARD,3,3,,,6,1,0,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0.125,0,8,0,.000,.000,.000,15,2,1,0,0,7,0,0,0,18,.944,7,1.000,,0,0,1,4,"0,4",0,0,4,"0,6",0,0,6,"0,6",0,0,6,0,0,0,0,0,0,0,0,0,"1,2","2,8",2,0,0,0,0,0,0,0,1,10,0,,Bard,BARD,1232-2597,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Cal Anna,Cal,Anna,,962,Cal Anna,0,0BARD,4,1,,,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,6,0,.000,.000,.000,2,0,0,0,0,0,0,0,0,2,1.000,0,.000,,0,0,2,1,"0,1",0,0,1,"0,4",0,0,4,"0,3",0,0,3,"0,1",0,0,1,0,0,0,0,"0,1","0,1","0,4",0,0,0,0,11,0,0,0,0,2,0,,Bard,BARD,1232-2427,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Charles Boucher,Charles,Boucher,,962,Charles Boucher,0,0BARD,3,1,,,3,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.571,0,7,0,.000,.000,.000,1,0,1,0,0,0,0,0,0,2,.500,0,.000,,0,0,2,1,0,0,0,0,"0,2",0,0,2,"0,2",0,0,2,0,0,0,0,0,0,0,0,"0,1","0,1","1,3",1,0,0,0,1,0,0,0,0,1,0,,Bard,BARD,1232-2601,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Dylan Conte,Dylan,Conte,,962,Dylan Conte,0,0BARD,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,3,0,0,0,0,0.000,3,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bard,BARD,1232-2593,False,5,1,0,0,0,0,0,0,0,0,3.2,9,8,7,5,2,0,1,19.64,17,31,6,7,0,0,0,0,0,0,.294,3,3,0,"2,3","1,5","2,2",0,"0,3",,
2026-27,baseball,Liberty League (LL),ll,Bard,Elise Berger,Elise,Berger,,962,Elise Berger,0,0BARD,4,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,1,0,0,2,1,0,0,1,.000,3,.667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bard,BARD,1232-2596,False,7,1,1,1,0,0,0,0,0,0,7.0,8,3,8,5,0,0,1,3.86,27,40,1,2,0,3,0,0,0,1,.259,9,6,0,"0,4","3,9","0,3",0,"1,4",,
2026-27,baseball,Liberty League (LL),ll,Bard,Emmett O'Brien,Emmett,O'Brien,,962,Emmett O'Brien,0,0BARD,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,0,0,0,0,0.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bard,BARD,1232-2438,False,1,1,0,0,1,0,0,0,0,0,1.0,2,2,3,1,0,0,1,18.00,4,8,2,1,0,0,0,0,0,0,.250,1,1,0,"0,2",0,"1,2",0,0,,
2026-27,baseball,Liberty League (LL),ll,Bard,Elias Grosfoguel,Elias,Grosfoguel,,962,Elias Grosfoguel,0,0BARD,10,8,,,26,8,14,13,5,2,0,3,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0.581,23,31,0,.000,.538,.885,4,0,0,0,0,0,0,0,0,4,1.000,0,.000,,1,0,2,4,"6,12",0.50,6,12,"10,14",0.71,10,14,"8,12",0.67,8,12,"1,1",1.00,1,1,0,0,0,0,"5,7","5,5","11,15",0,0,0,0,104,0,0,0,1,5,0,,Bard,BARD,1232-2606,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Graham Benway,Graham,Benway,,962,Graham Benway,0,0BARD,3,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,2,1,0,0,0,1,0,0,5,.800,1,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bard,BARD,1232-2428,False,12,1,2,0,1,1,0,0,1,0,10.1,12,5,3,2,2,1,0,4.35,45,49,0,1,1,0,0,0,0,0,.267,7,22,0,"2,3","5,12","1,4",0,"3,6",,
2026-27,baseball,Liberty League (LL),ll,Bard,Graham Marshall,Graham,Marshall,,962,Graham Marshall,0,0BARD,3,0,,,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333,0,3,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,1,2,0,0,0,0,0,"0,2",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2",0,0,0,0,1,0,0,0,0,0,0,,Bard,BARD,1232-2608,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Jack Burcell,Jack,Burcell,,962,Jack Burcell,0,0BARD,6,5,,,15,1,3,2,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0.250,3,16,0,.000,.200,.200,41,3,0,2,0,19,0,0,0,44,1.000,19,1.000,,1,0,1,4,"1,6",0.17,1,6,"3,7",0.43,3,7,"3,6",0.50,3,6,"1,1",1.00,1,1,0,0,0,0,"1,3","1,2","3,7",0,0,0,0,0,0,0,0,0,3,0,,Bard,BARD,1232-2607,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Johnny O'Connor,Johnny,O'Connor,,962,Johnny O'Connor,0,0BARD,5,2,,,8,0,1,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0.125,2,8,0,.000,.125,.250,5,0,0,0,0,0,0,0,0,5,1.000,0,.000,,1,0,0,2,0,0,0,0,"0,1",0,0,1,"0,1",0,0,1,"1,1",1.00,1,1,0,0,0,0,"1,2",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,,Bard,BARD,1232-2603,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Liberty League (LL),ll,Bard,Jackson Sprinzen,Jackson,Sprinzen,,962,Jackson Sprinzen,0,0BARD,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,0,1,0,0,3,0,0,0,2,.500,3,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bard,BARD,1232-2610,False,6,1,0,0,0,0,0,0,0,0,6.2,6,6,6,3,2,1,0,8.10,24,36,4,4,0,2,0,0,0,1,.250,10,7,0,"1,1","1,4","0,1",0,"0,1",,
2026-27,baseball,Liberty League (LL),ll,Bard,Kane Morgan,Kane,Morgan,,962,Kane Morgan,0,0BARD,4,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,1,0,0,7,1,0,0,3,.667,8,.875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bard,BARD,1232-2351,False,20,1,3,2,2,0,0,0,0,0,13.1,20,19,11,18,4,0,3,12.83,60,73,3,1,0,0,1,0,0,4,.333,8,11,0,"3,5","2,11","1,1",0,"3,8",,
2026-27,baseball,Liberty League (LL),ll,Bard,Micah Liu,Micah,Liu,,962,Micah Liu,0,0BARD,3,0,,,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.000,0,2,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,"0,1",0,0,0,0,1,0,0,0,0,1,0,,Bard,BARD,1232-2708,False,1,1,0,0,0,0,0,0,0,0,1.0,1,1,0,0,0,0,1,9.00,5,5,0,0,0,0,0,0,0,0,.200,2,1,0,0,"1,4","0,1",0,"1,3",,
