conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
uaa,University Athletic Association (UAA),2025-26,Emory,"Knight,Jair",Jair,Knight,0,G,25,838.0,33.52,474.0,18.96,159.0,6.36,57.0,2.28,40.0,1.6,21.0,0.84,37.0,1.48,184.0,372.0,0.49,26.0,89.0,0.29,80.0,126.0,0.63
uaa,University Athletic Association (UAA),2025-26,Emory,"Coppolino IV,John",John,Coppolino IV,0,G,19,172.0,9.052631578947368,51.0,2.68,24.0,1.26,14.0,0.74,7.0,0.37,0.0,0.0,4.0,0.2105263157894736,16.0,44.0,0.36,10.0,35.0,0.29,9.0,13.0,0.69
uaa,University Athletic Association (UAA),2025-26,Emory,"Pearce,Ben",Ben,Pearce,0,G,24,889.0,37.041666666666664,577.0,24.04,96.0,4.0,174.0,7.25,30.0,1.25,4.0,0.17,65.0,2.7083333333333335,186.0,409.0,0.45,62.0,186.0,0.33,143.0,163.0,0.88
uaa,University Athletic Association (UAA),2025-26,Emory,"Hall,Spencer",Spencer,Hall,0,F,25,338.0,13.52,102.0,4.08,70.0,2.8,27.0,1.08,18.0,0.72,7.0,0.28,18.0,0.72,36.0,71.0,0.51,0.0,0.0,0.0,30.0,49.0,0.61
uaa,University Athletic Association (UAA),2025-26,Emory,"Awasum,Mario",Mario,Awasum,0,F,25,634.0,25.36,220.0,8.8,184.0,7.36,48.0,1.92,19.0,0.76,54.0,2.16,40.0,1.6,89.0,155.0,0.57,4.0,14.0,0.29,38.0,50.0,0.76
uaa,University Athletic Association (UAA),2025-26,Emory,"Thomas,Tyson",Tyson,Thomas,0,G,11,73.0,6.636363636363637,17.0,1.55,2.0,0.18,12.0,1.09,5.0,0.45,0.0,0.0,2.0,0.1818181818181818,7.0,8.0,0.88,1.0,1.0,1.0,2.0,4.0,0.5
uaa,University Athletic Association (UAA),2025-26,Emory,"Fauss,Eli",Eli,Fauss,0,F,20,132.0,6.6,54.0,2.7,37.0,1.85,8.0,0.4,1.0,0.05,6.0,0.3,5.0,0.25,20.0,37.0,0.54,5.0,11.0,0.45,9.0,16.0,0.56
uaa,University Athletic Association (UAA),2025-26,Emory,"Otto,Will",Will,Otto,0,G,14,102.0,7.285714285714286,30.0,2.14,10.0,0.71,7.0,0.5,1.0,0.07,0.0,0.0,3.0,0.2142857142857142,10.0,17.0,0.59,3.0,6.0,0.5,7.0,10.0,0.7
uaa,University Athletic Association (UAA),2025-26,Emory,"Wycoki,Maverick",Maverick,Wycoki,0,G,5,9.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uaa,University Athletic Association (UAA),2025-26,Emory,"Kitey,Harry",Harry,Kitey,0,F,9,36.0,4.0,4.0,0.44,8.0,0.89,1.0,0.11,1.0,0.11,0.0,0.0,3.0,0.3333333333333333,2.0,13.0,0.15,0.0,9.0,0.0,0.0,0.0,0.0
