season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats,penalty_stats,misc_stats,goalie_stats,shot_stats,avg_points_game,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,composite_score,global_rank,rating
2025-26,wlax,Conference of New England (CCC),ccc,Nichols College,Hadley Houghton,Hadley,Houghton,,484,Hadley Houghton,"HOUGHTON,HADLEY",HOUGHTONHADLEYNICHOLS,18,18,,,Nichols College,NICHOLS,0,,,,,,4.72,0,24,0,0,1,4,51,2,2,5,0,0,0,3,2,0,0,0,0,0,0,0,0,63,105,33,40,1081:00,88,0,1.000,90,116,30,85,24,61,.776,,,,,,,,,,,,,,,16.261479158914014,1,99
2025-26,wlax,Conference of New England (CCC),ccc,University of Hartford,Madison Olmstead,Madison,Olmstead,,272,Madison Olmstead,"OLMSTEAD,MADISON",OLMSTEADMADISONHARTFORD,16,16,,,University of Hartford,HARTFORD,0,,,,,,6.50,0,16,0,0,0,3,56,0,10,2,0,0,0,22,3,0,1,0,0,0,0,0,0,21,50,46,14,987:00,36,0,1.000,99,139,24,104,31,73,.712,,,,,,,,,,,,,,,14.55479201267288,2,99
2025-26,wlax,Conference of New England (CCC),ccc,University of Hartford,Meghan Smith,Meghan,Smith,,272,Meghan Smith,"SMITH,MEGHAN",SMITHMEGHANHARTFORD,19,19,,,University of Hartford,HARTFORD,0,,,,,,5.26,0,22,0,0,0,6,47,0,9,4,0,0,0,4,3,0,0,0,0,0,0,0,0,34,125,27,12,1169:00,68,0,1.000,112,136,31,100,22,78,.824,,,,,,,,,,,,,,,13.985043722741306,3,99
2025-26,wlax,Conference of New England (CCC),ccc,Suffolk University,Ally Colburn,Ally,Colburn,,684,Ally Colburn,"COLBURN,ALLY",COLBURNALLYSUFFOLK,17,16,,,Suffolk University,SUFFOLK,0,,,,,,5.71,0,11,0,0,0,2,54,4,9,2,0,0,0,21,10,0,0,0,0,0,0,0,0,20,37,50,10,969:00,119,0,1.000,124,157,20,97,16,81,.790,,,,,,,,,,,,,,,12.281605479532761,4,98
2025-26,wlax,Conference of New England (CCC),ccc,Endicott College,Leah Black,Leah,Black,,8981,Leah Black,"BLACK,LEAH",BLACKLEAHECW,19,18,,,Endicott College,ECW,0,,,,,,4.26,0,3,0,0,0,2,19,1,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,34,3,25,14,1107:00,64,0,1.000,76,102,8,81,31,50,.745,,,,,,,,,,,,,,,12.263513898596928,5,98
2025-26,wlax,Conference of New England (CCC),ccc,Roger Williams University,Emma Terino,Emma,Terino,,583,Emma Terino,"TERINO,EMMA",TERINOEMMARWU,17,17,,,Roger Williams University,RWU,0,,,,,,4.88,0,5,0,0,0,4,26,1,1,4,0,0,0,3,4,0,0,0,0,0,0,0,0,31,12,39,9,1059:00,30,0,1.000,81,105,12,83,28,55,.771,,,,,,,,,,,,,,,11.719289887450993,6,98
2025-26,wlax,Conference of New England (CCC),ccc,Western New England University,Mia Celentano,Mia,Celentano,,775,Mia Celentano,"CELENTANO,MIA",CELENTANOMIAWNE,17,17,,,Western New England University,WNE,0,,,,,,4.53,0,9,0,0,0,2,34,0,6,3,0,0,0,10,2,0,0,0,0,0,0,0,0,31,88,27,20,1020:00,0,0,1.000,87,140,25,77,21,56,.621,,,,,,,,,,,,,,,11.49544468977999,7,97
2025-26,wlax,Conference of New England (CCC),ccc,Endicott College,Bailey Sheehan,Bailey,Sheehan,,8981,Bailey Sheehan,"SHEEHAN,BAILEY",SHEEHANBAILEYECW,19,19,,,Endicott College,ECW,0,,,,,,4.16,0,7,0,0,0,5,23,1,2,5,0,0,0,2,1,0,0,0,0,0,0,0,0,21,1,24,9,1167:00,64,0,1.000,72,101,16,79,33,46,.713,,,,,,,,,,,,,,,10.976410438878206,8,97
2025-26,wlax,Conference of New England (CCC),ccc,Endicott College,Mia Smith,Mia,Smith,,8981,Mia Smith,"SMITH,MIA",SMITHMIAECW,19,19,,,Endicott College,ECW,0,,,,,,3.68,0,6,0,0,0,1,22,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,24,62,24,12,1167:00,64,0,1.000,69,86,18,70,29,41,.802,,,,,,,,,,,,,,,9.987358370564598,9,97
2025-26,wlax,Conference of New England (CCC),ccc,Roger Williams University,Allie Shamberger,Allie,Shamberger,,583,Allie Shamberger,"SHAMBERGER,ALLIE",SHAMBERGERALLIERWU,16,15,,,Roger Williams University,RWU,0,,,,,,4.56,0,3,0,0,0,2,12,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1,31,2,939:00,30,0,1.000,49,60,11,73,35,38,.817,,,,,,,,,,,,,,,9.90254669216036,10,96
