season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,composite_score,global_rank,rating
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,L. Ballard,L.,Ballard,,267,L. Ballard,0,0HAMILTON,7,6,,,13,4,5,2,1,1,0,3,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0.556,8,18,0,.000,.385,.615,33,1,1,0,0,0,0,0,0,35,.971,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,"0,5",0,0,5,"3,9",0.33,3,9,"3,6",0.50,3,6,"0,1",0,0,1,0,0,0,0,"2,2","2,3","5,10",0,0,0,0,"0,1",0,0,1,1,4,0,,,,,,,,,Hamilton,HAMILTON,0,True,,,2.7495875441826048,53,85
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,L. Mirabito,L.,Mirabito,,267,L. Mirabito,0,0HAMILTON,21,14,,,46,10,16,9,4,0,1,8,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0.444,23,54,1,1.000,.348,.500,39,1,0,5,0,9,0,0,0,40,1.000,9,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,8,9,"2,10",0.20,2,10,"9,24",0.38,9,24,"5,14",0.36,5,14,"0,3",0,0,3,0,0,0,0,"5,12","3,5","15,28",66,0,0,0,131,0,0,0,0,7,0,,,,,,,,,Hamilton,HAMILTON,0,True,,,2.650396901037173,54,84
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,A. Rangel,A.,Rangel,,24,A. Rangel,0,0AMHERST,29,29,,,85,23,29,8,1,0,0,14,0,1,5,1,5,0,2,0,0,0,0,0,0,0,0,0.440,30,102,5,1.000,.341,.353,50,50,9,0,0,0,0,2,0,109,.917,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,39,9,"9,34",0.26,9,34,"13,31",0.42,13,31,"7,19",0.37,7,19,"3,12",0.25,3,12,0,0,0,0,"18,39","2,2","18,34",14,0,0,0,0,0,0,0,5,21,0,,,,,,,,,Amherst,AMHERST,0,True,,,2.5071030331327515,55,84
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Malia Apor,Malia,Apor,,764,Malia Apor,0,0WESLEYAN,2,0,,,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,1,2,0,.000,.500,.500,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,"1,1",0,0,0,0,22,0,0,0,0,0,0,,,,,,,,,Wesleyan,WESLEYAN,0,True,,,2.350944156007945,56,84
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,D. Briggs,D.,Briggs,,24,D. Briggs,0,0AMHERST,22,22,,,65,14,23,12,6,1,0,10,0,0,11,7,3,0,0,0,0,0,0,0,0,2,0,0.440,31,75,3,1.000,.354,.477,13,0,4,0,0,6,1,0,0,17,.765,7,.857,48,1,6,2,2,0,1,1,0,0,32.2,23,18,17,14,8,2,0,3.86,146,171,9,1,0,4,3,0,0,7,.329,1,1,12,18,"8,20",0.40,8,20,"16,37",0.43,16,37,"11,24",0.46,11,24,"1,8",0.13,1,8,0,0,0,0,"3,11","3,5","23,41",22,0,0,0,0,0,0,0,3,11,0,40,42,0,"2,3","5,10","0,2",0,"3,5",Amherst,AMHERST,0,True,,,2.0483915805598563,57,84
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Williams,S. Miller,S.,Miller,,789,S. Miller,0,0WILLIAMS,29,25,,,75,10,26,9,6,1,0,8,0,1,14,2,3,0,5,0,0,0,0,0,0,1,0,0.417,34,89,3,1.000,.347,.453,17,0,3,0,0,0,0,0,0,20,.850,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,15,23,"7,18",0.39,7,18,"9,28",0.32,9,28,"8,22",0.36,8,22,"1,6",0.17,1,6,0,0,0,0,"15,36","3,5","21,36",19,0,0,0,1,0,0,0,9,14,0,,,,,,,,,Williams,WILLIAMS,0,True,,,2.017357676727771,58,83
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Fallon O'connor,Fallon,O'connor,,717,Fallon O'connor,0,0TUFTS,34,19,,,36,5,9,6,2,0,1,2,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0.325,14,40,0,.000,.250,.389,0,25,2,0,0,17,1,0,0,27,.926,18,.944,80,1,9,5,6,6,2,0,0,0,59.1,42,36,8,48,14,0,2,4.25,260,274,5,0,0,0,6,0,0,10,.308,4,2,6,7,"4,12",0.33,4,12,"6,21",0.29,6,21,"4,16",0.25,4,16,"1,1",1.00,1,1,0,0,0,0,"5,11","1,3","11,21",14,0,0,0,23,0,0,0,1,11,0,22,104,0,"0,1","1,7","1,2",0,"1,4",Tufts,TUFTS,0,True,,,1.9489966760177961,59,83
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bates,Zariya Anderson,Zariya,Anderson,,50,Zariya Anderson,0,0BATES,35,35,,,110,16,32,18,6,2,0,11,0,0,14,2,3,0,0,1,0,0,0,1,0,2,0,0.352,42,122,3,1.000,.291,.382,57,2,1,0,0,0,0,1,0,60,.983,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,24,34,"17,39",0.44,17,39,"22,65",0.34,22,65,"11,35",0.31,11,35,"1,6",0.17,1,6,0,0,0,0,"5,15","3,7","33,68",0,0,0,0,0,0,0,0,6,20,0,,,,,,,,,Bates,BATES,0,True,,,1.8993979298011783,60,83
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Colby,Erika Macleo,Erika,Macleo,,151,Erika Macleo,0,0COLBY,36,34,,,76,17,25,6,4,1,0,13,0,3,17,2,1,2,6,1,0,0,0,0,0,0,0,0.441,31,99,3,.333,.329,.408,37,2,4,0,0,0,0,0,0,43,.907,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,21,17,"8,27",0.30,8,27,"13,41",0.32,13,41,"4,22",0.18,4,22,"2,4",0.50,2,4,0,0,0,0,"12,21","3,5","29,53","0,1",0,0,1,"0,1",0,0,1,13,18,0,,,,,,,,,Colby,COLBY,0,True,,,1.7501470613848877,61,83
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,G. Guerra,G.,Guerra,,267,G. Guerra,0,0HAMILTON,23,20,,,52,8,22,13,0,1,0,4,0,3,6,2,0,0,0,1,0,0,0,0,0,0,0,0.483,24,60,0,.000,.423,.462,18,1,3,0,0,0,0,1,0,22,.864,0,.000,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,1,1,9,15,"7,21",0.33,7,21,"12,25",0.48,12,25,"10,20",0.50,10,20,"1,4",0.25,1,4,0,0,0,0,"8,15","9,11","18,28",7,0,0,0,2,0,0,0,5,13,0,0,0,0,0,0,0,0,0,Hamilton,HAMILTON,0,True,,,1.6909206063138198,62,82
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,M. Lont,M.,Lont,,420,M. Lont,0,0MIDSOFT,39,39,,,112,17,27,13,3,0,1,19,0,1,11,6,1,0,1,1,0,0,0,0,0,0,0,0.353,33,134,1,1.000,.241,.295,26,61,6,0,0,13,4,2,0,93,.935,17,.765,91,1,13,8,3,1,5,1,1,0,70.2,53,43,46,41,18,4,1,4.26,302,359,5,5,0,2,4,0,0,17,.301,6,4,37,32,"9,37",0.24,9,37,"13,62",0.21,13,62,"9,45",0.20,9,45,"0,6",0,0,6,0,0,0,0,"7,25","4,16","33,70",20,0,0,0,0,0,0,0,14,34,0,77,85,1,"2,2","3,4","0,3",0,"0,1",Middlebury,MIDSOFT,1126-5719,True,,,1.6343248929200023,63,82
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Lindsay Neumann,Lindsay,Neumann,,717,Lindsay Neumann,0,0TUFTS,38,35,,,95,15,23,15,5,0,2,7,0,2,21,5,3,1,1,2,0,0,0,0,0,0,0,0.302,34,107,4,.750,.242,.358,32,2,0,0,0,0,0,1,0,34,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,22,30,"8,34",0.24,8,34,"13,53",0.25,13,53,"6,34",0.18,6,34,"0,2",0,0,2,0,0,0,0,"7,24","6,9","27,61",8,0,0,0,"0,1",0,0,1,9,30,0,,,,,,,,,Tufts,TUFTS,0,True,,,1.6243767881497144,64,82
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Colby,Victoria Ram,Victoria,Ram,,151,Victoria Ram,0,0COLBY,37,37,,,113,12,33,19,11,0,0,2,0,2,11,3,4,0,3,4,0,0,0,1,0,1,0,0.306,44,124,4,1.000,.292,.389,55,55,11,0,0,0,0,3,0,121,.909,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,30,40,"12,42",0.29,12,42,"20,67",0.30,20,67,"15,50",0.30,15,50,"3,8",0.38,3,8,0,0,0,0,"8,28","7,10","42,76",31,0,0,0,0,0,0,0,21,29,0,,,,,,,,,Colby,COLBY,0,True,,,1.6137678946645702,65,82
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Williams,K. Chang,K.,Chang,,789,K. Chang,0,0WILLIAMS,22,22,,,74,15,27,4,0,1,0,7,0,1,5,3,1,0,4,0,0,0,0,0,0,0,0,0.427,29,86,1,1.000,.365,.392,20,1,1,0,0,0,0,0,0,22,.955,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,29,15,"8,21",0.38,8,21,"6,28",0.21,6,28,"4,18",0.22,4,18,"1,4",0.25,1,4,0,0,0,0,"15,29","1,6","17,32",3,0,0,0,0,0,0,0,10,7,0,,,,,,,,,Williams,WILLIAMS,0,True,,,1.5942714230083206,66,81
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,E. Nordstrom,E.,Nordstrom,,24,E. Nordstrom,0,0AMHERST,30,26,,,81,13,24,10,8,0,1,8,0,1,7,3,0,0,0,1,0,0,0,0,0,0,0,0.363,35,91,0,.000,.296,.432,62,4,1,0,0,23,0,1,0,67,.985,23,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,26,24,"7,23",0.30,7,23,"12,44",0.27,12,44,"7,28",0.25,7,28,"2,6",0.33,2,6,0,0,0,0,"8,18","1,5","20,46",8,0,0,0,14,0,0,0,4,14,0,,,,,,,,,Amherst,AMHERST,0,True,,,1.5469135550603563,67,81
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Kaitlyn Fado,Kaitlyn,Fado,,69,Kaitlyn Fado,0,0BOWDOIN,17,11,,,35,8,12,6,1,2,0,1,0,0,6,1,2,1,1,0,0,0,0,0,0,0,0,0.361,17,37,3,.667,.343,.486,7,0,0,0,0,0,0,0,0,7,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7,10,"5,14",0.36,5,14,"7,22",0.32,7,22,"5,15",0.33,5,15,"0,3",0,0,3,0,0,0,0,"3,7","1,1","11,23",4,0,0,0,33,0,0,0,3,9,0,,,,,,,,,Bowdoin,BOWDOIN,0,True,,,1.358165169949927,68,81
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Cat Palmer,Cat,Palmer,,764,Cat Palmer,0,0WESLEYAN,41,41,,,119,16,29,22,8,1,0,14,0,0,14,4,3,0,2,2,0,0,0,0,0,1,0,0.319,39,137,3,1.000,.244,.328,274,9,2,0,0,0,0,12,0,285,.993,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,34,40,"13,40",0.33,13,40,"20,69",0.29,20,69,"16,51",0.31,16,51,"6,24",0.25,6,24,0,0,0,0,"11,35","9,14","37,76",22,0,0,0,0,0,0,0,11,27,0,,,,,,,,,Wesleyan,WESLEYAN,0,True,,,1.3560001759770905,69,81
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Maddie Paschke,Maddie,Paschke,,69,Maddie Paschke,0,0BOWDOIN,29,28,,,77,10,20,17,3,2,1,5,0,7,7,1,0,0,0,3,0,0,0,0,0,1,0,0.348,30,92,0,.000,.260,.390,164,15,2,1,0,13,5,1,0,181,.989,18,.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,21,30,"10,32",0.31,10,32,"14,44",0.32,14,44,"9,29",0.31,9,29,"0,2",0,0,2,0,0,0,0,"3,15","4,7","29,55",0,0,0,0,18,0,0,0,10,19,0,,,,,,,,,Bowdoin,BOWDOIN,0,True,,,1.321281448802511,70,80
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,M. Gilham,M.,Gilham,,420,M. Gilham,0,0MIDSOFT,3,0,,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500,1,2,0,.000,.500,.500,1,2,2,0,0,1,1,0,0,5,.600,2,.500,17,1,0,0,1,0,0,0,0,0,6.0,12,9,1,2,2,1,0,10.50,37,39,2,1,0,0,0,0,0,0,.459,0,0,0,1,"1,1",1.00,1,1,"1,1",1.00,1,1,"1,1",1.00,1,1,"0,1",0,0,1,0,0,0,0,"0,1",0,"1,1","1,1",1.00,1,1,0,0,0,0,0,0,0,3,13,0,"0,3","2,5","0,2",0,"3,6",Middlebury,MIDSOFT,1126-6132,True,,,1.1955081106360297,71,80
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,C. Stanley,C.,Stanley,,420,C. Stanley,0,0MIDSOFT,19,6,,,19,7,6,3,0,1,0,6,0,2,5,2,1,1,0,1,0,0,0,0,0,0,0,0.500,8,28,2,.500,.316,.421,8,2,0,1,0,0,0,0,0,10,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,4,"1,6",0.17,1,6,"3,9",0.33,3,9,"3,7",0.43,3,7,"0,1",0,0,1,0,0,0,0,"5,7","1,2","6,12",0,0,0,0,189,0,0,0,3,6,0,,,,,,,,,Middlebury,MIDSOFT,1126-6127,True,,,1.1946949758150465,72,80
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,O. Fleming,O.,Fleming,,420,O. Fleming,0,0MIDSOFT,35,33,,,85,19,22,14,4,1,0,14,0,1,11,4,2,0,0,1,0,0,0,1,0,3,0,0.366,28,101,2,1.000,.259,.329,51,62,6,0,0,0,0,3,0,119,.950,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,26,25,"6,27",0.22,6,27,"13,47",0.28,13,47,"11,37",0.30,11,37,"0,5",0,0,5,0,0,0,0,"8,29","7,10","24,54",17,0,0,0,0,0,0,0,4,33,0,,,,,,,,,Middlebury,MIDSOFT,1126-6129,True,,,1.1918522376249097,73,79
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Emily Goddard,Emily,Goddard,,713,Emily Goddard,0,0TRINITY,32,31,,,86,16,22,15,4,1,0,11,0,5,14,3,2,1,2,2,0,0,0,1,0,1,0,0.365,28,106,3,.667,.256,.326,35,68,13,0,0,0,0,6,0,116,.888,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,29,24,"9,36",0.25,9,36,"12,48",0.25,12,48,"9,32",0.28,9,32,"1,6",0.17,1,6,0,0,0,0,"6,21","8,12","26,59",44,0,0,0,0,0,0,0,6,30,0,,,,,,,,,Trinity,TRINITY,0,True,,,1.0406397192079384,74,79
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Lizzie Marino,Lizzie,Marino,,764,Lizzie Marino,0,0WESLEYAN,31,31,,,80,13,21,10,0,0,0,9,0,0,6,0,11,3,2,0,0,0,0,0,0,2,0,0.337,21,91,14,.786,.263,.263,25,2,0,0,0,0,0,1,0,27,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,34,18,"4,20",0.20,4,20,"12,44",0.27,12,44,"6,25",0.24,6,25,"6,17",0.35,6,17,0,0,0,0,"8,19","4,8","27,50",48,0,0,0,0,0,0,0,8,12,0,,,,,,,,,Wesleyan,WESLEYAN,0,True,,,0.9564446555811035,75,79
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bates,Grace Householter,Grace,Householter,,50,Grace Householter,0,0BATES,28,28,,,75,6,22,14,0,4,0,9,0,1,12,2,1,0,1,2,0,0,0,0,0,0,0,0.368,30,88,1,1.000,.293,.400,27,2,1,0,0,0,0,0,0,30,.967,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,18,25,"11,31",0.35,11,31,"15,41",0.37,15,41,"11,29",0.38,11,29,"1,2",0.50,1,2,0,0,0,0,"5,17","3,4","25,46",2,0,0,0,0,0,0,0,7,23,0,,,,,,,,,Bates,BATES,0,True,,,0.9503286635164049,76,79
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Colby,Sophia Meade,Sophia,Meade,,151,Sophia Meade,0,0COLBY,22,5,,,4,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.200,2,5,0,.000,.250,.500,6,5,2,0,0,11,3,0,0,13,.846,14,.786,80,1,4,4,4,6,1,1,0,0,70.0,38,37,22,57,18,3,7,3.70,290,316,1,0,0,0,4,0,0,12,.276,0,0,1,2,"0,1",0,0,1,"1,2",0.50,1,2,"1,2",0.50,1,2,0,0,0,0,0,0,0,0,"0,1","2,2","2,3",0,0,0,0,0,0,0,0,1,2,0,111,38,0,"2,7","2,14","2,6",0,"3,10",Colby,COLBY,0,True,,,0.8738723596636944,77,78
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Cat Kawabe,Cat,Kawabe,,717,Cat Kawabe,0,0TUFTS,41,35,,,111,15,29,14,4,0,1,2,0,0,7,1,2,0,3,0,0,0,0,0,0,0,0,0.274,36,116,2,1.000,.261,.324,36,16,4,0,0,0,0,1,0,56,.929,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,25,47,"14,45",0.31,14,45,"19,57",0.33,19,57,"14,39",0.36,14,39,"1,7",0.14,1,7,0,0,0,0,"5,20","2,7","31,60",15,0,0,0,5,0,0,0,9,21,0,,,,,,,,,Tufts,TUFTS,0,True,,,0.8224041915318545,78,78
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Waverly Smart,Waverly,Smart,,764,Waverly Smart,0,0WESLEYAN,41,41,,,104,17,25,8,4,1,0,10,0,1,9,4,10,1,1,0,0,0,0,0,0,2,0,0.313,31,116,11,.909,.240,.298,58,64,9,0,0,0,0,4,0,131,.931,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,28,35,"8,35",0.23,8,35,"13,62",0.21,13,62,"5,37",0.14,5,37,"5,17",0.29,5,17,0,0,0,0,"8,20","1,5","31,70",5,0,0,0,0,0,0,0,9,21,0,,,,,,,,,Wesleyan,WESLEYAN,0,True,,,0.7914474861331265,79,78
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Williams,L. Davis,L.,Davis,,789,L. Davis,0,0WILLIAMS,36,29,,,71,16,18,7,6,1,0,8,0,2,8,4,4,0,1,0,0,0,0,2,0,2,0,0.346,26,82,4,1.000,.254,.366,34,2,1,0,0,0,0,0,0,37,.973,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,17,25,"3,19",0.16,3,19,"7,28",0.25,7,28,"6,19",0.32,6,19,"0,2",0,0,2,0,0,0,0,"7,21","3,6","15,33",22,0,0,0,0,0,0,0,1,15,0,,,,,,,,,Williams,WILLIAMS,0,True,,,0.6860781464928836,80,78
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bates,Emma Yen,Emma,Yen,,50,Emma Yen,0,0BATES,35,35,,,110,22,27,4,5,1,0,15,0,3,24,9,6,0,2,0,0,0,0,0,0,1,0,0.352,34,130,6,1.000,.245,.309,34,62,7,0,0,0,0,5,0,103,.932,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,34,27,"5,28",0.18,5,28,"9,42",0.21,9,42,"5,22",0.23,5,22,"1,6",0.17,1,6,0,0,0,0,"22,51","1,5","20,49",2,0,0,0,0,0,0,0,6,22,0,,,,,,,,,Bates,BATES,0,True,,,0.6834252982116286,81,77
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,A. Zorn,A.,Zorn,,267,A. Zorn,0,0HAMILTON,30,30,,,84,5,25,13,5,1,0,6,0,1,9,2,1,0,2,1,0,0,0,0,1,1,0,0.348,32,94,1,1.000,.298,.381,33,61,4,0,0,0,0,7,0,98,.959,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,22,29,"10,31",0.32,10,31,"13,42",0.31,13,42,"10,27",0.37,10,27,"2,8",0.25,2,8,0,0,0,0,"5,18","5,6","25,47",133,0,0,0,0,0,0,0,10,22,0,,,,,,,,,Hamilton,HAMILTON,0,True,,,0.6304387137104809,82,77
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Colby,Juliana Kile,Juliana,Kile,,151,Juliana Kile,0,0COLBY,32,31,,,88,11,19,12,5,1,2,8,0,1,17,3,0,0,2,0,0,0,0,1,0,1,0,0.289,32,99,0,.000,.216,.364,61,2,2,0,0,0,0,1,0,65,.969,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,28,23,"5,30",0.17,5,30,"9,45",0.20,9,45,"8,33",0.24,8,33,"0,5",0,0,5,0,0,0,0,"9,23","1,6","20,50",5,0,0,0,2,0,0,0,4,25,0,,,,,,,,,Colby,COLBY,0,True,,,0.5578515932418796,83,77
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Williams,V. Balderas,V.,Balderas,,789,V. Balderas,0,0WILLIAMS,40,40,,,89,14,20,9,6,0,1,13,0,0,5,3,4,0,4,1,0,0,0,1,0,2,0,0.320,29,107,4,1.000,.225,.326,38,64,3,0,0,0,0,1,0,105,.971,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,40,29,"8,31",0.26,8,31,"10,41",0.24,10,41,"7,28",0.25,7,28,"1,6",0.17,1,6,0,0,0,0,"6,21","4,8","20,48",51,0,0,0,0,0,0,0,10,23,0,,,,,,,,,Williams,WILLIAMS,0,True,,,0.5482462794111612,84,77
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,J. Merklin,J.,Merklin,,267,J. Merklin,0,0HAMILTON,24,19,,,48,13,10,5,2,0,0,13,0,0,12,2,14,0,1,2,0,0,0,0,0,0,0,0.365,12,64,14,1.000,.208,.250,16,2,1,0,0,0,0,0,0,19,.947,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,16,11,"2,12",0.17,2,12,"6,23",0.26,6,23,"2,13",0.15,2,13,"0,2",0,0,2,0,0,0,0,"8,19","4,7","14,29",34,0,0,0,0,0,0,0,3,10,0,,,,,,,,,Hamilton,HAMILTON,0,True,,,0.50753016019123,85,76
