season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,composite_score,global_rank,rating
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Reilly Parga,Reilly,Parga,,69,Reilly Parga,0,0BOWDOIN,33,31,,,113,20,41,31,9,2,4,3,0,0,21,6,0,1,0,2,0,0,0,0,0,2,0,0.373,66,118,1,.000,.363,.584,49,3,2,0,0,0,0,0,0,54,.963,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,22,28,"13,41",0.32,13,41,"27,65",0.42,27,65,"19,43",0.44,19,43,"0,3",0,0,3,0,0,0,0,"10,22","7,17","33,68",57,0,0,0,"0,1",0,0,1,6,22,0,,,,,,,,,Bowdoin,BOWDOIN,0,True,,,6.387150195120517,21,93
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bates,Isabel Bettencourt,Isabel,Bettencourt,,50,Isabel Bettencourt,0,0BATES,35,35,,,111,13,42,28,8,1,3,5,0,0,11,2,0,1,0,4,0,0,0,0,0,0,0,0.392,61,120,1,.000,.378,.550,163,17,1,1,0,38,7,3,0,181,.994,45,.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,21,37,"16,53",0.30,16,53,"23,66",0.35,23,66,"18,39",0.46,18,39,"0,6",0,0,6,0,0,0,0,"9,19","8,8","35,71",12,0,0,0,0,0,0,0,9,33,0,,,,,,,,,Bates,BATES,0,True,,,5.33710694180459,22,93
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,B. Secaira-C,B.,Secaira-C,,764,B. Secaira-C,0,0WESLEYAN,40,38,,,120,14,39,29,8,1,5,3,0,2,4,0,1,0,0,6,0,0,0,1,0,1,0,0.336,64,131,1,1.000,.325,.533,2,17,0,0,0,6,1,0,0,19,1.000,7,.857,43,1,7,5,2,0,1,0,0,0,46.0,18,10,13,21,8,0,2,1.52,179,200,1,1,0,0,7,0,0,6,.240,4,8,34,44,"18,52",0.35,18,52,"23,76",0.30,23,76,"13,50",0.26,13,50,"9,20",0.45,9,20,0,0,0,0,"6,12","8,11","46,82",16,0,0,0,55,0,0,0,26,24,0,38,69,0,"0,2","0,6","0,1",0,"0,2",Wesleyan,WESLEYAN,0,True,,,5.28494919535454,23,92
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,D. Torres,D.,Torres,,24,D. Torres,0,0AMHERST,33,33,,,97,20,34,22,6,5,2,8,0,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0.406,56,107,2,.500,.351,.577,31,7,3,0,0,13,0,0,0,41,.927,13,1.000,100,1,10,4,6,1,3,0,0,0,67.1,66,55,19,35,25,7,6,5.72,305,343,8,9,0,4,6,0,0,8,.328,5,2,26,27,"12,33",0.36,12,33,"20,57",0.35,20,57,"12,40",0.30,12,40,"0,8",0,0,8,0,0,0,0,"9,22","5,7","29,59",57,0,0,0,0,0,0,0,6,23,0,92,72,0,"3,7","7,15","0,2",0,"6,12",Amherst,AMHERST,0,True,,,5.115216427228151,24,92
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Colby,Carissa Cass,Carissa,Cass,,151,Carissa Cass,0,0COLBY,35,32,,,96,23,37,16,3,2,0,11,1,0,14,2,13,0,3,0,0,0,0,0,0,0,0,0.449,44,110,13,1.000,.385,.458,61,3,4,0,0,0,0,2,0,68,.941,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,25,19,"11,35",0.31,11,35,"19,52",0.37,19,52,"14,40",0.35,14,40,"1,9",0.11,1,9,0,0,0,0,"3,10","8,11","29,59",51,0,0,0,"0,1",0,0,1,4,25,0,,,,,,,,,Colby,COLBY,0,True,,,4.972413492192134,25,92
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Bela Jimenez,Bela,Jimenez,,717,Bela Jimenez,0,0TUFTS,43,43,,,148,30,49,22,4,1,1,12,0,2,6,4,4,0,1,2,0,0,0,0,0,0,0,0.384,58,165,4,1.000,.331,.392,80,90,6,0,0,0,0,5,0,176,.966,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,37,52,"12,39",0.31,12,39,"24,61",0.39,24,61,"15,40",0.38,15,40,"3,8",0.38,3,8,0,0,0,0,"24,60","7,10","35,69",83,0,0,0,0,0,0,0,6,32,0,,,,,,,,,Tufts,TUFTS,0,True,,,4.1956549657847155,26,92
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Kyla Gary,Kyla,Gary,,69,Kyla Gary,0,0BOWDOIN,30,29,,,107,22,43,17,4,0,0,2,0,0,13,3,7,0,0,0,0,0,0,0,0,0,0,0.413,47,109,7,1.000,.402,.439,40,1,3,0,0,0,0,0,0,44,.932,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,33,11,"14,27",0.52,14,27,"25,59",0.42,25,59,"20,44",0.45,20,44,"1,6",0.17,1,6,0,0,0,0,"7,13","3,8","33,59",291,0,0,0,0,0,0,0,10,17,0,,,,,,,,,Bowdoin,BOWDOIN,0,True,,,4.188119840544043,27,91
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Williams,D. Jackman,D.,Jackman,,789,D. Jackman,0,0WILLIAMS,34,26,,,87,15,22,17,5,0,6,0,0,1,18,3,2,0,0,0,0,0,0,0,1,0,0,0.261,45,88,2,1.000,.253,.517,24,3,1,1,0,1,1,0,0,28,.964,2,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,20,23,"5,24",0.21,5,24,"14,48",0.29,14,48,"9,27",0.33,9,27,"1,2",0.50,1,2,0,0,0,0,"3,17","3,5","19,49",61,0,0,0,51,0,0,0,1,17,0,,,,,,,,,Williams,WILLIAMS,0,True,,,4.086533015549845,28,91
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Sydney Lang,Sydney,Lang,,69,Sydney Lang,0,0BOWDOIN,36,34,,,106,19,29,21,6,1,4,14,0,2,25,5,0,0,1,3,0,1,0,0,0,0,0,0.360,49,127,0,.000,.274,.462,105,12,4,7,0,23,0,0,0,121,.967,23,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,17,34,"13,36",0.36,13,36,"14,51",0.27,14,51,"11,35",0.31,11,35,"0,6",0,0,6,0,0,0,0,"7,24","2,10","26,58",207,0,0,0,5,0,0,0,6,30,0,,,,,,,,,Bowdoin,BOWDOIN,0,True,,,4.054965458566132,29,91
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,K. Murray,K.,Murray,,69,K. Murray,0,0BOWDOIN,1,1,,,2,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.750,1,4,1,1.000,.500,.500,12,0,0,0,0,0,0,0,0,12,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,"1,2",0.50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Bowdoin,BOWDOIN,0,True,,,4.046238487601671,30,91
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,A. Rebhan,A.,Rebhan,,24,A. Rebhan,0,0AMHERST,34,34,,,102,20,33,27,9,0,3,4,0,3,10,1,0,0,0,3,0,0,0,0,0,1,0,0.357,51,112,0,.000,.324,.500,120,19,2,0,0,20,0,5,0,141,.986,20,1.000,87,1,8,3,7,0,3,1,0,0,50.2,60,43,14,9,16,3,4,5.94,240,262,2,2,0,0,6,0,0,4,.363,5,8,31,26,"14,43",0.33,14,43,"22,65",0.34,22,65,"11,39",0.28,11,39,"3,10",0.30,3,10,0,0,0,0,"7,20","7,12","35,68",2,0,0,0,2,0,0,0,11,23,0,63,76,0,"1,1","1,3","1,1",0,"2,3",Amherst,AMHERST,0,True,,,4.016756332992982,31,90
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Haley Leimbach,Haley,Leimbach,,717,Haley Leimbach,0,0TUFTS,44,44,,,133,31,43,18,6,1,1,12,0,2,13,8,3,0,1,0,0,0,0,1,0,2,0,0.388,54,148,3,1.000,.323,.406,64,89,12,0,0,0,0,7,0,165,.927,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,39,33,"17,49",0.35,17,49,"27,75",0.36,27,75,"15,42",0.36,15,42,"3,8",0.38,3,8,0,0,0,0,"10,24","4,9","41,80",28,0,0,0,0,0,0,0,8,33,0,,,,,,,,,Tufts,TUFTS,0,True,,,3.859162395044418,32,90
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,E. Ye,E.,Ye,,420,E. Ye,0,0MIDSOFT,21,6,,,18,2,7,3,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.421,12,19,0,.000,.389,.667,3,7,1,0,0,11,1,2,0,11,.909,12,.917,54,1,5,5,1,3,1,0,0,0,48.0,29,20,35,41,11,1,2,2.92,197,240,18,2,0,2,4,0,0,12,.274,0,1,7,3,"2,8",0.25,2,8,"1,6",0.17,1,6,"1,5",0.20,1,5,"0,1",0,0,1,0,0,0,0,"1,3","1,1","2,6",0,0,0,0,19,0,0,0,2,5,0,54,45,0,"1,1","0,3","1,3",0,"0,1",Middlebury,MIDSOFT,1126-6130,True,,,3.6491798702739775,33,90
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Colby,Ella Wilcox,Ella,Wilcox,,151,Ella Wilcox,0,0COLBY,35,35,,,99,7,36,26,9,2,1,1,0,0,9,2,2,0,0,7,0,0,0,0,0,0,0,0.346,52,107,2,1.000,.364,.525,27,45,14,0,0,0,0,7,0,86,.837,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,29,31,"12,30",0.40,12,30,"22,52",0.42,22,52,"21,39",0.54,21,39,"0,8",0,0,8,0,0,0,0,"9,24","12,19","33,59",25,0,0,0,0,0,0,0,13,12,0,,,,,,,,,Colby,COLBY,0,True,,,3.6400618432570893,34,90
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Kennedy Rogers,Kennedy,Rogers,,713,Kennedy Rogers,0,0TRINITY,32,32,,,103,12,27,24,6,0,4,7,0,6,19,5,1,0,0,1,0,0,0,1,0,2,0,0.342,45,117,1,1.000,.262,.437,197,12,5,0,0,0,0,10,0,214,.977,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,25,32,"11,36",0.31,11,36,"18,65",0.28,18,65,"16,54",0.30,16,54,"2,7",0.29,2,7,0,0,0,0,"5,13","5,16","35,70",10,0,0,0,0,0,0,0,8,22,0,,,,,,,,,Trinity,TRINITY,0,True,,,3.632960351366934,35,89
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Williams,A. DeQuiroz,A.,DeQuiroz,,789,A. DeQuiroz,0,0WILLIAMS,35,35,,,121,28,46,13,7,0,0,3,0,0,5,4,4,0,0,1,0,0,0,0,0,1,0,0.392,53,125,4,1.000,.380,.438,21,62,6,0,0,0,0,1,0,89,.933,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,33,38,"15,31",0.48,15,31,"26,69",0.38,26,69,"11,33",0.33,11,33,"3,4",0.75,3,4,0,0,0,0,"9,26","4,5","38,71",25,0,0,0,0,0,0,0,10,19,0,,,,,,,,,Williams,WILLIAMS,0,True,,,3.608878327717674,36,89
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Elise Siciliano,Elise,Siciliano,,69,Elise Siciliano,0,0BOWDOIN,35,34,,,99,15,23,28,4,4,3,16,0,3,16,5,1,2,2,5,0,0,0,1,0,3,0,0.341,44,125,3,.333,.232,.444,60,69,4,0,0,0,0,3,0,133,.970,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,25,39,"10,28",0.36,10,28,"16,51",0.31,16,51,"16,43",0.37,16,43,"0,5",0,0,5,0,0,0,0,"9,29","12,16","38,63",25,0,0,0,0,0,0,0,22,14,0,,,,,,,,,Bowdoin,BOWDOIN,0,True,,,3.499158645847345,37,89
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,A. Primozic,A.,Primozic,,24,A. Primozic,0,0AMHERST,9,8,,,24,6,9,6,5,0,1,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0.464,17,28,0,.000,.375,.708,43,2,1,0,0,0,0,2,0,46,.978,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,2,"3,11",0.27,3,11,"7,13",0.54,7,13,"6,11",0.55,6,11,"0,3",0,0,3,0,0,0,0,"2,3","1,4","9,14",0,0,0,0,0,0,0,0,1,4,0,,,,,,,,,Amherst,AMHERST,0,True,,,3.49721642773989,38,89
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,L. Leppard,L.,Leppard,,24,L. Leppard,0,0AMHERST,36,36,,,116,23,40,20,7,5,0,5,0,1,8,7,2,2,1,4,0,0,0,0,0,1,0,0.365,57,127,4,.500,.345,.491,45,73,14,0,0,0,0,1,0,132,.894,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,36,34,"12,34",0.35,12,34,"21,59",0.36,21,59,"15,39",0.38,15,39,"1,12",0.08,1,12,0,0,0,0,"8,20","4,7","39,67",2,0,0,0,0,0,0,0,15,15,0,,,,,,,,,Amherst,AMHERST,0,True,,,3.490423354698482,39,88
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Hannah Mullaney,Hannah,Mullaney,,713,Hannah Mullaney,0,0TRINITY,27,27,,,76,12,25,15,8,0,2,10,0,1,19,6,1,0,0,1,0,0,0,0,1,0,0,0.409,39,88,1,1.000,.329,.513,34,3,3,0,0,0,0,1,0,40,.925,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,13,17,"6,21",0.29,6,21,"17,42",0.40,17,42,"14,31",0.45,14,31,"3,5",0.60,3,5,0,0,0,0,"9,20","3,6","19,44",39,0,0,0,0,0,0,0,1,21,0,,,,,,,,,Trinity,TRINITY,0,True,,,3.3960066962434077,40,88
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Colby,Emma Burnham,Emma,Burnham,,151,Emma Burnham,0,0COLBY,37,37,,,111,22,32,15,11,0,2,15,0,0,25,4,3,0,5,1,0,0,0,0,2,0,0,0.370,49,132,3,1.000,.288,.441,70,51,12,0,0,0,0,9,0,133,.910,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,24,34,"7,34",0.21,7,34,"12,49",0.24,12,49,"11,34",0.32,11,34,"3,9",0.33,3,9,0,0,0,0,"22,52","3,6","24,57",2,0,0,0,0,0,0,0,6,32,0,,,,,,,,,Colby,COLBY,0,True,,,3.2769348186118163,41,88
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Isabella Calagna,Isabella,Calagna,,713,Isabella Calagna,0,0TRINITY,29,29,,,78,12,28,24,5,1,0,9,0,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0.420,35,88,1,1.000,.359,.449,23,1,1,5,0,13,0,1,0,25,.960,13,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,16,27,"10,33",0.30,10,33,"23,47",0.49,23,47,"17,37",0.46,17,37,"2,4",0.50,2,4,0,0,0,0,"4,16","6,9","31,52",33,0,0,0,55,0,0,0,2,18,0,,,,,,,,,Trinity,TRINITY,0,True,,,3.243800065218656,42,88
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Williams,J. Dunaway,J.,Dunaway,,789,J. Dunaway,0,0WILLIAMS,35,33,,,98,17,33,14,9,1,1,12,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0.430,47,114,0,.000,.337,.480,36,1,0,0,0,0,0,1,0,37,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,24,30,"9,30",0.30,9,30,"17,53",0.32,17,53,"5,29",0.17,5,29,"5,8",0.63,5,8,0,0,0,0,"11,22","2,4","30,59",36,0,0,0,14,0,0,0,5,22,0,,,,,,,,,Williams,WILLIAMS,0,True,,,3.1055644409239624,43,87
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Williams,K. Blanch,K.,Blanch,,789,K. Blanch,0,0WILLIAMS,40,40,,,128,18,40,19,7,2,0,6,0,0,17,2,2,1,0,3,0,0,0,0,0,1,0,0.336,51,137,3,.667,.313,.398,65,71,5,0,0,15,0,0,0,141,.965,15,1.000,91,1,14,9,9,0,8,1,0,0,98.0,40,32,14,62,15,3,2,2.29,392,412,7,2,0,1,3,0,0,9,.232,4,6,36,34,"14,44",0.32,14,44,"15,56",0.27,15,56,"12,35",0.34,12,35,"2,7",0.29,2,7,0,0,0,0,"12,30","9,13","28,60",2,0,0,0,0,0,0,0,9,25,0,38,188,0,"2,8","5,16","5,13",0,"4,12",Williams,WILLIAMS,0,True,,,3.100129189359867,44,87
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bates,Ella Maher,Ella,Maher,,50,Ella Maher,0,0BATES,35,35,,,107,25,33,14,6,0,1,17,0,0,14,1,3,0,4,0,0,0,0,0,0,0,0,0.403,42,128,3,1.000,.308,.393,46,66,8,0,0,0,0,1,0,120,.933,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,31,32,"9,30",0.30,9,30,"15,50",0.30,15,50,"9,27",0.33,9,27,"0,5",0,0,5,0,0,0,0,"6,22","0,3","30,60",13,0,0,0,0,0,0,0,8,20,0,,,,,,,,,Bates,BATES,0,True,,,3.0578692009197153,45,87
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,C. Viola,C.,Viola,,420,C. Viola,0,0MIDSOFT,38,37,,,115,23,36,23,6,0,0,15,0,5,21,9,2,2,4,3,0,0,0,0,0,1,0,0.406,42,142,4,.500,.313,.365,74,50,6,0,0,0,0,4,0,130,.954,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,40,19,"9,34",0.26,9,34,"28,76",0.37,28,76,"18,52",0.35,18,52,"4,8",0.50,4,8,0,0,0,0,"3,9","11,20","58,90",221,0,0,0,0,0,0,0,20,21,0,,,,,,,,,Middlebury,MIDSOFT,1126-5718,True,,,3.041810968861586,46,86
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Jacelyn Lees,Jacelyn,Lees,,764,Jacelyn Lees,0,0WESLEYAN,29,15,,,55,1,18,12,3,0,1,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0.356,24,59,0,.000,.327,.436,3,14,1,0,0,6,3,0,0,18,.944,9,.667,91,1,14,14,2,1,10,6,0,0,100.1,27,23,13,62,19,5,3,1.60,378,406,4,3,0,5,7,0,0,21,.241,0,5,10,24,"7,21",0.33,7,21,"10,33",0.30,10,33,"8,22",0.36,8,22,"5,8",0.63,5,8,0,0,0,0,"0,6","3,5","17,34",15,0,0,0,62,0,0,0,5,13,0,164,66,0,"1,1","3,5","2,2",0,"2,3",Wesleyan,WESLEYAN,0,True,,,3.022927883713498,47,86
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Keriann Slayton,Keriann,Slayton,,717,Keriann Slayton,0,0TUFTS,44,44,,,140,15,44,25,11,1,1,7,0,2,7,1,0,0,0,1,0,0,0,0,0,2,0,0.353,60,150,0,.000,.314,.429,208,20,3,4,0,38,4,1,0,231,.987,42,.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,32,51,"23,52",0.44,23,52,"27,77",0.35,27,77,"15,44",0.34,15,44,"2,6",0.33,2,6,0,0,0,0,"6,21","6,9","46,82",1,0,0,0,0,0,0,0,14,25,0,,,,,,,,,Tufts,TUFTS,0,True,,,2.962667820459871,48,86
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,M. Mosqueda,M.,Mosqueda,,267,M. Mosqueda,0,0HAMILTON,28,26,,,80,16,26,13,4,1,1,7,0,2,9,2,5,2,0,1,0,0,0,0,0,0,0,0.389,35,90,7,.714,.325,.438,69,39,2,0,0,2,0,4,0,110,.982,2,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,17,25,"12,28",0.43,12,28,"12,41",0.29,12,41,"11,33",0.33,11,33,"1,8",0.13,1,8,0,0,0,0,"6,17","3,6","23,45",319,0,0,0,6,0,0,0,5,15,0,,,,,,,,,Hamilton,HAMILTON,0,True,,,2.9268375521642205,49,86
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,Y. Everett,Y.,Everett,,267,Y. Everett,0,0HAMILTON,27,22,,,75,17,26,5,3,1,0,3,0,1,9,2,15,2,5,0,0,0,0,0,0,0,0,0.380,31,84,17,.882,.347,.413,15,25,0,0,0,10,3,1,0,40,1.000,13,.769,62,1,8,3,4,1,2,1,0,0,51.1,41,37,38,28,6,6,0,5.05,197,251,5,4,0,3,9,0,2,7,.315,1,3,24,19,"6,24",0.25,6,24,"11,36",0.31,11,36,"6,24",0.25,6,24,"1,7",0.14,1,7,0,0,0,0,"10,25","3,4","22,42",13,0,0,0,6,0,0,0,10,21,0,47,66,1,"2,6","5,12","1,3",0,"0,4",Hamilton,HAMILTON,0,True,,,2.866296258450686,50,85
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Penelope Fong-picariello,Penelope,Fong-picariello,,69,Penelope Fong-picariello,0,0BOWDOIN,30,26,,,82,23,26,13,2,1,0,12,0,0,14,8,8,0,4,1,0,0,0,0,0,1,0,0.400,30,99,8,1.000,.317,.366,55,17,2,0,0,0,0,1,0,74,.973,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,30,15,"6,29",0.21,6,29,"11,45",0.24,11,45,"7,28",0.25,7,28,"2,7",0.29,2,7,0,0,0,0,"10,16","7,9","26,53",93,0,0,0,0,0,0,0,16,29,0,,,,,,,,,Bowdoin,BOWDOIN,0,True,,,2.8651964081934125,51,85
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Madi Sewell,Madi,Sewell,,717,Madi Sewell,0,0TUFTS,22,21,,,52,13,20,8,5,0,0,9,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0.500,25,67,0,.000,.385,.481,8,0,0,0,0,0,0,0,0,8,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,16,12,"6,14",0.43,6,14,"10,28",0.36,10,28,"5,15",0.33,5,15,"1,3",0.33,1,3,0,0,0,0,"6,12","1,4","20,34",99,0,0,0,"0,1",0,0,1,4,6,0,,,,,,,,,Tufts,TUFTS,0,True,,,2.7550909504143517,52,85
