season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Illinois Wesleyan,Illinois Wesleyan University,Gigi Zera,,,34967,73,ACTIVE,76.71,4.71,24,76.0139508762222,11,3,1,27.0435570710495,-15.3139789988741,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Carthage College,Carthage College,Lexi Manteufel,,Third Year,32898,96,ACTIVE,75.53,3.53,19,75.9462092082506,10,6,3,22.3186624232466,-19.5375219258799,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Illinois Wesleyan,Illinois Wesleyan University,Nora Cerroni,,,17807,107,ACTIVE,77.62,5.62,24,76.9306175428889,11,1,0,20.4303377668899,-15.3139789988741,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Illinois Wesleyan,Illinois Wesleyan University,Emily Gastrau,,,15115,117,ACTIVE,77.42,5.42,24,76.7222842095555,11,1,1,18.9505334014178,-15.3139789988741,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Illinois Wesleyan,Illinois Wesleyan University,Grace Fagan,,,34965,130,ACTIVE,78.75,6.75,24,78.0556175428889,11,2,1,17.5800065447839,-15.3139789988741,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Illinois Wesleyan,Illinois Wesleyan University,Julia Henry,,,9040,213,ACTIVE,80.17,8.17,24,79.4722842095555,11,1,0,10.5549697845071,-15.3139789988741,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Augustana (IL),Augustana College,Sarah Bond,,Fourth Year,18774,312,ACTIVE,79.92,7.92,13,81.3834800992786,7,2,1,6.41432027453897,-21.1102494872768,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,North Central (IL),North Central College,Mallorie Clifton,,,18993,336,ACTIVE,81.17,9.17,18,81.533816573936,10,0,0,5.54867331506273,-19.4697384919084,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Illinois Wesleyan,Illinois Wesleyan University,Brooke Erhard,,,17831,349,ACTIVE,83.41,11.41,22,82.7590818503307,10,0,0,5.09156743363975,-15.6252375265303,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Millikin,Millikin University,Ava Hackman,,Fourth Year,14424,372,ACTIVE,82.24,10.24,21,82.8718048771738,11,0,0,4.65316704041698,-20.4653336168685,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Augustana (IL),Augustana College,Riley Kinsella,,Second Year,7677,374,ACTIVE,81.24,9.24,17,82.770162673637,10,2,1,4.56356117931979,-21.8651275603277,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,North Central (IL),North Central College,Madison Place,,Fourth Year,30388,378,ACTIVE,82.95,10.95,20,83.3186880039995,11,0,0,4.4232754067536,-19.7934741539873,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,North Central (IL),North Central College,Anna Meinhart,,Fourth Year,11317,384,ACTIVE,82.47,10.47,17,82.782780401204,9,1,0,4.2924286502625,-19.3759783915675,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Carthage College,Carthage College,Ro Longden,,Third Year,32896,392,ACTIVE,82.53,10.53,19,82.9462092082505,10,1,0,4.12807754265741,-19.5375219258799,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,North Central (IL),North Central College,Caterina Calabria,,Fourth Year,30389,408,ACTIVE,83.45,11.45,20,83.8186880039995,11,1,1,3.92312774040437,-19.7934741539873,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Carthage College,Carthage College,Mae Norman,,Fourth Year,12517,442,ACTIVE,83.58,11.58,19,83.9988407871979,10,0,0,3.21297322033096,-19.5375219258799,Great Lakes - (W) DIII,clippd_scoreboard
