conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Stoa,Brevin",Brevin,Stoa,0,G,2,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Walter,Will",Will,Walter,0,G,26,616.0,23.692307692307693,339.0,13.04,92.0,3.54,18.0,0.69,10.0,0.38,3.0,0.12,16.0,0.6153846153846154,125.0,256.0,0.49,59.0,146.0,0.4,30.0,42.0,0.71
umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Ingersoll,Brady",Brady,Ingersoll,0,G,27,504.0,18.666666666666668,209.0,7.74,60.0,2.22,32.0,1.19,17.0,0.63,0.0,0.0,24.0,0.8888888888888888,78.0,163.0,0.48,21.0,62.0,0.34,32.0,48.0,0.67
umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Briggs,Max",Max,Briggs,0,G,27,821.0,30.40740740740741,482.0,17.85,101.0,3.74,64.0,2.37,44.0,1.63,1.0,0.04,58.0,2.1481481481481484,146.0,321.0,0.45,65.0,142.0,0.46,125.0,146.0,0.86
umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Gross,Gavin",Gavin,Gross,0,G,5,22.0,4.4,2.0,0.4,2.0,0.4,2.0,0.4,1.0,0.2,0.0,0.0,1.0,0.2,0.0,3.0,0.0,0.0,2.0,0.0,2.0,4.0,0.5
umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Whitney,Elliot",Elliot,Whitney,0,G,27,571.0,21.14814814814815,192.0,7.11,76.0,2.81,75.0,2.78,18.0,0.67,2.0,0.07,50.0,1.851851851851852,78.0,197.0,0.4,24.0,80.0,0.3,12.0,17.0,0.71
umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Rogers,Eli",Eli,Rogers,0,G,7,27.0,3.857142857142857,8.0,1.14,1.0,0.14,2.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.43,0.0,0.0,0.0,2.0,2.0,1.0
umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Johnson,Cole",Cole,Johnson,0,F,26,431.0,16.576923076923077,85.0,3.27,106.0,4.08,47.0,1.81,18.0,0.69,5.0,0.19,31.0,1.1923076923076923,33.0,66.0,0.5,0.0,2.0,0.0,19.0,36.0,0.53
umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Peterson,Amory",Amory,Peterson,0,G,18,276.0,15.333333333333334,104.0,5.78,64.0,3.56,19.0,1.06,13.0,0.72,4.0,0.22,25.0,1.3888888888888888,36.0,84.0,0.43,12.0,34.0,0.35,20.0,22.0,0.91
umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Jenniges,Hudsen",Hudsen,Jenniges,0,F,18,307.0,17.055555555555557,121.0,6.72,79.0,4.39,16.0,0.89,14.0,0.78,6.0,0.33,16.0,0.8888888888888888,45.0,87.0,0.52,10.0,30.0,0.33,21.0,36.0,0.58
