season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_summary_stats
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Mason Semmelmann,Mason,Semmelmann,,1203,Mason Semmelmann,0,0UMHB,12,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,1,1,0,0,0,5,0,0,0,2,1.000,5,1.000,,0,0,0,1,0,0,0,0,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,"0,1",0,0,1,0,0,0,,Mary Hardin-Baylor,UMHB,641-6007,False,19,1,0,0,0,0,0,0,0,0,13.0,18,17,5,10,5,0,0,11.77,57,68,2,4,0,1,1,0,0,4,.333,12,16,0,"8,14","11,34","2,4",0,"5,17",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Blake Long,Blake,Long,,1203,Blake Long,0,0UMHB,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6003,False,2,1,0,0,0,0,0,0,0,0,2.2,0,0,3,5,1,0,0,0.00,9,13,1,1,0,0,0,0,0,0,.222,1,1,0,"2,3","2,6",0,0,"1,4",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Carter Kammlah,Carter,Kammlah,,1203,Carter Kammlah,0,0UMHB,7,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,3,1,0,0,0,0.000,4,.750,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6365,False,16,1,2,0,0,0,0,0,0,0,17.1,11,6,7,21,2,0,2,3.12,69,79,0,3,0,0,0,0,0,6,.232,12,17,0,"2,8","4,14","4,8",0,"3,13",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Jackson Keenan,Jackson,Keenan,,1203,Jackson Keenan,0,0UMHB,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-4094,False,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,3,3,0,0,0,0,0,0,0,0,.000,3,0,0,"0,1",0,"0,2",0,"0,1",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Je Hemmerli,Je,Hemmerli,,1203,Je Hemmerli,0,0UMHB,15,3,,,10,4,2,0,1,0,0,2,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0.385,3,13,2,1.000,.200,.300,16,6,2,0,0,3,1,0,0,24,.917,4,.750,,0,1,1,3,"0,2",0,0,2,"0,5",0,0,5,"0,4",0,0,4,"0,1",0,0,1,0,0,0,0,"0,2","0,3","2,6",1,0,0,0,"1,1",1.00,1,1,0,3,0,,Mary Hardin-Baylor,UMHB,641-6419,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Reid Davis,Reid,Davis,,1203,Reid Davis,0,0UMHB,8,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,3,3,0,0,0,2,0,0,0,6,1.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6735,False,34,1,7,3,1,0,0,0,0,0,31.0,18,14,15,20,4,0,3,4.06,122,139,0,1,2,1,0,0,0,8,.279,36,31,0,"7,12","7,25","1,2",0,"0,9",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Landon Pyles,Landon,Pyles,,1203,Landon Pyles,0,0UMHB,5,1,,,6,0,1,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,2,8,0,.000,.167,.333,5,3,0,0,0,0,0,2,0,8,1.000,0,.000,,0,0,3,1,"1,5",0.20,1,5,"1,4",0.25,1,4,"0,3",0,0,3,"0,1",0,0,1,0,0,0,0,0,"0,1","2,5","0,1",0,0,1,12,0,0,0,0,5,0,,Mary Hardin-Baylor,UMHB,641-6733,False,1,1,0,0,0,0,0,0,0,0,1.0,1,1,1,0,0,0,1,9.00,4,5,0,0,0,0,0,0,0,0,.250,2,1,0,"1,1","0,2",0,0,"0,1",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Michael Doucet,Michael,Doucet,,1203,Michael Doucet,0,0UMHB,9,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,0,0,0,0,2,1.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6748,False,11,1,0,0,1,0,0,0,0,0,14.0,9,8,3,5,4,1,1,5.14,50,59,2,1,0,2,3,0,0,1,.220,25,12,0,"1,3","2,7","0,2",0,"1,5",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Deck III,Deck,III,,1203,Deck III,0,0UMHB,9,6,,,19,6,5,7,1,0,1,6,0,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0.462,9,26,2,.500,.263,.474,18,2,1,2,0,0,0,3,0,21,.952,0,.000,,1,2,4,4,"2,5",0.40,2,5,"4,12",0.33,4,12,"3,9",0.33,3,9,"0,4",0,0,4,0,0,0,0,"5,7","3,3","9,13","1,1",1.00,1,1,0,0,0,0,3,1,0,,Mary Hardin-Baylor,UMHB,641-6363,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Gavin Oliver,Gavin,Oliver,,1203,Gavin Oliver,0,0UMHB,11,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6737,False,10,1,0,2,0,0,0,0,0,0,9.0,8,8,7,10,0,0,2,8.00,35,43,2,0,0,1,0,0,1,4,.286,10,6,0,"4,6","3,12","1,2",0,"1,6",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Tony Ledesma,Tony,Ledesma,,1203,Tony Ledesma,0,0UMHB,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.000,0,0,1,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6747,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Preston Blake,Preston,Blake,,1203,Preston Blake,0,0UMHB,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,3,0,0,0,0,0,1,0,3,1.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6362,False,8,1,0,0,0,0,0,0,0,0,5.1,4,4,4,5,1,0,2,6.75,22,26,0,0,0,0,0,0,0,1,.364,5,4,1,"3,5","4,13","1,1",0,"3,7",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Austin Birkhoff,Austin,Birkhoff,,1203,Austin Birkhoff,0,0UMHB,19,16,,,57,18,20,16,5,0,2,9,0,1,15,3,6,0,0,2,0,0,0,0,0,1,0,0.435,31,69,6,1.000,.351,.544,38,32,5,0,0,0,0,7,0,75,.933,0,.000,,1,0,7,16,"4,11",0.36,4,11,"11,28",0.39,11,28,"8,22",0.36,8,22,"5,8",0.63,5,8,0,0,0,0,"7,16","7,10","22,36",4,0,0,0,"0,1",0,0,1,6,8,0,,Mary Hardin-Baylor,UMHB,641-6416,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,J. Huis,J.,Huis,,1203,J. Huis,0,0UMHB,16,2,,,11,2,1,0,1,0,0,0,0,1,4,2,1,0,1,0,0,0,0,0,0,1,0,0.167,2,13,1,1.000,.091,.182,11,1,0,0,0,0,0,0,0,12,1.000,0,.000,,0,0,3,4,"0,2",0,0,2,"1,6",0.17,1,6,"0,3",0,0,3,"0,1",0,0,1,0,0,0,0,"0,1","0,1","4,8",0,0,0,0,0,0,0,0,2,2,0,,Mary Hardin-Baylor,UMHB,641-6430,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Ryland Anders,Ryland,Anders,,1203,Ryland Anders,0,0UMHB,10,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,1,0,0,0,2,0,0,0,2,1.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6741,False,24,1,0,2,0,0,0,0,0,0,16.1,14,12,4,13,5,2,0,6.61,74,82,3,4,0,0,0,0,0,5,.324,10,24,0,"6,15","5,12","2,4",0,"4,7",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Erick Roberts,Erick,Roberts,,1203,Erick Roberts,0,0UMHB,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-4096,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Cole Morkovsky,Cole,Morkovsky,,1203,Cole Morkovsky,0,0UMHB,8,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,5,0,0,0,3,0,0,0,5,1.000,3,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6431,False,21,1,4,0,1,0,0,0,0,0,21.1,15,12,8,18,5,0,1,5.06,86,97,2,1,0,2,0,0,0,8,.244,21,21,0,"4,9","6,22","2,5",0,"2,13",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Jacob Haynes,Jacob,Haynes,,1203,Jacob Haynes,0,0UMHB,8,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,5,0,0,0,2,2,0,0,5,1.000,4,.500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-4089,False,13,1,0,0,1,,0,0,0,0,11.0,9,8,12,10,4,0,0,6.55,44,58,2,1,0,0,1,0,1,5,.295,9,10,1,"2,7","4,13","3,4",0,"3,8",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Clayton Mcdonald,Clayton,Mcdonald,,1203,Clayton Mcdonald,0,0UMHB,2,0,,,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500,2,2,0,.000,.500,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,1,0,"1,1",1.00,1,1,"1,2",0.50,1,2,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"1,2",0,0,0,0,1,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6742,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Alex Hill,Alex,Hill,,1203,Alex Hill,0,0UMHB,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,3,5,0,0,0,5,1,0,0,8,1.000,6,.833,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6364,False,33,1,8,5,2,0,0,0,0,0,47.0,14,14,17,68,4,1,4,2.68,169,193,10,6,0,0,1,0,0,12,.195,36,31,0,"16,47","13,76","4,14",0,"11,56",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Jeffrey Hughes,Jeffrey,Hughes,,1203,Jeffrey Hughes,0,0UMHB,9,3,,,15,2,4,2,0,0,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0.353,4,17,0,.000,.267,.267,29,0,0,0,0,0,0,3,0,29,1.000,0,.000,,1,1,2,2,"2,6",0.33,2,6,"3,10",0.30,3,10,"2,7",0.29,2,7,0,0,0,0,0,0,0,0,"1,4","0,2","5,10",1,0,0,0,1,0,0,0,0,9,0,,Mary Hardin-Baylor,UMHB,641-6421,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Cade Bennett,Cade,Bennett,,1203,Cade Bennett,0,0UMHB,1,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6743,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Braden Fuentes,Braden,Fuentes,,1203,Braden Fuentes,0,0UMHB,20,15,,,59,14,19,19,1,3,6,5,0,2,13,2,4,0,0,2,0,0,0,0,1,3,0,0.382,44,68,4,1.000,.322,.746,19,0,0,0,0,0,0,0,0,19,1.000,0,.000,,2,4,14,14,"7,17",0.41,7,17,"10,36",0.28,10,36,"5,23",0.22,5,23,"1,7",0.14,1,7,0,0,0,0,"4,9","5,11","14,39",7,0,0,0,11,0,0,0,5,17,0,,Mary Hardin-Baylor,UMHB,641-6746,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Hemmerling Jr,Hemmerling,Jr,,1203,Hemmerling Jr,0,0UMHB,9,10,,,33,4,11,12,0,0,3,6,0,7,3,-1,6,0,1,2,0,0,0,0,1,1,0,0.500,20,49,6,1.000,.333,.606,110,-2,-2,6,0,13,2,0,0,106,1.019,15,.867,,1,0,8,13,"2,9",0.22,2,9,"5,17",0.29,5,17,"4,11",0.36,4,11,"0,3",0,0,3,0,0,0,0,"3,6","5,6","16,23",1,0,0,0,"1,1",1.00,1,1,7,8,0,,Mary Hardin-Baylor,UMHB,641-6419,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Patrick Reyes,Patrick,Reyes,,1203,Patrick Reyes,0,0UMHB,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,1,0,0,0,1,1.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6427,False,12,1,0,0,0,0,0,0,0,0,5.1,10,9,1,7,2,0,2,15.19,30,32,1,0,0,1,0,0,0,3,.400,5,5,0,"2,3","4,10","1,3",0,"2,5",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Zach Hampton,Zach,Hampton,,1203,Zach Hampton,0,0UMHB,9,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,4,2,0,0,6,1,0,0,8,.750,7,.857,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6751,False,27,1,3,4,1,0,0,0,0,0,30.1,16,14,9,29,7,0,1,4.15,117,134,1,3,0,1,4,0,0,8,.231,32,26,0,"6,12","7,26","1,4",0,"7,19",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Cole Haisler,Cole,Haisler,,1203,Cole Haisler,0,0UMHB,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6749,False,2,1,0,0,0,0,0,0,0,0,0.1,3,3,2,0,1,0,0,81.00,3,5,0,0,0,0,0,0,0,0,.667,0,1,0,"1,1","2,3",0,0,0,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Caleb Kennedy,Caleb,Kennedy,,1203,Caleb Kennedy,0,0UMHB,4,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,0,0,0,0,0.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6740,False,10,1,1,0,0,0,0,0,0,0,4.0,5,5,1,3,2,0,0,11.25,22,24,0,1,0,0,0,0,0,1,.455,5,3,0,"3,5","6,14","0,1",0,"4,8",
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Jordan Fernandez,Jordan,Fernandez,,1203,Jordan Fernandez,0,0UMHB,2,0,,,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.250,1,4,0,.000,.250,.250,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,1,0,1,0,0,0,0,0,"1,2",0.50,1,2,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,"0,1","1,1","1,2","1,1",1.00,1,1,"0,1",0,0,1,0,0,0,,Mary Hardin-Baylor,UMHB,641-6001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Josh O'malley,Josh,O'malley,,1203,Josh O'malley,0,0UMHB,5,0,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0,2,0,.000,.000,.000,2,0,1,0,0,0,0,0,0,3,.667,0,.000,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6744,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Carson Livesay,Carson,Livesay,,1062,Carson Livesay,0,0EAST TEX,28,26,,,103,25,36,27,7,2,2,14,0,2,15,5,7,2,1,0,0,0,0,1,1,2,0,0.437,53,120,9,.778,.350,.515,5,0,0,0,0,0,0,0,0,5,1.000,0,.000,,1,2,26,26,"14,32",0.44,14,32,"22,55",0.40,22,55,"15,34",0.44,15,34,"2,7",0.29,2,7,0,0,0,0,"14,29","6,10","38,61",22,0,0,0,1,0,0,0,14,19,0,,East Texas Baptist,EAST TEX,636-4885,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Joaquin Costa,Joaquin,Costa,,1062,Joaquin Costa,0,0EAST TEX,28,28,,,114,25,34,21,7,0,2,16,0,2,9,3,5,2,2,2,0,0,0,0,2,2,0,0.388,47,136,7,.714,.298,.412,35,86,8,0,0,0,0,8,0,129,.938,0,.000,,2,3,30,42,"7,28",0.25,7,28,"16,48",0.33,16,48,"12,33",0.36,12,33,"2,8",0.25,2,8,0,0,0,0,"13,35","10,16","26,54",15,0,0,0,0,0,0,0,7,22,0,,East Texas Baptist,EAST TEX,636-4818,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
