season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_summary_stats
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,George Tyler,George,Tyler,,2741,George Tyler,0,0HOWARD P,9,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,2,0,0,8,1,0,0,4,.500,9,.889,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,10,1,0,0,0,0,0,0,0,0,8.1,19,8,19,12,2,0,0,8.64,38,60,4,3,3,0,0,0,0,2,.263,5,5,1,"0,3","1,8","0,4",0,"0,6",
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Jacob Hill,Jacob,Hill,,2741,Jacob Hill,0,0HOWARD P,9,1,,,11,3,4,4,1,0,0,3,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0.563,5,16,1,.000,.364,.455,19,0,0,0,0,0,0,4,0,19,1.000,0,.000,,0,0,0,3,"1,2",0.50,1,2,"3,7",0.43,3,7,"1,3",0.33,1,3,0,0,0,0,0,0,0,0,"0,3","2,2","7,11","1,1",1.00,1,1,15,0,0,0,0,1,0,,Howard Payne,HOWARD P,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Kenze Holubec,Kenze,Holubec,,2741,Kenze Holubec,0,0HOWARD P,3,0,,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,4,0,.000,.000,.000,5,1,1,1,0,0,1,0,0,7,.857,1,.000,,0,1,2,2,"0,2",0,0,2,"0,3",0,0,3,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"0,3","0,1",0,0,1,1,0,0,0,0,3,0,,Howard Payne,HOWARD P,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Kt Smalls,Kt,Smalls,,2741,Kt Smalls,0,0HOWARD P,2,1,,,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.250,1,4,0,.000,.250,.250,3,0,0,0,0,0,0,0,0,3,1.000,0,.000,,1,0,1,0,0,0,0,0,"1,3",0.33,1,3,"0,2",0,0,2,0,0,0,0,0,0,0,0,"1,1","1,1","2,3",0,0,0,0,0,0,0,0,2,0,0,,Howard Payne,HOWARD P,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Franks Braden,Franks,Braden,,2741,Franks Braden,0,0HOWARD P,19,18,,,73,24,25,14,4,0,2,8,0,1,13,4,2,0,2,0,0,0,0,3,0,3,0,0.415,35,84,2,1.000,.342,.479,26,2,1,0,0,0,0,0,0,29,.966,0,.000,,4,2,17,15,"6,20",0.30,6,20,"13,38",0.34,13,38,"10,29",0.34,10,29,"2,3",0.67,2,3,0,0,0,0,"8,17","3,9","21,42",31,0,0,0,2,0,0,0,4,19,0,,Howard Payne,HOWARD P,0,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Caden Foster,Caden,Foster,,2741,Caden Foster,0,0HOWARD P,6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,0,0,0,0,0.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,10,1,0,1,,0,0,0,0,0,7.1,8,5,4,6,1,0,1,6.14,29,36,0,2,0,1,0,0,0,2,.345,10,3,1,0,0,0,0,0,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Luke Watkins,Luke,Watkins,,2741,Luke Watkins,0,0HOWARD P,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,4,0,0,0,12,1,0,0,5,1.000,13,.923,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,31,1,7,1,3,0,0,0,0,0,34.1,19,17,15,37,6,0,1,4.46,128,150,1,2,2,2,3,0,0,12,.242,35,28,0,"11,29","8,41","1,4",0,"3,28",
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Koehl Kallin,Koehl,Kallin,,2741,Koehl Kallin,0,0HOWARD P,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,3,0,0,0,0,0.000,3,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,6,1,0,0,0,0,0,0,0,0,5.1,9,8,7,3,3,0,0,13.50,18,29,0,3,0,1,1,0,0,2,.333,4,1,0,"2,3","4,5","0,1",0,"1,3",
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Brandon Taylor,Brandon,Taylor,,2741,Brandon Taylor,0,0HOWARD P,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,0,0,0,0,1,1.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,1,1,1,,0,0,0,0,0,0,2.0,0,0,0,3,0,0,0,0.00,7,7,0,0,0,0,0,0,0,1,.143,1,2,0,"0,2","0,2",0,0,"0,2",
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Manuel Chaco,Manuel,Chaco,,2741,Manuel Chaco,0,0HOWARD P,6,4,,,13,3,3,3,2,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0.444,5,18,0,.000,.231,.385,36,0,1,4,0,17,0,0,0,37,.973,17,1.000,,2,0,4,2,"0,2",0,0,2,"2,4",0.50,2,4,"1,3",0.33,1,3,"0,2",0,0,2,0,0,0,0,"2,6","1,3","5,7",0,0,0,0,0,0,0,0,0,1,0,,Howard Payne,HOWARD P,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Wilson Russell,Wilson,Russell,,2741,Wilson Russell,0,0HOWARD P,6,2,,,4,4,0,1,0,0,0,3,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0.500,0,10,2,1.000,.000,.000,7,4,0,0,0,1,0,2,0,11,1.000,1,1.000,,0,0,1,4,"0,1",0,0,1,"0,2",0,0,2,"0,2",0,0,2,"0,1",0,0,1,0,0,0,0,"0,1","1,1","4,6",0,0,0,0,1,0,0,0,1,1,0,,Howard Payne,HOWARD P,0,False,3,1,0,0,0,0,0,0,0,0,3.2,2,2,1,4,0,1,0,4.91,14,16,0,1,0,0,0,0,0,3,.214,3,4,0,"0,1","0,1",0,0,"0,1",
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Foster Byron,Foster,Byron,,2741,Foster Byron,0,0HOWARD P,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Payne,HOWARD P,0,False,4,1,0,0,0,0,0,0,0,0,0.1,2,2,0,0,1,0,2,54.00,5,5,0,0,0,0,0,0,0,0,.800,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Brant Wilson,Brant,Wilson,,2741,Brant Wilson,0,0HOWARD P,8,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,4,1,0,0,14,2,0,0,5,.800,16,.875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,44,1,7,2,1,0,1,0,0,0,37.0,27,21,16,28,8,1,1,5.11,147,170,1,3,1,1,3,0,0,10,.299,40,33,1,0,0,0,0,0,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Brian Hill,Brian,Hill,,2741,Brian Hill,0,0HOWARD P,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,2,0,0,3,0,0,0,2,.000,3,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,11,1,0,0,0,0,0,0,0,0,4.0,12,10,3,4,3,1,2,22.50,24,28,0,1,0,0,0,0,0,0,.458,2,5,0,"2,2","2,6","1,1",0,"0,2",
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Rangel Trevor,Rangel,Trevor,,2741,Rangel Trevor,0,0HOWARD P,7,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,5,0,0,0,4,1,0,0,5,1.000,5,.800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,21,1,1,0,1,0,0,0,0,0,14.1,20,15,8,12,4,0,3,9.42,61,77,0,6,1,2,0,0,0,7,.344,10,14,0,"2,4","2,5","1,1",0,"2,4",
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,"MacKenzie, Jace",Jace,MacKenzie,,2741,"MacKenzie, Jace","MACKENZIE,JACE",MACKENZIEJACEHOWARD P,-7,-7,,,-21,-5,-6,-11,-2,0,0,-5,0,0,-7,-2,-3,1,0,-3,0,0,0,0,0,0,0,0.379,-8,-29,-2,1.500,.286,.381,-20,-3,0,0,0,0,0,0,0,-23,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Payne,HOWARD P,639-3579,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,"Phillips, Ty",Ty,Phillips,,2741,"Phillips, Ty","PHILLIPS,TY",PHILLIPSTYHOWARD P,-6,-6,,,-4,-2,0,-1,0,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,-2,0,-2,0,0.333,0,-6,0,.000,.000,.000,-3,0,0,0,0,0,0,0,0,-3,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Payne,HOWARD P,639-3580,False,-27,1,-5,-2,-3,0,0,0,0,0,-6.0,-28,-28,-3,-2,-7,0,-2,42.00,-45,-50,-6,0,0,-2,0,0,0,0,.600,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,"Hemenway, Kyle",Kyle,Hemenway,,2741,"Hemenway, Kyle","HEMENWAY,KYLE",HEMENWAYKYLEHOWARD P,2,0,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Payne,HOWARD P,639-3582,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,"Kolb, Bryce",Bryce,Kolb,,2741,"Kolb, Bryce","KOLB,BRYCE",KOLBBRYCEHOWARD P,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Payne,HOWARD P,639-3585,False,0,1,0,0,0,0,0,0,0,0,1.1,0,0,0,1,0,0,0,0.00,4,4,0,0,0,0,0,0,0,0,.000,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,"Garza, John",John,Garza,,2741,"Garza, John","GARZA,JOHN",GARZAJOHNHOWARD P,-3,-3,,,-12,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,-13,0,.000,.000,.000,-8,0,-1,0,0,0,0,-2,0,-9,.889,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Payne,HOWARD P,639-3586,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,"Holubec, Kenze",Kenze,Holubec,,2741,"Holubec, Kenze","HOLUBEC,KENZE",HOLUBECKENZEHOWARD P,1,1,,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,3,0,.000,1.000,1.000,6,1,0,1,0,0,0,0,0,7,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Payne,HOWARD P,639-3587,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,"Kuligowski, Kaleb",Kaleb,Kuligowski,,2741,"Kuligowski, Kaleb","KULIGOWSKI,KALEB",KULIGOWSKIKALEBHOWARD P,-1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,-2,0,0,0,0,0,0,0,-2,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Payne,HOWARD P,639-3581,False,-6,1,0,0,0,0,0,0,0,0,-1.-2,-4,0,-1,1,-2,0,0,0.00,-10,-15,0,0,1,-2,-2,0,0,0,.600,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,"Marasco, Ben",Ben,Marasco,,2741,"Marasco, Ben","MARASCO,BEN",MARASCOBENHOWARD P,-1,1,,,2,-2,1,1,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.667,1,3,0,.000,.500,.500,0,-1,0,0,0,0,0,0,0,-1,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Payne,HOWARD P,639-3584,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Tyler Betts,Tyler,Betts,,1203,Tyler Betts,0,0UMHB,14,8,,,31,3,6,5,0,0,0,4,0,0,9,2,0,1,0,0,0,0,0,0,0,2,0,0.286,6,35,1,.000,.194,.194,9,1,0,0,0,0,0,0,0,10,1.000,0,.000,,1,5,12,2,"2,10",0.20,2,10,"2,14",0.14,2,14,"2,9",0.22,2,9,"0,5",0,0,5,0,0,0,0,"3,10","3,4","7,15",1,0,0,0,12,0,0,0,1,8,0,,Mary Hardin-Baylor,UMHB,641-4099,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Cameron Talburt,Cameron,Talburt,,1203,Cameron Talburt,0,0UMHB,28,28,,,116,29,39,20,10,1,3,15,0,7,18,7,17,4,0,1,0,0,0,0,1,2,0,0.439,60,139,21,.810,.336,.517,75,1,0,0,0,0,0,1,0,76,1.000,0,.000,,6,3,22,32,"6,26",0.23,6,26,"14,49",0.29,14,49,"10,42",0.24,10,42,"3,13",0.23,3,13,0,0,0,0,"25,52","4,10","29,54",17,0,0,0,0,0,0,0,5,22,0,,Mary Hardin-Baylor,UMHB,641-5991,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Riley Bender,Riley,Bender,,1203,Riley Bender,0,0UMHB,28,28,,,105,25,30,30,8,1,4,22,2,3,17,2,2,1,1,5,0,0,0,0,0,2,0,0.407,52,136,3,.667,.286,.495,23,49,4,0,0,0,0,5,0,76,.947,0,.000,,6,3,24,34,"15,42",0.36,15,42,"14,60",0.23,14,60,"11,41",0.27,11,41,"5,14",0.36,5,14,0,0,0,0,"12,21","11,19","37,76",24,0,0,0,0,0,0,0,14,26,0,,Mary Hardin-Baylor,UMHB,641-5990,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Taylor Mcdaniel,Taylor,Mcdaniel,,1203,Taylor Mcdaniel,0,0UMHB,27,27,,,96,24,36,30,11,0,5,15,0,15,14,4,3,3,0,1,0,0,0,0,0,4,0,0.520,62,127,6,.500,.375,.646,153,10,1,0,0,0,0,10,0,164,.994,0,.000,,2,2,16,29,"10,38",0.26,10,38,"19,62",0.31,19,62,"17,46",0.37,17,46,"3,13",0.23,3,13,0,0,0,0,"15,25","7,12","33,71",16,0,0,0,0,0,0,0,5,33,0,,Mary Hardin-Baylor,UMHB,641-6738,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Nolan Williams,Nolan,Williams,,1203,Nolan Williams,0,0UMHB,27,27,,,106,36,42,30,9,2,10,16,0,2,30,8,9,1,1,1,0,0,0,0,1,0,0,0.480,85,126,10,.900,.396,.802,27,1,2,0,0,0,0,0,0,30,.933,0,.000,,3,3,13,20,"11,31",0.35,11,31,"24,63",0.38,24,63,"18,42",0.43,18,42,"8,14",0.57,8,14,0,0,0,0,"17,31","3,12","31,68",4,0,0,0,0,0,0,0,6,26,0,,Mary Hardin-Baylor,UMHB,641-6428,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Jacob Newland,Jacob,Newland,,1203,Jacob Newland,0,0UMHB,24,20,,,72,20,21,10,10,1,2,12,0,4,20,8,6,2,2,0,0,0,0,0,1,2,0,0.420,39,90,8,.750,.292,.542,123,12,2,2,0,19,3,1,0,137,.985,22,.864,,0,4,11,20,"2,21",0.10,2,21,"7,37",0.19,7,37,"5,28",0.18,5,28,"6,9",0.67,6,9,0,0,0,0,"8,13","5,7","18,44",2,0,0,0,"0,1",0,0,1,4,21,0,,Mary Hardin-Baylor,UMHB,641-6732,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Easton Cline,Easton,Cline,,1203,Easton Cline,0,0UMHB,28,27,,,106,21,34,17,4,1,1,17,0,3,14,9,9,2,0,2,0,0,0,0,0,3,0,0.422,43,128,11,.818,.321,.406,32,62,19,0,0,0,0,10,0,113,.832,0,.000,,4,5,23,33,"11,28",0.39,11,28,"23,62",0.37,23,62,"16,46",0.35,16,46,"5,11",0.45,5,11,0,0,0,0,"8,19","4,17","34,69",8,0,0,0,2,0,0,0,5,22,0,,Mary Hardin-Baylor,UMHB,641-5999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Chris Perez,Chris,Perez,,1203,Chris Perez,0,0UMHB,21,12,,,41,8,5,3,2,1,0,10,0,3,5,1,4,2,1,0,0,0,0,0,0,1,0,0.333,9,55,6,.667,.122,.220,27,29,2,0,0,0,0,7,0,58,.966,0,.000,,3,3,10,18,"0,10",0,0,10,"1,20",0.05,1,20,"1,10",0.10,1,10,"1,7",0.14,1,7,0,0,0,0,"2,6","2,4","9,25",1,0,0,0,0,0,0,0,0,14,0,,Mary Hardin-Baylor,UMHB,641-5992,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Tyler Martin,Tyler,Martin,,1203,Tyler Martin,0,0UMHB,21,19,,,57,18,20,13,3,0,4,12,0,7,7,4,9,2,1,1,0,0,0,0,1,1,0,0.506,35,78,11,.818,.351,.614,16,1,1,0,0,0,0,0,0,18,.944,0,.000,,0,2,15,15,"2,17",0.12,2,17,"11,34",0.32,11,34,"6,18",0.33,6,18,"2,6",0.33,2,6,0,0,0,0,"7,11","4,8","23,44","1,1",1.00,1,1,"0,1",0,0,1,5,13,0,,Mary Hardin-Baylor,UMHB,641-3663,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Ryan Rhea,Ryan,Rhea,,1203,Ryan Rhea,0,0UMHB,5,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,3,1,0,0,1,1.000,4,.750,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6736,False,22,1,3,0,2,0,0,0,0,0,11.0,15,11,12,7,4,1,2,9.00,51,65,3,0,0,2,0,0,0,4,.431,11,12,0,"9,13","11,31","0,1",0,"6,13",
