season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,fumble_stats_number,fumble_stats_number_lost,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Wilkes,Xavier",Xavier,Wilkes,,160,"Wilkes,Xavier","WILKES,XAVIER",Concordia Chicago,CUC,1250-5185,1,0,31,31,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Espinoza,Dominic",Dominic,Espinoza,,160,"Espinoza,Dominic","ESPINOZA,DOMINIC",Concordia Chicago,CUC,1250-4914,1,0,33,33,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Dzadu,Sylvestre",Sylvestre,Dzadu,,160,"Dzadu,Sylvestre","DZADU,SYLVESTRE",Concordia Chicago,CUC,1250-4733,1,0,44,44,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Mobley,Louis",Louis,Mobley,,160,"Mobley,Louis","MOBLEY,LOUIS",Concordia Chicago,CUC,1250-4455,1,0,49,49,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,1.5,.0,.0,1,1,4,1,1,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Parker,Nicholas",Nicholas,Parker,,160,"Parker,Nicholas","PARKER,NICHOLAS",Concordia Chicago,CUC,1250-5206,1,0,54,54,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Hardy,Benjamin",Benjamin,Hardy,,160,"Hardy,Benjamin","HARDY,BENJAMIN",Concordia Chicago,CUC,1250-4448,1,1,55,55,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Schondelmeyer,Noah",Noah,Schondelmeyer,,160,"Schondelmeyer,Noah","SCHONDELMEYER,NOAH",Concordia Chicago,CUC,1250-4750,1,1,60,60,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Fosu,Mason",Mason,Fosu,,160,"Fosu,Mason","FOSU,MASON",Concordia Chicago,CUC,1250-5295,1,0,62,62,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Williams,Trae",Trae,Williams,,160,"Williams,Trae","WILLIAMS,TRAE",Concordia Chicago,CUC,1250-4961,1,1,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Gerholdt,Connor",Connor,Gerholdt,,160,"Gerholdt,Connor","GERHOLDT,CONNOR",Concordia Chicago,CUC,1250-4919,1,1,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Pearson,Ezekiel",Ezekiel,Pearson,,160,"Pearson,Ezekiel","PEARSON,EZEKIEL",Concordia Chicago,CUC,1250-4460,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Nellans,Caleb",Caleb,Nellans,,160,"Nellans,Caleb","NELLANS,CALEB",Concordia Chicago,CUC,1250-4938,1,0,89,89,0,TE,0,0,,,1,43,0,43,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Puracchio,Zack",Zack,Puracchio,,160,"Puracchio,Zack","PURACCHIO,ZACK",Concordia Chicago,CUC,1250-4942,1,1,90,90,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Lambaz,Adam",Adam,Lambaz,,160,"Lambaz,Adam","LAMBAZ,ADAM",Concordia Chicago,CUC,1250-4451,1,1,95,95,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,3,2,5,5,1.0,.0,.0,1,0,4,1,1,0,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Garza,Servando",Servando,Garza,,160,"Garza,Servando","GARZA,SERVANDO",Concordia Chicago,CUC,1250-4918,1,0,97,97,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Johnson,Na'Kwon",Na'Kwon,Johnson,,160,"Johnson,Na'Kwon","JOHNSON,NA'KWON",Concordia Chicago,CUC,1250-5069,1,0,99,99,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Concordia Chicago,"Jackson,Jahmari",Jahmari,Jackson,,160,"Jackson,Jahmari","JACKSON,JAHMARI",Concordia Chicago,CUC,1250-4595,1,0,93,,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,.5,.0,.0,0,1,2,0.5,0,1,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Weglarz,Tristan",Tristan,Weglarz,,296,"Weglarz,Tristan","WEGLARZ,TRISTAN",Benedictine,BEN,1249-6703,1,1,0,0B,0,WR,0,0,,,2,18,0,14,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Wallace,Kenneth",Kenneth,Wallace,,296,"Wallace,Kenneth","WALLACE,KENNETH",Benedictine,BEN,1249-6700,1,1,0,0,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Florio,Santino",Santino,Florio,,296,"Florio,Santino","FLORIO,SANTINO",Benedictine,BEN,1249-6771,1,1,1,1,0,WR,0,0,,,5,19,0,11,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Moore,Jason",Jason,Moore,,296,"Moore,Jason","MOORE,JASON",Benedictine,BEN,1249-6443,1,0,2,2,0,WR,0,0,,,4,63,1,25,15.8,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,43,0,32,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Leighliter,Jeff",Jeff,Leighliter,,296,"Leighliter,Jeff","LEIGHLITER,JEFF",Benedictine,BEN,1249-6764,1,1,2,2C,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Goedert,Robert",Robert,Goedert,,296,"Goedert,Robert","GOEDERT,ROBERT",Benedictine,BEN,1249-6431,1,0,3,3,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,4,0,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Terry,Davion",Davion,Terry,,296,"Terry,Davion","TERRY,DAVION",Benedictine,BEN,1249-7152,1,0,3,3R,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,49,49,0,0,31,12.3,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Hayden,Jack",Jack,Hayden,,296,"Hayden,Jack","HAYDEN,JACK",Benedictine,BEN,1249-6218,1,1,4,4,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Pruitt,Izeyah",Izeyah,Pruitt,,296,"Pruitt,Izeyah","PRUITT,IZEYAH",Benedictine,BEN,1249-6683,1,0,4,4W,0,WR,0,0,,,1,18,0,18,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Piper,Dawson",Dawson,Piper,,296,"Piper,Dawson","PIPER,DAWSON",Benedictine,BEN,1249-6401,1,1,5,5,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,0,6,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Stephens,Dino",Dino,Stephens,,296,"Stephens,Dino","STEPHENS,DINO",Benedictine,BEN,1249-6407,1,1,5,5A,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,9,0,0,7,4.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Tabari,Azaan",Azaan,Tabari,,296,"Tabari,Azaan","TABARI,AZAAN",Benedictine,BEN,1249-7149,1,1,6,6D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,66,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Pospisil,Tyler",Tyler,Pospisil,,296,"Pospisil,Tyler","POSPISIL,TYLER",Benedictine,BEN,1249-6682,1,0,7,7,0,RB,0,0,,,1,11,0,11,11.0,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,14,131,131,0,2,42,9.4,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Hatter,Ryan",Ryan,Hatter,,296,"Hatter,Ryan","HATTER,RYAN",Benedictine,BEN,1249-7104,1,1,8,8,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,1,4,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Irion,Nick",Nick,Irion,,296,"Irion,Nick","IRION,NICK",Benedictine,BEN,1249-6772,1,1,9,9,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Sheppard,Will",Will,Sheppard,,296,"Sheppard,Will","SHEPPARD,WILL",Benedictine,BEN,1249-6688,1,0,10,10,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Irion,Vince",Vince,Irion,,296,"Irion,Vince","IRION,VINCE",Benedictine,BEN,1249-6773,1,1,11,11,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,6,3,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Barido,Josh",Josh,Barido,,296,"Barido,Josh","BARIDO,JOSH",Benedictine,BEN,1249-6773,1,1,11,1B,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Salvino,Blake",Blake,Salvino,,296,"Salvino,Blake","SALVINO,BLAKE",Benedictine,BEN,1249-6686,1,1,12,7A,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Martin,Marcus",Marcus,Martin,,296,"Martin,Marcus","MARTIN,MARCUS",Benedictine,BEN,1249-7119,1,0,13,13,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,11,0,0,5,3.7,11.0,0,0,48,3,252,0,26,19,192.6,9.69,13.26,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Siebens,Alex",Alex,Siebens,,296,"Siebens,Alex","SIEBENS,ALEX",Benedictine,BEN,1249-6450,1,1,15,15,0,WR,0,0,,,5,113,2,48,22.6,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Conley,Richard",Richard,Conley,,296,"Conley,Richard","CONLEY,RICHARD",Benedictine,BEN,1249-7088,1,0,19,19,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Lewitan,Vytis",Vytis,Lewitan,,296,"Lewitan,Vytis","LEWITAN,VYTIS",Benedictine,BEN,1249-6346,1,0,20,20,0,TE,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Glover,Maison",Maison,Glover,,296,"Glover,Maison","GLOVER,MAISON",Benedictine,BEN,1249-7101,1,0,22,22,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Velazquez,Humberto",Humberto,Velazquez,,296,"Velazquez,Humberto","VELAZQUEZ,HUMBERTO",Benedictine,BEN,1249-6459,1,0,25,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,.0,,,,,,,,,,8,476,0,3,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Szweistis,Walker",Walker,Szweistis,,296,"Szweistis,Walker","SZWEISTIS,WALKER",Benedictine,BEN,1249-6163,1,1,28,28,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Nedow,Cole",Cole,Nedow,,296,"Nedow,Cole","NEDOW,COLE",Benedictine,BEN,1249-7129,1,0,32,32,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Northern Athletics Collegiate Conference (NACC),nacc,Benedictine,"Thurman,Darrion",Darrion,Thurman,,296,"Thurman,Darrion","THURMAN,DARRION",Benedictine,BEN,1249-7154,1,0,33,33,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,20,0,0,5,3.3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
