season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Atlantic East Conference (AEC),aec,Marywood,Tristan Gatchalain,Tristan,Gatchalain,,397,Tristan Gatchalain,0,0MARYWOOD,32,32,,,125,33,50,32,16,2,5,10,1,8,13,4,5,1,0,0,0,0,0,0,2,0,1,0.476,85,143,6,.833,.400,.680,232,27,3,0,0,0,0,13,0,262,.989,0,.000,,7,7,23,31,"13,45",0.29,13,45,"31,77",0.40,31,77,"17,51",0.33,17,51,"5,16",0.31,5,16,0,0,0,0,"12,28","10,17","49,86",65,0,0,0,0,0,0,0,9,30,0,,Marywood,MARYWOOD,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.863714358604915,1,99,batting
2025-26,baseball,Atlantic East Conference (AEC),aec,Neumann,Thomas Carroll,Thomas,Carroll,,1254,Thomas Carroll,0,0NUBB,39,39,,,144,40,53,39,13,5,5,23,2,3,17,4,12,1,2,2,0,0,0,1,0,1,0,0.459,91,174,13,.923,.368,.632,101,2,2,0,0,0,0,2,0,105,.981,0,.000,,3,7,40,35,"20,53",0.38,20,53,"33,87",0.38,33,87,"21,52",0.40,21,52,"9,25",0.36,9,25,0,0,0,0,"10,25","10,14","58,100",59,0,0,0,0,0,0,0,15,29,0,,Neumann,NUBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01776103856183,2,99,batting
2025-26,baseball,Atlantic East Conference (AEC),aec,Neumann,Brandon Colon,Brandon,Colon,,1254,Brandon Colon,0,0NUBB,35,33,,,122,24,49,37,17,1,3,12,0,2,14,7,4,1,2,0,0,0,0,1,1,4,0,0.463,77,138,5,.800,.402,.631,45,43,5,0,0,0,0,9,0,93,.946,0,.000,,2,8,25,34,"17,37",0.46,17,37,"32,74",0.43,32,74,"20,48",0.42,20,48,"7,20",0.35,7,20,0,0,0,0,"11,30","9,14","49,81",122,0,0,0,"0,1",0,0,1,13,26,0,,Neumann,NUBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.495410749615838,3,99,batting
2025-26,baseball,Atlantic East Conference (AEC),aec,Marymount (VA),Jonathan Mcmath,Jonathan,Mcmath,,394,Jonathan Mcmath,0,0MARYMOUN,36,34,,,137,29,44,42,13,1,8,15,0,3,38,7,2,0,0,3,0,0,0,1,1,1,0,0.392,83,158,2,1.000,.321,.606,160,16,3,0,0,0,0,13,0,179,.983,0,.000,,2,1,27,27,"12,51",0.24,12,51,"27,87",0.31,27,87,"18,59",0.31,18,59,"6,22",0.27,6,22,0,0,0,0,"12,27","10,16","42,97",94,0,0,0,6,0,0,0,10,38,0,,Marymount (VA),MARYMOUN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48657680519766,4,98,batting
2025-26,baseball,Atlantic East Conference (AEC),aec,Marymount (VA),Jack Mccarthy,Jack,Mccarthy,,394,Jack Mccarthy,0,0MARYMOUN,42,38,,,154,26,59,46,10,0,5,7,1,6,19,4,3,1,0,2,0,0,0,4,1,4,0,0.426,84,169,4,.750,.383,.545,204,14,2,8,0,51,11,0,0,220,.991,62,.823,,6,3,37,34,"23,47",0.49,23,47,"38,96",0.40,38,96,"28,62",0.45,28,62,"14,28",0.50,14,28,0,0,0,0,"19,40","14,23","55,100",43,0,0,0,90,0,0,0,10,32,0,,Marymount (VA),MARYMOUN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.361538630706082,5,98,batting
2025-26,baseball,Atlantic East Conference (AEC),aec,Centenary (NJ),Dominick Chiego,Dominick,Chiego,,12884,Dominick Chiego,0,0CENTENAR,41,41,,,145,32,53,44,11,2,2,20,0,12,10,1,8,5,4,4,0,0,0,1,1,1,0,0.470,74,185,13,.615,.366,.510,44,98,9,0,0,3,0,8,0,151,.940,3,1.000,,5,10,36,45,"21,56",0.38,21,56,"38,88",0.43,38,88,"24,61",0.39,24,61,"1,11",0.09,1,11,0,0,0,0,"9,18","15,18","67,107",276,0,0,0,0,0,0,0,12,37,0,,Centenary (NJ),CENTENAR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.637835147095316,6,98,batting
2025-26,baseball,Atlantic East Conference (AEC),aec,Centenary (NJ),Dominick Zinna,Dominick,Zinna,,12884,Dominick Zinna,0,0CENTENAR,15,13,,,44,13,14,19,2,0,5,6,1,5,5,0,2,2,2,4,0,0,0,1,0,3,0,0.424,31,61,4,.500,.318,.705,17,24,2,0,0,0,0,3,0,43,.953,0,.000,,3,0,15,13,"6,19",0.32,6,19,"7,26",0.27,7,26,"6,20",0.30,6,20,"1,6",0.17,1,6,0,0,0,0,"5,9","4,9","19,34",22,0,0,0,78,0,0,0,7,16,0,,Centenary (NJ),CENTENAR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4748555309999904,7,97,batting
2025-26,baseball,Atlantic East Conference (AEC),aec,Marymount (VA),Andrew Schaeb,Andrew,Schaeb,,394,Andrew Schaeb,0,0MARYMOUN,40,40,,,131,36,47,37,8,0,3,26,0,3,20,9,8,1,2,8,0,0,0,2,1,3,0,0.452,64,170,9,.889,.359,.489,170,5,4,0,0,1,0,19,0,179,.978,1,1.000,,2,4,29,43,"15,52",0.29,15,52,"25,80",0.31,25,80,"22,57",0.39,22,57,"14,35",0.40,14,35,0,0,0,0,"17,29","17,26","52,100",37,0,0,0,0,0,0,0,23,39,0,,Marymount (VA),MARYMOUN,0,False,1,1,0,0,0,0,0,0,0,0,1.2,1,0,4,2,0,0,0,0.00,5,9,3,0,0,0,0,0,0,2,.200,2,0,0,"1,1","0,4","0,1",0,"0,1",,,,5.856481321701615,8,97,batting
2025-26,baseball,Atlantic East Conference (AEC),aec,Marymount (VA),Bobby Leitzel,Bobby,Leitzel,,394,Bobby Leitzel,0,0MARYMOUN,47,47,,,175,45,67,37,8,1,1,25,0,3,22,7,18,2,2,8,0,0,0,2,0,2,0,0.450,80,213,20,.900,.383,.457,69,137,14,0,0,0,0,28,0,220,.936,0,.000,,4,5,53,39,"19,52",0.37,19,52,"39,101",0.39,39,101,"31,76",0.41,31,76,"19,37",0.51,19,37,0,0,0,0,"6,28","17,18","69,116",154,0,0,0,0,0,0,0,31,41,0,,Marymount (VA),MARYMOUN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.859861851613918,9,97,batting
2025-26,baseball,Atlantic East Conference (AEC),aec,Marywood,Aj Kuzior,Aj,Kuzior,,397,Aj Kuzior,0,0MARYWOOD,28,20,,,62,9,22,16,5,0,2,12,0,8,10,2,0,0,2,1,0,0,0,1,1,1,0,0.506,33,85,0,.000,.355,.532,43,1,1,0,0,0,0,3,0,45,.978,0,.000,,1,2,18,14,"7,17",0.41,7,17,"14,39",0.36,14,39,"7,25",0.28,7,25,"3,8",0.38,3,8,0,0,0,0,"6,14","4,7","27,49",58,0,0,0,98,0,0,0,10,16,0,,Marywood,MARYWOOD,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82518229793578,10,96,batting
