rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,MUW,"Huguley,Tray",0,F,25,35.04,23.04,11.68,2.64,1.04,1.52,2.28,9.839607947746698,2.8317200319323677,3.8155366600760505,1.1764427088646914,0.08297149919167451,2.724327534994681,0.9023339893371687
2,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,MUW,"Austin,Joe Haze",0,F,27,31.703703703703702,13.67,5.44,3.89,3.37,1.52,3.1481481481481484,5.722952342705278,0.972497985811759,0.7612237895114545,2.5597925243015602,3.4175924284954955,2.724327534994681,2.0221437879155477
3,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Principia,"Simon,Nolan",0,G,21,36.76190476190476,24.71,5.19,3.67,3.1,0.1,5.333333333333333,5.720170061296056,3.163086181027503,0.6388554854022961,2.316322956784671,3.0311771276748813,-0.6351872817108628,4.840777666589794
4,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Greenville,"Lofton,Tim",0,,26,18.884615384615383,13.77,7.19,1.23,2.92,1.35,1.5384615384615383,5.439539549317068,0.9923402701887131,1.617801918275564,-0.3839758829480968,2.7735669271278045,2.3221320991919048,-0.054164088813200055
5,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Webster,"Nelson,Charles",0,F,27,31.074074074074073,18.48,3.63,3.74,1.85,0.3,2.111111111111111,5.4346821835296195,1.9269118643432561,-0.12472273223885323,2.393790546449136,1.242217401653518,-0.16201618076642016,0.6844870319345493
6,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Westminster,"Johnson,Jamile",0,C,25,27.08,11.96,7.48,1.08,0.64,2.56,1.28,4.770930021344626,0.6331949229658423,1.7597491510421879,-0.549977860800521,-0.4894956131351617,5.184817259905784,-0.38754931107307944
7,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Blackburn,"Jordan,Evan",0,G,26,32.0,17.23,4.81,2.08,2.27,0.15,1.9230769230769231,4.374107760810934,1.6788833096313287,0.4528556631563747,0.556701991548974,1.843307869596696,-0.5168945064747522,0.44194487288304957
8,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Lyon,"Taylor,Trevon",0,,27,27.62962962962963,14.78,7.59,1.26,1.3,1.11,1.7407407407407407,4.34876465617243,1.1927473423959505,1.8135912048502174,-0.35077548737761194,0.45507512220411805,1.7543267780585736,0.20675247622704976
9,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Blackburn,"Jeter,Jaylen",0,G,26,27.153846153846153,17.73,3.42,1.27,2.58,0.19,1.5384615384615383,4.13482097418356,1.7780947315160995,-0.22751210769054636,-0.339708688854117,2.286969881649994,-0.42226028628586365,-0.054164088813200055
10,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Webster,"Chartrand,Ethan",0,F,16,26.9375,16.25,3.56,1.44,1.5,0.5,0.75,4.134648333038659,1.4844289227371774,-0.15898585738941753,-0.1515731139547029,0.7413086783675361,0.31115492017802265,-1.0711874602905112
11,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Greenville,"Williford,Joshua",0,,24,17.166666666666668,16.08,3.96,1.63,2.0,0.21,1.7083333333333333,3.377257853826782,1.450697039296355,0.03680342918523602,0.058696057991701085,1.4568925687760814,-0.3749431761914194,0.1649507026026435
12,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Principia,"Roberts,Mikhali",0,F,21,31.238095238095237,14.9,7.95,0.71,0.81,0.76,1.8571428571428572,3.2088847095744226,1.2165580836482957,1.9898015627674055,-0.9594494061698343,-0.24619709039625626,0.9262773514057984,0.3568976223065497
13,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Eureka,"Provost,Jaxson",0,G,24,27.5,17.58,2.5,2.88,1.38,0.04,2.375,3.1079321385694905,1.748331304950668,-0.6778274668122496,1.44204587342857,0.569568544669485,-0.7771386119941958,1.0248729028761425
14,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,MUW,"Shephard,Tyler",0,G,27,30.74074074074074,14.67,4.7,2.07,1.33,0.63,2.1481481481481484,2.975650576530309,1.170920829581301,0.3990136093483453,0.5456351930254788,0.4980101556286308,0.6187161357919105,0.7322604875052995
15,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Westminster,"Gohring,Walker",0,G,25,32.28,16.16,4.8,3.16,1.0,0.16,2.96,2.8157364591235634,1.4665708667979187,0.4479609309920085,1.7519162320864288,0.025724787958990844,-0.4932359514275301,1.7794546336161379
16,sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,Spalding,"Morris,Lekendrick",0,F,25,26.56,15.24,6.88,1.92,0.32,0.72,2.56,2.7913184698556712,1.28402185052994,1.4660652211802072,0.3796332151730547,-0.9474693029966308,0.8316431312169097,1.2635013134520385
