season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Marymount (VA),Marymount University - Virginia,Andrew Miller,,,3696,432,ACTIVE,75.53,3.53,17,75.4997058139597,10,2,1,18.7426778588562,-13.7152693503104,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Marymount (VA),Marymount University - Virginia,Daniel Kwon,,Second Year,3693,464,ACTIVE,75.94,3.94,16,76.0010738266143,9,3,2,17.7528761476127,-13.5189346127718,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Salem State,Salem State University,Matthew Tramonte,,Third Year,37023,624,ACTIVE,76.12,4.12,16,76.7272828440658,9,2,1,14.1580390362554,-13.1059286658531,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Kean,Kean University,Patrick Murray,,,35524,625,ACTIVE,76.45,4.45,20,76.4132963044452,13,3,2,14.1446987100086,-13.8936154612819,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Marymount (VA),Marymount University - Virginia,Chase Manion,,Fourth Year,28474,665,ACTIVE,77.06,5.06,17,77.0291175786656,10,1,0,13.2299512588271,-13.7152693503104,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Kean,Kean University,Sean Dunn,,Third Year,35533,670,ACTIVE,77.4,5.4,20,77.3632963044452,13,3,1,13.1654757852934,-13.8936154612819,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Kean,Kean University,Logan Perrone,,,35525,688,ACTIVE,77.4,5.4,20,77.3632963044452,13,4,3,12.8431716477492,-13.8936154612819,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Salem State,Salem State University,Patrick Cotter,,Fourth Year,25374,823,ACTIVE,77.29,5.29,14,78.0176204100359,8,1,1,10.5326339509031,-13.4089462864792,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Marymount (VA),Marymount University - Virginia,Mark Heinz,,Second Year,3684,945,ACTIVE,78.88,6.88,17,78.8526469904303,10,0,0,8.54053914984714,-13.7152693503104,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Springfield,Springfield College,Ryan Wood,,,78796,970,ACTIVE,77.58,5.58,19,78.4834571251327,10,3,0,8.24209732518954,-13.3184221096173,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Salem State,Salem State University,Joseph Orlando,,Third Year,37024,1062,ACTIVE,79.29,7.29,14,79.6865326561332,7,0,0,7.08831446308189,-12.5873520089031,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Marymount (VA),Marymount University - Virginia,Natthapong Manchuen,,Second Year,3691,1079,ACTIVE,79.62,7.62,13,79.660686711992,8,0,0,6.84194161400096,-14.1880083729916,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Springfield,Springfield College,Matthew Kumpulanian,,,37337,1099,ACTIVE,79.16,7.16,19,80.0624044935537,10,1,0,6.5532283959787,-13.3184221096173,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Springfield,Springfield College,Amir Ardolino,,,10816,1108,ACTIVE,79.06,7.06,17,79.9722452716332,9,0,0,6.40860830576558,-13.1321708222507,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Salem State,Salem State University,Michael Murphy,,Fourth Year,13796,1165,ACTIVE,79.86,7.86,14,80.7040217347115,8,1,1,5.6909942721951,-12.6703187315234,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Massachusetts State Collegiate Athletic Conference,mascac,Salem State,Salem State University,Anthony Choukas,,Fourth Year,25278,1189,ACTIVE,80.12,8.12,16,80.7272828440658,9,0,0,5.4277223324913,-13.1059286658531,Region I - (M) DIII,clippd_scoreboard
