season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats_number,fumble_stats_number_lost,scoring_stats,fumble_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,defense_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Torabyan,Anthony",Anthony,Torabyan,,105,"Torabyan,Anthony","TORABYAN,ANTHONY",California Lutheran,CLU,1325-3098,1,0,54,54,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Greer,Isaiah",Isaiah,Greer,,105,"Greer,Isaiah","GREER,ISAIAH",California Lutheran,CLU,1325-3972,1,0,55,55,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Thompson,Easton",Easton,Thompson,,105,"Thompson,Easton","THOMPSON,EASTON",California Lutheran,CLU,1325-3694,1,0,56,56,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Hurley,Derek",Derek,Hurley,,105,"Hurley,Derek","HURLEY,DEREK",California Lutheran,CLU,1325-3671,1,1,58,5B,0,0,LB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Flores,Sam",Sam,Flores,,105,"Flores,Sam","FLORES,SAM",California Lutheran,CLU,1325-3975,1,0,62,62,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Bradley,Sawyer",Sawyer,Bradley,,105,"Bradley,Sawyer","BRADLEY,SAWYER",California Lutheran,CLU,1325-3405,1,0,67,67,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Huerta,Osbaldo",Osbaldo,Huerta,,105,"Huerta,Osbaldo","HUERTA,OSBALDO",California Lutheran,CLU,1325-3400,1,0,69,69,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Seefeldt,Tyler",Tyler,Seefeldt,,105,"Seefeldt,Tyler","SEEFELDT,TYLER",California Lutheran,CLU,1325-3977,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Anguiano,Gabriel",Gabriel,Anguiano,,105,"Anguiano,Gabriel","ANGUIANO,GABRIEL",California Lutheran,CLU,1325-2621,1,1,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Martinez,Kaleb",Kaleb,Martinez,,105,"Martinez,Kaleb","MARTINEZ,KALEB",California Lutheran,CLU,1325-3675,1,1,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Gonzalez,Esteban",Esteban,Gonzalez,,105,"Gonzalez,Esteban","GONZALEZ,ESTEBAN",California Lutheran,CLU,1325-3706,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Curtis,Ryan",Ryan,Curtis,,105,"Curtis,Ryan","CURTIS,RYAN",California Lutheran,CLU,1325-3660,1,1,79,79,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Caruso,Nico",Nico,Caruso,,105,"Caruso,Nico","CARUSO,NICO",California Lutheran,CLU,1325-3653,1,0,81,81,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Chavez,Bradley",Bradley,Chavez,,105,"Chavez,Bradley","CHAVEZ,BRADLEY",California Lutheran,CLU,1325-3655,1,0,83,83,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,8,8.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Freed,Cody",Cody,Freed,,105,"Freed,Cody","FREED,CODY",California Lutheran,CLU,1325-3665,1,0,85,85,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,0,12,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Juarez,Max",Max,Juarez,,105,"Juarez,Max","JUAREZ,MAX",California Lutheran,CLU,1325-3002,1,1,95,95,0,0,DL,0,,,,,,,,0,3,3,6,6,1.5,.0,.0,1,1,8,0.5,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Wood,Jayden",Jayden,Wood,,105,"Wood,Jayden","WOOD,JAYDEN",California Lutheran,CLU,1325-3701,1,0,98,98,0,0,DL,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Vargas,JD",JD,Vargas,,105,"Vargas,JD","VARGAS,JD",California Lutheran,CLU,1325-3698,1,1,99,99,0,0,DL,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Yanez,Chase",Chase,Yanez,,341,"Yanez,Chase","YANEZ,CHASE",La Verne,ULV,1162-3311,1,1,0,0,0,0,DB,0,,,,,,,,0,5,2,7,7,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Brown,Jomar",Jomar,Brown,,341,"Brown,Jomar","BROWN,JOMAR",La Verne,ULV,1162-3502,1,1,1,1,0,0,DB,0,,,,,,,,0,3,1,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Rumsey,Jimmy",Jimmy,Rumsey,,341,"Rumsey,Jimmy","RUMSEY,JIMMY",La Verne,ULV,1162-3557,1,1,2,2,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,1,23,11.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,3,59,0,35,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Ropke,Ronald",Ronald,Ropke,,341,"Ropke,Ronald","ROPKE,RONALD",La Verne,ULV,1162-3555,1,1,3,3,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,4.0,1,13,0,13,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Allen,Noah",Noah,Allen,,341,"Allen,Noah","ALLEN,NOAH",La Verne,ULV,1162-3497,1,1,4,4,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,57,0,20,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Harrison,Kaleb",Kaleb,Harrison,,341,"Harrison,Kaleb","HARRISON,KALEB",La Verne,ULV,1162-4223,1,0,5,5,0,0,DB,0,,,,,,,,0,1,1,2,2,.5,.0,.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Hernandez,Jordan",Jordan,Hernandez,,341,"Hernandez,Jordan","HERNANDEZ,JORDAN",La Verne,ULV,1162-3528,1,1,6,6,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,,,16,73,86,13,0,17,4.6,73.0,6,1,23,1,110,0,20,13,127.7,5.50,8.46,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Mondini,Justin",Justin,Mondini,,341,"Mondini,Justin","MONDINI,JUSTIN",La Verne,ULV,1162-3819,1,1,8,8,0,0,DB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Martin,Devin",Devin,Martin,,341,"Martin,Devin","MARTIN,DEVIN",La Verne,ULV,1162-3539,1,1,9,9,0,0,LB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Reiner,Dylan",Dylan,Reiner,,341,"Reiner,Dylan","REINER,DYLAN",La Verne,ULV,1162-3827,1,1,10,10,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Rudden,Brian",Brian,Rudden,,341,"Rudden,Brian","RUDDEN,BRIAN",La Verne,ULV,1162-3556,1,0,12,12,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,.0,.0,0,0,16,0,38,0,6,4,119.9,6.33,9.50,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"McCown,Tyler",Tyler,McCown,,341,"McCown,Tyler","MCCOWN,TYLER",La Verne,ULV,1162-3814,1,1,15,15,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,,,19,96,103,7,1,18,5.1,96.0,,,,,,,,,,,,,,4,15,0,9,3.8,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Tagaloa,Dalton",Dalton,Tagaloa,,341,"Tagaloa,Dalton","TAGALOA,DALTON",La Verne,ULV,1162-4280,1,1,21,21,0,0,S,0,,,,,,,,0,2,2,4,4,1.0,.0,.0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Suell,Markyvion",Markyvion,Suell,,341,"Suell,Markyvion","SUELL,MARKYVION",La Verne,ULV,1162-4314,1,0,29,29,0,0,DB,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Kenney,Trevon",Trevon,Kenney,,341,"Kenney,Trevon","KENNEY,TREVON",La Verne,ULV,1162-4075,1,1,30,30,0,0,CB,0,,,,,,,,61,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,2,61,1,49,30.5,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Cuevas,Jacob",Jacob,Cuevas,,341,"Cuevas,Jacob","CUEVAS,JACOB",La Verne,ULV,1162-4217,1,0,31,31,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,,,1,-18,0,18,0,0,-18.0,-18.0,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,0,12,12,12,2,59,32,0,0,0,0,1,29.5,,,,,,,,,,,3,3,27,0,100.0,3,3,0,0,0,0,0,0,0,0,0,0,7,369,0,2,52.7
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Barnes,Kekoa",Kekoa,Barnes,,341,"Barnes,Kekoa","BARNES,KEKOA",La Verne,ULV,1162-3499,1,0,34,34,0,0,DB,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Neal,Amir",Amir,Neal,,341,"Neal,Amir","NEAL,AMIR",La Verne,ULV,1162-4276,1,0,35,35,0,0,LB,0,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Felice,Salvatore",Salvatore,Felice,,341,"Felice,Salvatore","FELICE,SALVATORE",La Verne,ULV,1162-4220,1,1,41,41,0,0,LB,0,,,,,,,,0,1,7,8,8,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Brown,Kameron",Kameron,Brown,,341,"Brown,Kameron","BROWN,KAMERON",La Verne,ULV,1162-4070,1,0,42,42,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,9,0,0,6,4.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Kassisieh,Joseph",Joseph,Kassisieh,,341,"Kassisieh,Joseph","KASSISIEH,JOSEPH",La Verne,ULV,1162-4224,1,0,44,44,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Espana,Micah",Micah,Espana,,341,"Espana,Micah","ESPANA,MICAH",La Verne,ULV,1162-3794,1,1,47,47,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Viernes,Andres",Andres,Viernes,,341,"Viernes,Andres","VIERNES,ANDRES",La Verne,ULV,1162-4054,1,1,50,50,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Laureano,Anthony",Anthony,Laureano,,341,"Laureano,Anthony","LAUREANO,ANTHONY",La Verne,ULV,1162-4274,1,0,54,54,0,OL,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Rivera,Reynaldo",Reynaldo,Rivera,,341,"Rivera,Reynaldo","RIVERA,REYNALDO",La Verne,ULV,1162-3553,1,1,62,62,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Knight,Luke",Luke,Knight,,341,"Knight,Luke","KNIGHT,LUKE",La Verne,ULV,1162-4225,1,1,66,66,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Apodaca,Jose",Jose,Apodaca,,341,"Apodaca,Jose","APODACA,JOSE",La Verne,ULV,1162-3780,1,1,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Nadonza,Angelo",Angelo,Nadonza,,341,"Nadonza,Angelo","NADONZA,ANGELO",La Verne,ULV,1162-4050,1,1,72,72,0,OC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
