season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats
2025-26,mlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Michael Peters,Michael,Peters,,30094,Michael Peters,"PETERS,MICHAEL",PETERSMICHAELBCMLAX~1,14,12,,,Brevard,BCMLAX~1,0,0,0,0,0,0,1,20,2,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,49,0,51,11,671:00,8,0,1.000,,59,100,0,37,7,30,.590,2.64,,,,,,,,,,,,,,,,,,
2025-26,mlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Luke Anderson,Luke,Anderson,,30094,Luke Anderson,"ANDERSON,LUKE",ANDERSONLUKEBCMLAX~1,14,3,,,Brevard,BCMLAX~1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,0,13,0,12,7,238:00,55,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,mlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Sutherland Ray,Sutherland,Ray,,30094,Sutherland Ray,"RAY,SUTHERLAND",RAYSUTHERLANDBCMLAX~1,12,11,,,Brevard,BCMLAX~1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,8,9,690:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,mlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Matt Smith,Matt,Smith,,30094,Matt Smith,"SMITH,MATT",SMITHMATTBCMLAX~1,13,7,,,Brevard,BCMLAX~1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,0,37,6,420:00,0,0,1.000,,21,36,0,9,3,6,.583,0.69,,,,,,,,,,,,,,,,,,
2025-26,mlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Jack Hicks,Jack,Hicks,,30094,Jack Hicks,"HICKS,JACK",HICKSJACKBCMLAX~1,15,15,,,Brevard,BCMLAX~1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,20,5,930:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,15,827:12,254,236,0,2,13,0,4,0,0,734,18.42,.482,,,,
2025-26,mlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Joseph Piazza,Joseph,Piazza,,30094,Joseph Piazza,"PIAZZA,JOSEPH",PIAZZAJOSEPHBCMLAX~1,13,4,,,Brevard,BCMLAX~1,0,0,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,44,6,302:00,52,0,1.000,,17,37,0,15,8,7,.459,1.15,,,,,,,,,,,,,,,,,,
2025-26,mlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Devian Anderson,Devian,Anderson,,30094,Devian Anderson,"ANDERSON,DEVIAN",ANDERSONDEVIANBCMLAX~1,15,10,,,Brevard,BCMLAX~1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,18,0,16,10,630:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,mlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Jameson Murray,Jameson,Murray,,30094,Jameson Murray,"MURRAY,JAMESON",MURRAYJAMESONBCMLAX~1,9,0,,,Brevard,BCMLAX~1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,3,0,00:00,0,2,1.000,,0,0,0,0,0,0,.000,0.00,5,55:55,21,10,0,0,0,0,0,0,0,57,22.53,.323,,,,
2025-26,mlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Scott Bundy,Scott,Bundy,,30094,Scott Bundy,"BUNDY,SCOTT",BUNDYSCOTTBCMLAX~1,14,14,,,Brevard,BCMLAX~1,0,0,0,0,0,0,2,3,0,2,1,0,0,0,0,0,0,0,1,1,0,0,2,9,32,0,23,3,810:00,59,11,1.000,,21,27,0,18,6,12,.778,1.29,1,16:53,6,4,0,0,0,0,0,0,0,17,21.32,.400,,,,
2025-26,mlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Brice Peterson,Brice,Peterson,,30094,Brice Peterson,"PETERSON,BRICE",PETERSONBRICEBCMLAX~1,15,15,,,Brevard,BCMLAX~1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,33,3,920:00,54,0,1.000,,23,30,0,18,10,8,.767,1.20,,,,,,,,,,,,,,,,,,
