season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,wsoc,Northwest Conference (NWC),nwc,Puget Sound,"Short, Kate",Kate,Short,,557,"Short, Kate","SHORT,KATE",Puget Sound,PUG,1267-3671,2,2,34,0,34,0,0,5,8,5,1,2,0,0,4.00,2.50,2.50,1.000,.500,3,0,0,0,0,0,1,.500,2,0,0,0,1.00,.00,.00,.00,0,,164:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,22.579305226233217,1,99
2026-27,wsoc,Northwest Conference (NWC),nwc,Willamette,"Seeling, Haleigh",Haleigh,Seeling,,785,"Seeling, Haleigh","SEELING,HALEIGH",Willamette,WIL,0,2,2,9,0,9,0,0,3,5,4,2,1,0,0,2.50,1.50,2.00,.500,1.000,2,0,0,0,1,0,1,.500,1,0,0,0,.50,.00,.00,.00,0,,116:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,19.449896350517598,2,99
2026-27,wsoc,Northwest Conference (NWC),nwc,Puget Sound,"Hausia-Haugen, Leila",Leila,Hausia-Haugen,,557,"Hausia-Haugen, Leila","HAUSIA-HAUGEN,LEILA",Puget Sound,PUG,1267-3041,2,2,22,0,22,0,0,3,4,3,1,1,0,0,2.00,1.50,1.50,.500,.500,2,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,128:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,13.851985100506425,3,99
2026-27,wsoc,Northwest Conference (NWC),nwc,Pacific,Tasanee Kinnett,Tasanee,Kinnett,,2751,Tasanee Kinnett,"KINNETT,TASANEE",Pacific,PU,1265-4930,2,2,23,0,23,0,0,4,5,2,0,1,0,0,2.50,2.00,1.00,.500,.000,3,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,142:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.938136942534125,4,98
2026-27,wsoc,Northwest Conference (NWC),nwc,Puget Sound,"Goodman, Hayden",Hayden,Goodman,,557,"Goodman, Hayden","GOODMAN,HAYDEN",Puget Sound,PUG,1267-3378,2,2,12,0,12,0,0,2,2,2,0,1,0,0,1.00,1.00,1.00,.500,.000,1,1,0,0,0,1,0,.000,1,0,0,0,.50,.00,.00,.00,0,,169:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.57001075845638,5,98
2026-27,wsoc,Northwest Conference (NWC),nwc,Willamette,"Rodriguez, Samantha",Samantha,Rodriguez,,785,"Rodriguez, Samantha","RODRIGUEZ,SAMANTHA",Willamette,WIL,0,2,2,26,0,26,0,0,2,2,2,0,1,0,0,1.00,1.00,1.00,.500,.000,1,0,0,0,1,0,1,.500,2,0,0,0,1.00,.00,.00,.00,0,,105:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.57001075845638,6,98
2026-27,wsoc,Northwest Conference (NWC),nwc,Pacific Lutheran,"Archer, Kyleigh",Kyleigh,Archer,,1297,"Archer, Kyleigh","ARCHER,KYLEIGH",Pacific Lutheran ,PLU,1266-3041,2,2,39,0,39,0,0,1,2,2,0,1,0,0,1.00,.50,1.00,.500,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,99:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,6.885947666417507,7,97
2026-27,wsoc,Northwest Conference (NWC),nwc,George Fox,"Burkes, Sarah",Sarah,Burkes,,1094,"Burkes, Sarah","BURKES,SARAH",George Fox ,GFU,1260-3479,2,2,10,0,10,0,0,1,2,2,0,1,0,0,1.00,.50,1.00,.500,.000,0,0,0,0,0,1,0,.000,0,0,1,0,.00,.50,.00,.00,0,,167:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,6.885947666417507,8,97
2026-27,wsoc,Northwest Conference (NWC),nwc,Whitman,"Cohen, Avery",Avery,Cohen,,780,"Cohen, Avery","COHEN,AVERY",Whitman,BLUE,1269-3747,1,1,26,0,26,0,0,1,3,2,0,1,0,0,3.00,1.00,2.00,1.000,.000,0,0,0,0,1,0,0,.000,0,0,1,0,.00,1.00,.00,.00,0,,59:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,6.885947666417507,9,97
2026-27,wsoc,Northwest Conference (NWC),nwc,Pacific,Elizabeth Brisson,Elizabeth,Brisson,,2751,Elizabeth Brisson,"BRISSON,ELIZABETH",Pacific,PU,1265-4105,2,2,2,0,2,0,0,1,1,2,0,1,0,0,.50,.50,1.00,.500,.000,0,0,0,0,1,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,95:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,6.885947666417507,10,96
