season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,fumble_stats_number,fumble_stats_number_lost,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Landmark Conference,landmark_conference,Juniata,Dillon Wakefield,Dillon,Wakefield,,325,Dillon Wakefield,"WAKEFIELD,DILLON",Juniata,JUNIATA,0,1,1,4,4,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,7,7,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2024679027192695,31,92
2026-27,football,Landmark Conference,landmark_conference,Western Connecticut,"Leroy,Jayden",Jayden,Leroy,,770,"Leroy,Jayden","LEROY,JAYDEN",Western Connecticut,WCT,1074-2925,1,0,2,2X,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,1,44,1,44,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.049434568678765,32,92
2026-27,football,Landmark Conference,landmark_conference,Susquehanna,"McCauley,Carter",Carter,McCauley,,685,"McCauley,Carter","MCCAULEY,CARTER",Susquehanna,SUS,1054-4908,1,1,84,84,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54,0,31,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0457613382155895,33,92
2026-27,football,Landmark Conference,landmark_conference,Western Connecticut,"Taibe,Jahtavio",Jahtavio,Taibe,,770,"Taibe,Jahtavio","TAIBE,JAHTAVIO",Western Connecticut,WCT,1074-2715,1,1,19,1J,0,0,DT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,4,1.5,.0,.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8633996466871736,34,91
2026-27,football,Landmark Conference,landmark_conference,Lycoming,"Oliver,Terrence",Terrence,Oliver,,373,"Oliver,Terrence","OLIVER,TERRENCE",Lycoming,LYC,996-9090,1,1,7,7,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,0,12,10.5,,,,,,,28,115,117,2,0,14,4.1,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8075844055028272,35,91
2026-27,football,Landmark Conference,landmark_conference,Moravian,"Gutridge,Jamie",Jamie,Gutridge,,443,"Gutridge,Jamie","GUTRIDGE,JAMIE",Moravian,MOR,0,1,1,21,21,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,3,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8028487116526255,36,91
2026-27,football,Landmark Conference,landmark_conference,Moravian,"Lane,Aidan",Aidan,Lane,,443,"Lane,Aidan","LANE,AIDAN",Moravian,MOR,0,1,1,0,0D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,5,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8028487116526255,37,91
2026-27,football,Landmark Conference,landmark_conference,Moravian,"Bowen,Antonio",Antonio,Bowen,,443,"Bowen,Antonio","BOWEN,ANTONIO",Moravian,MOR,0,1,1,2,2D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,.5,.0,.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7819013785395413,38,91
2026-27,football,Landmark Conference,landmark_conference,Western Connecticut,"Lagardere,Serge",Serge,Lagardere,,770,"Lagardere,Serge","LAGARDERE,SERGE",Western Connecticut,WCT,1074-2463,1,1,6,6X,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35,0,15,8.8,,,,,,,,,,,,,,,,,,,,1,16,0,16,16.0,,,,,,,,,,,,,,,,,,,0.7640696496687063,39,91
2026-27,football,Landmark Conference,landmark_conference,Western Connecticut,"Rondeau,Ryan",Ryan,Rondeau,,770,"Rondeau,Ryan","RONDEAU,RYAN",Western Connecticut,WCT,1074-2922,1,1,0,,0,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,7,7,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7332193814032384,40,90
2026-27,football,Landmark Conference,landmark_conference,Lycoming,"Shank,Louie",Louie,Shank,,373,"Shank,Louie","SHANK,LOUIE",Lycoming,LYC,996-9085,1,1,14,1D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,7,7,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7332193814032384,41,90
2026-27,football,Landmark Conference,landmark_conference,Susquehanna,"Mahan,Ethan",Ethan,Mahan,,685,"Mahan,Ethan","MAHAN,ETHAN",Susquehanna,SUS,1054-5262,1,1,85,80,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,46,0,23,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7150641761032397,42,90
2026-27,football,Landmark Conference,landmark_conference,Western Connecticut,"Caracter,Chris",Chris,Caracter,,770,"Caracter,Chris","CARACTER,CHRIS",Western Connecticut,WCT,1074-2937,1,1,8,,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,5,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6635900511538517,43,90
2026-27,football,Landmark Conference,landmark_conference,Catholic,"Melograna,Jake",Jake,Melograna,,124,"Melograna,Jake","MELOGRANA,JAKE",Catholic,CUA,1049-3181,1,0,2,2,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,3,34,1,24,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6360631160383277,44,90
2026-27,football,Landmark Conference,landmark_conference,Catholic,"Hunt,Josh",Josh,Hunt,,124,"Hunt,Josh","HUNT,JOSH",Catholic,CUA,1049-3758,1,0,56,56,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,1.5,.0,.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5939607209044646,45,90
2026-27,football,Landmark Conference,landmark_conference,Catholic,"Smith,Jsai",Jsai,Smith,,124,"Smith,Jsai","SMITH,JSAI",Catholic,CUA,1049-3767,1,0,23,23,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5820917830062194,46,89
2026-27,football,Landmark Conference,landmark_conference,Susquehanna,"Surtz,Matt",Matt,Surtz,,685,"Surtz,Matt","SURTZ,MATT",Susquehanna,SUS,1054-4004,1,1,36,36,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,49,0,25,16.3,,,,,,,11,41,43,2,0,12,3.7,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.569534040522139,47,89
2026-27,football,Landmark Conference,landmark_conference,Susquehanna,"Fleming,Ben",Ben,Fleming,,685,"Fleming,Ben","FLEMING,BEN",Susquehanna,SUS,1054-3959,1,1,8,8,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5334097858699165,48,89
2026-27,football,Landmark Conference,landmark_conference,Moravian,"Koser,Avery",Avery,Koser,,443,"Koser,Avery","KOSER,AVERY",Moravian,MOR,0,1,1,4,4,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,41,0,13,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5083784497830212,49,89
2026-27,football,Landmark Conference,landmark_conference,Lycoming,"Cooley,Chris",Chris,Cooley,,373,"Cooley,Chris","COOLEY,CHRIS",Lycoming,LYC,996-9206,1,0,38,38,0,0,0,0,,,,2,92,51,0,0,0,1,1,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5040629292511567,50,89
2026-27,football,Landmark Conference,landmark_conference,Western Connecticut,"Schiavoni,Thomas",Thomas,Schiavoni,,770,"Schiavoni,Thomas","SCHIAVONI,THOMAS",Western Connecticut,WCT,1074-2928,1,1,10,1A,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,39,0,18,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42570415925493377,51,88
2026-27,football,Landmark Conference,landmark_conference,Juniata,Cameron Stones,Cameron,Stones,,325,Cameron Stones,"STONES,CAMERON",Juniata,JUNIATA,0,1,0,51,51,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,4,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3941511253711427,52,88
2026-27,football,Landmark Conference,landmark_conference,Lycoming,"Mitchell-Brown,Christon",Christon,Mitchell-Brown,,373,"Mitchell-Brown,Christon","MITCHELL-BROWN,CHRISTON",Lycoming,LYC,996-9378,1,1,1,1,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,4,1.0,.0,.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3941511253711427,53,88
2026-27,football,Landmark Conference,landmark_conference,Juniata,Sam Gunning,Sam,Gunning,,325,Sam Gunning,"GUNNING,SAM",Juniata,JUNIATA,0,1,1,92,92,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3941511253711427,54,88
2026-27,football,Landmark Conference,landmark_conference,Moravian,"Tosh,Jack",Jack,Tosh,,443,"Tosh,Jack","TOSH,JACK",Moravian,MOR,0,1,1,11,1X,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3941511253711427,55,88
2026-27,football,Landmark Conference,landmark_conference,Susquehanna,"Formisano,Joey",Joey,Formisano,,685,"Formisano,Joey","FORMISANO,JOEY",Susquehanna,SUS,1054-4486,1,1,26,26,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31265285722351044,56,88
2026-27,football,Landmark Conference,landmark_conference,Juniata,Stephen Griffin,Stephen,Griffin,,325,Stephen Griffin,"GRIFFIN,STEPHEN",Juniata,JUNIATA,0,1,1,26,26,0,0,SAF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31265285722351044,57,87
2026-27,football,Landmark Conference,landmark_conference,Catholic,"Brenner,Kieran",Kieran,Brenner,,124,"Brenner,Kieran","BRENNER,KIERAN",Catholic,CUA,1049-2908,1,0,13,13,0,0,0,0,,,,8,304,59,0,0,0,1,2,38.0,2,106,0,0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2927703773113075,58,87
2026-27,football,Landmark Conference,landmark_conference,Moravian,"Barahona,Kaelyb",Kaelyb,Barahona,,443,"Barahona,Kaelyb","BARAHONA,KAELYB",Moravian,MOR,0,1,1,3,3D,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2639708600872074,59,87
2026-27,football,Landmark Conference,landmark_conference,Catholic,"Creston,Ryan",Ryan,Creston,,124,"Creston,Ryan","CRESTON,RYAN",Catholic,CUA,1049-2893,1,0,2,2D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2639708600872074,60,87
2026-27,football,Landmark Conference,landmark_conference,Lycoming,"Woodward,Evan",Evan,Woodward,,373,"Woodward,Evan","WOODWARD,EVAN",Lycoming,LYC,996-9397,1,1,7,7D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,5,5,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19434152983782063,61,87
2026-27,football,Landmark Conference,landmark_conference,Lycoming,"Granitto,Vasco",Vasco,Granitto,,373,"Granitto,Vasco","GRANITTO,VASCO",Lycoming,LYC,996-9365,1,0,30,30,0,0,0,0,,,,,,,,,,,,,4,228,1,1,57.0,1,1,22,0,100.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,1,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18949267226676814,62,87
2026-27,football,Landmark Conference,landmark_conference,Moravian,"Tyler,Trevon",Trevon,Tyler,,443,"Tyler,Trevon","TYLER,TREVON",Moravian,MOR,0,1,0,28,28,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,0,27,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.16990182907625836,63,86
2026-27,football,Landmark Conference,landmark_conference,Moravian,"Doane,Josh",Josh,Doane,,443,"Doane,Josh","DOANE,JOSH",Moravian,MOR,0,1,1,97,97,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12471219958843363,64,86
2026-27,football,Landmark Conference,landmark_conference,Susquehanna,"Webb,Nikolas",Nikolas,Webb,,685,"Webb,Nikolas","WEBB,NIKOLAS",Susquehanna,SUS,1054-4008,1,1,52,52,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12471219958843363,65,86
2026-27,football,Landmark Conference,landmark_conference,Susquehanna,"Bloss,Nick",Nick,Bloss,,685,"Bloss,Nick","BLOSS,NICK",Susquehanna,SUS,1054-3948,1,0,91,91,0,0,0,0,,,,6,215,43,0,0,3,0,2,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11977367259708822,66,86
2026-27,football,Landmark Conference,landmark_conference,Juniata,Abraham Achile,Abraham,Achile,,325,Abraham Achile,"ACHILE,ABRAHAM",Juniata,JUNIATA,0,1,0,87,87,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,67,86
2026-27,football,Landmark Conference,landmark_conference,Western Connecticut,"Abrahante,Messiah",Messiah,Abrahante,,770,"Abrahante,Messiah","ABRAHANTE,MESSIAH",Western Connecticut,WCT,1074-3218,1,0,18,18,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,68,86
2026-27,football,Landmark Conference,landmark_conference,Moravian,"Aguirre,Billy",Billy,Aguirre,,443,"Aguirre,Billy","AGUIRRE,BILLY",Moravian,MOR,0,1,1,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,69,85
2026-27,football,Landmark Conference,landmark_conference,Juniata,Akari Daniels,Akari,Daniels,,325,Akari Daniels,"DANIELS,AKARI",Juniata,JUNIATA,0,1,0,85,85,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70,85
2026-27,football,Landmark Conference,landmark_conference,Juniata,Alex Lemus,Alex,Lemus,,325,Alex Lemus,"LEMUS,ALEX",Juniata,JUNIATA,0,1,0,13,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,71,85
2026-27,football,Landmark Conference,landmark_conference,Western Connecticut,"Amandola,Matthew",Matthew,Amandola,,770,"Amandola,Matthew","AMANDOLA,MATTHEW",Western Connecticut,WCT,1074-2438,1,0,60,60,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,72,85
2026-27,football,Landmark Conference,landmark_conference,Western Connecticut,"Andrews,Greg",Greg,Andrews,,770,"Andrews,Greg","ANDREWS,GREG",Western Connecticut,WCT,1074-3256,1,0,62,62,0,0,DT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,73,85
2026-27,football,Landmark Conference,landmark_conference,Juniata,Ashton Woodard,Ashton,Woodard,,325,Ashton Woodard,"WOODARD,ASHTON",Juniata,JUNIATA,0,1,0,43,43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74,85
2026-27,football,Landmark Conference,landmark_conference,Lycoming,"Austin,Chris",Chris,Austin,,373,"Austin,Chris","AUSTIN,CHRIS",Lycoming,LYC,996-9058,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,75,84
2026-27,football,Landmark Conference,landmark_conference,Western Connecticut,"Aviinel,Layton",Layton,Aviinel,,770,"Aviinel,Layton","AVIINEL,LAYTON",Western Connecticut,WCT,1074-3272,1,0,86,86,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,76,84
