season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats,penalty_stats,misc_stats,goalie_stats,shot_stats,avg_points_game,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,composite_score,global_rank,rating
2026-27,mlax,Southern Athletic Association (SAA),saa,Hendrix,Austin Williams,Austin,Williams,,1124,Austin Williams,"WILLIAMS,AUSTIN",WILLIAMSAUSTINHENDRIX,6,6,,,Hendrix,HENDRIX,1280-2401,,,,,,4.33,0,0,0,0,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,3,330:00,0,0,1.000,34,57,0,26,2,24,.596,,,,,,,,,,,,,,,3.682101094980443,26,93
2026-27,mlax,Southern Athletic Association (SAA),saa,Rhodes,Lucas Pagliarulo,Lucas,Pagliarulo,,573,Lucas Pagliarulo,"PAGLIARULO,LUCAS",PAGLIARULOLUCASRHODES,19,0,,,Rhodes,RHODES,1390-4496,,,,,,0.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,35,0,8,19,00:00,0,0,1.000,9,13,0,10,5,5,.692,,,,,,,,,,,,,,,3.553181437429365,27,92
2026-27,mlax,Southern Athletic Association (SAA),saa,Rhodes,Colin Finnigan,Colin,Finnigan,,573,Colin Finnigan,"FINNIGAN,COLIN",FINNIGANCOLINRHODES,19,4,,,Rhodes,RHODES,1390-4913,,,,,,1.16,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,10,0,5,4,213:00,95,0,1.000,24,40,0,22,11,11,.600,,,,,,,,,,,,,,,3.5355583197997156,28,92
2026-27,mlax,Southern Athletic Association (SAA),saa,Southwestern,Jake Trailer,Jake,Trailer,,8746,Jake Trailer,"TRAILER,JAKE",TRAILERJAKESOUTHWES,16,15,,,Southwestern,SOUTHWES,1322-2900,,,,,,0.50,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,10,40,0,5,21,876:00,111,11,1.000,7,9,0,8,3,5,.778,,,,,,,,,,,,,,,3.4672413860257687,29,92
2026-27,mlax,Southern Athletic Association (SAA),saa,Rhodes,Aidan Malnati,Aidan,Malnati,,573,Aidan Malnati,"MALNATI,AIDAN",MALNATIAIDANRHODES,19,0,,,Rhodes,RHODES,1390-4918,,,,,,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,73,0,14,21,00:00,0,0,1.000,3,7,0,2,1,1,.429,,,,,,,,,,,,,,,3.408270402586015,30,92
2026-27,mlax,Southern Athletic Association (SAA),saa,Southwestern,Sam Stillwell,Sam,Stillwell,,8746,Sam Stillwell,"STILLWELL,SAM",STILLWELLSAMSOUTHWES,16,16,,,Southwestern,SOUTHWES,1322-2912,,,,,,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,48,0,11,30,939:00,67,0,1.000,3,5,0,1,1,0,.600,,,,,,,,,,,,,,,3.3332353005174733,31,92
2026-27,mlax,Southern Athletic Association (SAA),saa,Sewanee,Gus Albright,Gus,Albright,,652,Gus Albright,"ALBRIGHT,GUS",ALBRIGHTGUSSEWANEE,18,0,,,Sewanee,SEWANEE,1321-3136,,,,,,0.28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,50,0,10,22,00:00,0,1,1.000,4,7,0,5,1,4,.571,,,,,,,,,,,,,,,3.244346936504463,32,92
2026-27,mlax,Southern Athletic Association (SAA),saa,Hendrix,Ethan Miller,Ethan,Miller,,1124,Ethan Miller,"MILLER,ETHAN",MILLERETHANHENDRIX,12,11,,,Hendrix,HENDRIX,1280-2620,,,,,,1.50,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,56,118,37,0,23,1,655:00,10,174,1.000,28,59,0,18,8,10,.475,,,,,,,,,,,,,,,3.2186483822225678,33,91
2026-27,mlax,Southern Athletic Association (SAA),saa,Hendrix,Matthew Parsons,Matthew,Parsons,,1124,Matthew Parsons,"PARSONS,MATTHEW",PARSONSMATTHEWHENDRIX,12,11,,,Hendrix,HENDRIX,1280-2396,,,,,,1.75,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,19,19,0,15,3,685:00,10,26,1.000,28,45,0,21,5,16,.622,,,,,,,,,,,,,,,3.205289313716875,34,91
2026-27,mlax,Southern Athletic Association (SAA),saa,Sewanee,Harrison Fuller,Harrison,Fuller,,652,Harrison Fuller,"FULLER,HARRISON",FULLERHARRISONSEWANEE,18,4,,,Sewanee,SEWANEE,1321-3646,,,,,,1.33,0,0,0,0,0,2,12,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,9,0,13,1,240:00,0,0,1.000,35,75,0,24,4,20,.467,,,,,,,,,,,,,,,3.1244763863561102,35,91
2026-27,mlax,Southern Athletic Association (SAA),saa,Berry,William Lee,William,Lee,,973,William Lee,"LEE,WILLIAM",LEEWILLIAMBRY,13,1,,,Berry,BRY,838-3284,,,,,,1.69,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,0,60:00,0,0,1.000,24,44,0,22,14,8,.545,,,,,,,,,,,,,,,3.08521673279668,36,91
2026-27,mlax,Southern Athletic Association (SAA),saa,Berry,Griffin Smiles,Griffin,Smiles,,973,Griffin Smiles,"SMILES,GRIFFIN",SMILESGRIFFINBRY,14,13,,,Berry,BRY,838-3789,,,,,,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,14,27,763:00,153,0,1.000,3,3,0,1,0,1,1.000,,,,,,,,,,,,,,,2.9342862953312467,37,91
2026-27,mlax,Southern Athletic Association (SAA),saa,Rhodes,Burke Wade,Burke,Wade,,573,Burke Wade,"WADE,BURKE",WADEBURKERHODES,17,0,,,Rhodes,RHODES,1390-5118,,,,,,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,219,132,116,0,11,3,18:00,8,351,1.000,1,3,0,2,2,0,.333,,,,,,,,,,,,,,,2.91392794154955,38,90
2026-27,mlax,Southern Athletic Association (SAA),saa,Hendrix,Joey Davis,Joey,Davis,,1124,Joey Davis,"DAVIS,JOEY",DAVISJOEYHENDRIX,9,9,,,Hendrix,HENDRIX,0,,,,,,2.11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,10,14,0,21,3,550:00,10,12,1.000,23,59,0,19,10,9,.390,,,,,,,,,,,,,,,2.877220654261695,39,90
2026-27,mlax,Southern Athletic Association (SAA),saa,Oglethorpe,Peyton Knowles,Peyton,Knowles,,2713,Peyton Knowles,"KNOWLES,PEYTON",KNOWLESPEYTONOGL,13,12,,,Oglethorpe,OGL,1284-2884,,,,,,1.31,0,0,0,0,0,2,10,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,28,0,24,5,720:00,0,3,1.000,27,53,0,17,1,16,.509,,,,,,,,,,,,,,,2.739823951087426,40,90
2026-27,mlax,Southern Athletic Association (SAA),saa,Southwestern,Trey Pena,Trey,Pena,,8746,Trey Pena,"PENA,TREY",PENATREYSOUTHWES,15,15,,,Southwestern,SOUTHWES,1322-2645,,,,,,0.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,198,113,112,0,12,0,884:00,57,311,1.000,0,1,0,3,3,0,.000,,,,,,,,,,,,,,,2.6432268930996297,41,90
2026-27,mlax,Southern Athletic Association (SAA),saa,Oglethorpe,Liam Miller,Liam,Miller,,2713,Liam Miller,"MILLER,LIAM",MILLERLIAMOGL,12,9,,,Oglethorpe,OGL,1284-2729,,,,,,1.58,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,7,3,0,0,0,0,23,0,35,2,540:00,0,0,1.000,31,40,0,19,2,17,.775,,,,,,,,,,,,,,,2.640056999809218,42,90
2026-27,mlax,Southern Athletic Association (SAA),saa,Berry,Caleb Johnson,Caleb,Johnson,,973,Caleb Johnson,"JOHNSON,CALEB",JOHNSONCALEBBRY,14,13,,,Berry,BRY,838-3034,,,,,,0.36,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,1,0,0,155,122,90,0,16,4,763:00,153,277,1.000,14,22,0,5,0,5,.636,,,,,,,,,,,,,,,2.5114892152909776,43,90
2026-27,mlax,Southern Athletic Association (SAA),saa,Sewanee,Sage Cookerly,Sage,Cookerly,,652,Sage Cookerly,"COOKERLY,SAGE",COOKERLYSAGESEWANEE,18,18,,,Sewanee,SEWANEE,1321-3018,,,,,,1.11,0,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,1080:00,0,0,1.000,41,60,0,20,4,16,.683,,,,,,,,,,,,,,,2.153346667451924,44,89
2026-27,mlax,Southern Athletic Association (SAA),saa,Southwestern,Chris Steffek,Chris,Steffek,,8746,Chris Steffek,"STEFFEK,CHRIS",STEFFEKCHRISSOUTHWES,16,16,,,Southwestern,SOUTHWES,1322-1135,,,,,,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,30,0,11,20,939:00,67,0,1.000,6,9,0,4,3,1,.667,,,,,,,,,,,,,,,2.094395380532404,45,89
2026-27,mlax,Southern Athletic Association (SAA),saa,Sewanee,Henry Westfall,Henry,Westfall,,652,Henry Westfall,"WESTFALL,HENRY",WESTFALLHENRYSEWANEE,18,16,,,Sewanee,SEWANEE,1321-3135,,,,,,0.83,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,19,5,960:00,0,0,1.000,23,48,0,15,6,9,.479,,,,,,,,,,,,,,,2.090382262360903,46,89
2026-27,mlax,Southern Athletic Association (SAA),saa,Sewanee,Beau Burnette,Beau,Burnette,,652,Beau Burnette,"BURNETTE,BEAU",BURNETTEBEAUSEWANEE,14,14,,,Sewanee,SEWANEE,1321-3139,,,,,,0.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,26,840:00,0,0,1.000,2,2,0,2,0,2,1.000,,,,,,,,,,,,,,,2.0143944891072607,47,89
2026-27,mlax,Southern Athletic Association (SAA),saa,Centre,Patrick Tatro,Patrick,Tatro,,132,Patrick Tatro,"TATRO,PATRICK",TATROPATRICKCENTRE,13,12,,,Centre,CENTRE,1268-3020,,,,,,0.23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,0,8,15,682:00,130,0,1.000,6,8,0,3,0,3,.750,,,,,,,,,,,,,,,1.9163592173302975,48,89
2026-27,mlax,Southern Athletic Association (SAA),saa,Oglethorpe,Noah Stroud,Noah,Stroud,,2713,Noah Stroud,"STROUD,NOAH",STROUDNOAHOGL,11,6,,,Oglethorpe,OGL,1284-2587,,,,,,1.55,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,3,5,1,0,0,0,0,18,0,22,1,360:00,0,0,1.000,35,70,0,17,2,15,.500,,,,,,,,,,,,,,,1.8902805892716998,49,88
2026-27,mlax,Southern Athletic Association (SAA),saa,Sewanee,Hank Walsh,Hank,Walsh,,652,Hank Walsh,"WALSH,HANK",WALSHHANKSEWANEE,18,0,,,Sewanee,SEWANEE,1321-3145,,,,,,0.94,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,00:00,0,0,1.000,30,48,0,17,5,12,.625,,,,,,,,,,,,,,,1.8200594490136766,50,88
2026-27,mlax,Southern Athletic Association (SAA),saa,Rhodes,Tripp Christman,Tripp,Christman,,573,Tripp Christman,"CHRISTMAN,TRIPP",CHRISTMANTRIPPRHODES,16,0,,,Rhodes,RHODES,1390-5124,,,,,,1.06,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,18:00,8,0,1.000,22,26,0,17,5,12,.846,,,,,,,,,,,,,,,1.7119284222467568,51,88
2026-27,mlax,Southern Athletic Association (SAA),saa,Hendrix,Bennett Davidson,Bennett,Davidson,,1124,Bennett Davidson,"DAVIDSON,BENNETT",DAVIDSONBENNETTHENDRIX,12,11,,,Hendrix,HENDRIX,1280-2616,,,,,,1.08,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,0,19,4,655:00,10,0,1.000,13,19,0,13,8,5,.684,,,,,,,,,,,,,,,1.6996359979771591,52,88
2026-27,mlax,Southern Athletic Association (SAA),saa,Sewanee,Asa Nischwitz,Asa,Nischwitz,,652,Asa Nischwitz,"NISCHWITZ,ASA",NISCHWITZASASEWANEE,12,0,,,Sewanee,SEWANEE,1321-3146,,,,,,0.17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,56,89,0,12,2,00:00,0,192,1.000,4,9,0,2,0,2,.444,,,,,,,,,,,,,,,1.5845867779768317,53,88
2026-27,mlax,Southern Athletic Association (SAA),saa,Berry,Tad Zappa,Tad,Zappa,,973,Tad Zappa,"ZAPPA,TAD",ZAPPATADBRY,13,1,,,Berry,BRY,838-3040,,,,,,1.08,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,13,2,60:00,0,0,1.000,15,27,0,14,7,7,.556,,,,,,,,,,,,,,,1.3974697622497252,54,88
