season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,Heath Sumwalt,Heath,Sumwalt,,623,Heath Sumwalt,"SUMWALT,HEATH",SUMWALTHEATHSALVE REGINA,18,2,,,Salve Regina,SALVE REGINA,0,0,0,0,0,1,2,10,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,21,0,13,5,120:00,7,0,1.000,,,,,,,,,,,,,,,54,81,0,48,19,29,.667,2.67,,,,,,10.211574135367812,11,96
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,Ryan Hunter,Ryan,Hunter,,722,Ryan Hunter,"HUNTER,RYAN",HUNTERRYANCGA-ML~1,15,7,,,Coast Guard,CGA-ML~1,0,0,0,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,14,0,26,6,420:00,0,0,1.000,,,,,,,,,,,,,,,56,102,0,48,22,26,.549,3.20,,,,,,10.153686938888024,12,96
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Camden Matthews,Camden,Matthews,,45,Camden Matthews,"MATTHEWS,CAMDEN",MATTHEWSCAMDENBABSON,20,14,,,Babson,BABSON,0,0,0,0,0,0,1,11,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,13,6,840:00,0,0,1.000,,,,,,,,,,,,,,,61,84,0,47,11,36,.726,2.35,,,,,,9.961991863935216,13,95
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Wheaton,Mike McLaughlin,Mike,McLaughlin,,779,Mike McLaughlin,"MCLAUGHLIN,MIKE",MCLAUGHLINMIKEWHEATON (MASS.),15,3,,,Wheaton,WHEATON (MASS.),0,0,0,0,0,0,0,13,0,2,1,0,0,0,0,0,0,1,3,1,0,0,0,0,26,0,24,12,180:00,0,0,1.000,,,,,,,,,,,,,,,49,82,0,39,14,25,.598,2.60,,,,,,9.104987138676641,14,95
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,Liam Cooney,Liam,Cooney,,623,Liam Cooney,"COONEY,LIAM",COONEYLIAMSALVE REGINA,17,17,,,Salve Regina,SALVE REGINA,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,16,7,1024:00,81,0,1.000,,,,,,,,,,,,,,,67,106,0,42,14,28,.632,2.47,,,,,,9.029346510621137,15,95
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,Zach Bleil,Zach,Bleil,,398,Zach Bleil,"BLEIL,ZACH",BLEILZACHMIT,15,2,,,MIT,MIT,0,0,0,0,0,0,3,22,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,19,0,15,1,120:00,0,0,1.000,,,,,,,,,,,,,,,61,93,0,45,15,30,.656,3.00,,,,,,8.831244809484053,16,95
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,Kevin Tierney,Kevin,Tierney,,673,Kevin Tierney,"TIERNEY,KEVIN",TIERNEYKEVINSCMLX25,17,17,,,Springfield,SCMLX25,0,0,0,0,0,0,1,6,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,31,5,1020:00,0,0,1.000,,,,,,,,,,,,,,,54,93,0,40,19,21,.581,2.35,,,,,,8.555610491993091,17,94
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,Nick Stiles,Nick,Stiles,,398,Nick Stiles,"STILES,NICK",STILESNICKMIT,15,15,,,MIT,MIT,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,0,20,1,900:00,53,0,1.000,,,,,,,,,,,,,,,52,87,0,44,11,33,.598,2.93,,,,,,8.53756575649873,18,94
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Wheaton,Charlie Goodrich,Charlie,Goodrich,,779,Charlie Goodrich,"GOODRICH,CHARLIE",GOODRICHCHARLIEWHEATON (MASS.),15,15,,,Wheaton,WHEATON (MASS.),0,0,0,0,0,0,2,5,1,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,22,0,19,1,930:00,51,0,1.000,,,,,,,,,,,,,,,47,79,0,42,19,23,.595,2.80,,,,,,8.467842435741922,19,94
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,CJ Sanchez,CJ,Sanchez,,398,CJ Sanchez,"SANCHEZ,CJ",SANCHEZCJMIT,14,13,,,MIT,MIT,0,0,0,0,0,0,1,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,26,0,23,5,780:00,53,1,1.000,,,,,,,,,,,,,,,34,65,0,36,18,18,.523,2.57,,,,,,7.772715737696072,20,94
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Bennett Smith,Bennett,Smith,,45,Bennett Smith,"SMITH,BENNETT",SMITHBENNETTBABSON,20,19,,,Babson,BABSON,0,0,0,0,0,0,0,5,1,5,1,0,0,0,0,0,0,0,1,2,0,0,1,0,30,0,28,8,1140:00,0,1,1.000,,,,,,,,,,,,,,,32,75,0,34,15,19,.427,1.70,,,,,,7.747470595467125,21,94
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Sam Sisk,Sam,Sisk,,45,Sam Sisk,"SISK,SAM",SISKSAMBABSON,20,14,,,Babson,BABSON,0,0,0,0,0,0,2,16,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,22,0,24,5,840:00,0,0,1.000,,,,,,,,,,,,,,,36,55,0,37,15,22,.655,1.85,,,,,,7.69840268257417,22,94
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,Bryce Metalios,Bryce,Metalios,,398,Bryce Metalios,"METALIOS,BRYCE",METALIOSBRYCEMIT,14,14,,,MIT,MIT,0,0,0,0,0,0,2,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,5,840:00,53,0,1.000,,,,,,,,,,,,,,,56,94,0,40,6,34,.596,2.86,,,,,,7.560913714688413,23,94
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,Riley  Burgmyer,Riley,Burgmyer,,673,Riley  Burgmyer,"BURGMYER,RILEY",BURGMYERRILEYSCMLX25,17,12,,,Springfield,SCMLX25,0,0,0,0,0,0,1,9,2,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,17,0,17,1,720:00,0,0,1.000,,,,,,,,,,,,,,,48,67,0,37,16,21,.716,2.18,,,,,,7.044743901239036,24,94
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Wheaton,Theo Stamatel,Theo,Stamatel,,779,Theo Stamatel,"STAMATEL,THEO",STAMATELTHEOWHEATON (MASS.),15,15,,,Wheaton,WHEATON (MASS.),0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,15,3,930:00,51,0,1.000,,,,,,,,,,,,,,,20,27,0,33,22,11,.741,2.20,,,,,,6.870039463911675,25,93
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Matt Wells,Matt,Wells,,145,Matt Wells,"WELLS,MATT",WELLSMATTCLARK UNIVERSITY,15,12,,,Clark,CLARK UNIVERSITY,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,2,720:00,0,0,1.000,,,,,,,,,,,,,,,51,91,0,36,13,23,.560,2.40,,,,,,6.740626687814632,26,93
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Tripp Clark,Tripp,Clark,,45,Tripp Clark,"CLARK,TRIPP",CLARKTRIPPBABSON,17,17,,,Babson,BABSON,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,69,0,17,32,1020:00,0,0,1.000,,,,,,,,,,,,,,,6,11,0,6,2,4,.545,0.35,,,,,,5.67645881851908,27,93
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,Jack Naglieri,Jack,Naglieri,,623,Jack Naglieri,"NAGLIERI,JACK",NAGLIERIJACKSALVE REGINA,18,18,,,Salve Regina,SALVE REGINA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,80,0,11,33,1084:00,81,0,1.000,,,,,,,,,,,,,,,6,10,0,3,2,1,.600,0.17,,,,,,5.613503818769534,28,93
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,Riley Pierce,Riley,Pierce,,398,Riley Pierce,"PIERCE,RILEY",PIERCERILEYMIT,15,1,,,MIT,MIT,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,4,60:00,0,0,1.000,,,,,,,,,,,,,,,30,63,0,30,8,22,.476,2.00,,,,,,5.515673964327981,29,93
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Wheaton,Charlie Racine,Charlie,Racine,,779,Charlie Racine,"RACINE,CHARLIE",RACINECHARLIEWHEATON (MASS.),11,11,,,Wheaton,WHEATON (MASS.),0,0,0,0,0,0,0,6,0,4,1,0,0,0,0,0,0,0,1,0,0,0,9,22,28,0,14,7,690:00,51,31,1.000,,,,,,,,,,,,,,,35,60,0,25,11,14,.583,2.27,,,,,,5.4213782022360055,30,93
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Patrick Liddy,Patrick,Liddy,,145,Patrick Liddy,"LIDDY,PATRICK",LIDDYPATRICKCLARK UNIVERSITY,15,1,,,Clark,CLARK UNIVERSITY,0,0,0,0,0,0,0,9,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,16,4,60:00,0,0,1.000,,,,,,,,,,,,,,,30,64,0,28,14,14,.469,1.87,,,,,,5.279774185911998,31,93
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Emerson,Benson Offit,Benson,Offit,,214,Benson Offit,"OFFIT,BENSON",OFFITBENSONEMERSON,14,14,,,Emerson,EMERSON,0,0,0,0,0,0,1,15,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,27,1,836:00,108,0,1.000,,,,,,,,,,,,,,,56,92,0,31,2,29,.609,2.21,,,,,,5.173599699343483,32,93
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,Brady Soldo,Brady,Soldo,,673,Brady Soldo,"SOLDO,BRADY",SOLDOBRADYSCMLX25,16,0,,,Springfield,SCMLX25,0,0,0,0,0,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,1,00:00,0,0,1.000,,,,,,,,,,,,,,,35,60,0,29,12,17,.583,1.81,,,,,,4.928252046326036,33,92
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Topher Bower,Topher,Bower,,45,Topher Bower,"BOWER,TOPHER",BOWERTOPHERBABSON,18,17,,,Babson,BABSON,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24,3,1020:00,0,0,1.000,,,,,,,,,,,,,,,27,51,0,27,16,11,.529,1.50,,,,,,4.89454931533324,34,92
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,Christopher Bethoney,Christopher,Bethoney,,623,Christopher Bethoney,"BETHONEY,CHRISTOPHER",BETHONEYCHRISTOPHERSALVE REGINA,16,0,,,Salve Regina,SALVE REGINA,0,0,0,0,0,0,2,7,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,23,3,00:00,0,0,1.000,,,,,,,,,,,,,,,33,63,0,27,13,14,.524,1.69,,,,,,4.858910122544361,35,92
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Wheaton,Evan Paturzo,Evan,Paturzo,,779,Evan Paturzo,"PATURZO,EVAN",PATURZOEVANWHEATON (MASS.),15,0,,,Wheaton,WHEATON (MASS.),0,0,0,0,0,0,1,9,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,16,2,00:00,0,0,1.000,,,,,,,,,,,,,,,36,47,0,29,7,22,.766,1.93,,,,,,4.5901849078693395,36,92
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,Casey Johnson,Casey,Johnson,,623,Casey Johnson,"JOHNSON,CASEY",JOHNSONCASEYSALVE REGINA,16,5,,,Salve Regina,SALVE REGINA,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,17,2,301:00,39,0,1.000,,,,,,,,,,,,,,,22,45,0,25,14,11,.489,1.56,,,,,,4.429270885469041,37,92
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,Mason Barbone,Mason,Barbone,,623,Mason Barbone,"BARBONE,MASON",BARBONEMASONSALVE REGINA,18,0,,,Salve Regina,SALVE REGINA,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,00:00,0,0,1.000,,,,,,,,,,,,,,,23,31,0,28,15,13,.742,1.56,,,,,,4.361688620348292,38,92
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Justin Greene,Justin,Greene,,45,Justin Greene,"GREENE,JUSTIN",GREENEJUSTINBABSON,20,6,,,Babson,BABSON,0,0,0,0,0,0,2,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13,0,17,5,360:00,0,1,1.000,,,,,,,,,,,,,,,49,70,0,25,6,19,.700,1.25,,,,,,4.338487861825874,39,92
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Jacob Wharton,Jacob,Wharton,,145,Jacob Wharton,"WHARTON,JACOB",WHARTONJACOBCLARK UNIVERSITY,15,14,,,Clark,CLARK UNIVERSITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,52,0,12,33,840:00,0,0,1.000,,,,,,,,,,,,,,,0,2,0,1,1,0,.000,0.07,,,,,,3.9414844637469124,40,92
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,Dylan Nelson,Dylan,Nelson,,398,Dylan Nelson,"NELSON,DYLAN",NELSONDYLANMIT,12,0,,,MIT,MIT,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,1,00:00,0,0,1.000,,,,,,,,,,,,,,,26,50,0,25,9,16,.520,2.08,,,,,,3.9364557356298673,41,91
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Jason Tautel,Jason,Tautel,,145,Jason Tautel,"TAUTEL,JASON",TAUTELJASONCLARK UNIVERSITY,15,14,,,Clark,CLARK UNIVERSITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40,0,5,38,840:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,,3.7712389408268265,42,91
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,Gavin Carzello,Gavin,Carzello,,673,Gavin Carzello,"CARZELLO,GAVIN",CARZELLOGAVINSCMLX25,17,17,,,Springfield,SCMLX25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,7,61,0,11,15,1020:00,0,10,1.000,,,,,,,,,,,,,,,6,7,0,8,3,5,.857,0.47,,,,,,3.7686898435718854,43,91
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Will Reading,Will,Reading,,45,Will Reading,"READING,WILL",READINGWILLBABSON,20,0,,,Babson,BABSON,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,218,181,104,0,11,3,00:00,0,399,1.000,,,,,,,,,,,,,,,9,11,0,6,0,6,.818,0.30,,,,,,3.6082369857337917,44,91
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Wheaton,Jack Board,Jack,Board,,779,Jack Board,"BOARD,JACK",BOARDJACKWHEATON (MASS.),15,0,,,Wheaton,WHEATON (MASS.),0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,24,2,00:00,0,0,1.000,,,,,,,,,,,,,,,52,83,0,22,8,14,.627,1.47,,,,,,3.4058866183909453,45,91
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Colin Howard,Colin,Howard,,145,Colin Howard,"HOWARD,COLIN",HOWARDCOLINCLARK UNIVERSITY,14,9,,,Clark,CLARK UNIVERSITY,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,16,2,540:00,0,0,1.000,,,,,,,,,,,,,,,35,53,0,21,7,14,.660,1.50,,,,,,3.1051216594545252,46,91
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,Gavin Johnson,Gavin,Johnson,,623,Gavin Johnson,"JOHNSON,GAVIN",JOHNSONGAVINSALVE REGINA,17,16,,,Salve Regina,SALVE REGINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,47,0,8,27,964:00,74,0,1.000,,,,,,,,,,,,,,,1,1,0,1,1,0,1.000,0.06,,,,,,3.0072643434597377,47,91
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Springfield,Rory Scanlon,Rory,Scanlon,,673,Rory Scanlon,"SCANLON,RORY",SCANLONRORYSCMLX25,17,0,,,Springfield,SCMLX25,0,0,0,0,0,0,1,10,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,20,1,00:00,0,0,1.000,,,,,,,,,,,,,,,38,61,0,23,4,19,.623,1.35,,,,,,3.000210933788311,48,91
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Lucas Cuda,Lucas,Cuda,,145,Lucas Cuda,"CUDA,LUCAS",CUDALUCASCLARK UNIVERSITY,15,5,,,Clark,CLARK UNIVERSITY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,32,0,16,26,300:00,0,0,1.000,,,,,,,,,,,,,,,5,12,0,4,3,1,.417,0.27,,,,,,2.9800452084285984,49,90
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,Mason Tucker,Mason,Tucker,,722,Mason Tucker,"TUCKER,MASON",TUCKERMASONCGA-ML~1,15,13,,,Coast Guard,CGA-ML~1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,194,106,117,0,11,0,780:00,32,300,1.000,,,,,,,,,,,,,,,3,4,0,1,1,0,.750,0.07,,,,,,2.7553454356152796,50,90
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,Max Silver,Max,Silver,,722,Max Silver,"SILVER,MAX",SILVERMAXCGA-ML~1,15,0,,,Coast Guard,CGA-ML~1,0,0,0,0,0,0,0,6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,2,00:00,0,0,1.000,,,,,,,,,,,,,,,35,60,0,21,6,15,.583,1.40,,,,,,2.7229577394451017,51,90
2025-26,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Brendan Maher,Brendan,Maher,,45,Brendan Maher,"MAHER,BRENDAN",MAHERBRENDANBABSON,20,20,,,Babson,BABSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,48,0,11,24,1200:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,1,1,0,.000,0.05,,,,,,2.6896921289060685,52,90
