season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code
2025-26,wbball,Conference of New England (CCC),ccc,Western New England University,"Blasetti,Perry",Perry,Blasetti,G,775,"Blasetti,Perry","BLASETTI,PERRY",Western New England University,WNE,1022-2888,27,27,01,0,110,238,22,70,78,51,293,15,36,60,791,76,120,196,62,0,48,2,0,27,0.46,0.31,0.65,10.85,7.26,2.22,1.33,0.56,01
2025-26,wbball,Conference of New England (CCC),ccc,Western New England University,"West,Sarah",Sarah,West,G,775,"West,Sarah","WEST,SARAH",Western New England University,WNE,1022-4028,28,0,02,0,31,64,5,12,9,6,73,15,14,15,279,17,28,45,19,0,22,0,0,28,0.48,0.42,0.67,2.61,1.61,0.54,0.50,0.54,02
2025-26,wbball,Conference of New England (CCC),ccc,Western New England University,"Reen,Erin",Erin,Reen,G,775,"Reen,Erin","REEN,ERIN",Western New England University,WNE,1022-2889,28,27,04,0,37,107,8,34,45,32,114,5,21,73,792,20,61,81,43,0,28,0,0,28,0.35,0.24,0.71,4.07,2.89,2.61,0.75,0.18,04
2025-26,wbball,Conference of New England (CCC),ccc,Western New England University,"Hedge,Sophie",Sophie,Hedge,G,775,"Hedge,Sophie","HEDGE,SOPHIE",Western New England University,WNE,1022-4029,27,27,10,0,126,303,61,151,72,62,375,5,26,48,777,45,129,174,62,0,55,0,0,27,0.42,0.40,0.86,13.89,6.44,1.78,0.96,0.19,10
2025-26,wbball,Conference of New England (CCC),ccc,Western New England University,"McDonald,Devlyn",Devlyn,McDonald,F,775,"McDonald,Devlyn","MCDONALD,DEVLYN",Western New England University,WNE,1022-4274,27,1,11,0,44,110,1,18,15,9,98,8,9,28,316,16,39,55,23,0,29,0,0,27,0.40,0.06,0.60,3.63,2.04,1.04,0.33,0.30,11
2025-26,wbball,Conference of New England (CCC),ccc,Western New England University,"Wood,Eliana",Eliana,Wood,G,775,"Wood,Eliana","WOOD,ELIANA",Western New England University,WNE,1022-4560,9,0,12,0,5,8,0,1,2,0,10,1,1,2,27,2,2,4,1,0,2,0,0,9,0.63,0.00,0.00,1.11,0.44,0.22,0.11,0.11,12
2025-26,wbball,Conference of New England (CCC),ccc,Western New England University,"Gibbs,Madison",Madison,Gibbs,F,775,"Gibbs,Madison","GIBBS,MADISON",Western New England University,WNE,1022-4272,9,0,13,0,0,3,0,0,6,3,3,0,2,2,31,2,4,6,1,0,1,0,0,9,0.00,0.00,0.50,0.33,0.67,0.22,0.22,0.00,13
2025-26,wbball,Conference of New England (CCC),ccc,Western New England University,"Regan,Katie",Katie,Regan,F,775,"Regan,Katie","REGAN,KATIE",Western New England University,WNE,1022-4032,26,0,14,0,34,75,0,1,22,17,85,7,18,10,232,29,31,60,29,0,29,0,0,26,0.45,0.00,0.77,3.27,2.31,0.38,0.69,0.27,14
2025-26,wbball,Conference of New England (CCC),ccc,Western New England University,"Barnes,Lottia",Lottia,Barnes,G,775,"Barnes,Lottia","BARNES,LOTTIA",Western New England University,WNE,1022-4561,28,1,20,0,64,157,15,52,47,31,174,14,23,32,464,21,58,79,38,0,39,1,0,28,0.41,0.29,0.66,6.21,2.82,1.14,0.82,0.50,20
2025-26,wbball,Conference of New England (CCC),ccc,Western New England University,"Winter,Paige",Paige,Winter,G,775,"Winter,Paige","WINTER,PAIGE",Western New England University,WNE,1022-2890,28,28,21,0,80,192,49,123,35,21,230,11,55,136,877,18,66,84,45,0,58,2,0,28,0.42,0.40,0.60,8.21,3.00,4.86,1.96,0.39,21
