season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Huntingdon,Huntingdon College,Jack Burr,,,19445,7,ACTIVE,72.22,0.22,32,70.1203279882461,11,3,1,67.2817669772444,-6.7993319544499,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Huntingdon,Huntingdon College,Myles Cunningham III,,Third Year,32902,12,ACTIVE,72.55,0.55,29,70.6267884497026,10,1,1,60.001282538274,-6.89382370271989,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Huntingdon,Huntingdon College,Stephen Baker,,,11228,14,ACTIVE,72.88,0.88,32,70.7765779882461,11,2,0,59.0646323980825,-6.7993319544499,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Huntingdon,Huntingdon College,Cole Humphrey,,Fourth Year,12821,16,ACTIVE,72.62,0.62,32,70.5265779882461,11,1,0,57.9870341454199,-6.7993319544499,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Piedmont,Piedmont University,Adam Rogers,,,24714,41,ACTIVE,73.03,1.03,30,71.6278575577185,11,0,0,44.9223945926276,-7.13646604557373,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Piedmont,Piedmont University,Doug Gugel,,,18272,76,ACTIVE,73.83,1.83,30,72.4278575577185,11,0,0,38.2803606479929,-7.13646604557373,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Huntingdon,Huntingdon College,Matthew Gover,,Fourth Year,24978,79,ACTIVE,75.59,3.59,32,73.4953279882461,11,1,0,38.1178217789517,-6.7993319544499,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Piedmont,Piedmont University,Braden Kiley,,,7376,80,ACTIVE,74.0,2.0,30,72.5945242243851,11,1,0,38.1065033135659,-7.13646604557373,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Covenant,Covenant College,Drew Silman,,Fourth Year,15540,85,ACTIVE,73.46,1.46,26,72.2522522132269,9,3,0,37.7526371049273,-9.28764279748621,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Piedmont,Piedmont University,Jacob DeJesus,,Fourth Year,22436,170,ACTIVE,74.52,2.52,27,73.1368937261711,10,1,0,29.7478761539221,-7.15294124835817,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Piedmont,Piedmont University,Andrew Dunn,,,7367,172,ACTIVE,74.58,2.58,12,73.8694404226865,5,1,0,29.6661656078182,-9.4443066251204,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Covenant,Covenant College,Carson Pruitt,,Second Year,38897,239,ACTIVE,75.22,3.22,23,74.1794531484881,8,0,0,25.3840492487219,-9.28121907860331,Region IV - (M) DIII,clippd_scoreboard
