season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Caltech,Sam Mathews,Sam,Mathews,,89,Sam Mathews,"MATHEWS,SAM",Caltech,CIT,1324-1664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,28:00,0,.00,.00,0,0,0,1,0,0.0,0.00,0,0,27:52,0,1,.00,0.000,.000,.00,,,,,
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Caltech,Ethan Hamel,Ethan,Hamel,,89,Ethan Hamel,"HAMEL,ETHAN",Caltech,CIT,1324-1665,3,3,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,170:00,0,.00,.00,11,0,1,1,1,.727,1.59,8,3,170:19,3,3,1.00,0.727,.333,2.67,,,,,
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Caltech,Justin Wu,Justin,Wu,,89,Justin Wu,"WU,JUSTIN",Caltech,CIT,1324-1846,3,0,2,0,2,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,153:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Caltech,Erik Ledvina,Erik,Ledvina,,89,Erik Ledvina,"LEDVINA,ERIK",Caltech,CIT,1324-1841,3,0,3,0,3,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,151:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Caltech,Aritz Schube-Barriola,Aritz,Schube-Barriola,,89,Aritz Schube-Barriola,"SCHUBE-BARRIOLA,ARITZ",Caltech,CIT,1324-1842,3,3,4,0,4,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,186:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Caltech,Ziad Siala,Ziad,Siala,,89,Ziad Siala,"SIALA,ZIAD",Caltech,CIT,1324-1843,3,3,5,0,5,0,0,1,1,1,1,0,0,0,.33,.33,.33,.000,.333,1,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,128:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Caltech,Arjun Chatha,Arjun,Chatha,,89,Arjun Chatha,"CHATHA,ARJUN",Caltech,CIT,1324-1774,3,3,6,0,6,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,175:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Caltech,Matthew Luk,Matthew,Luk,,89,Matthew Luk,"LUK,MATTHEW",Caltech,CIT,1324-1778,3,3,7,0,7,0,0,6,9,8,2,3,0,0,3.00,2.00,2.67,1.000,.667,3,0,0,0,1,0,1,.333,0,0,0,0,.00,.00,.00,.00,0,,205:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Caltech,Dean Yao,Dean,Yao,,89,Dean Yao,"YAO,DEAN",Caltech,CIT,1324-1780,3,1,8,0,8,0,0,2,7,4,2,1,0,0,2.33,.67,1.33,.333,.667,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,182:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Caltech,Piotr Zawislan,Piotr,Zawislan,,89,Piotr Zawislan,"ZAWISLAN,PIOTR",Caltech,CIT,1324-1781,3,3,9,0,9,0,0,5,7,11,1,5,0,0,2.33,1.67,3.67,1.667,.333,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,193:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
