conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,z_per_set_stats_points,z_per_set_stats_kills,z_per_set_stats_assists,z_per_set_stats_blocks,z_per_set_stats_aces,z_per_set_stats_digs,z_attack_stats_errors,z_serve_stats_errors,composite_score,rank,rating
arc,American Rivers Conference (ARC),2025-26,wvball,Wartburg,"Sash, Anna",0,,17,98,39,0.307,584.0,71.0,250.0,19.0,3.0,110.0,0.0,30.0,49.0,337.0,0.0,0.0,2.0,1.0,65.0,120.0,3.0,70.0,50.0,365.0,1.0,2.55,0.19,0.66,1.22,0.31,3.72,2.8357776887381045,2.1793984532958315,-0.2219563747624518,4.71792983181133,1.3039004127430693,-0.14944943287803683,0.9458286170517554,2.4215487200297106,6.85796475388736,1,99
arc,American Rivers Conference (ARC),2025-26,wvball,Buena Vista,"Hernandez, Charley",0,,1,75,36,0.219,762.0,91.0,258.0,25.0,8.0,157.0,0.0,27.0,28.0,262.0,0.0,0.0,408.0,12.0,254.0,16.0,4.0,10.0,6.0,296.0,1.0,3.44,0.33,3.39,0.21,0.36,3.95,3.058433581284183,3.172000981814767,-0.12946510055765903,0.3258635818799233,1.6258681916421107,2.2762532912707374,1.418597009407153,1.0355950279804047,6.51341879213642,2,95
arc,American Rivers Conference (ARC),2025-26,wvball,Univ. of Dubuque,"Winkel, Delainey",0,,14,116,49,0.223,1276.0,124.0,409.0,17.0,5.0,134.0,0.0,38.0,26.0,422.0,0.0,0.0,647.0,22.0,352.0,23.0,3.0,20.0,3.0,460.0,2.0,3.53,0.15,3.03,0.2,0.33,3.97,3.0777949632447115,3.2723765184065696,-0.2483824531066783,0.282377777425157,1.432687524302686,1.9563804045698,2.198664856793559,0.9035994382614231,6.219932790497209,3,94
arc,American Rivers Conference (ARC),2025-26,wvball,Loras,"Finch, Autumn",0,,9,100,26,0.266,563.0,90.0,240.0,7.0,0.0,55.0,0.0,53.0,48.0,430.0,0.0,0.0,16.0,2.0,90.0,76.0,3.0,49.0,27.0,344.5,7.0,2.4,0.07,0.9,0.76,0.53,3.45,2.5743990322709687,2.012105892309494,-0.30123460979513134,2.7175828268920754,2.7205586398988504,0.06379915825592133,1.394958589789383,2.35555092517022,5.951760828736144,4,92
arc,American Rivers Conference (ARC),2025-26,wvball,Nebraska Wesleyan,"Plucker, Macy",0,,11,89,59,0.146,910.0,164.0,297.0,9.0,2.0,86.0,0.0,30.0,31.0,294.0,0.0,0.0,461.0,35.0,205.0,23.0,3.0,18.0,5.0,341.0,0.0,3.34,0.1,2.3,0.26,0.34,3.83,2.9422652895210115,3.0604726078238755,-0.28141505103696146,0.5432926041537554,1.4970810800824943,1.3077492732040104,3.1442016415043548,1.233588412558877,5.667011228012054,5,91
arc,American Rivers Conference (ARC),2025-26,wvball,Simpson,"Mitchell, Peyton",0,,12,105,27,0.299,546.0,76.0,239.0,12.0,5.0,71.0,0.0,35.0,31.0,251.0,0.0,0.0,5.0,1.0,42.0,100.0,4.0,74.0,26.0,337.0,0.0,2.28,0.11,0.4,0.95,0.33,3.21,2.3420624487446258,1.878271843520424,-0.27480853145090484,3.5438131115326366,1.432687524302686,-0.3804687399398249,1.0640207151406047,1.233588412558877,5.59349620090885,6,90
arc,American Rivers Conference (ARC),2025-26,wvball,Simpson,"DenBeste, Morgan",0,,11,107,39,0.212,552.0,57.0,174.0,606.0,17.0,1984.0,0.0,39.0,26.0,433.0,0.0,0.0,7.0,0.0,236.0,34.0,3.0,23.0,11.0,235.5,3.0,1.63,5.66,2.21,0.32,0.36,2.2,1.364312659737933,1.1533374125796283,3.391809838810523,0.8042074308823538,1.6258681916421107,1.2277810515287761,0.614890742402977,0.9035994382614231,5.468126655761426,7,90
arc,American Rivers Conference (ARC),2025-26,wvball,Central,"Snow, Leslie",0,,17,109,51,0.165,1119.0,177.0,362.0,26.0,7.0,127.0,0.0,31.0,59.0,372.0,0.0,0.0,756.0,51.0,355.0,22.0,8.0,13.0,9.0,408.5,0.0,3.32,0.24,3.26,0.2,0.28,3.75,2.864819761678897,3.038166933025697,-0.18892377683216868,0.282377777425157,1.110719745403645,2.1607436377398432,3.451501096535363,3.0815266686246185,5.3092088521396175,8,89
arc,American Rivers Conference (ARC),2025-26,wvball,Simpson,"Schmidt, Jada",0,,8,107,39,0.209,823.0,116.0,288.0,27.0,4.0,107.0,0.0,22.0,33.0,183.0,0.0,0.0,343.0,23.0,175.0,58.0,4.0,45.0,13.0,345.5,1.0,2.69,0.25,1.64,0.54,0.21,3.23,2.3614238307051543,2.33553817688308,-0.18231725724611206,1.7608951288872148,0.6599648549449872,0.7213156475856256,2.0095574998514,1.3655840022778585,4.906756535983895,9,88
arc,American Rivers Conference (ARC),2025-26,wvball,Coe,"Maahs, Maddy",0,,18,118,45,0.1,281.0,39.0,67.0,1153.0,28.0,3301.0,0.0,36.0,29.0,403.0,0.0,0.0,5.0,0.0,309.0,31.0,6.0,28.0,3.0,120.0,5.0,0.57,9.77,2.62,0.26,0.31,1.02,0.22199112406674712,-0.028863351723823077,6.107089388679796,0.5432926041537554,1.3039004127430693,1.5920807280492881,0.18939918928311916,1.1015928228398955,4.906341604941381,10,87
