season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,receiving_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,composite_score,global_rank,rating
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Malaki Knight,Malaki,Knight,,973,Malaki Knight,"KNIGHT,MALAKI",Berry,BERRY,838-3354,1,0,N0,N0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.5,.0,.0,0,1,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9459670443612107,31,93
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Williams,Cole",Cole,Williams,,426,"Williams,Cole","WILLIAMS,COLE",Millsaps,MC,1282-2719,1,1,12,1B,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,6,6,1.5,.0,.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8930476336816429,32,93
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Risner,Garret",Garret,Risner,,573,"Risner,Garret","RISNER,GARRET",Rhodes,RHO,1390-5137,1,0,30,30,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,2,8,8,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8554540279568603,33,92
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Patterson,Tameron",Tameron,Patterson,,426,"Patterson,Tameron","PATTERSON,TAMERON",Millsaps,MC,1282-2997,1,1,1,1,0,RB,0,0,,,2,30,1,23,15.0,,,,,,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,74,74,0,1,25,5.3,74.0,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.845482733369076,34,92
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Johnson,Nate",Nate,Johnson,,426,"Johnson,Nate","JOHNSON,NATE",Millsaps,MC,1282-2472,1,1,1,1D,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,5,1.0,.0,.0,1,0,2,0,0,0,0,1,0,3,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84268528104805,35,92
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Steele,Ryan",Ryan,Steele,,132,"Steele,Ryan","STEELE,RYAN",Centre,CEN,1268-3363,1,1,2,0B,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.754729322689676,36,92
2026-27,football,Southern Athletic Association (SAA),saa,Berry,David Attaochu,David,Attaochu,,973,David Attaochu,"ATTAOCHU,DAVID",Berry,BERRY,838-3099,1,1,D2,D2,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.5,.0,.0,0,1,4,0.5,0,1,4,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6686117923851163,37,92
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Martin Trejo Jr.,Martin Trejo,Jr.,,973,Martin Trejo Jr.,"JR,MARTIN TREJO",Berry,BERRY,838-3610,1,1,I4,I4,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.5,.0,.0,0,1,2,0.5,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6686117923851163,38,92
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Holman,Na'Shawn",Na'Shawn,Holman,,652,"Holman,Na'Shawn","HOLMAN,NA'SHAWN",Sewanee,SEW,1321-3751,1,1,0,0,0,WR,0,0,,,4,53,1,27,13.3,,,,,,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7,7,0,0,7,.0,7.0,,,,,,,,,,,,,2,77,1,72,38.5,,,3,82,0,42,27.3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,1.6501016466904743,39,92
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Hardeman,Jaylon",Jaylon,Hardeman,,8746,"Hardeman,Jaylon","HARDEMAN,JAYLON",Southwestern,SWU,1322-2822,1,1,41,41,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,1.5,.0,.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6156923817055489,40,92
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Andrew Davis,Andrew,Davis,,973,Andrew Davis,"DAVIS,ANDREW",Berry,BERRY,838-3930,1,0,29,29,0,0,0,0,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,18,0,1,8,6.0,18.0,,,,,,,,,,,,,,,,,,,,3,76,0,32,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.360648288353592,41,91
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Taylor,Mitch",Mitch,Taylor,,426,"Taylor,Mitch","TAYLOR,MITCH",Millsaps,MC,1282-2786,1,0,7,7,0,RB,0,0,,,1,31,0,31,31.0,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,65,70,5,1,22,4.6,65.0,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3472622448831935,42,91
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Maravilla,Kaddy",Kaddy,Maravilla,,8746,"Maravilla,Kaddy","MARAVILLA,KADDY",Southwestern,SWU,1322-3068,1,1,0,0,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,7,7,.5,.0,.0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3388037095525278,43,91
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Martinez,Norvis",Norvis,Martinez,,132,"Martinez,Norvis","MARTINEZ,NORVIS",Centre,CEN,1268-3141,1,1,9,0I,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,6,6,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3007435240046725,44,91
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Dare,Davis",Davis,Dare,,426,"Dare,Davis","DARE,DAVIS",Millsaps,MC,1282-2654,1,0,2,2,0,WR,0,0,,,4,60,0,24,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,0,12,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1993341139893836,45,91
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Threats,Parker",Parker,Threats,,8746,"Threats,Parker","THREATS,PARKER",Southwestern,SWU,1322-3061,1,0,4,4,0,WR,0,0,,,3,60,0,36,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1753751513519781,46,91
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Boehm,Will",Will,Boehm,,132,"Boehm,Will","BOEHM,WILL",Centre,CEN,1268-2842,1,0,35,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,431,54,0,3,3,3,3,43.1,,,,,,,,,,1.1457931490421709,47,91
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Warren,Decorian",Decorian,Warren,,426,"Warren,Decorian","WARREN,DECORIAN",Millsaps,MC,1282-2964,1,1,3,3D,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,4,1.0,.0,.0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0990420633012163,48,90
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Bartlett,Sani",Sani,Bartlett,,573,"Bartlett,Sani","BARTLETT,SANI",Rhodes,RHO,1390-4972,1,1,18,1J,0,WR,0,0,,,5,53,0,28,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9311387765396639,49,90
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Allen,Elias",Elias,Allen,,426,"Allen,Elias","ALLEN,ELIAS",Millsaps,MC,1282-2641,1,1,18,1J,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,3,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9226635667613945,50,90
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Brayden Hardy,Brayden,Hardy,,973,Brayden Hardy,"HARDY,BRAYDEN",Berry,BERRY,838-3343,1,0,36,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,60,62,2,0,40,8.6,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.822672079158409,51,90
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Edmondson,Erozinis",Erozinis,Edmondson,,396,"Edmondson,Erozinis","EDMONDSON,EROZINIS",Maryville College,MAR,1027-1953,1,1,8,8,0,WR,0,0,,,3,48,0,29,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7566842231022965,52,90
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Showalter,Michael",Michael,Showalter,,652,"Showalter,Michael","SHOWALTER,MICHAEL",Sewanee,SEW,1321-2877,1,1,95,95,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7464995998755585,53,90
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Collier,Mark",Mark,Collier,,396,"Collier,Mark","COLLIER,MARK",Maryville College,MAR,1027-1984,1,1,95,95,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,.5,.0,.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6956706674188928,54,90
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Barkley,Robert",Robert,Barkley,,573,"Barkley,Robert","BARKLEY,ROBERT",Rhodes,RHO,1390-4970,1,1,4,4,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6708458086029213,55,90
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Broyles,Hunter",Hunter,Broyles,,652,"Broyles,Hunter","BROYLES,HUNTER",Sewanee,SEW,1321-3713,1,0,94,94,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5443315593490284,56,89
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Vasquez,Jace",Jace,Vasquez,,426,"Vasquez,Jace","VASQUEZ,JACE",Millsaps,MC,1282-2901,1,0,21,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,203,53,0,1,3,1,2,40.6,,,,,,,,,,0.524824716591439,57,89
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Eli Warrington,Eli,Warrington,,973,Eli Warrington,"WARRINGTON,ELI",Berry,BERRY,838-3191,1,1,16,16,0,WR,0,0,,,2,40,0,36,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4775569376025089,58,89
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Etienne,Jaiden",Jaiden,Etienne,,132,"Etienne,Jaiden","ETIENNE,JAIDEN",Centre,CEN,1268-3345,1,1,84,84,0,WR,0,0,,,2,40,0,27,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4775569376025089,59,89
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Fowler,Wyatt",Wyatt,Fowler,,132,"Fowler,Wyatt","FOWLER,WYATT",Centre,CEN,1268-2858,1,1,0,0W,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,3,1.0,.0,.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46867776807639117,60,89
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Diallo,Alpha",Alpha,Diallo,,573,"Diallo,Alpha","DIALLO,ALPHA",Rhodes,RHO,1390-4570,1,1,15,1N,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3934905566268272,61,89
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Coogan,Blake",Blake,Coogan,,573,"Coogan,Blake","COOGAN,BLAKE",Rhodes,RHO,1390-4978,1,1,13,1L,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38072180971801695,62,89
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Thompson,Graydon",Graydon,Thompson,,8746,"Thompson,Graydon","THOMPSON,GRAYDON",Southwestern,SWU,1322-2624,1,1,18,18,0,WR,0,0,,,3,25,1,13,8.3,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26613762880885505,63,89
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Brown,DaRell",DaRell,Brown,,396,"Brown,DaRell","BROWN,DARELL",Maryville College,MAR,1027-2149,1,0,25,25,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,43,48,5,0,16,3.3,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2171955918954091,64,88
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Sims,Jaxon",Jaxon,Sims,,8746,"Sims,Jaxon","SIMS,JAXON",Southwestern,SWU,1322-2775,1,0,6,6,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-4,10,14,0,8,-.7,-4.0,14,2,21,2,107,1,22,10,107.2,4.86,10.70,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2099673519140246,65,88
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Boutan,Zabian",Zabian,Boutan,,426,"Boutan,Zabian","BOUTAN,ZABIAN",Millsaps,MC,1282-2801,1,1,11,11,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,1.0,.0,.0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19132251610029713,66,88
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Maxberry,Seandre",Seandre,Maxberry,,132,"Maxberry,Seandre","MAXBERRY,SEANDRE",Centre,CEN,1268-3359,1,1,92,92,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19132251610029713,67,88
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Smiley,Daniel",Daniel,Smiley,,132,"Smiley,Daniel","SMILEY,DANIEL",Centre,CEN,1268-2880,1,0,27,27,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19132251610029713,68,88
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Jones,Grady",Grady,Jones,,573,"Jones,Grady","JONES,GRADY",Rhodes,RHO,1390-4809,1,0,48,48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,371,50,0,0,5,1,1,41.2,,,,,,,,,,0.17271710672301965,69,88
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Cundiff,Braeden",Braeden,Cundiff,,8746,"Cundiff,Braeden","CUNDIFF,BRAEDEN",Southwestern,SWU,1322-2819,1,1,92,92,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15372891037551537,70,88
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Erik Jensen,Erik,Jensen,,973,Erik Jensen,"JENSEN,ERIK",Berry,BERRY,838-3348,1,1,05,05,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,4,.5,.0,.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15372891037551537,71,88
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Kremblas,Knox",Knox,Kremblas,,396,"Kremblas,Knox","KREMBLAS,KNOX",Maryville College,MAR,1027-2491,1,1,21,7T,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,4,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15372891037551537,72,87
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Sexton,Garrett",Garrett,Sexton,,8746,"Sexton,Garrett","SEXTON,GARRETT",Southwestern,SWU,1322-3238,1,0,96,96,0,0,DT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,4,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15372891037551537,73,87
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Bailey,Brewer",Brewer,Bailey,,426,"Bailey,Brewer","BAILEY,BREWER",Millsaps,MC,1282-2845,1,1,9,9D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11613530465073338,74,87
