season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,receiving_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,composite_score,global_rank,rating
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Green,KJ",KJ,Green,,426,"Green,KJ","GREEN,KJ",Millsaps,MC,1282-2902,1,1,62,62,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,124,81
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Griggs,Michael",Michael,Griggs,,426,"Griggs,Michael","GRIGGS,MICHAEL",Millsaps,MC,1282-2893,1,1,32,32,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,125,81
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Grooms,Dallas",Dallas,Grooms,,652,"Grooms,Dallas","GROOMS,DALLAS",Sewanee,SEW,1321-3160,1,0,15,15,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,126,80
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Gutierrez,Yoel",Yoel,Gutierrez,,8746,"Gutierrez,Yoel","GUTIERREZ,YOEL",Southwestern,SWU,1322-2801,1,0,7,07,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,127,80
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Hamilton,Taeshaune",Taeshaune,Hamilton,,396,"Hamilton,Taeshaune","HAMILTON,TAESHAUNE",Maryville College,MAR,1027-2660,1,0,37,37,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128,80
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Haun,Dakoda",Dakoda,Haun,,396,"Haun,Dakoda","HAUN,DAKODA",Maryville College,MAR,1027-2439,1,0,7,9A,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,129,80
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Huber,Drew",Drew,Huber,,132,"Huber,Drew","HUBER,DREW",Centre,CEN,1268-3569,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,130,80
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Hudson,Charlie",Charlie,Hudson,,652,"Hudson,Charlie","HUDSON,CHARLIE",Sewanee,SEW,1321-3731,1,0,84,84,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,131,80
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Ihematulam,JohnPaul",JohnPaul,Ihematulam,,8746,"Ihematulam,JohnPaul","IHEMATULAM,JOHNPAUL",Southwestern,SWU,1322-2593,1,1,62,62,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,132,80
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Jackson,Hayden",Hayden,Jackson,,8746,"Jackson,Hayden","JACKSON,HAYDEN",Southwestern,SWU,1322-3203,1,0,28,28,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,133,80
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Jared,Sam",Sam,Jared,,396,"Jared,Sam","JARED,SAM",Maryville College,MAR,1027-2456,1,0,22,9K,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,134,79
2026-27,football,Southern Athletic Association (SAA),saa,Berry,John David Peacock,John David,Peacock,,973,John David Peacock,"PEACOCK,JOHN DAVID",Berry,BERRY,838-3126,1,1,89,89,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,135,79
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Johnson,Gavin",Gavin,Johnson,,8746,"Johnson,Gavin","JOHNSON,GAVIN",Southwestern,SWU,1322-3040,1,1,30,30,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136,79
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Johnson,Isaac",Isaac,Johnson,,132,"Johnson,Isaac","JOHNSON,ISAAC",Centre,CEN,1268-3144,1,0,98,98,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,0,1,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,137,79
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Kerwin,Brooks",Brooks,Kerwin,,132,"Kerwin,Brooks","KERWIN,BROOKS",Centre,CEN,1268-3573,1,1,59,59,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,138,79
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Kranik,Aidan",Aidan,Kranik,,652,"Kranik,Aidan","KRANIK,AIDAN",Sewanee,SEW,1321-3733,1,1,58,58,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,139,79
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Lay,Josh",Josh,Lay,,396,"Lay,Josh","LAY,JOSH",Maryville College,MAR,1027-2171,1,1,56,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,140,79
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Lay,Ryan",Ryan,Lay,,132,"Lay,Ryan","LAY,RYAN",Centre,CEN,1268-3356,1,1,76,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,141,78
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Locklear,Joshua",Joshua,Locklear,,652,"Locklear,Joshua","LOCKLEAR,JOSHUA",Sewanee,SEW,1321-3583,1,0,55,55,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,142,78
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Love,Braxten",Braxten,Love,,652,"Love,Braxten","LOVE,BRAXTEN",Sewanee,SEW,1321-3576,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,143,78
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Maguire,Gunnar",Gunnar,Maguire,,426,"Maguire,Gunnar","MAGUIRE,GUNNAR",Millsaps,MC,1282-2544,1,0,98,98,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,144,78
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Mansour,Cole",Cole,Mansour,,8746,"Mansour,Cole","MANSOUR,COLE",Southwestern,SWU,1322-3048,1,0,56,56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,145,78
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Marcus Head,Marcus,Head,,973,Marcus Head,"HEAD,MARCUS",Berry,BERRY,838-3112,1,1,57,57,0,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,146,78
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Marlin,Jaden",Jaden,Marlin,,396,"Marlin,Jaden","MARLIN,JADEN",Maryville College,MAR,1027-1970,1,1,45,34,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,147,78
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Martin,Luke",Luke,Martin,,8746,"Martin,Luke","MARTIN,LUKE",Southwestern,SWU,1322-2601,1,0,12,12,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,148,78
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Matthew Franatovich,Matthew,Franatovich,,973,Matthew Franatovich,"FRANATOVICH,MATTHEW",Berry,BERRY,838-3911,1,0,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,149,77
2026-27,football,Southern Athletic Association (SAA),saa,Berry,McCormack Langford,McCormack,Langford,,973,McCormack Langford,"LANGFORD,MCCORMACK",Berry,BERRY,838-3120,1,1,62,62,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,150,77
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"McCray,Zaire",Zaire,McCray,,396,"McCray,Zaire","MCCRAY,ZAIRE",Maryville College,MAR,1027-2495,1,0,97,8Q,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,151,77
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"McDonald,Drew",Drew,McDonald,,573,"McDonald,Drew","MCDONALD,DREW",Rhodes,RHO,1390-5136,1,0,35,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64,0,0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,152,77
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"McGlamery,Logan",Logan,McGlamery,,396,"McGlamery,Logan","MCGLAMERY,LOGAN",Maryville College,MAR,1027-2806,1,1,52,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,153,77
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"McGown,Lance",Lance,McGown,,426,"McGown,Lance","MCGOWN,LANCE",Millsaps,MC,1282-2714,1,0,10,10,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,154,77
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"McGrath,Landon",Landon,McGrath,,426,"McGrath,Landon","MCGRATH,LANDON",Millsaps,MC,1282-2928,1,0,37,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,155,77
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Mcgaughy,Donavon",Donavon,Mcgaughy,,426,"Mcgaughy,Donavon","MCGAUGHY,DONAVON",Millsaps,MC,1282-3128,1,0,59,59,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,156,77
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Miles,Mason",Mason,Miles,,426,"Miles,Mason","MILES,MASON",Millsaps,MC,1282-2889,1,0,45,45,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,157,76
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Miller,Nathan",Nathan,Miller,,652,"Miller,Nathan","MILLER,NATHAN",Sewanee,SEW,1321-3322,1,0,5,5L,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,158,76
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Mills Morris,Mills,Morris,,973,Mills Morris,"MORRIS,MILLS",Berry,BERRY,838-3960,1,0,87,87,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,159,76
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Molina,Isaiah",Isaiah,Molina,,573,"Molina,Isaiah","MOLINA,ISAIAH",Rhodes,RHO,1390-5001,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,160,76
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Moore,Colton",Colton,Moore,,396,"Moore,Colton","MOORE,COLTON",Maryville College,MAR,1027-2685,1,0,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,161,76
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Murphy,Ben",Ben,Murphy,,396,"Murphy,Ben","MURPHY,BEN",Maryville College,MAR,1027-1956,1,0,31,31,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,162,76
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Nelson,Nate",Nate,Nelson,,396,"Nelson,Nate","NELSON,NATE",Maryville College,MAR,1027-2180,1,1,57,93,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,163,76
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Olaiyamohammed,Roheem",Roheem,Olaiyamohammed,,8746,"Olaiyamohammed,Roheem","OLAIYAMOHAMMED,ROHEEM",Southwestern,SWU,1322-3212,1,0,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,164,76
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Phillips,Carmine",Carmine,Phillips,,396,"Phillips,Carmine","PHILLIPS,CARMINE",Maryville College,MAR,1027-2693,1,0,10,10,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,165,75
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Pickett,Cooper",Cooper,Pickett,,8746,"Pickett,Cooper","PICKETT,COOPER",Southwestern,SWU,1322-2610,1,1,57,57,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,166,75
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Pollock,Jake",Jake,Pollock,,396,"Pollock,Jake","POLLOCK,JAKE",Maryville College,MAR,1027-2695,1,0,40,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,167,75
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Pompa,Jacob",Jacob,Pompa,,426,"Pompa,Jacob","POMPA,JACOB",Millsaps,MC,1282-3140,1,0,26,26,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,168,75
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Powers,Mac",Mac,Powers,,652,"Powers,Mac","POWERS,MAC",Sewanee,SEW,1321-3175,1,0,22,22,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,169,75
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Ragas,Ben",Ben,Ragas,,426,"Ragas,Ben","RAGAS,BEN",Millsaps,MC,1282-2688,1,1,69,69,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,170,75
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Rankhorn,Zach",Zach,Rankhorn,,396,"Rankhorn,Zach","RANKHORN,ZACH",Maryville College,MAR,1027-2805,1,0,41,4Z,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,171,75
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Rankins,Jamison",Jamison,Rankins,,426,"Rankins,Jamison","RANKINS,JAMISON",Millsaps,MC,1282-2479,1,1,4,4D,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,172,74
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Reed Jr.,Carl",Carl,Reed Jr.,,426,"Reed Jr.,Carl","REED JR.,CARL",Millsaps,MC,1282-3135,1,0,19,19,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,173,74
