conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Redlands,Paige Messenlehner,,,,55,55,183,59,69,39,12,5,4,10,0,16,7,4,39,4,0,5,0,0,0,0,0,0,0,0.444,103,214,43,.907,.377,.563,86,2,1,0,0,0,0,0,0,89,.989,0,.000,6,6,33,74,"19,51",0.37,19,51,"36,77",0.47,36,77,"24,56",0.43,24,56,"2,5",0.40,2,5,0,0,0,0,"31,81","14,16","59,91",116,0,0,0,0,0,0,0,13,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Redlands,Brooklyn Bard,,,,55,55,173,46,58,23,2,2,0,24,0,4,13,4,42,3,3,2,0,0,0,0,0,1,0,0.424,64,206,45,.933,.335,.370,67,2,6,0,0,0,0,0,0,75,.920,0,.000,7,5,60,38,"14,45",0.31,14,45,"34,94",0.36,34,94,"30,80",0.38,30,80,"3,5",0.60,3,5,0,0,0,0,"8,28","12,19","57,104",45,0,0,0,0,0,0,0,18,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Redlands,Katlyn Gandara,,,,49,48,140,25,48,49,11,0,5,21,1,8,7,3,0,0,0,1,0,0,0,0,0,0,0,0.453,74,170,0,.000,.343,.529,9,39,5,0,0,9,3,3,0,53,.906,12,.750,9,3,36,41,"18,50",0.36,18,50,"31,85",0.36,31,85,"27,74",0.36,27,74,"0,1",0,0,1,0,0,0,0,"11,20","14,24","57,94",154,0,0,0,207,0,0,0,11,26,0,134,1,21,17,3,2,16,4,0,0,130.1,46,36,19,53,18,2,5,1.93,534,570,4,7,0,4,6,0,0,16,.251,146,180,1,"9,31","18,69","5,25",0,"10,44"
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Redlands,Natalie Lowthers,,,,32,11,47,4,12,12,5,1,0,8,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0.357,19,56,0,.000,.255,.404,38,6,0,3,0,9,0,0,0,44,1.000,9,1.000,1,1,11,15,"2,16",0.13,2,16,"9,32",0.28,9,32,"9,28",0.32,9,28,"0,4",0,0,4,0,0,0,0,"0,5","7,8","16,37",6,0,0,0,99,0,0,0,2,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Redlands,Kassidy Long,,,,47,35,109,17,47,40,16,1,0,24,0,0,11,3,1,0,0,3,0,0,0,0,0,2,0,0.522,65,136,1,1.000,.431,.596,13,10,3,0,0,0,0,0,0,26,.885,0,.000,5,2,25,25,"19,38",0.50,19,38,"32,65",0.49,32,65,"26,53",0.49,26,53,"2,5",0.40,2,5,0,0,0,0,"9,22","21,25","52,75",164,0,0,0,190,0,0,0,18,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,,,,,,,,
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Redlands,Kayla Jackson,,,,32,0,0,22,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0.000,0,0,21,.952,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Redlands,Leila Jackson,,,,54,54,161,42,62,54,16,4,9,16,0,12,13,7,16,0,0,4,0,0,0,0,0,2,0,0.466,113,193,16,1.000,.385,.702,357,8,2,0,0,0,0,14,0,367,.995,0,.000,4,11,33,55,"23,65",0.35,23,65,"38,105",0.36,38,105,"27,78",0.35,27,78,"2,5",0.40,2,5,0,0,0,0,"14,25","19,26","61,118",84,0,0,0,2,0,0,0,12,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Redlands,Leila Gomez,,,,27,6,20,10,5,3,1,0,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0.318,6,22,2,.500,.250,.300,13,1,1,0,0,0,0,0,0,15,.933,0,.000,1,0,8,4,"2,6",0.33,2,6,"2,8",0.25,2,8,"2,7",0.29,2,7,0,0,0,0,0,0,0,0,"3,9","2,2","5,8",0,0,0,0,122,0,0,0,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Redlands,Jenay Scott,,,,50,40,107,36,49,11,1,0,0,15,0,0,13,7,20,2,1,0,0,0,0,0,0,0,0,0.525,50,123,22,.909,.458,.467,90,1,7,0,0,0,0,0,0,98,.929,0,.000,8,5,27,10,"14,35",0.40,14,35,"28,58",0.48,28,58,"19,42",0.45,19,42,"5,7",0.71,5,7,0,0,0,0,"13,24","8,11","43,61",64,0,0,0,1,0,0,0,8,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Redlands,Avery Duran,,,,24,5,29,4,6,7,1,0,1,7,0,0,12,5,0,0,0,1,0,0,0,0,0,0,0,0.351,10,37,0,.000,.207,.345,6,0,0,0,0,0,0,0,0,6,1.000,0,.000,0,2,6,6,"1,11",0.09,1,11,"3,20",0.15,3,20,"3,16",0.19,3,16,"1,2",0.50,1,2,0,0,0,0,"3,6","3,6","9,25",9,0,0,0,160,0,0,0,4,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
