season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,mgolf,Men,Empire 8,e8,St. John Fisher,St. John Fisher University,Nick Years,,Third Year,35730,614,ACTIVE,77.04,5.04,23,76.4237993307183,10,3,1,14.2795991489194,-12.0978036807481,Region II - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Empire 8,e8,St. John Fisher,St. John Fisher University,Colin Patterson,,Third Year,35727,644,ACTIVE,77.13,5.13,23,76.5107558524574,10,4,1,13.8373305310876,-12.0978036807481,Region II - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Empire 8,e8,Nazareth,Nazareth University,Lincoln Crosby,,Fourth Year,19199,707,ACTIVE,76.5,4.5,18,76.9324625730425,11,3,0,12.4853016947694,-16.4514400840852,Region II - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Empire 8,e8,SUNY Canton,State University of NY at Canton,Raine Rumble,,Second Year,8005,738,ACTIVE,76.13,4.13,23,77.2895773982715,16,6,2,11.9962055417057,-16.7942210942188,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Empire 8,e8,SUNY Canton,State University of NY at Canton,Anthony Marion,,,14375,913,ACTIVE,77.13,5.13,23,78.2895773982715,16,5,1,8.99002150947458,-16.7942210942188,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Empire 8,e8,Nazareth,Nazareth University,Jaxstin Bingham,,Second Year,8665,1009,ACTIVE,78.4,6.4,20,79.0284254569451,12,4,0,7.69739165822501,-16.5641324831522,Region II - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Empire 8,e8,SUNY Oswego,State University of NY at Oswego,Sam Ligas,,Second Year,8846,1014,ACTIVE,78.74,6.74,19,79.7932678658319,10,1,0,7.65138430435139,-14.9349429034288,Region II - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Empire 8,e8,Russell Sage,Russell Sage College,Ryan Arp,,Fourth Year,10088,1029,ACTIVE,79.22,7.22,18,79.8029641773036,12,3,1,7.54832139710892,-16.2014042507237,Region II - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Empire 8,e8,St. John Fisher,St. John Fisher University,Jack Doran,,Third Year,35729,1061,ACTIVE,79.62,7.62,21,79.1397503400051,9,0,0,7.12117278129424,-11.761089165327,Region II - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Empire 8,e8,SUNY Oswego,State University of NY at Oswego,Tyce Helmick,,Fourth Year,20115,1075,ACTIVE,78.16,6.16,19,79.2143204974109,10,0,0,6.88979401334827,-14.9349429034288,Region II - (M) DIII,clippd_scoreboard
