season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating
2025-26,softball,Old Dominion Athletic Conference (ODAC),odac,Bridgewater College,Maggie Robertson,Maggie,Robertson,,75,Maggie Robertson,0,0BC,3,0,,,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,2,1,1,1.000,1.000,2.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,"1,1",1.00,1,1,0,0,0,,Bridgewater College,BC,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89603479772248,1,99
2025-26,softball,Old Dominion Athletic Conference (ODAC),odac,Virginia Wesleyan,Morgan Tucker,Morgan,Tucker,,745,Morgan Tucker,0,0VA. WESL,55,51,,,155,37,74,76,15,5,5,11,0,0,8,5,6,1,1,4,0,0,0,0,0,0,0,0.500,114,171,7,.857,.477,.735,95,6,1,0,0,0,0,4,0,102,.990,0,.000,,10,4,25,43,"20,43",0.47,20,43,"45,92",0.49,45,92,"39,79",0.49,39,79,"9,15",0.60,9,15,0,0,0,0,"18,34","25,31","73,101",376,0,0,0,169,0,0,0,22,16,0,,Virginia Wesleyan,VA. WESL,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.958773351577275,2,99
2025-26,softball,Old Dominion Athletic Conference (ODAC),odac,Randolph College,Paige Scruggs,Paige,Scruggs,,566,Paige Scruggs,0,0RAND,12,9,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2,1,0,.000,1.000,2.000,3,7,0,0,0,15,1,0,0,10,1.000,16,.938,,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,,Randolph College,RAND,0,True,32,1,9,0,7,0,0,0,0,0,27.2,29,24,14,9,7,2,2,6.07,113,143,1,8,0,3,5,0,0,1,.283,43,28,1,"0,3","1,3","0,3",0,"2,5",15.937963701483838,3,99
2025-26,softball,Old Dominion Athletic Conference (ODAC),odac,Virginia Wesleyan,Laci Campbell,Laci,Campbell,,745,Laci Campbell,0,0VA. WESL,56,56,,,149,69,58,33,4,3,2,25,0,11,5,4,52,1,1,4,0,0,0,1,0,2,0,0.497,74,190,53,.981,.389,.497,82,72,2,0,0,0,0,6,0,156,.987,0,.000,,2,14,37,49,"20,51",0.39,20,51,"31,88",0.35,31,88,"22,62",0.35,22,62,"2,12",0.17,2,12,0,0,0,0,"9,24","19,29","60,103",56,0,0,0,0,0,0,0,15,32,0,,Virginia Wesleyan,VA. WESL,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.836241576064936,4,98
2025-26,softball,Old Dominion Athletic Conference (ODAC),odac,Bridgewater College,Emberly Coffey,Emberly,Coffey,,75,Emberly Coffey,0,0BC,1,0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,1,0,.000,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,"1,1",1.00,1,1,0,0,0,,Bridgewater College,BC,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.154974342805485,5,98
2025-26,softball,Old Dominion Athletic Conference (ODAC),odac,Virginia Wesleyan,Mackenzie Myers,Mackenzie,Myers,,745,Mackenzie Myers,0,0VA. WESL,53,53,,,138,43,49,49,11,4,3,23,0,3,16,5,26,3,3,10,0,0,0,0,0,1,0,0.431,77,177,29,.897,.355,.558,31,65,9,0,0,0,0,2,0,105,.914,0,.000,,3,6,24,58,"14,41",0.34,14,41,"28,82",0.34,28,82,"25,65",0.38,25,65,"5,11",0.45,5,11,0,0,0,0,"8,21","26,31","56,101",98,0,0,0,22,0,0,0,23,32,0,,Virginia Wesleyan,VA. WESL,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.947295674652576,6,98
2025-26,softball,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon College,Tori Powell,Tori,Powell,,565,Tori Powell,0,0RMC,56,56,,,157,43,49,34,12,1,6,18,0,2,28,7,15,1,6,3,0,0,0,0,0,0,0,0.383,81,186,16,.938,.312,.516,116,66,11,0,0,0,0,3,0,193,.943,0,.000,,8,9,32,49,"14,48",0.29,14,48,"25,84",0.30,25,84,"22,66",0.33,22,66,"5,17",0.29,5,17,0,0,0,0,"16,32","11,13","56,101",155,0,0,0,0,0,0,0,14,35,0,,Randolph-Macon College,RMC,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24831874617761,7,97
2025-26,softball,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon College,Amanda Lanyon,Amanda,Lanyon,,565,Amanda Lanyon,0,0RMC,56,56,,,193,47,68,31,17,2,4,9,0,7,10,6,25,2,3,2,0,0,0,0,0,2,0,0.398,101,214,27,.926,.352,.523,91,1,1,0,0,0,0,0,0,93,.989,0,.000,,7,2,35,78,"20,57",0.35,20,57,"27,75",0.36,27,75,"20,43",0.47,20,43,"8,23",0.35,8,23,0,0,0,0,"39,84","8,12","43,84",75,0,0,0,0,0,0,0,13,28,0,,Randolph-Macon College,RMC,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.98809552316997,8,97
2025-26,softball,Old Dominion Athletic Conference (ODAC),odac,Virginia Wesleyan,Olivia Knight,Olivia,Knight,,745,Olivia Knight,0,0VA. WESL,51,47,,,126,23,47,32,8,0,6,16,0,5,9,2,3,1,1,1,0,0,0,0,1,1,0,0.459,73,149,4,.750,.373,.579,159,20,4,4,0,16,8,1,0,183,.978,24,.667,,3,3,22,47,"16,51",0.31,16,51,"25,81",0.31,25,81,"17,55",0.31,17,55,"5,12",0.42,5,12,0,0,0,0,"15,18","11,20","39,86",186,0,0,0,6,0,0,0,10,40,0,,Virginia Wesleyan,VA. WESL,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.260520054953833,9,97
2025-26,softball,Old Dominion Athletic Conference (ODAC),odac,Lynchburg,Sarah Watts,Sarah,Watts,,374,Sarah Watts,0,0LYNCHBUR,43,43,,,132,35,44,31,11,2,5,19,0,0,13,4,11,2,0,1,0,0,0,1,0,1,0,0.414,74,152,13,.846,.333,.561,72,75,11,0,0,0,0,8,0,158,.930,0,.000,,5,5,26,45,"5,40",0.13,5,40,"26,77",0.34,26,77,"15,45",0.33,15,45,"3,11",0.27,3,11,0,0,0,0,"17,24","5,6","44,83",1,0,0,0,0,0,0,0,12,23,0,,Lynchburg,LYNCHBUR,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.057137934252793,10,96
